h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.6052,3.05434,1.6052,3.05434,"{'att': 346, 'def': 20}","{'att': 231, 'def': 18}",3,6,1,5,0.42580000000000007,l,2024-12-21 17:30:00,0,0,1,0,-1.4491399999999999
a,0.500066,1.20189,0.500066,1.20189,"{'att': 225, 'def': 19}","{'att': 218, 'def': 34}",8,10,0,0,0.7489,d,2024-12-26 15:00:00,0,1,0,1,-0.7018239999999999
h,3.05417,1.21853,3.05417,1.21853,"{'att': 246, 'def': 35}","{'att': 181, 'def': 32}",10,1,2,1,2.5632,w,2024-12-29 15:00:00,1,0,0,3,1.8356400000000002
h,1.2766,1.51541,1.2766,1.51541,"{'att': 328, 'def': 17}","{'att': 204, 'def': 22}",6,16,1,1,1.1723,d,2025-01-04 15:00:00,0,1,0,1,-0.23880999999999997
a,2.2647,2.09904,2.2647,2.09904,"{'att': 356, 'def': 23}","{'att': 270, 'def': 22}",7,7,2,0,1.52,w,2025-01-15 19:30:00,1,0,0,3,0.16565999999999992
a,1.62561,0.221062,0.864444,0.221062,"{'att': 344, 'def': 27}","{'att': 277, 'def': 20}",5,4,2,0,2.6231,w,2025-01-18 15:00:00,1,0,0,3,0.643382
h,1.23177,1.92037,1.23177,1.1592,"{'att': 170, 'def': 11}","{'att': 153, 'def': 18}",9,11,1,2,0.7787999999999999,l,2025-01-26 14:00:00,0,0,1,0,0.07257000000000002
a,2.44633,1.50706,2.44633,1.50706,"{'att': 283, 'def': 21}","{'att': 128, 'def': 23}",6,18,2,0,2.1191,w,2025-02-02 14:00:00,1,0,0,3,0.93927
h,2.30646,1.01565,2.30646,1.01565,"{'att': 193, 'def': 20}","{'att': 246, 'def': 23}",9,4,1,2,2.2888,l,2025-02-15 17:30:00,0,0,1,0,1.29081
a,1.46203,0.23426,1.46203,0.23426,"{'att': 318, 'def': 18}","{'att': 178, 'def': 25}",5,8,2,0,2.4812999999999996,w,2025-02-22 15:00:00,1,0,0,3,1.22777
h,4.02522,0.667217,4.02522,0.667217,"{'att': 270, 'def': 42}","{'att': 120, 'def': 21}",9,1,4,1,2.9674,w,2025-02-25 19:30:00,1,0,0,3,3.358003
h,3.13879,1.63282,3.13879,1.63282,"{'att': 176, 'def': 30}","{'att': 208, 'def': 13}",1,1,1,0,2.3349,w,2025-03-08 15:00:00,1,0,0,3,1.5059700000000003
a,0.93776,0.687304,0.93776,0.687304,"{'att': 219, 'def': 14}","{'att': 288, 'def': 24}",8,3,1,1,1.5808,d,2025-04-02 19:45:00,0,1,0,1,0.250456
h,0.443965,1.27226,0.443965,1.27226,"{'att': 306, 'def': 19}","{'att': 187, 'def': 24}",1,7,2,1,0.5775,w,2025-04-05 14:00:00,1,0,0,3,-0.828295
