first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,value_per_m
Leon,Bailey,0,2,21,450,9,160.4,71.2,69.0,0,69,30.1,0,0,1,0.1,55,MID,3.8
Emiliano,Buendía Stati,6,2,102,1753,24,402.1,427.0,398.0,10,382,121.4,3,0,6,0.4,53,MID,19.2
Samuel,Iling-Junior,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID,0.0
Donyell,Malen,4,2,55,640,10,99.7,183.4,290.0,3,161,56.3,1,0,0,0.4,51,MID,10.8
John,McGinn,5,4,103,2136,28,605.3,459.8,309.0,6,443,137.3,8,0,5,0.7,53,MID,19.4
Ross,Barkley,3,2,56,844,15,162.3,227.8,191.0,5,221,58.1,1,0,1,0.1,48,MID,11.7
Enzo,Barrenechea,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Lewis,Dobbin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Boubacar,Kamara,1,3,61,1410,15,241.3,325.0,75.0,7,282,64.2,5,0,5,0.2,49,MID,12.4
Amadou,Onana,2,0,76,1755,26,152.6,413.2,178.0,4,353,74.4,6,0,3,0.6,48,MID,15.8
Ben,Broggio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID,0.0
Leander,Dendoncker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Jamaldeen,Jimoh-Aloba,0,0,1,8,0,0.3,0.2,0.0,0,3,0.1,0,0,0,0.1,45,MID,0.2
Kadan,Young,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,43,MID,0.0
Ollie,Watkins,16,4,167,2833,38,330.9,720.2,1206.0,26,623,225.2,9,0,4,13.0,87,FWD,19.2
Zépiqueno,Redmond,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45,FWD,0.0
Harvey,Elliott,0,0,5,110,2,31.7,11.8,31.0,0,17,7.4,0,0,0,0.2,51,MID,1.0
Jadon,Sancho,0,2,37,863,10,290.6,130.2,193.0,0,141,61.6,2,0,0,0.2,58,MID,6.4
James,Wright,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,GK,0.0
Douglas Luiz,Soares de Paulo,1,1,35,913,15,294.3,201.6,94.0,0,220,59.1,1,0,3,0.1,49,MID,7.1
Triston,Rowe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Bradley,Burrowes,0,0,1,16,1,0.3,0.0,0.0,0,3,0.0,0,0,0,0.1,43,MID,0.2
Sam,Proctor,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6,39,GK,0.0
Travis,Patterson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF,0.0
Victor,Lindelöf,0,1,29,942,15,36.6,167.8,22.0,0,124,22.7,1,0,0,0.1,45,DEF,6.4
George,Hemmings,0,0,2,25,0,1.7,0.0,2.0,0,5,0.3,0,0,0,0.0,45,MID,0.4
Ronnie,Hollingshead,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Leon,Routh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
TJ,Carroll,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Alysson Edward Franco,da Rocha dos Santos,0,0,3,47,2,3.5,3.2,10.0,0,11,1.5,0,0,0,0.0,50,MID,0.6
Tammy,Abraham,2,0,23,278,8,49.2,87.2,136.0,2,93,27.1,0,0,0,0.2,57,FWD,4.0
Max,Weiß,0,0,7,270,4,10.0,76.8,0.0,0,39,8.7,0,0,0,0.2,42,GK,1.7
Etienne,Green,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,GK,0.0
Václav,Hladký,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Connor,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,DEF,0.0
Kyle,Walker,0,2,70,3095,66,237.2,506.0,28.0,3,242,77.4,4,0,9,1.2,44,DEF,15.9
Hannes,Delcroix,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Owen,Dodgson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Hjalmar,Ekdal,0,0,52,1539,34,55.8,372.0,88.0,2,159,51.7,2,0,0,0.7,38,DEF,13.7
Maxime,Estève,0,0,85,2933,70,92.5,745.4,97.0,0,264,93.7,3,0,1,7.0,38,DEF,22.4
Quilindschy,Hartman,0,6,63,1825,40,288.8,422.2,83.0,0,228,79.5,3,0,1,0.6,40,DEF,15.8
Bashir,Humphreys,0,2,47,1574,33,135.6,379.0,101.0,1,210,61.4,2,0,6,0.1,39,DEF,12.1
Jordan,Beyer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Lucas,Pires Silva,0,0,25,1405,30,294.6,247.0,117.0,0,127,65.6,1,1,1,0.3,38,DEF,6.6
Shurandy,Sambo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Oliver,Sonne,1,0,13,164,4,18.1,44.8,30.0,0,20,9.2,0,0,0,0.2,38,DEF,3.4
Axel,Tuanzebe,1,0,34,1201,26,11.1,276.4,52.0,0,102,34.1,1,0,1,0.9,39,DEF,8.7
Joe,Worrall,0,0,20,496,11,1.5,147.4,19.0,0,40,17.0,0,0,0,0.2,38,DEF,5.3
Jaidon,Anthony,8,4,127,2717,59,552.2,586.8,619.0,6,513,175.8,4,0,4,2.4,50,MID,25.4
Manuel,Benson Hedilazio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,MID,0.0
Jacob,Bruun Larsen,0,1,41,1014,29,212.4,121.0,140.0,0,123,47.4,3,0,0,0.0,52,MID,7.9
Enock,Agyei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID,0.0
Darko,Churlinov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Josh,Cullen,2,2,70,1513,29,218.1,342.0,98.0,8,321,66.0,3,0,2,0.8,49,MID,14.3
Marcus,Edwards,1,3,51,1058,18,283.9,180.0,226.0,2,189,68.9,1,0,0,0.1,47,MID,10.9
Hannibal,Mejbri,1,5,59,1219,27,330.9,252.8,128.0,4,261,71.0,2,0,10,0.1,47,MID,12.6
Luca,Koleosho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Josh,Laurent,1,0,56,1752,41,185.1,298.0,111.0,1,232,58.6,2,1,6,0.0,48,MID,11.7
Loum,Tchaouna,2,2,59,1259,24,231.1,185.8,173.0,0,208,59.3,2,0,2,0.0,48,MID,12.3
Aaron,Ramsey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,44,MID,0.0
Oluwaseun,Adewumi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jaydon,Banel,0,0,1,9,0,0.5,0.0,0.0,0,2,0.0,0,0,0,0.0,45,MID,0.2
Mike,Trésor Ndayishimiye,0,0,6,37,2,15.2,7.2,2.0,0,18,2.4,0,0,0,0.1,43,MID,1.4
Zian,Flemming,11,0,99,1764,35,159.5,466.0,533.0,11,371,114.9,3,0,5,0.8,53,FWD,18.7
Zeki,Amdouni,0,0,4,69,0,5.1,2.6,20.0,0,10,2.6,0,0,0,0.0,48,FWD,0.8
Lyle,Foster,3,2,58,1361,30,147.0,219.0,262.0,4,202,62.1,4,0,4,0.7,49,FWD,11.8
Ashley,Barnes,0,0,5,40,3,1.9,2.2,44.0,0,11,4.8,0,0,2,1.2,42,FWD,1.2
Michael,Obafemi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Martin,Dúbravka,0,0,96,3150,71,0.0,976.4,0.0,7,436,97.9,4,0,1,25.7,40,GK,24.0
James,Ward-Prowse,0,1,40,1092,27,384.4,215.0,22.0,0,248,62.1,2,0,1,0.2,56,MID,7.1
Lesley,Ugochukwu,3,3,97,2330,51,181.5,412.2,210.0,5,374,80.2,3,1,1,0.1,50,MID,19.4
Armando,Broja,1,1,43,843,27,78.9,102.0,207.0,2,119,38.5,1,0,0,0.1,52,FWD,8.3
Florentino Ibrain,Morris Luís,0,2,84,2100,45,234.5,421.0,56.0,0,357,71.4,2,0,6,0.0,50,MID,16.8
Oliver,Pimlott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
George,Brierley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Kian,McMahon-Brown,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Norberto,Murara Neto,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,GK,0.0
Đorđe,Petrović,0,0,124,3420,54,0.0,822.6,0.0,5,512,82.4,11,0,3,5.2,46,GK,27.0
Will,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,40,GK,0.0
Callan,McKenna,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
Alex,Paulsen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK,0.0
Illia,Zabarnyi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF,0.0
Marcos,Senesi Barón,0,6,175,3288,53,367.8,1114.4,201.0,14,571,168.6,11,0,8,22.0,52,DEF,33.7
Adam,Smith,0,2,58,1073,16,76.6,176.2,18.0,4,185,27.1,6,0,3,0.2,44,DEF,13.2
Adrien,Truffert,1,6,165,3378,51,574.2,857.0,194.0,19,607,162.6,11,0,5,5.3,48,DEF,34.4
Matai,Akinmboni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Owen,Bevan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
James,Hill,0,3,110,2102,24,161.7,579.4,119.0,4,386,86.3,8,0,5,7.4,42,DEF,26.2
Julián,Araujo Zúñiga,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,38,DEF,0.0
Chris,Mepham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Julio,Soler Barreto,0,0,3,34,2,2.5,1.8,2.0,0,2,0.6,0,0,0,0.2,39,DEF,0.8
Justin,Kluivert,2,0,41,945,19,305.1,148.0,135.0,3,147,58.8,4,0,5,0.6,69,MID,5.9
Marcus,Tavernier,7,4,137,2732,44,816.6,656.8,605.0,14,552,207.9,11,0,6,4.2,53,MID,25.8
Tyler,Adams,2,2,77,1769,28,158.2,387.0,115.0,3,346,66.3,7,0,8,0.3,49,MID,15.7
David,Brooks,1,3,59,1188,20,384.5,236.2,434.0,4,215,104.1,5,0,7,0.2,50,MID,11.8
Ryan,Christie,2,1,47,978,14,197.0,226.6,220.0,2,214,64.7,3,1,3,0.1,49,MID,9.6
Lewis,Cook,0,1,40,872,19,183.8,206.8,12.0,0,190,40.6,1,1,1,0.0,49,MID,8.2
Philip,Billing,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Alex,Scott,3,2,136,2848,41,482.0,597.2,314.0,9,603,139.0,11,0,5,2.1,49,MID,27.8
Luis,Sinisterra Lucumí,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID,0.0
Romain,Faivre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID,0.0
Hamed,Traorè,0,1,4,16,2,10.0,21.2,0.0,0,12,3.1,0,0,0,0.3,45,MID,0.9
Dominic,Sadi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Zain,Silcott-Duberry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID,0.0
Ben,Winterburn,0,0,1,6,2,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID,0.2
Francisco Evanilson,de Lima Barbosa,6,7,115,2741,40,397.9,350.6,809.0,6,412,155.5,11,0,2,2.4,66,FWD,17.4
Enes,Ünal,1,0,27,214,3,25.0,70.2,104.0,1,83,19.1,0,0,1,0.0,54,FWD,5.0
Daniel,Adu-Adjei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,FWD,0.0
Junior,Kroupi,13,0,113,1663,21,306.9,532.2,563.0,13,480,139.9,10,0,5,7.6,47,FWD,24.0
Ben,Gannon-Doak,0,1,11,105,1,17.8,32.4,39.0,0,33,8.9,0,0,0,0.0,48,MID,2.3
Bafodé,Diakité,0,0,46,1275,27,54.3,267.0,22.0,2,164,34.4,4,0,1,0.3,41,DEF,11.2
Remy,Rees-Dottin,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43,MID,0.0
Amine,Adli,3,2,67,1074,17,235.9,272.6,260.0,4,241,76.1,3,0,2,0.2,54,MID,12.4
Álex,Jiménez Sánchez,1,2,74,2315,39,269.3,406.0,184.0,2,297,85.9,6,0,10,0.1,45,DEF,16.4
Veljko,Milosavljevic,0,0,19,367,6,13.9,98.4,10.0,0,63,12.2,1,0,0,0.0,44,DEF,4.3
Malcom,DaCosta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Fraser,Forster,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Charlie,Stevens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Alex,Tóth,0,0,8,135,3,60.2,18.6,18.0,0,32,9.6,0,0,1,0.0,49,MID,1.6
Christos,Mandas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Rayan Vitor,Simplício Rocha,5,2,67,1110,10,211.9,277.6,263.0,3,238,75.3,6,0,1,2.3,54,MID,12.4
Reiss,Nelson,0,1,13,118,2,32.6,42.6,29.0,0,39,10.0,0,0,0,0.1,48,MID,2.7
Dango,Ouattara,7,8,136,2271,35,422.8,509.8,702.0,16,429,162.8,6,0,5,1.6,56,MID,24.3
Caoimhín,Kelleher,0,0,143,3330,49,23.0,913.8,0.0,11,570,93.8,10,0,1,12.0,48,GK,29.8
Ellery,Balcombe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK,0.0
Matthew,Cox,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Julian,Eyestone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK,0.0
Hákon Rafn,Valdimarsson,0,0,1,90,3,0.0,13.0,0.0,0,1,1.3,0,0,0,1.0,38,GK,0.3
Nathan,Collins,1,2,129,2971,44,143.8,848.6,325.0,7,450,131.9,9,0,7,2.4,49,DEF,26.3
Keane,Lewis-Potter,3,4,115,1960,32,332.2,378.2,353.0,5,356,106.4,9,0,1,1.5,48,DEF,24.0
Kristoffer,Ajer,0,2,76,1805,32,59.1,401.4,165.0,1,211,62.7,5,0,4,0.2,44,DEF,17.3
Rico,Henry,0,2,52,1322,22,82.0,151.6,35.0,0,144,26.9,4,0,2,0.1,43,DEF,12.1
Michael,Kayode,1,2,113,3258,49,470.2,613.8,130.0,9,494,121.7,10,0,8,1.0,46,DEF,24.6
Ethan,Pinnock,0,0,14,318,5,1.2,88.6,33.0,2,53,12.3,1,0,1,0.1,42,DEF,3.3
Mads,Roerslev Rasmussen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF,0.0
Sepp,van den Berg,0,3,113,2761,41,98.0,659.0,305.0,3,435,106.3,8,0,2,1.0,44,DEF,25.7
Benjamin,Arthur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,38,DEF,0.0
Benjamin,Fredrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF,0.0
Aaron,Hickey,0,0,37,679,9,17.1,101.4,43.0,0,105,16.0,2,0,1,0.3,40,DEF,9.2
Kim,Ji-soo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF,0.0
Jayden,Meghoma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Kevin,Schade,8,5,125,2744,34,380.1,536.8,821.0,5,385,172.8,11,1,6,1.3,68,MID,18.4
Mikkel,Damsgaard,4,4,113,2046,32,691.3,530.6,326.0,9,467,155.0,5,0,0,0.8,56,MID,20.2
Antoni,Milambo,0,0,1,45,3,1.8,4.0,0.0,0,5,0.6,0,0,0,0.0,52,MID,0.2
Fábio,Freitas Gouveia Carvalho,1,0,13,100,4,6.5,39.0,36.0,1,42,8.1,0,0,0,0.1,46,MID,2.8
Jordan,Henderson,1,3,76,1911,28,358.3,336.6,49.0,5,343,74.4,6,0,6,0.3,50,MID,15.2
Vitaly,Janelt,1,4,74,1434,21,351.8,350.4,97.0,6,334,79.0,5,0,8,0.1,49,MID,15.1
Mathias,Jensen,3,2,98,2239,33,632.7,435.6,201.0,1,465,126.9,9,0,3,0.1,49,MID,20.0
Gustavo,Nunes Fernandes Gomes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID,0.0
Frank,Onyeka,0,2,12,88,2,13.6,28.4,4.0,0,41,4.6,0,0,0,0.0,48,MID,2.5
Yehor,Yarmoliuk,1,3,104,2652,42,273.0,445.0,117.0,1,448,83.4,8,0,7,0.1,50,MID,20.8
Romelle,Donovan,0,0,4,38,0,11.5,8.4,21.0,0,19,4.2,0,0,0,0.1,44,MID,0.9
Yunus Emre,Konak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID,0.0
Paris,Maghoma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Myles,Peart-Harris,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.0,44,MID,0.2
Ryan,Trevitt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Igor Thiago,Nascimento Rodrigues,22,1,181,3282,50,382.5,1019.4,1170.0,22,710,256.9,10,0,7,30.2,72,FWD,25.1
Iwan,Morgan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,44,FWD,0.0
Josh,Dasilva,0,0,2,2,0,11.3,0.4,4.0,0,5,1.6,0,0,0,0.0,49,MID,0.4
Kaye,Furo,0,0,1,1,0,0.0,0.0,0.0,0,2,0.0,0,0,0,0.0,45,FWD,0.2
Luka,Bentt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Ollie,Shield,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Joshua,Stephenson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Conor,McManus,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF,0.0
Riley,Owen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID,0.0
Jason,Steele,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42,GK,0.0
Bart,Verbruggen,0,0,130,3420,46,10.0,935.0,0.0,6,616,94.7,10,0,3,9.3,46,GK,28.3
Tom,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK,0.0
Carl,Rushworth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK,0.0
Olivier,Boscagli,0,1,39,799,10,82.2,215.6,12.0,4,171,31.1,3,0,2,0.1,42,DEF,9.3
Diego,Coppola,0,0,10,193,3,3.7,42.4,2.0,0,32,4.8,1,0,2,0.0,42,DEF,2.4
Maxim,De Cuyper,2,3,84,1404,23,516.6,327.8,154.0,9,318,99.9,5,0,2,1.7,43,DEF,19.5
Lewis,Dunk,1,1,100,2837,40,125.5,649.6,210.0,5,443,98.7,7,0,10,1.0,45,DEF,22.2
