pens_made,sca,carries,pens_att,blocks,dayofweek,gca,comp,assists,progressive_passes,touches,xg,position,pressures,date,shots_on_target,passes_completed,game_started,squad,shots_total,dribbles,xa,npxg,passes_pct,cards_yellow,passes,match_report,minutes,dribbles_completed,result,cards_red,progressive_carries,tackles,venue,goals,round,opponent,interceptions
0,2,31,0,0,Sun,1,Premier League,1,4,44,0.1,RW,11,2021-11-07,0,25,Y,Liverpool,2,6,0.1,0.1,83.3,0,30,,90,2,L 2–3,0,5,0,Away,0,Matchweek 11,West Ham,0
0,,,0,,Fri,,WCQ,2,,,,AM,,2021-11-12,,,Y*,Egypt,,,,,,0,,,90,,D 2–2,0,,,Away,0,Second round,Angola,
0,,,0,,Tue,,WCQ,0,,,,,,2021-11-16,,,N,Egypt,,,,,,0,,,32,,W 2–1,0,,,Home,0,Second round,Gabon,
0,3,39,0,0,Sat,1,Premier League,0,2,47,1.2,RW,11,2021-11-20,2,26,Y,Liverpool,4,4,0.4,1.2,81.3,0,32,,90,1,W 4–0,0,7,0,Home,1,Matchweek 12,Arsenal,0
0,3,24,0,0,Wed,1,Champions Lg,0,1,30,0.3,RW,6,2021-11-24,2,15,Y,Liverpool,2,2,0.1,0.3,62.5,0,24,,70,1,W 2–0,0,4,0,Home,1,Group stage,Porto,0
0,2,40,0,1,Sat,1,Premier League,1,5,48,0.1,RW,17,2021-11-27,0,21,Y,Liverpool,4,4,0.8,0.1,70.0,0,30,,90,1,W 4–0,0,9,0,Home,0,Matchweek 13,Southampton,0
0,1,34,0,1,Wed,0,Premier League,0,4,54,1.1,RW,11,2021-12-01,3,32,Y,Liverpool,5,4,0.0,1.1,82.1,0,39,,90,0,W 4–1,0,9,1,Away,2,Matchweek 14,Everton,1
0,4,31,0,0,Sat,1,Premier League,1,2,47,0.1,RW,18,2021-12-04,1,20,Y,Liverpool,2,4,0.4,0.1,66.7,0,30,,89,1,W 1–0,0,2,1,Away,0,Matchweek 15,Wolves,1
0,3,31,0,0,Tue,0,Champions Lg,0,3,40,0.2,RW,6,2021-12-07,2,26,Y,Liverpool,4,2,0.1,0.2,89.7,0,29,,63,0,W 2–1,0,5,0,Away,1,Group stage,Milan,1
1,4,46,1,0,Sat,1,Premier League,0,2,50,1.3,RW,17,2021-12-11,1,22,Y,Liverpool,6,7,0.1,0.6,68.8,0,32,,90,5,W 1–0,0,9,1,Home,1,Matchweek 16,Aston Villa,0
0,3,40,0,0,Thu,0,Premier League,0,6,50,0.7,RW,5,2021-12-16,1,29,Y,Liverpool,4,3,0.1,0.7,70.7,0,41,,73,1,W 3–1,0,11,0,Home,1,Matchweek 17,Newcastle Utd,0
0,4,29,0,0,Sun,0,Premier League,0,0,37,0.1,"RW,FW",10,2021-12-19,0,19,Y,Liverpool,2,0,0.1,0.1,70.4,0,27,,90,0,D 2–2,0,6,1,Away,0,Matchweek 18,Tottenham,0
0,5,35,1,0,Tue,0,Premier League,0,3,51,1.1,RW,13,2021-12-28,1,28,Y,Liverpool,4,5,0.1,0.2,80.0,0,35,,90,3,L 0–1,0,2,0,Away,0,Matchweek 20,Leicester City,1
0,4,35,0,0,Sun,0,Premier League,0,4,41,0.5,RW,13,2022-01-02,3,28,Y,Liverpool,4,3,0.1,0.5,87.5,0,32,,90,1,D 2–2,0,2,0,Away,1,Matchweek 21,Chelsea,2
0,,,0,,Tue,,Africa Cup of Nations,0,,,,FW,,2022-01-11,1,,Y*,Egypt,1,,,,,0,,,90,,L 0–1,0,,,Neutral,0,Group stage,Nigeria,0
0,,,0,,Sat,,Africa Cup of Nations,0,,,,FW,,2022-01-15,2,,Y*,Egypt,5,,,,,0,,,90,,W 1–0,0,,,Neutral,1,Group stage,Guinea-Bissau,0
0,,,0,,Wed,,Africa Cup of Nations,0,,,,FW,,2022-01-19,1,,Y*,Egypt,2,,,,,0,,,90,,W 1–0,0,,,Neutral,0,Group stage,Sudan,0
0,,,0,,Wed,,Africa Cup of Nations,0,,,,FW,,2022-01-26,1,,Y*,Egypt,2,,,,,0,,,120,,D 0 ,0,,,Neutral,0,Round of 16,Côte d'Ivoire,0
0,,,0,,Sun,,Africa Cup of Nations,0,,,,FW,,2022-01-30,1,,Y*,Egypt,3,,,,,0,,,119,,W 2–1,0,,,Neutral,1,Quarter-finals,Morocco,1
0,,,0,,Thu,,Africa Cup of Nations,0,,,,FW,,2022-02-03,0,,Y*,Egypt,2,,,,,0,,,120,,D 0 ,0,,,Neutral,0,Semi-finals,Cameroon,0
0,,,0,,Sun,,Africa Cup of Nations,0,,,,FW,,2022-02-06,2,,Y*,Egypt,2,,,,,0,,,120,,D 0 ,0,,,Neutral,0,Final,Senegal,0
0,6,20,0,0,Thu,0,Premier League,0,2,23,0.6,RW,3,2022-02-10,3,14,N,Liverpool,4,4,0.2,0.6,93.3,0,15,,31,2,W 2–0,0,3,0,Home,0,Matchweek 24,Leicester City,1
0,4,30,0,1,Sun,0,Premier League,0,5,45,0.1,RW,11,2022-02-13,0,24,Y,Liverpool,1,2,0.4,0.1,72.7,0,33,,90,1,W 1–0,0,7,1,Away,0,Matchweek 25,Burnley,2
0,2,33,0,2,Wed,0,Champions Lg,0,3,49,0.1,RW,33,2022-02-16,1,25,Y,Liverpool,2,4,0.0,0.1,73.5,0,34,,90,2,W 2–0,0,5,1,Away,1,Round of 16,Inter,1
0,10,55,0,1,Sat,0,Premier League,0,1,62,1.0,"RW,RM",12,2022-02-19,2,34,Y,Liverpool,8,7,0.6,1.0,77.3,0,44,,90,4,W 3–1,0,16,0,Home,1,Matchweek 26,Norwich City,0
2,6,54,2,0,Wed,3,Premier League,1,10,65,2.3,RW,11,2022-02-23,1,46,Y,Liverpool,4,5,0.3,0.8,88.5,0,52,,90,2,W 6–0,0,8,0,Home,2,Matchweek 19,Leeds United,0
0,,,0,,Sun,,EFL Cup,0,,,,FW,,2022-02-27,0,,Y,Liverpool,5,,,,,0,,,120,,D 0 ,0,,,Away,0,Final,Chelsea,2
0,3,60,0,0,Sat,0,Premier League,0,3,61,0.8,RW,14,2022-03-05,3,33,Y,Liverpool,6,9,0.1,0.8,76.7,0,43,,78,4,W 1–0,0,11,0,Home,0,Matchweek 28,West Ham,0
0,3,41,0,1,Tue,0,Champions Lg,0,1,55,1.0,RW,26,2022-03-08,0,30,Y,Liverpool,3,9,0.0,1.0,81.1,0,37,,90,5,L 0–1,0,8,0,Home,0,Round of 16,Inter,0
1,6,19,1,0,Sat,0,Premier League,0,1,27,1.4,RW,13,2022-03-12,2,11,Y,Liverpool,6,2,0.1,0.6,64.7,0,17,,64,2,W 2–0,0,2,0,Away,1,Matchweek 29,Brighton,1
0,0,17,0,0,Wed,0,Premier League,0,0,23,0.2,RW,8,2022-03-16,0,10,N,Liverpool,3,1,0.0,0.2,62.5,0,16,,35,0,W 2–0,0,2,0,Away,0,Matchweek 27,Arsenal,1
0,,,0,,Fri,,WCQ,0,,,,FW,,2022-03-25,,,Y*,Egypt,,,,,,0,,,90,,W 1–0,0,,,Home,0,Third round,Senegal,
0,,,0,,Tue,,WCQ,0,,,,FW,,2022-03-29,,,Y*,Egypt,,,,,,0,,,120,,L 0 ,0,,,Away,0,Third round,Senegal,
0,1,33,0,0,Sat,0,Premier League,0,4,43,0.1,RW,20,2022-04-02,0,21,Y,Liverpool,3,6,0.0,0.1,80.8,0,26,,68,2,W 2–0,0,5,1,Home,0,Matchweek 31,Watford,0
0,3,41,0,0,Tue,0,Champions Lg,0,3,46,0.7,RW,12,2022-04-05,2,23,Y,Liverpool,2,3,0.2,0.7,71.9,0,32,,60,0,W 3–1,0,10,0,Away,0,Quarter-finals,Benfica,0
0,3,34,0,1,Sun,1,Premier League,1,4,41,0.0,RW,28,2022-04-10,0,20,Y,Liverpool,1,5,0.7,0.0,83.3,0,24,,90,1,D 2–2,0,4,3,Away,0,Matchweek 32,Manchester City,1
0,3,29,0,0,Wed,0,Champions Lg,0,3,33,0.2,RW,7,2022-04-13,0,23,N,Liverpool,2,0,0.2,0.2,82.1,0,28,,34,0,D 3–3,0,7,0,Home,0,Quarter-finals,Benfica,0
0,,,0,,Sat,,FA Cup,0,,,,FW,,2022-04-16,1,,Y,Liverpool,3,,,,,0,,,90,,W 3–2,0,,,Away,0,Semi-finals,Manchester City,0
0,1,52,0,2,Tue,1,Premier League,1,2,66,1.1,RW,10,2022-04-19,2,34,Y,Liverpool,4,1,0.6,1.1,77.3,0,44,,90,0,W 4–0,0,4,1,Home,2,Matchweek 30,Manchester Utd,0
0,4,59,0,1,Sun,1,Premier League,1,9,71,0.2,RW,17,2022-04-24,0,41,Y,Liverpool,2,6,0.3,0.2,75.9,0,54,,90,1,W 2–0,0,9,0,Home,0,Matchweek 34,Everton,0
0,4,48,0,0,Wed,1,Champions Lg,1,3,52,0.2,RW,16,2022-04-27,0,30,Y,Liverpool,4,2,0.9,0.2,81.1,0,37,,90,1,W 2–0,0,10,0,Home,0,Semi-finals,Villarreal,0
0,1,10,0,0,Sat,0,Premier League,0,1,15,0.1,RW,2,2022-04-30,1,8,N,Liverpool,2,1,0.0,0.1,88.9,0,9,,22,0,W 1–0,0,0,0,Away,0,Matchweek 35,Newcastle Utd,0
0,2,23,0,0,Tue,1,Champions Lg,1,2,28,0.2,RW,23,2022-05-03,0,15,Y,Liverpool,2,4,0.0,0.2,78.9,0,19,,90,4,W 3–2,0,3,2,Away,0,Semi-finals,Villarreal,0
0,2,44,0,1,Sat,0,Premier League,0,2,49,0.2,"RW,RM",17,2022-05-07,0,21,Y,Liverpool,3,4,0.1,0.2,65.6,0,32,,90,1,D 1–1,0,10,2,Home,0,Matchweek 36,Tottenham,1
0,2,9,0,0,Tue,0,Premier League,0,0,12,0.2,RW,2,2022-05-10,0,6,N,Liverpool,1,1,0.0,0.2,66.7,0,9,,19,0,W 2–1,0,0,0,Away,0,Matchweek 33,Aston Villa,0
0,,,0,,Sat,,FA Cup,0,,,,FW,,2022-05-14,0,,Y,Liverpool,1,,,,,0,,,32,,D 0 ,0,,,Away,0,Final,Chelsea,1
0,3,13,0,1,Sun,0,Premier League,0,2,21,0.9,RW,4,2022-05-22,3,9,N,Liverpool,8,2,0.1,0.9,90.0,0,10,,33,1,W 3–1,0,4,0,Home,1,Matchweek 38,Wolves,0
0,6,49,0,2,Sat,0,Champions Lg,0,1,64,1.2,RW,18,2022-05-28,6,33,Y,Liverpool,9,2,0.1,1.2,86.8,0,38,,90,0,L 0–1,0,8,1,Neutral,0,Final,Real Madrid,0
0,,,0,,Sun,,Africa Cup of Nations qualification,0,,,,FW,,2022-06-05,,,Y*,Egypt,,,,,,0,,,90,,W 1–0,0,,,Home,0,Group stage,Guinea,
