season,code,web_name,position,team_name,total_points,now_cost_m,selected_by_percent,minutes,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,bps,yellow_cards,red_cards,influence,creativity,threat,ict_index,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90,coarse_cluster,fine_cluster,viz_x,viz_y
2023-24,102057,Raúl,FWD,Fulham,72,5.0,0.6,1390,7,0,5.37,0.96,6.33,4,29,37.43,0,13,237,3,1,335.8,185.9,440.0,95.1,4.661870503597122,0.4532374100719424,0.0,0.3476978417266187,0.0621582733812949,0.4098561151079137,0,3,4.3913636,5.3695865
2023-24,106468,Alex Moreno,DEF,Aston Villa,49,4.9,1.1,1024,2,0,1.11,0.98,2.09,3,20,18.5,0,5,211,2,0,217.8,156.9,152.0,52.7,4.306640625,0.17578125,0.0,0.09755859375,0.0861328125,0.18369140625,0,5,8.373169,2.4441226
2023-24,106760,Shaw,DEF,Man Utd,31,5.2,2.7,960,0,1,0.05,0.89,0.94,4,13,20.17,0,0,195,6,0,197.2,199.3,29.0,42.6,2.9062500000000004,0.0,0.09375,0.0046875,0.0834375,0.088125,0,6,7.9203167,2.1086352
2023-24,108413,Hughes,MID,Crystal Palace,61,4.9,0.0,1886,0,2,0.31,1.7,2.01,8,38,30.83,0,2,252,6,0,319.2,338.6,67.0,72.3,2.9109225874867444,0.0,0.0954400848356309,0.0147932131495228,0.0811240721102863,0.0959172852598091,0,6,6.7751026,2.1999948
2023-24,109533,Emerson,DEF,West Ham,82,4.3,1.9,3138,1,4,1.64,2.07,3.71,5,67,68.08,0,8,519,10,0,649.0,400.2,168.0,121.8,2.3518164435946463,0.02868068833652,0.1147227533460803,0.0470363288718929,0.0593690248565965,0.1064053537284894,1,2,4.850484,1.3970348
2023-24,109646,Tosin,DEF,Fulham,66,4.3,0.2,1616,2,0,0.78,0.32,1.1,6,25,28.19,0,2,327,2,0,431.8,39.3,152.0,62.4,3.6757425742574257,0.1113861386138613,0.0,0.0434405940594059,0.0178217821782178,0.0612623762376237,0,5,7.334396,1.2049416
2023-24,110735,Webster,DEF,Brighton,26,4.2,0.3,1142,0,0,0.5,0.33,0.83,2,22,18.16,0,2,212,2,0,252.2,89.3,54.0,39.7,2.0490367775831877,0.0,0.0,0.0394045534150613,0.0260070052539404,0.0654115586690017,0,5,8.380558,1.570347
2023-24,111234,Pickford,GK,Everton,153,4.8,16.3,3420,0,0,0.0,0.46,0.46,13,51,56.01,121,22,734,5,0,969.2,43.4,0.0,101.3,4.026315789473684,0.0,0.0,0.0,0.0121052631578947,0.0121052631578947,3,1,11.694539,1.8874797
2023-24,111478,Veltman,DEF,Brighton,49,4.3,0.6,1579,1,1,0.46,0.53,0.99,3,32,25.63,0,0,294,4,0,320.8,97.8,98.0,51.8,2.79290690310323,0.0569981000633312,0.0569981000633312,0.0262191260291323,0.0302089930335655,0.0564281190626979,0,5,7.828126,1.1387339
2023-24,111773,Krafth,DEF,Newcastle,33,4.4,0.1,909,0,0,0.2,0.76,0.96,3,15,12.94,0,1,187,2,0,164.2,145.4,28.0,33.8,3.267326732673268,0.0,0.0,0.0198019801980198,0.0752475247524752,0.095049504950495,0,5,8.576418,2.0923903
2023-24,114243,J.Murphy,MID,Newcastle,82,4.8,0.2,1184,3,8,2.23,3.35,5.58,5,21,18.42,0,4,312,1,0,377.8,453.4,270.0,110.0,6.233108108108108,0.2280405405405405,0.6081081081081081,0.1695101351351351,0.2546452702702703,0.4241554054054054,0,3,5.3234787,4.285693
2023-24,114283,Grealish,MID,Man City,50,7.2,1.5,998,3,1,2.17,2.69,4.86,3,13,12.58,0,6,199,6,0,240.4,384.1,295.0,91.9,4.509018036072145,0.2705410821643286,0.0901803607214428,0.195691382765531,0.2425851703406813,0.4382765531062125,0,6,7.064608,3.3923113
2023-24,115556,Davies,DEF,Spurs,34,4.3,0.4,1085,1,2,2.34,0.57,2.91,1,21,22.43,0,0,216,2,0,294.8,81.0,124.0,50.3,2.8202764976958528,0.0829493087557603,0.1658986175115207,0.1941013824884792,0.0472811059907834,0.2413824884792627,0,6,7.9075413,2.200892
2023-24,116216,Trossard,MID,Arsenal,138,6.6,3.6,1633,12,2,8.29,2.96,11.25,12,10,13.46,0,11,398,2,0,563.6,384.7,746.0,169.5,7.605633802816901,0.6613594611145132,0.1102265768524188,0.4568891610532761,0.1631353337415799,0.6200244947948561,0,3,3.8778806,5.413065
2023-24,116535,A.Becker,GK,Liverpool,107,5.7,9.7,2520,0,0,0.0,0.0,0.0,8,30,35.21,83,9,575,1,0,671.2,10.4,0.0,68.1,3.821428571428572,0.0,0.0,0.0,0.0,0.0,3,1,10.964609,1.8801874
2023-24,118748,Salah,MID,Liverpool,211,13.4,24.0,2531,18,12,20.89,7.47,28.36,8,30,32.22,0,24,621,2,0,1033.8,892.2,1531.0,346.0,7.502963255630187,0.6400632161201106,0.4267088107467404,0.7428289213749507,0.2656262346898459,1.0084551560647963,4,7,2.1589413,4.8138647
2023-24,119471,Schär,DEF,Newcastle,123,5.6,7.3,3055,4,3,2.47,1.41,3.87,9,58,58.64,0,12,629,5,0,826.6,166.7,278.0,127.4,3.623567921440262,0.1178396072013093,0.0883797054009819,0.0727659574468085,0.0415384615384615,0.1140098199672667,1,4,4.7653213,0.92211425
2023-24,121160,Ederson M.,GK,Man City,112,5.5,13.1,2785,0,0,0.0,0.03,0.03,11,27,27.43,57,5,569,5,0,551.8,10.0,0.0,56.0,3.619389587073609,0.0,0.0,0.0,0.0009694793536804,0.0009694793536804,3,1,10.836124,1.8628641
2023-24,122798,Robertson,DEF,Liverpool,76,6.5,4.2,1689,3,2,1.9,4.4,6.3,3,22,22.83,0,8,463,2,0,552.2,936.1,230.0,171.9,4.049733570159858,0.1598579040852575,0.1065719360568383,0.1012433392539964,0.2344582593250444,0.3357015985790408,0,3,4.2819843,3.578476
2023-24,122806,McGinn,MID,Aston Villa,119,5.3,0.9,3000,6,5,5.01,4.99,10.0,7,54,49.85,0,9,502,9,1,640.4,690.7,360.0,169.4,3.5700000000000003,0.18,0.15,0.1503,0.1497,0.3,1,0,3.3566213,0.90265834
2023-24,126184,Aké,DEF,Man City,99,5.0,5.2,2039,2,3,2.47,1.14,3.61,6,20,21.14,0,6,483,0,0,447.2,197.7,249.0,89.7,4.369789112309956,0.0882785679254536,0.1324178518881804,0.1090240313879352,0.0503187837175085,0.1593428151054438,-1,-1,6.794678,1.4691845
2023-24,128295,Nørgaard,MID,Brentford,74,5.2,0.1,2504,2,1,3.61,2.44,6.05,6,51,43.31,0,3,414,8,0,501.8,396.2,316.0,121.8,2.659744408945687,0.0718849840255591,0.0359424920127795,0.1297523961661341,0.0876996805111821,0.2174520766773162,1,2,4.8200974,2.1597517
2023-24,141746,B.Fernandes,MID,Man Utd,166,8.5,14.6,3118,10,9,9.73,10.23,19.96,7,52,63.99,0,24,729,9,0,1101.6,1663.0,748.0,351.3,4.791533033996151,0.2886465683130211,0.259781911481719,0.2808531109685696,0.2952854393842207,0.5761385503527903,2,8,2.342267,3.8083894
2023-24,149065,José Sá,GK,Wolves,107,5.0,2.0,3037,0,1,0.0,0.0,0.0,4,58,59.38,134,8,622,1,0,1003.4,11.0,0.0,101.6,3.1708923279552192,0.0,0.0296345077378992,0.0,0.0,0.0,3,1,11.656445,1.9068067
2023-24,152551,Lerma,MID,Crystal Palace,64,4.7,0.1,2399,1,1,2.61,1.78,4.39,5,46,38.16,0,4,338,8,0,417.6,366.1,240.0,102.4,2.40100041684035,0.0375156315131304,0.0375156315131304,0.0979157982492705,0.0667778240933722,0.1646936223426427,1,2,5.2418504,2.0001218
2023-24,153133,Iwobi,MID,Fulham,102,5.3,0.4,2331,5,2,5.23,4.2,9.43,7,41,37.63,0,9,425,2,0,504.2,718.8,534.0,175.9,3.938223938223938,0.193050193050193,0.0772200772200772,0.2019305019305019,0.1621621621621621,0.364092664092664,0,3,4.044601,3.877582
2023-24,153366,Reed,MID,Fulham,47,4.3,0.3,1317,0,2,0.29,1.49,1.78,6,23,25.65,0,0,205,6,0,213.8,212.6,45.0,47.2,3.2118451025056944,0.0,0.1366742596810934,0.0198177676537585,0.1018223234624145,0.1216400911161731,0,6,7.302047,2.433401
2023-24,153682,Wilson,MID,Fulham,94,5.3,0.2,1603,4,7,3.45,2.63,6.08,5,30,33.01,0,5,307,6,0,375.0,357.3,340.0,107.2,5.277604491578291,0.2245789145352464,0.3930131004366812,0.19369931378665,0.1476606363069245,0.3413599500935745,0,3,5.2463837,4.461398
2023-24,154561,Raya,GK,Arsenal,135,5.3,11.7,2880,0,0,0.0,0.04,0.04,16,24,22.51,46,6,569,2,0,413.0,0.0,0.0,41.1,4.21875,0.0,0.0,0.0,0.00125,0.00125,3,1,10.456515,1.7397728
2023-24,154566,Solanke,FWD,Bournemouth,175,6.9,17.8,3325,19,3,19.64,2.11,21.75,10,61,56.58,0,20,560,3,0,902.0,479.6,1348.0,272.7,4.7368421052631575,0.5142857142857142,0.081203007518797,0.531609022556391,0.0571127819548872,0.5887218045112782,4,7,2.6454973,5.1103363
2023-24,155408,L.Cook,MID,Bournemouth,77,4.8,0.1,2787,0,3,0.42,2.92,3.34,8,51,50.3,0,5,446,5,1,520.2,681.9,67.0,127.2,2.4865446716899893,0.0,0.0968783638320775,0.0135629709364908,0.0942949407965554,0.1078579117330462,1,0,3.3228996,0.4704577
2023-24,156689,Andreas,MID,Fulham,127,5.3,0.9,2611,3,9,4.52,5.72,10.24,14,40,42.91,0,7,459,6,0,503.6,1254.3,417.0,217.8,4.37763309076982,0.103408655687476,0.3102259670624281,0.1558023745691306,0.197165836844121,0.3529682114132516,2,8,2.8980696,3.1479065
2023-24,158499,Christie,MID,Bournemouth,90,5.0,0.1,2908,0,5,2.49,5.37,7.86,8,56,48.61,0,5,433,6,0,620.2,780.2,351.0,175.4,2.785419532324622,0.0,0.15474552957359,0.0770632737276478,0.1661966987620357,0.2432599724896836,1,2,4.2150598,2.5058613
2023-24,158983,Endo,MID,Liverpool,47,5.4,0.1,1714,1,0,0.51,1.53,2.04,6,16,22.42,0,0,250,10,0,281.6,269.5,53.0,60.1,2.4679113185530923,0.0525087514585764,0.0,0.0267794632438739,0.0803383897316219,0.1071178529754959,0,6,7.3432684,2.1928718
2023-24,159506,Aina,DEF,Nott'm Forest,45,4.5,0.3,1690,1,1,0.34,1.01,1.35,2,39,29.01,0,2,289,3,0,312.0,181.7,49.0,54.4,2.396449704142012,0.0532544378698224,0.0532544378698224,0.0181065088757396,0.0537869822485207,0.0718934911242603,0,5,7.833965,1.0456723
2023-24,165809,Bernardo,MID,Man City,141,6.2,2.9,2576,6,9,3.54,8.05,11.59,10,26,26.4,0,20,604,8,0,747.4,959.5,570.0,228.0,4.926242236024844,0.2096273291925466,0.3144409937888199,0.1236801242236024,0.28125,0.4049301242236025,2,8,2.586314,3.5413802
2023-24,166477,Castagne,DEF,Fulham,105,4.5,1.6,2630,1,3,1.29,2.06,3.35,9,40,41.07,0,7,510,3,0,494.4,295.0,229.0,102.1,3.593155893536122,0.0342205323193916,0.1026615969581749,0.0441444866920152,0.0704942965779467,0.1146387832699619,0,5,6.0084815,0.8634775
2023-24,166989,Tielemans,MID,Aston Villa,77,5.6,0.4,1613,2,6,1.24,1.98,3.22,4,27,31.07,0,2,318,3,0,369.2,325.4,136.0,83.3,4.296342219466832,0.1115933044017358,0.3347799132052076,0.0691878487290762,0.1104773713577185,0.1796652200867948,0,6,6.591475,3.1737688
2023-24,168991,Billing,MID,Bournemouth,60,5.1,0.3,1385,2,3,2.53,2.11,4.64,2,36,29.25,0,3,228,3,1,304.2,313.5,267.0,88.3,3.898916967509025,0.1299638989169675,0.1949458483754512,0.1644043321299639,0.1371119133574007,0.3015162454873646,1,0,3.028164,-0.33786082
2023-24,169528,Robinson,DEF,Fulham,104,4.5,4.0,3266,0,6,0.68,3.75,4.43,9,60,61.93,0,8,662,6,0,805.8,536.7,241.0,158.6,2.865890998162891,0.0,0.1653398652786283,0.0187385180649112,0.1033374157991426,0.1220759338640538,1,4,4.5667653,1.3050137
2023-24,171287,Gomez,DEF,Liverpool,76,4.5,1.3,1772,0,2,1.02,1.07,2.09,7,19,27.08,0,2,390,5,0,316.0,338.3,119.0,77.7,3.860045146726862,0.0,0.1015801354401805,0.0518058690744921,0.0543453724604966,0.1061512415349887,0,6,7.007846,2.4373999
2023-24,171314,Rúben,DEF,Man City,88,5.5,7.2,2557,0,0,1.38,1.93,3.31,9,28,25.12,0,3,513,0,0,578.4,208.5,225.0,101.5,3.097379741885022,0.0,0.0,0.0485725459522878,0.0679311693390692,0.116503715291357,0,5,6.479558,0.8634423
2023-24,172649,Henderson,GK,Crystal Palace,48,4.4,1.7,1620,0,0,0.0,0.01,0.01,4,30,26.47,58,2,293,2,0,434.8,0.0,0.0,43.7,2.666666666666667,0.0,0.0,0.0,0.0005555555555555,0.0005555555555555,3,1,10.4702015,2.0152361
2023-24,172780,Maddison,MID,Spurs,117,7.8,10.0,2137,4,11,6.53,6.21,12.74,7,31,32.54,0,9,495,5,0,630.4,979.5,605.0,221.4,4.927468413664015,0.1684604585868039,0.4632662611137108,0.2750116986429574,0.2615348619560131,0.5365465605989705,2,8,2.9737155,3.8677673
2023-24,174874,Andersen,DEF,Crystal Palace,121,4.7,14.1,3416,2,3,1.75,2.08,3.83,10,58,53.71,0,12,679,7,0,873.6,301.1,253.0,143.1,3.187939110070257,0.0526932084309133,0.07903981264637,0.0461065573770491,0.0548009367681498,0.100907494145199,1,4,4.733412,1.0287693
2023-24,176297,Rashford,MID,Man Utd,108,8.4,9.5,2264,7,3,7.13,2.8,9.93,7,37,48.29,0,0,330,2,0,453.2,358.6,672.0,148.3,4.293286219081272,0.2782685512367491,0.1192579505300353,0.2834363957597173,0.1113074204946996,0.3947438162544169,0,3,4.2382655,4.43825
2023-24,177815,Calvert-Lewin,FWD,Everton,101,5.8,1.0,2166,7,3,12.86,1.58,14.43,13,27,31.91,0,9,259,2,0,403.0,255.6,901.0,154.8,4.196675900277008,0.2908587257617728,0.1246537396121883,0.5343490304709141,0.0656509695290858,0.599584487534626,0,3,4.0026383,5.2653337
2023-24,178186,Bowen,MID,West Ham,182,7.6,12.1,3020,16,6,11.96,4.9,16.86,5,63,62.39,0,14,519,2,0,890.4,463.8,1130.0,247.8,5.4238410596026485,0.4768211920529801,0.1788079470198675,0.3564238410596027,0.1460264900662251,0.5024503311258277,4,7,2.719742,4.954213
2023-24,178301,Watkins,FWD,Aston Villa,228,8.9,35.9,3222,19,18,16.74,4.02,20.76,7,56,55.05,0,29,752,4,0,1024.6,588.5,1420.0,302.8,6.368715083798882,0.5307262569832402,0.5027932960893855,0.4675977653631284,0.112290502793296,0.5798882681564246,4,7,2.172901,4.8252196
2023-24,179268,Cucurella,DEF,Chelsea,44,4.9,3.7,1783,0,3,1.16,1.01,2.17,4,33,31.18,0,3,318,10,0,384.4,283.9,122.0,79.3,2.220975883342681,0.0,0.1514301738642736,0.0585530005608524,0.0509814918676388,0.1095344924284913,1,2,5.4271894,2.0359302
2023-24,180135,Longstaff,MID,Newcastle,110,4.8,0.4,2742,6,3,6.76,2.8,9.56,10,50,51.59,0,3,418,7,0,550.0,357.1,479.0,138.8,3.6105032822757113,0.1969365426695842,0.0984682713347921,0.2218818380743982,0.0919037199124726,0.3137855579868709,1,2,4.4671655,2.480152
2023-24,180736,Chalobah,DEF,Chelsea,39,4.3,2.0,949,1,0,0.2,0.16,0.36,3,14,15.26,0,4,221,1,0,250.8,45.4,38.0,33.4,3.698630136986301,0.0948366701791359,0.0,0.0189673340358271,0.0151738672286617,0.0341412012644889,0,5,8.947739,2.2624722
2023-24,180974,Joelinton,MID,Newcastle,45,5.8,0.4,1276,2,1,2.82,1.09,3.91,3,23,25.3,0,3,209,6,0,295.2,314.9,206.0,81.6,3.17398119122257,0.1410658307210031,0.0705329153605015,0.1989028213166144,0.0768808777429467,0.2757836990595611,0,6,7.406921,3.2369869
2023-24,184029,Ødegaard,MID,Arsenal,186,8.6,18.0,3098,8,11,7.53,10.16,17.69,19,23,25.26,0,26,703,2,0,910.4,1499.4,757.0,317.0,5.40348612007747,0.2324080051646223,0.3195610071013557,0.2187540348612008,0.2951581665590703,0.5139122014202712,-1,-1,2.1780248,4.0271077
2023-24,184254,Vicario,GK,Spurs,112,5.3,9.4,3420,0,0,0.0,0.0,0.0,7,61,63.58,110,9,730,2,0,974.2,0.0,0.0,97.4,2.947368421052632,0.0,0.0,0.0,0.0,0.0,3,1,11.807062,1.7604176
2023-24,184667,Lindelof,DEF,Man Utd,62,4.5,0.2,1328,1,1,0.69,0.43,1.12,5,16,25.99,0,7,291,2,0,263.8,125.9,105.0,49.6,4.201807228915662,0.0677710843373494,0.0677710843373494,0.046762048192771,0.0291415662650602,0.0759036144578313,0,5,8.749044,2.3763213
2023-24,184754,Hee Chan,MID,Wolves,125,5.4,1.8,2116,12,3,7.53,2.84,10.37,3,37,38.86,0,10,334,6,0,534.2,259.9,614.0,140.7,5.316635160680529,0.5103969754253308,0.1275992438563327,0.3202741020793951,0.1207939508506616,0.4410680529300567,0,3,3.795675,5.051994
