assists,games,goals,id,key_passes,npg,npxG,player_name,position,red_cards,shots,team_title,time,xA,xG,xGBuildup,xGChain,yellow_cards
0,1,0,766,0,0,0,Jamaal Lascelles,D,0,0,Newcastle United,90,0,0,0.32523462176322937,0.32523462176322937,0
0,1,0,769,3,0,0.20476658642292023,Jonjo Shelvey,M,0,3,Newcastle United,90,0.16121338307857513,0.20476658642292023,0.21431687474250793,0.41164499521255493,0
0,1,0,770,0,0,0.06621893495321274,Ayoze Pérez,M,0,1,Leicester,68,0,0.06621893495321274,0.5676683783531189,0.6338873505592346,0
0,1,0,771,2,0,0.22453662753105164,Georginio Wijnaldum,M,0,2,Liverpool,90,0.17831291258335114,0.22453662753105164,0,0.4028495252132416,0
0,1,0,772,0,0,0,Moussa Sissoko,S,0,0,Tottenham,44,0,0,0.03435587137937546,0.03435587137937546,0
0,1,0,773,0,0,0.03421450033783913,Aleksandar Mitrovic,S,0,1,Fulham,26,0,0.03421450033783913,0,0.03421450033783913,0
1,1,0,775,2,0,0,Andros Townsend,M,0,0,Crystal Palace,90,0.8674679398536682,0,0,0.5024706125259399,0
0,1,0,780,0,0,0,Karl Darlow,GK,0,0,Newcastle United,90,0,0,0.1353103071451187,0.1353103071451187,0
0,1,0,790,0,0,0.1395006775856018,Nathan Redmond,M,0,2,Southampton,90,0,0.1395006775856018,0,0.1395006775856018,0
0,1,0,835,1,0,0,Ryan Bertrand,D,0,0,Southampton,90,0.0678313821554184,0,0,0.0678313821554184,0
0,1,0,838,4,0,0.3236539959907532,Sadio Mané,F,0,5,Liverpool,90,0.3547976613044739,0.3236539959907532,0.18148092925548553,0.678451657295227,0
0,1,0,839,0,0,0,Shane Long,S,0,0,Southampton,3,0,0,0,0,0
0,1,0,842,0,0,0,Oriol Romeu,M,0,0,Southampton,90,0,0,0.4245344400405884,0.4245344400405884,0
0,1,0,843,1,0,0.08455266803503036,James Ward-Prowse,M,0,2,Southampton,90,0.08946642279624939,0.08455266803503036,0.07210655510425568,0.07210655510425568,0
0,1,0,885,1,0,0,Kyle Walker-Peters,D,0,0,Southampton,90,0.3524278998374939,0,0.07210655510425568,0.4245344400405884,1
0,1,0,900,0,0,0.15534372627735138,Adama Traoré,M,0,3,Wolverhampton Wanderers,90,0,0.15534372627735138,0,0.15534372627735138,0
0,1,0,910,0,0,0,Harrison Reed,M,0,0,Fulham,90,0,0,0.06595692038536072,0.06595692038536072,0
0,1,0,964,0,0,0,Kyle Bartley,D,0,0,West Bromwich Albion,90,0,0,0,0,0
0,1,0,971,0,0,0,Harry Winks,M,0,0,Tottenham,60,0,0,0.33387234807014465,0.33387234807014465,0
0,1,0,978,0,0,0,Sam Johnstone,GK,0,0,West Bromwich Albion,90,0,0,0,0,0
0,1,0,986,1,0,0.4427848756313324,Danny Ings,F,0,3,Southampton,90,0.06739412248134613,0.4427848756313324,0.07210655510425568,0.5822855830192566,0
0,1,0,987,0,0,0,Joseph Gomez,D,0,0,Liverpool,90,0,0,0.22544020414352417,0.22544020414352417,0
0,1,0,1014,0,0,0,Tyler Roberts,S,0,0,Leeds,26,0,0,0,0,0
0,1,0,1042,0,0,0,Tom Davies,S,0,0,Everton,1,0,0,0,0,0
0,1,0,1208,0,0,0,Felipe Anderson,S,0,0,West Ham,1,0,0,0.05036865919828415,0.05036865919828415,0
1,1,0,1234,1,0,0.08649278432130814,Dennis Praet,M,0,2,Leicester,76,0.5676683783531189,0.08649278432130814,0.6338873505592346,0.7203801274299622,0
0,1,0,1257,0,0,0,Alisson,GK,0,0,Liverpool,90,0,0,0.16090598702430725,0.16090598702430725,0
0,1,0,1304,0,0,0,Moise Kean,S,0,0,Everton,1,0,0,0,0,0
0,1,0,1379,0,0,0,Allan,M,0,0,Everton,90,0,0,0.3650081157684326,0.3650081157684326,0
0,1,0,1621,0,0,0,Marcos Alonso,D,0,0,Chelsea,90,0,0,0.15120361745357513,0.15120361745357513,0
0,1,0,1653,0,0,0,Michael Keane,D,0,0,Everton,90,0,0,0.25314122438430786,0.25314122438430786,0
1,1,0,1688,1,0,0,Andrew Robertson,D,0,0,Liverpool,90,0.419312983751297,0,0.16465817391872406,0.16465817391872406,0
0,1,0,1689,1,0,0,Jake Livermore,M,0,0,West Bromwich Albion,90,0.0364522747695446,0,0.0364522747695446,0.0364522747695446,0
0,1,0,1719,1,0,0,Javier Manquillo,D,0,0,Newcastle United,90,0.03938620537519455,0,0.12992221117019653,0.16930840909481049,1
0,1,0,1726,4,0,0,Abdoulaye Doucouré,M,0,0,Everton,90,0.20570805668830872,0,0.2971990406513214,0.41117775440216064,0
0,1,0,1735,0,0,0.08946642279624939,Jack Stephens,D,0,1,Southampton,90,0,0.08946642279624939,0.1395006775856018,0.1395006775856018,0
0,1,0,1736,1,0,0.11097058653831482,Oliver McBurnie,F,0,3,Sheffield United,90,0.06697600334882736,0.11097058653831482,0,0.11460671573877335,1
0,1,0,1738,0,0,0.017775053158402443,Hal Robson-Kanu,S,0,1,West Bromwich Albion,29,0,0.017775053158402443,0,0.017775053158402443,0
0,1,0,1749,0,0,0,Rob Holding,D,0,0,Arsenal,90,0,0,0.17604674398899078,0.17604674398899078,0
0,1,0,1750,0,0,0,Ainsley Maitland-Niles,M,0,0,Arsenal,90,0,0,0.25259533524513245,0.25259533524513245,0
0,1,0,1776,0,0,0.07559920102357864,Jarrod Bowen,M,0,1,West Ham,90,0,0.07559920102357864,0.049563754349946976,0.12516295909881592,0
0,1,0,1785,0,0,0,Nampalys Mendy,M,0,0,Leicester,90,0,0,0.044936493039131165,0.044936493039131165,0
0,1,0,1791,2,0,0,Trent Alexander-Arnold,D,0,0,Liverpool,90,0.07094989717006683,0,0.1538739651441574,0.1538739651441574,0
1,1,0,1823,1,0,0,Lucas Digne,D,0,0,Everton,90,0.05798234045505524,0,0.30568379163742065,0.30568379163742065,0
0,1,0,2164,0,0,0,Pablo Hernández,M,0,0,Leeds,64,0,0,0,0,0
0,1,0,2190,0,0,0,Vicente Guaita,GK,0,0,Crystal Palace,90,0,0,0,0,0
0,1,0,2249,5,0,0.18247145414352417,James Rodríguez,F,0,3,Everton,90,0.2445020079612732,0.18247145414352417,0.14460808038711548,0.4819954037666321,0
0,1,0,2335,0,0,0.09303253889083862,Pablo Fornals,M,0,1,West Ham,68,0,0.09303253889083862,0.12516295909881592,0.21819548308849335,0
0,1,0,2381,0,0,0,Rodrigo,S,0,0,Leeds,26,0,0,0.0732194110751152,0.0732194110751152,0
0,1,0,2383,0,0,0.07467453181743622,André Gomes,M,0,1,Everton,68,0,0.07467453181743622,0.21907839179039001,0.2937529385089874,0
0,1,0,2385,0,0,0,Mat Ryan,GK,0,0,Brighton,90,0,0,0.0793599784374237,0.0793599784374237,0
0,1,0,2446,0,0,0,Dani Ceballos,S,0,0,Arsenal,10,0,0,0,0,0
0,1,0,3203,0,0,0,Issa Diop,D,0,0,West Ham,90,0,0,0.017781592905521393,0.017781592905521393,0
0,1,0,3293,0,0,0.09166467189788818,Lucas Moura,M,0,2,Tottenham,90,0,0.09166467189788818,0.44706618785858154,0.5387308597564697,0
0,1,0,3420,0,0,0,Fabinho,S,0,0,Liverpool,30,0,0,0.05614548176527023,0.05614548176527023,0
0,1,0,3422,4,0,0,João Moutinho,M,0,0,Wolverhampton Wanderers,87,0.17494112253189087,0,0.44065263867378235,0.47190260887145996,0
1,1,0,3428,1,0,0,Hélder Costa,M,0,0,Leeds,90,0.0732194110751152,0,0.03137226775288582,0.10459167510271072,0
0,1,0,3621,0,0,0.32646602392196655,Neal Maupay,F,0,1,Brighton,90,0,0.32646602392196655,0.01650846190750599,0.3429744839668274,0
0,1,0,3683,2,0,0,Ivan Cavaleiro,M,0,0,Fulham,90,0.06595692038536072,0,0,0.06595692038536072,0
0,1,0,4391,1,0,0.02839081548154354,Darnell Furlong,D,0,1,West Bromwich Albion,70,0.1402267962694168,0.02839081548154354,0,0.1402267962694168,0
0,1,0,4476,0,0,0,Callum Robinson,F,0,0,West Bromwich Albion,61,0,0,0.1402267962694168,0.1402267962694168,0
0,1,0,4490,0,0,0,Semi Ajayi,D,0,0,West Bromwich Albion,90,0,0,0,0,1
0,1,0,4866,0,0,0.020672235637903214,Aboubakar Kamara,F,0,1,Fulham,64,0,0.020672235637903214,0,0,0
0,1,0,5061,0,0,0,Kepa,GK,0,0,Chelsea,90,0,0,0.019769776612520218,0.019769776612520218,0
0,1,0,5220,1,0,0,Kai Havertz,M,0,0,Chelsea,84,0.1532256007194519,0,0.20509305596351624,0.35831865668296814,0
0,1,0,5247,0,0,0.09406596422195435,Naby Keita,M,0,1,Liverpool,60,0,0.09406596422195435,0.2883605360984802,0.38242650032043457,0
0,1,0,5264,0,0,0.053725503385066986,Caglar Söyüncü,D,0,1,Leicester,90,0,0.053725503385066986,0.11876298487186432,0.11876298487186432,0
0,1,0,5274,0,0,0,Michael Hector,D,0,0,Fulham,90,0,0,0,0,1
0,1,0,5545,0,0,0,Wilfred Ndidi,D,0,0,Leicester,90,0,0,0.09151273965835571,0.09151273965835571,0
0,1,0,5549,2,0,0,Luka Milivojevic,S,0,0,Crystal Palace,14,0.11105407774448395,0,0,0,0
0,1,0,5553,1,0,0,Declan Rice,M,0,0,West Ham,90,0.049563754349946976,0,0.22685986757278442,0.2764236330986023,0
0,1,0,5562,0,0,0,Rekeem Harper,S,0,0,West Bromwich Albion,20,0,0,0,0,0
0,1,0,5603,0,0,0,Aaron Ramsdale,GK,0,0,Sheffield United,90,0,0,0.047630708664655685,0.047630708664655685,0
0,1,0,5609,0,0,0.028035633265972137,Yves Bissouma,M,0,2,Brighton,90,0,0.028035633265972137,0.3764495849609375,0.3764495849609375,0
0,1,0,5656,1,0,0,Nicolas Pepe,S,0,0,Arsenal,13,0.07018397003412247,0,0,0,0
0,1,0,5708,0,0,0,Fernando Marçal,M,0,0,Wolverhampton Wanderers,90,0,0,0.431040495634079,0.431040495634079,1
0,1,0,5956,0,0,0.040655333548784256,Youri Tielemans,M,0,1,Leicester,90,0,0.040655333548784256,0.07218673825263977,0.07218673825263977,0
0,1,0,5962,0,0,0,Tanguy NDombele Alvaro,S,0,0,Tottenham,14,0,0,0,0,0
0,1,0,6026,1,0,0.8302212357521057,Richarlison,F,0,7,Everton,90,0.055523328483104706,0.8302212357521057,0.21907839179039001,0.9917831420898438,0
0,1,0,6042,0,0,0,Jan Bednarek,D,0,0,Southampton,48,0,0,0,0,0
0,1,0,6048,0,0,0.4961334466934204,Lewis Dunk,D,0,1,Brighton,90,0,0.4961334466934204,0.44914165139198303,0.44914165139198303,0
0,1,0,6049,1,0,0.04662353917956352,Solly March,M,0,1,Brighton,90,0.3048878312110901,0.04662353917956352,0.4317830204963684,0.7832943797111511,0
0,1,0,6062,0,0,0,Isaac Hayden,M,0,0,Newcastle United,90,0,0,0.3072628974914551,0.3072628974914551,1
0,1,0,6144,1,0,0.14349877834320068,Sébastien Haller,S,0,2,West Ham,22,0.13266780972480774,0.14349877834320068,0.05036865919828415,0.05036865919828415,0
0,1,0,6273,0,0,0.03137226775288582,Robin Koch,D,0,1,Leeds,90,0,0.03137226775288582,0,0.03137226775288582,0
0,1,0,6274,0,0,0.08212030678987503,Andriy Yarmolenko,S,0,3,West Ham,22,0,0.08212030678987503,0,0.06815025210380554,1
1,1,0,6382,1,0,0,Pedro Neto,F,0,0,Wolverhampton Wanderers,70,0.06718207895755768,0,0.39651423692703247,0.39651423692703247,0
0,1,0,6434,1,0,0,Franck Zambo,S,0,0,Fulham,26,0.03421450033783913,0,0,0.03421450033783913,0
0,1,0,6456,0,0,0,Callum Hudson-Odoi,S,0,0,Chelsea,6,0,0,0,0,0
0,1,0,6482,0,0,0,Eddie Nketiah,S,0,0,Arsenal,2,0,0,0,0,0
0,1,0,6521,0,0,0.012454084120690823,Yerry Mina,D,0,1,Everton,90,0,0.012454084120690823,0.23866230249404907,0.25111639499664307,0
0,1,0,6651,1,0,0.1402267962694168,Grady Diangana,M,0,1,West Bromwich Albion,90,0.017775053158402443,0.1402267962694168,0.17667905986309052,0.1944541186094284,0
0,1,0,6665,1,0,0,Curtis Jones,S,0,0,Liverpool,22,0.030657855793833733,0,0.1508512794971466,0.1815091222524643,0
0,1,0,6681,1,0,0.6487308740615845,Harvey Barnes,M,0,5,Leicester,90,0.027250243350863457,0.6487308740615845,0,0.6375914812088013,0
0,1,0,6818,1,0,0,James Maddison,S,0,0,Leicester,14,0.04657624289393425,0,0,0.04657624289393425,0
0,1,0,6827,0,0,0.005482853390276432,Bobby Reid,S,0,1,Fulham,14,0,0.005482853390276432,0,0.005482853390276432,0
0,1,0,6834,0,0,0,Joe Bryan,D,0,0,Fulham,90,0,0,0.10017141699790955,0.10017141699790955,0
0,1,0,6835,0,0,0,Tom Cairney,M,0,0,Fulham,90,0,0,0.020527511835098267,0.020527511835098267,1
0,1,0,6840,0,0,0.04542940855026245,Neeskens Kebano,M,0,1,Fulham,64,0,0.04542940855026245,0.020527511835098267,0.06595692038536072,0
0,1,0,6842,0,0,0,Alireza Jahanbakhsh,S,0,0,Brighton,7,0,0,0,0,0
0,1,0,6849,0,0,0,Rui Patrício,GK,0,0,Wolverhampton Wanderers,90,0,0,0,0,0
0,1,0,6850,0,0,0,Willy Boly,D,0,0,Wolverhampton Wanderers,90,0,0,0.05364562198519707,0.05364562198519707,0
0,1,0,6851,0,0,0,Conor Coady,D,0,0,Wolverhampton Wanderers,90,0,0,0.044138405472040176,0.044138405472040176,0
0,1,0,6852,0,0,0.31473442912101746,Matt Doherty,D,0,1,Tottenham,76,0,0.31473442912101746,0.33387234807014465,0.33387234807014465,0
0,1,0,6853,1,0,0,Rúben Neves,S,0,0,Wolverhampton Wanderers,13,0.07995536923408508,0,0,0.07995536923408508,0
0,1,0,6891,5,0,0,Ryan Fredericks,D,0,0,West Ham,90,0.26519110798835754,0,0.07559920102357864,0.2446414679288864,1
0,1,0,7077,0,0,0.020527511835098267,Denis Odoi,D,0,1,Fulham,90,0,0.020527511835098267,0.04542940855026245,0.06595692038536072,0
0,1,0,7078,0,0,0,Sean Longstaff,S,0,0,Newcastle United,1,0,0,0.1353103071451187,0.1353103071451187,0
0,1,0,7153,1,0,0.1039927527308464,Matheus Pereira,M,0,3,West Bromwich Albion,90,0.02839081548154354,0.1039927527308464,0,0.05599195510149002,0
0,1,0,7184,0,0,0,Tim Ream,D,0,0,Fulham,90,0,0,0.06595692038536072,0.06595692038536072,0
0,1,0,7236,1,0,0,Leander Dendoncker,M,0,0,Wolverhampton Wanderers,90,0.05364562198519707,0,0.03592190891504288,0.08956752717494965,0
0,1,0,7298,0,0,0,Ben White,D,0,0,Brighton,83,0,0,0.10368968546390533,0.10368968546390533,0
1,1,0,7420,1,0,0.1353103071451187,Miguel Almirón,S,0,1,Newcastle United,4,0.10354991257190704,0.1353103071451187,0.10354991257190704,0.23886021971702576,0
0,1,0,7691,3,0,0,Jamal Lewis,D,0,0,Newcastle United,90,0.12875334918498993,0,0.1249198466539383,0.23230326175689697,0
0,1,0,7699,1,0,0.014489157125353813,Adam Webster,D,0,1,Brighton,90,0.04331563785672188,0.014489157125353813,0.6936554312705994,0.7081446051597595,0
0,1,0,7700,1,0,0.5063690543174744,Che Adams,F,0,1,Southampton,87,0.07210655510425568,0.5063690543174744,0.1395006775856018,0.1395006775856018,0
0,1,0,7701,0,0,0,Moussa Djenepo,S,0,0,Southampton,11,0,0,0.3524278998374939,0.3524278998374939,0
0,1,0,7703,0,0,0.03902285918593407,John Egan,D,0,1,Sheffield United,90,0,0.03902285918593407,0.047630708664655685,0.047630708664655685,1
0,1,0,7704,0,0,0,Chris Basham,D,0,0,Sheffield United,72,0,0,0,0,0
0,1,0,7705,0,0,0,Jack O&#039;Connell,D,0,0,Sheffield United,90,0,0,0,0,0
0,1,0,7706,1,0,0.0328814759850502,George Baldock,M,0,1,Sheffield United,90,0.6307310461997986,0.0328814759850502,0.7485361695289612,0.7814176678657532,0
0,1,0,7707,0,0,0.06697600334882736,Enda Stevens,M,0,1,Sheffield United,90,0,0.06697600334882736,0.7415004372596741,0.7415004372596741,0
0,1,0,7708,2,0,0,John Lundstram,M,0,0,Sheffield United,90,0.07017441093921661,0,0.6783617734909058,0.7485361695289612,0
0,1,0,7709,2,0,0.04379335045814514,John Fleck,M,0,1,Sheffield United,90,0.08785362541675568,0.04379335045814514,0.09985747933387756,0.1436508297920227,0
0,1,0,7710,1,0,0,Oliver Norwood,M,0,0,Sheffield United,77,0.014509115368127823,0,0.767881453037262,0.767881453037262,0
0,1,0,7711,0,0,0.026381056755781174,David McGoldrick,S,0,1,Sheffield United,18,0,0.026381056755781174,0.6307310461997986,0.6571121215820312,0
0,1,0,7712,0,0,0.6307310461997986,Billy Sharp,F,0,1,Sheffield United,90,0,0.6307310461997986,0,0.6307310461997986,0
0,1,0,7753,1,0,0,James Justin,D,0,0,Leicester,90,0.044936493039131165,0,0.7254000902175903,0.7254000902175903,1
0,1,0,7768,2,0,0.010168414562940598,Mason Mount,M,0,1,Chelsea,90,0.0613827258348465,0.010168414562940598,0.17100641131401062,0.17100641131401062,0
0,1,0,7991,0,0,0.3927628993988037,Aaron Connolly,S,0,3,Brighton,46,0,0.3927628993988037,0,0.3927628993988037,0
0,1,0,8020,2,0,0.0793599784374237,Steven Alzate,M,0,2,Brighton,83,0.08880852162837982,0.0793599784374237,0.6623514890670776,0.8160308003425598,0
0,1,0,8089,0,0,0,Kieran Tierney,D,0,0,Arsenal,90,0,0,0.25259533524513245,0.25259533524513245,0
0,1,0,8214,0,0,0,Tyrick Mitchell,D,0,0,Crystal Palace,90,0,0,0,0,0
0,1,0,8224,0,0,0,William Smallbone,M,0,0,Southampton,79,0,0,0,0,0
1,1,0,8226,2,0,0.04331563785672188,Tariq Lamptey,M,0,1,Brighton,90,0.3429744839668274,0.04331563785672188,0.4223344922065735,0.46565011143684387,1
0,1,0,8227,0,0,0,Oskar Buur,S,0,0,Wolverhampton Wanderers,20,0,0,0,0,0
0,1,0,8285,1,0,0,Sander Berge,S,0,0,Sheffield United,13,0.047630708664655685,0,0.047630708664655685,0.047630708664655685,0
