name,position,team,xP,assists,bonus,bps,clean_sheets,clearances_blocks_interceptions,creativity,defensive_contribution,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,starts,tackles,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Reinildo Mandava,DEF,Sunderland,0.0,1,0,8,0,3,1.7,5,541,0.01,0.04,0.03,1.70,128,2,0,2.1,12.8,2025-11-29T15:00:00Z,90,False,4,0,0,0,8,0,13,0,531008,1,2,2,3,6.0,4,-9115,3578,12693,40,True,0
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0,0.0,0,57,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,0,13,0,3311,0,0,0,1,0.0,0,-33,0,33,50,True,0
Ryan Christie,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,87,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,8888,0,0,2,3,0.0,0,-727,132,859,50,False,0
Zeki Amdouni,FWD,Burnley,0.0,0,0,0,0,0,0.0,0,216,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,5,0,0,0,0,0,13,0,2807,0,0,1,3,0.0,0,-37,47,84,48,False,0
Lucas Tolentino Coelho de Lima,MID,West Ham,0.0,0,0,1,0,1,6.9,8,612,0.02,0.03,0.01,0.90,130,2,0,0.6,0.0,2025-11-30T14:05:00Z,83,False,12,0,0,0,7,1,13,0,229893,1,0,2,0,1.0,-1,-13384,8152,21536,59,True,0
Jorrel Hato,DEF,Chelsea,0.0,0,0,0,0,0,0.0,0,672,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,1,0,0,0,0,0,13,0,21565,0,0,1,1,0.0,0,-441,165,606,47,True,0
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0,0.0,0,133,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,3,0,0,0,0,0,13,0,4842,0,0,1,3,0.0,0,-111,56,167,44,True,0
Bashir Humphreys,DEF,Burnley,0.0,0,0,0,0,0,0.0,0,193,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,5,0,0,0,0,0,13,0,8548,0,0,1,3,0.0,0,-167,108,275,40,False,0
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,92,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,8910,0,0,2,3,0.0,0,-187,0,187,45,False,0
Enock Agyei,MID,Burnley,0.0,0,0,0,0,0,0.0,0,203,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,5,0,0,0,0,0,13,0,5191,0,0,1,3,0.0,0,-47,68,115,48,False,0
Callum Bates,MID,Everton,0.0,0,0,0,0,0,0.0,0,306,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,15,0,0,0,0,0,13,0,8792,0,0,4,1,0.0,0,-182,129,311,44,True,0
Harry Tyrer,GK,Everton,0.0,0,0,0,0,0,0.0,0,289,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,15,0,0,0,0,0,13,0,15062,0,0,4,1,0.0,0,-1,180,181,39,True,0
Etienne Green,GK,Burnley,0.0,0,0,0,0,0,0.0,0,184,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,5,0,0,0,0,0,13,0,26704,0,0,1,3,0.0,0,-536,0,536,40,False,0
Destiny Udogie,DEF,Spurs,0.0,0,0,1,0,4,23.3,5,574,0.04,0.12,0.08,0.45,129,2,0,4.5,14.8,2025-11-29T20:00:00Z,84,False,10,0,0,0,2,0,13,0,53134,1,1,2,1,7.0,0,205,1468,1263,44,True,1
Simon Moore,GK,Sunderland,0.0,0,0,0,0,0,0.0,0,529,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,49357,0,0,2,3,0.0,0,-74,555,629,39,True,0
Ben Winterburn,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,96,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,4560,0,0,2,3,0.0,0,-82,0,82,45,False,0
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0,0.0,0,592,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,10,0,0,0,0,0,13,0,445,0,0,2,1,0.0,0,-2,0,2,50,True,0
Pape Matar Sarr,MID,Spurs,0.0,0,0,3,0,1,0.0,2,593,0.00,0.00,0.00,0.04,129,0,0,0.2,2.2,2025-11-29T20:00:00Z,13,False,10,0,0,0,1,0,13,0,182554,0,0,2,1,0.0,1,-10014,3899,13913,48,True,0
Hákon Rafn Valdimarsson,GK,Brentford,0.0,0,0,0,0,0,0.0,0,105,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,3,0,0,0,0,0,13,0,92322,0,0,1,3,0.0,0,-1152,774,1926,39,True,0
Toby Collyer,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,460,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,3748,0,0,2,1,0.0,0,-73,0,73,45,False,0
Marcos Senesi Barón,DEF,Bournemouth,0.0,0,0,10,0,11,39.9,14,72,0.35,0.35,0.00,1.28,128,3,0,8.0,38.0,2025-11-29T15:00:00Z,90,False,17,0,0,0,6,0,13,0,3111797,1,3,2,3,2.0,2,-40521,53912,94433,50,False,1
Tyler Morton,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,395,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,19,0,0,0,0,0,13,0,286,0,0,2,0,0.0,0,-3,0,3,45,False,0
Alexis Mac Allister,MID,Liverpool,0.0,0,0,15,1,1,2.3,8,386,0.03,0.05,0.02,0.29,130,0,0,2.9,19.8,2025-11-30T14:05:00Z,90,False,19,0,0,0,5,0,13,0,153478,1,2,2,0,7.0,3,-2894,2939,5833,63,False,0
André Trindade da Costa Neto,MID,Wolves,0.0,0,0,21,0,5,39.6,18,643,0.08,0.08,0.00,1.00,121,1,0,6.3,23.2,2025-11-30T14:05:00Z,90,False,2,0,0,0,8,0,13,0,8669,1,5,0,1,0.0,3,-185,97,282,53,False,1
Harrison Ashby,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,482,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,9,0,0,0,0,0,13,0,15996,0,0,4,1,0.0,0,-174,58,232,39,False,0
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,323,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,18,0,0,0,0,0,13,0,17335,0,0,2,1,0.0,0,-356,71,427,39,False,0
Luís Hemir Silva Semedo,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,563,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,12277,0,0,2,3,0.0,0,-245,0,245,44,True,0
Adama Traoré Diarra,MID,Fulham,0.0,0,0,0,0,0,0.0,0,326,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,18,0,0,0,0,0,13,0,18699,0,0,2,1,0.0,0,-615,196,811,52,False,0
Yasin Ayari,MID,Brighton,0.0,0,0,13,1,1,1.5,11,166,0.01,0.10,0.09,0.71,127,0,0,0.8,4.6,2025-11-30T14:05:00Z,90,False,16,0,0,0,7,0,13,0,32471,1,3,2,0,2.0,3,-1693,670,2363,49,False,0
Mateo Kovačić,MID,Man City,0.0,0,0,0,0,0,0.0,0,422,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,11,0,0,0,0,0,13,0,2712,0,0,2,3,0.0,0,-128,13,141,59,True,0
Thierno Barry,FWD,Everton,0.0,0,0,3,0,0,13.3,1,310,0.03,0.32,0.29,1.91,125,4,0,3.4,0.0,2025-11-29T17:30:00Z,86,False,15,0,0,0,1,0,13,0,41940,1,0,4,1,24.0,2,1328,2683,1355,57,True,0
Ollie Scarles,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,608,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,12,0,0,0,0,0,13,0,3569,0,0,2,0,0.0,0,-78,6,84,44,True,0
Rico Lewis,DEF,Man City,0.0,0,0,0,0,0,0.0,0,410,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,11,0,0,0,0,0,13,0,188263,0,0,2,3,0.0,0,-5629,967,6596,48,True,0
Brenden Aaronson,MID,Leeds,0.0,0,0,5,0,0,0.1,2,350,0.00,0.00,0.00,0.00,126,0,0,0.4,4.2,2025-11-29T15:00:00Z,1,False,13,0,0,0,0,0,13,0,20331,0,2,2,3,0.0,1,-2143,1449,3592,54,False,0
Eliezer Mayenda Dossou,FWD,Sunderland,0.0,0,0,0,0,0,0.0,0,561,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,77515,0,0,2,3,0.0,0,-2368,748,3116,53,True,0
Steven Benda,GK,Fulham,0.0,0,0,0,0,0,0.0,0,315,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,18,0,0,0,0,0,13,0,569,0,0,2,1,0.0,0,-13,0,13,40,False,0
Myles Lewis-Skelly,DEF,Arsenal,0.0,0,0,-1,0,2,2.2,3,10,0.02,0.02,0.00,0.48,123,1,0,0.3,0.4,2025-11-30T16:30:00Z,45,False,7,0,0,0,3,0,13,0,194570,0,1,1,1,0.0,0,-4045,1262,5307,51,False,1
Hugo Bueno López,DEF,Wolves,0.0,0,0,3,0,1,0.3,1,633,0.00,0.00,0.00,0.11,121,0,0,0.3,3.0,2025-11-30T14:05:00Z,13,False,2,0,0,0,1,0,13,0,10332,0,0,0,1,0.0,1,-564,91,655,44,False,0
Milan Aleksić,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,546,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,2087,0,0,2,3,0.0,0,-17,0,17,49,True,0
Toti Gomes,DEF,Wolves,0.0,0,0,19,0,9,12.9,12,637,0.01,0.01,0.00,1.00,121,1,0,4.7,34.2,2025-11-30T14:05:00Z,90,False,2,0,0,0,1,0,13,0,12571,1,3,0,1,0.0,4,-148,154,302,43,False,0
Ismaïla Sarr,MID,Crystal Palace,0.0,0,0,2,0,0,10.8,1,267,0.04,0.04,0.00,0.86,124,0,0,1.6,1.2,2025-11-30T12:00:00Z,37,False,14,0,0,0,1,0,13,0,1473475,1,0,2,1,4.0,1,-112924,34670,147594,67,True,0
Abdukodir Khusanov,DEF,Man City,0.0,0,0,0,0,0,0.0,0,406,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,11,0,0,0,0,0,13,0,34161,0,0,2,3,0.0,0,-190,523,713,54,True,0
André Onana,GK,Man Utd,0.0,0,0,0,0,0,0.0,0,432,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,19436,0,0,2,1,0.0,0,-164,0,164,49,False,0
Rio Cardines,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,690,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,14,0,0,0,0,0,13,0,45200,0,0,2,1,0.0,0,-2185,26,2211,44,True,0
Alejandro Garnacho Ferreyra,MID,Chelsea,0.0,0,0,4,0,0,1.7,1,453,0.02,0.02,0.00,1.01,123,1,0,0.2,0.6,2025-11-30T16:30:00Z,45,False,1,0,0,0,1,0,13,0,109467,0,0,1,1,0.0,1,-39508,2798,42306,64,True,0
Dan Neil,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,549,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,3853,0,0,2,3,0.0,0,-60,59,119,48,True,0
Kiernan Dewsbury-Hall,MID,Everton,0.0,0,0,30,0,1,18.1,10,242,0.26,0.77,0.51,1.91,125,4,1,11.1,42.2,2025-11-29T17:30:00Z,90,False,15,0,0,0,6,0,13,0,378941,1,3,4,1,51.0,7,37509,48164,10655,49,True,0
Kieran Trippier,DEF,Newcastle,0.0,0,0,0,0,0,0.0,0,478,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,9,0,0,0,0,0,13,0,258520,0,0,4,1,0.0,0,-32490,1757,34247,50,False,0
João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,0.0,0,0,8,0,4,3.2,6,673,0.05,0.05,0.00,0.32,129,2,0,1.3,7.4,2025-11-29T20:00:00Z,59,False,10,0,0,0,1,0,13,0,248302,1,1,2,1,2.0,1,22678,33090,10412,55,True,0
Tino Livramento,DEF,Newcastle,0.0,0,0,16,0,5,14.5,9,477,0.04,0.13,0.09,0.99,125,1,0,4.4,21.2,2025-11-29T17:30:00Z,90,False,9,0,0,0,4,0,13,0,345290,1,4,4,1,8.0,2,14178,18490,4312,49,False,0
Issa Diop,DEF,Fulham,0.0,0,0,0,0,0,0.0,0,320,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,18,0,0,0,0,0,13,0,8657,0,0,2,1,0.0,0,-278,87,365,43,False,0
Rasmus Højlund,FWD,Man Utd,0.0,0,0,0,0,0,0.0,0,465,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,34337,0,0,2,1,0.0,0,-225,0,225,63,False,0
Dane Scarlett,FWD,Spurs,0.0,0,0,0,0,0,0.0,0,599,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,10,0,0,0,0,0,13,0,81230,0,0,2,1,0.0,0,-1489,1093,2582,43,True,0
Ezri Konsa Ngoyo,DEF,Aston Villa,0.0,0,2,32,1,7,22.3,9,38,0.03,0.03,0.00,0.49,121,0,0,5.2,27.2,2025-11-30T14:05:00Z,90,False,20,0,0,0,3,0,13,0,998811,1,2,0,1,2.0,8,-4908,18629,23537,44,True,0
Caleb Kporha,DEF,Crystal Palace,0.0,0,0,0,0,0,0.0,0,265,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,14,0,0,0,0,0,13,0,1556,0,0,2,1,0.0,0,-11,19,30,40,True,0
Archie Gray,MID,Spurs,0.0,0,0,8,0,3,2.1,8,591,0.01,0.03,0.02,0.32,129,2,0,0.8,3.0,2025-11-29T20:00:00Z,59,False,10,0,0,0,5,0,13,0,11469,1,0,2,1,3.0,1,-127,91,218,48,True,0
Noah Sadiki,MID,Sunderland,0.0,0,0,6,0,1,2.0,3,552,0.01,0.01,0.00,1.70,128,2,0,0.7,2.6,2025-11-29T15:00:00Z,90,False,4,0,0,0,2,0,13,0,8424,1,0,2,3,2.0,2,-41,544,585,50,True,0
Sávio Moreira de Oliveira,MID,Man City,0.0,0,0,0,0,0,0.0,0,415,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,11,0,0,0,0,0,13,0,58546,0,0,2,3,0.0,0,-198,1908,2106,69,True,0
Nathan Collins,DEF,Brentford,0.0,0,0,13,0,21,10.7,22,106,0.01,0.65,0.64,0.95,122,1,0,7.2,43.4,2025-11-29T15:00:00Z,90,False,3,0,0,0,10,0,13,0,209914,1,1,1,3,18.0,4,9275,14293,5018,49,True,0
Manuel Ugarte Ribeiro,MID,Man Utd,0.0,0,0,0,0,0,0.0,0,459,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,8,0,0,0,0,0,13,0,16625,0,0,2,1,0.0,0,-434,290,724,47,False,0
Lewis Hall,DEF,Newcastle,0.0,1,0,30,0,2,34.7,4,473,0.49,0.53,0.04,0.94,125,1,0,8.0,39.4,2025-11-29T17:30:00Z,89,False,9,0,0,0,2,0,13,0,97811,1,2,4,1,6.0,5,4056,5542,1486,52,False,0
Wesley Fofana,DEF,Chelsea,0.0,0,0,15,0,12,0.4,13,230,0.00,0.12,0.12,1.26,123,1,0,2.2,15.2,2025-11-30T16:30:00Z,90,False,1,0,0,0,6,0,13,0,26767,1,1,1,1,6.0,4,-1643,1031,2674,44,True,0
Martial Godo,MID,Fulham,0.0,0,0,0,0,0,0.0,0,333,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,18,0,0,0,0,0,13,0,3424,0,0,2,1,0.0,0,-67,0,67,45,False,0
Leo Fuhr Hjelde,DEF,Sunderland,0.0,0,0,0,0,0,0.0,0,536,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,572,0,0,2,3,0.0,0,5,22,17,40,True,0
Krisztián Hegyi,GK,West Ham,0.0,0,0,0,0,0,0.0,0,602,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,12,0,0,0,0,0,13,0,32121,0,0,2,0,0.0,0,204,650,446,39,True,0
Will Hughes,MID,Crystal Palace,0.0,0,0,4,0,0,1.2,0,270,0.01,0.01,0.00,0.09,124,0,0,0.3,0.2,2025-11-30T12:00:00Z,12,False,14,0,0,0,0,0,13,0,11008,0,0,2,1,2.0,1,-582,111,693,48,True,0
Jadon Sancho,MID,Aston Villa,0.0,0,0,2,0,1,10.3,1,456,0.00,0.00,0.00,0.20,121,0,0,1.6,3.2,2025-11-30T14:05:00Z,2,False,20,0,0,0,0,0,13,0,23650,0,0,0,1,2.0,1,-77,843,920,58,True,0
Amine Adli,MID,Bournemouth,0.0,0,0,30,0,0,14.5,8,697,0.01,0.37,0.36,1.20,128,3,1,7.8,40.2,2025-11-29T15:00:00Z,70,False,17,0,0,0,4,0,13,0,4300,1,4,2,3,23.0,7,-98,109,207,54,False,0
Micky van de Ven,DEF,Spurs,0.0,0,0,0,0,5,1.3,7,575,0.01,0.06,0.05,0.45,129,2,0,2.1,17.0,2025-11-29T20:00:00Z,90,False,10,0,0,0,4,0,13,0,4194245,1,2,2,1,3.0,0,19027,102708,83681,48,True,1
Konstantinos Mavropanos,DEF,West Ham,0.0,0,0,12,0,6,0.4,10,606,0.00,0.00,0.00,1.24,130,2,0,2.3,20.4,2025-11-30T14:05:00Z,90,False,12,0,0,0,3,0,13,0,5642,1,4,2,0,2.0,3,-214,19,233,44,True,0
Emmanuel Agbadou,DEF,Wolves,0.0,0,0,10,0,6,0.8,8,631,0.01,0.03,0.02,1.00,121,1,0,2.5,18.6,2025-11-30T14:05:00Z,90,False,2,0,0,0,2,0,13,0,19720,1,2,0,1,6.0,2,-438,111,549,43,False,0
Oscar Bobb,MID,Man City,0.0,0,0,0,0,0,0.0,0,424,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,11,0,0,0,0,0,13,0,30305,0,0,2,3,0.0,0,-1208,449,1657,53,True,0
Oluwaseun Adewumi,MID,Burnley,0.0,0,0,0,0,0,0.0,0,212,0.00,0.00,0.00,0.00,122,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,5,0,0,0,0,0,13,0,943,0,0,1,3,0.0,0,-24,0,24,45,False,0
Jordan Henderson,MID,Brentford,0.0,1,1,26,0,3,17.0,13,124,0.09,0.09,0.00,0.95,122,1,0,4.7,28.2,2025-11-29T15:00:00Z,90,False,3,0,0,0,9,0,13,0,48602,1,1,1,3,2.0,8,-1313,1381,2694,50,True,0
Harry Wilson,MID,Fulham,0.0,0,3,32,0,2,4.8,10,329,0.03,0.18,0.15,0.50,129,1,1,5.8,41.2,2025-11-29T20:00:00Z,67,False,18,0,0,0,6,0,13,0,44702,1,2,2,1,12.0,10,-4226,1616,5842,52,False,0
Malick Thiaw,DEF,Newcastle,0.0,0,2,40,0,5,0.7,6,684,0.01,0.40,0.39,0.99,125,1,2,15.2,85.0,2025-11-29T17:30:00Z,90,False,9,0,0,0,4,0,13,0,60794,1,1,4,1,66.0,16,4709,7276,2567,49,False,0
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,0,0,0,0.0,0,604,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,12,0,0,0,0,0,13,0,7438,0,0,2,0,0.0,0,-125,0,125,44,True,0
Trey Nyoni,MID,Liverpool,0.0,0,0,0,0,0,0.0,0,396,0.00,0.00,0.00,0.00,130,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,19,0,0,0,0,0,13,0,64127,0,0,2,0,0.0,0,-4029,820,4849,43,False,0
Ladislav Krejcí,DEF,Wolves,0.0,0,0,0,0,0,0.0,0,709,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,2,0,0,0,0,0,13,0,6457,0,0,0,1,0.0,0,-325,221,546,45,False,0
Malo Gusto,DEF,Chelsea,0.0,0,0,6,0,3,11.8,6,228,0.01,0.01,0.00,1.26,123,1,0,2.6,14.2,2025-11-30T16:30:00Z,90,False,1,0,0,0,3,0,13,0,189865,1,3,1,1,0.0,2,-5412,11318,16730,49,True,0
Jérémy Doku,MID,Man City,0.0,0,0,20,0,0,59.8,6,418,0.68,0.68,0.00,1.54,126,2,0,9.9,21.4,2025-11-29T15:00:00Z,90,False,11,0,0,0,4,0,13,0,1322902,1,2,2,3,18.0,2,267458,299695,32237,66,True,0
Triston Rowe,DEF,Aston Villa,0.0,0,0,0,0,0,0.0,0,701,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,20,0,0,0,0,0,13,0,10334,0,0,0,1,0.0,0,-175,0,175,40,True,0
Luis Guilherme Lira dos Santos,MID,West Ham,0.0,0,0,6,0,0,0.8,2,619,0.02,0.02,0.00,0.38,130,1,0,0.4,3.6,2025-11-30T14:05:00Z,22,False,12,0,0,0,1,0,13,0,2559,0,1,2,0,0.0,1,-28,29,57,49,True,0
Sebastiaan Bornauw,DEF,Leeds,0.0,0,0,0,0,0,0.0,0,345,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,13,0,0,0,0,0,13,0,8897,0,0,2,3,0.0,0,-142,102,244,39,False,0
Kendry Páez Andrade,MID,Chelsea,0.0,0,0,0,0,0,0.0,0,248,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,1,0,0,0,0,0,13,0,599,0,0,1,1,0.0,0,-4,0,4,45,True,0
Asher Agbinone,MID,Crystal Palace,0.0,0,0,0,0,0,0.0,0,274,0.00,0.00,0.00,0.00,124,0,0,0.0,0.0,2025-11-30T12:00:00Z,0,False,14,0,0,0,0,0,13,0,6152,0,0,2,1,0.0,0,-133,59,192,44,True,0
Matz Sels,GK,Nott'm Forest,0.0,0,0,10,0,0,0.0,0,502,0.00,0.00,0.00,1.53,127,2,0,2.7,26.8,2025-11-30T14:05:00Z,90,False,6,0,0,0,7,0,13,3,945731,1,1,2,0,0.0,2,-4543,10703,15246,47,True,0
Álex Jiménez Sánchez,DEF,Bournemouth,0.0,0,0,0,0,0,0.0,0,713,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,3731,0,0,2,3,0.0,0,-71,150,221,45,False,0
Marko Stamenić,MID,Nott'm Forest,0.0,0,0,0,0,0,0.0,0,524,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,6,0,0,0,0,0,13,0,2422,0,0,2,0,0.0,0,-36,0,36,45,True,0
Nathan Fraser,FWD,Wolves,0.0,0,0,0,0,0,0.0,0,658,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,2,0,0,0,0,0,13,0,224060,0,0,0,1,0.0,0,-2933,3614,6547,43,False,0
Evan Ferguson,FWD,Brighton,0.0,0,0,0,0,0,0.0,0,179,0.00,0.00,0.00,0.00,127,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,16,0,0,0,0,0,13,0,1002,0,0,2,0,0.0,0,-3,0,3,55,False,0
Idrissa Gana Gueye,MID,Everton,0.0,0,0,0,0,0,0.0,0,302,0.00,0.00,0.00,0.00,125,0,0,0.0,0.0,2025-11-29T17:30:00Z,0,False,15,0,0,0,0,0,13,0,14491,0,0,4,1,0.0,0,-3029,283,3312,54,True,0
Justin Devenny,MID,Crystal Palace,0.0,0,0,3,0,0,0.3,0,276,0.00,0.06,0.06,0.00,124,0,0,0.2,0.0,2025-11-30T12:00:00Z,5,False,14,0,0,0,0,0,13,0,155081,0,0,2,1,2.0,1,-2240,5993,8233,43,True,0
Karl Darlow,GK,Leeds,0.0,0,0,0,0,0,0.0,0,341,0.00,0.00,0.00,0.00,126,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,13,0,0,0,0,0,13,0,269287,0,0,2,3,0.0,0,-5381,940,6321,40,False,0
Junior Kroupi,FWD,Bournemouth,0.0,0,0,2,0,0,2.0,0,100,0.00,0.00,0.00,0.07,128,0,0,0.3,0.0,2025-11-29T15:00:00Z,10,False,17,0,0,0,0,0,13,0,553817,0,0,2,3,2.0,1,-28157,25527,53684,46,False,0
Habib Diarra,MID,Sunderland,0.0,0,0,0,0,0,0.0,0,544,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,4,0,0,0,0,0,13,0,4944,0,0,2,3,0.0,0,-103,12,115,53,True,0
Luis Sinisterra Lucumí,MID,Bournemouth,0.0,0,0,0,0,0,0.0,0,91,0.00,0.00,0.00,0.00,128,0,0,0.0,0.0,2025-11-29T15:00:00Z,0,False,17,0,0,0,0,0,13,0,1364,0,0,2,3,0.0,0,-17,0,17,50,False,0
Antonín Kinský,GK,Spurs,0.0,0,0,0,0,0,0.0,0,567,0.00,0.00,0.00,0.00,129,0,0,0.0,0.0,2025-11-29T20:00:00Z,0,False,10,0,0,0,0,0,13,0,244924,0,0,2,1,0.0,0,-2368,1685,4053,39,True,0
Jakub Kiwior,DEF,Arsenal,0.0,0,0,0,0,0,0.0,0,9,0.00,0.00,0.00,0.00,123,0,0,0.0,0.0,2025-11-30T16:30:00Z,0,False,7,0,0,0,0,0,13,0,6468,0,0,1,1,0.0,0,-41,0,41,54,False,0
Fábio Soares Silva,FWD,Wolves,0.0,0,0,0,0,0,0.0,0,655,0.00,0.00,0.00,0.00,121,0,0,0.0,0.0,2025-11-30T14:05:00Z,0,False,2,0,0,0,0,0,13,0,23467,0,0,0,1,0.0,0,-278,0,278,49,False,0
