first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Tyrone,Mings,1,4,118,3188,49,130.9,649.2,309.0,12,596,108.8,11,0,11,6.9,50,DEF
Ollie,Watkins,11,3,131,2950,48,459.1,598.4,1319.0,17,441,237.7,10,0,7,9.1,75,FWD
Marvelous,Nakamba,0,0,22,899,20,42.1,134.0,0.0,0,124,17.8,2,0,5,0.1,44,MID
Emiliano,Buendía Stati,4,6,107,1887,32,659.3,479.4,531.0,8,378,167.3,7,0,1,1.3,61,MID
Matthew,Cash,4,3,147,3377,50,432.1,709.0,517.0,11,623,165.8,13,0,8,11.5,53,DEF
Ezri,Konsa Ngoyo,2,0,78,2477,43,56.5,428.2,251.0,4,388,73.4,8,2,4,0.9,49,DEF
Frédéric,Guilbert,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Wesley,Moraes,0,0,1,1,0,0.5,0.0,0.0,0,2,0.0,0,0,0,0.1,54,FWD
Mbwana Ally,Samatta,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Keinan,Davis,0,0,1,11,0,1.0,0.4,0.0,0,2,0.1,0,0,0,1.4,45,FWD
Douglas Luiz,Soares de Paulo,2,3,89,2715,38,547.5,495.2,199.0,3,468,124.3,10,0,7,1.9,43,MID
Jacob,Ramsey,6,1,109,2465,35,333.1,533.8,432.0,9,402,130.2,12,0,6,4.9,47,MID
Ashley,Young,0,2,50,1234,19,201.9,187.4,113.0,0,224,50.2,4,0,2,0.5,47,DEF
Lucas,Digne,0,4,83,2440,42,753.1,489.8,200.0,8,459,144.5,7,0,6,5.9,50,DEF
Danny,Ings,7,6,106,1891,26,210.9,448.6,749.0,12,344,140.3,10,0,4,9.3,77,FWD
Leon,Bailey,1,3,37,750,13,118.5,143.2,271.0,1,98,53.2,2,0,3,0.4,63,MID
Aaron,Ramsey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Jaden,Philogene-Bidace,0,0,1,4,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Carney,Chukwuemeka,0,1,16,291,6,34.6,44.0,69.0,0,43,14.9,0,0,0,0.1,45,MID
Cameron,Archer,0,0,3,24,0,0.8,0.0,18.0,0,3,1.6,0,0,0,0.8,45,FWD
Viljami,Sinisalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Lamare,Bogarde,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Tim,Iroegbunam,0,0,4,90,0,2.0,10.6,4.0,0,17,1.7,1,0,1,0.0,45,MID
Filip,Marschall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Josh,Feeney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Philippe,Coutinho Correia,5,3,83,1327,17,338.3,324.2,419.0,7,283,108.3,7,0,0,10.6,71,MID
Kaine,Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Robin,Olsen,0,0,1,90,3,0.0,0.0,0.0,0,14,0.0,0,0,0,0.0,40,GK
Benjamin,Chrisene,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Tommi,O'Reilly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Pontus,Jansson,3,4,122,3321,56,67.1,766.4,476.0,13,616,131.4,8,0,7,7.0,45,DEF
Christian,Nørgaard,3,4,101,3054,51,409.8,694.8,434.0,5,502,154.3,8,0,8,0.6,50,MID
Ivan,Toney,12,5,139,2908,47,572.0,717.8,1284.0,19,502,257.4,8,0,8,18.8,69,FWD
Tariqe,Fosu-Henry,0,0,1,16,0,4.8,5.2,21.0,0,4,3.1,0,0,0,0.0,51,MID
David,Raya Martin,0,0,95,2160,27,10.0,575.6,0.0,5,496,58.3,8,0,1,4.6,44,GK
Sergi,Canós,3,3,81,2077,36,282.9,359.2,422.0,5,268,106.5,8,1,6,1.0,55,MID
Pelenda Joshua,Dasilva,0,0,7,250,6,40.9,28.6,30.0,0,27,9.8,0,1,0,0.0,53,MID
Rico,Henry,3,0,108,2775,41,324.4,444.8,233.0,4,453,100.1,9,0,2,1.2,45,DEF
Vitaly,Janelt,4,0,90,2295,37,330.0,440.2,399.0,8,343,116.7,9,0,3,0.2,49,MID
Saman,Ghoddos,1,2,30,524,4,96.3,128.4,133.0,0,115,36.0,1,0,2,0.0,52,MID
Mathias,Jensen,0,1,54,1590,30,508.0,242.8,181.0,2,246,93.3,3,0,0,0.0,49,MID
Charlie,Goode,0,0,10,448,6,82.7,54.8,24.0,0,64,16.0,1,0,3,1.1,39,DEF
Marcus,Forss,0,1,11,203,4,12.5,20.8,55.0,0,35,8.7,0,0,0,0.1,53,FWD
Mads,Roerslev Rasmussen,1,1,41,1232,27,125.8,200.2,81.0,4,170,40.8,1,0,1,0.2,41,DEF
Mads,Bech Sørensen,0,0,22,833,14,69.4,112.8,44.0,1,139,22.6,2,0,3,0.1,43,DEF
Ethan,Pinnock,1,1,90,2694,43,151.7,648.8,335.0,7,517,113.5,7,0,1,2.7,44,DEF
Ellery,Balcombe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Jan,Zamburek,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,44,MID
Patrik,Gunnarsson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,39,GK
Halil,Dervişoğlu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54,FWD
Bryan,Mbeumo,4,7,119,2905,47,508.9,441.2,927.0,6,310,186.7,9,0,4,1.9,52,MID
Mads,Bidstrup,0,0,4,36,0,0.7,6.6,0.0,0,11,0.8,0,0,0,0.1,44,MID
Frank,Onyeka,0,2,35,1040,19,73.5,93.0,174.0,0,117,33.7,3,0,4,0.1,49,MID
Kristoffer,Ajer,1,3,81,1995,32,123.5,381.2,184.0,5,384,69.0,8,0,5,0.7,44,DEF
Dominic,Thompson,0,0,3,146,3,1.2,15.8,6.0,0,12,2.3,0,0,0,0.0,44,DEF
Shandon,Baptiste,1,0,35,898,15,120.2,132.8,145.0,2,120,39.6,2,1,0,0.0,49,MID
Yoane,Wissa,7,2,92,1268,22,105.6,318.8,379.0,6,277,79.6,3,0,0,0.3,57,MID
Álvaro,Fernández,0,0,31,1080,24,0.0,353.2,0.0,2,218,35.2,1,0,0,0.4,45,GK
Finley,Stevens,0,0,1,14,0,10.3,8.6,2.0,0,4,2.1,0,0,0,0.3,39,DEF
Mathias,Jorgensen,1,0,18,516,10,44.9,108.6,57.0,0,84,21.1,1,0,2,0.0,45,DEF
Paris,Maghoma,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Matthew,Cox,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,GK
Maxwell,Haygarth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Nathan,Young-Coombes,0,0,1,3,0,0.0,0.0,0.0,0,2,0.0,0,0,0,1.1,45,FWD
Myles,Peart-Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jonas,Lössl,0,0,2,180,5,0.0,15.4,0.0,0,21,1.6,0,0,0,0.0,45,GK
Christian,Eriksen,1,4,43,938,10,428.6,269.4,172.0,2,221,86.8,4,0,1,1.8,56,MID
Julian,Jeanvier,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Adam,Lallana,0,1,44,1559,20,162.9,209.4,173.0,0,240,54.6,6,0,4,0.1,53,MID
Jason,Steele,0,0,2,90,2,0.0,28.8,0.0,0,17,2.9,0,0,0,2.8,39,GK
Pascal,Groß,2,5,88,2033,24,902.5,412.6,345.0,7,405,166.2,8,0,1,0.3,56,MID
Shane,Duffy,1,1,48,1434,19,58.2,380.6,282.0,3,288,72.2,4,0,7,7.6,40,DEF
Davy,Pröpper,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Lewis,Dunk,1,0,92,2573,33,63.0,551.8,327.0,7,537,94.2,10,1,3,2.3,48,DEF
Solomon,March,0,2,61,1733,23,512.0,259.6,285.0,0,216,105.6,7,0,1,0.1,53,MID
Adam,Webster,2,0,59,1429,20,50.1,387.8,112.0,6,266,55.1,4,0,5,0.3,43,DEF
Joël,Veltman,1,1,95,2874,39,274.6,532.8,148.0,5,545,95.8,8,0,6,1.4,42,DEF
Neal,Maupay,8,3,98,2269,31,357.3,367.4,672.0,11,295,137.4,7,0,7,4.3,62,FWD
Leandro,Trossard,8,4,141,2803,33,708.3,627.6,1020.0,16,465,235.4,11,0,2,2.8,59,MID
Mathew,Ryan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK
Alireza,Jahanbakhsh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,MID
Bernardo,Fernandes Da Silva Junior,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Robert,Sánchez,0,0,126,3330,42,30.0,804.6,0.0,8,679,83.4,11,1,3,14.5,45,GK
Yves,Bissouma,1,2,66,2110,28,167.1,425.6,126.0,9,351,71.8,7,0,10,4.8,44,MID
Tariq,Lamptey,0,2,74,1547,21,353.4,246.0,172.0,7,308,76.8,6,0,4,1.8,45,DEF
Aaron,Connolly,0,0,5,154,1,13.1,2.4,18.0,0,12,3.1,0,0,0,0.1,53,FWD
Steven,Alzate,0,0,13,401,7,40.8,70.2,21.0,0,77,13.3,0,0,0,0.0,48,MID
Alexis,Mac Allister,5,2,93,2112,29,455.6,494.0,540.0,8,398,148.8,6,0,4,0.5,51,MID
Jakub,Moder,0,3,58,1694,23,286.0,239.6,372.0,0,227,90.3,5,0,1,0.5,45,MID
Danny,Welbeck,6,4,89,1469,16,195.1,302.4,528.0,13,247,101.5,5,0,0,1.6,60,FWD
Enock,Mwepu,2,5,58,990,13,142.9,241.8,199.0,5,200,58.0,3,0,2,0.1,59,MID
Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK
Florin,Andone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,FWD
Andi,Zeqiri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD
Michal,Karbownik,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Taylor,Richards,0,0,2,23,0,12.8,4.6,8.0,0,5,2.5,0,0,0,0.0,45,MID
Moisés,Caicedo,1,1,27,660,6,49.9,136.8,92.0,1,124,27.9,4,0,2,0.1,45,MID
Haydon,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Marc,Cucurella,1,1,126,3089,39,671.9,659.6,181.0,21,673,151.6,11,0,6,4.1,49,DEF
Jürgen,Locadia,0,0,1,22,0,1.1,0.0,3.0,0,0,0.1,0,0,0,0.9,44,FWD
Jeremy,Sarmiento,0,0,5,44,2,2.4,2.8,2.0,0,15,0.8,0,0,0,0.0,45,MID
Ed,Turns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Marc,Leonard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Evan,Ferguson,0,0,1,22,1,4.8,2.0,2.0,0,4,0.9,0,0,0,0.4,45,FWD
Thomas,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Odeluga,Offiah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
James,Tarkowski,1,2,83,3106,51,106.8,881.4,307.0,5,486,129.7,7,0,11,1.3,49,DEF
Phil,Bardsley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,39,DEF
Erik,Pieters,0,1,37,726,5,43.4,179.0,48.0,1,157,27.0,4,0,1,0.1,41,DEF
Jack,Cork,1,0,48,1670,26,103.9,168.0,72.0,3,143,34.3,6,0,4,0.1,44,MID
Dale,Stephens,0,0,4,123,0,12.4,12.8,1.0,0,11,2.6,1,0,1,0.0,44,MID
Kevin,Long,0,0,7,408,7,0.2,28.4,20.0,0,31,4.9,0,0,1,0.2,40,DEF
Jay,Rodriguez,2,3,60,1365,15,166.0,176.4,455.0,4,159,78.4,6,0,3,1.2,51,FWD
Ashley,Barnes,1,0,32,793,19,90.7,77.0,192.0,2,60,34.5,1,0,4,1.1,52,FWD
Ben,Mee,3,0,74,1839,25,63.4,463.8,238.0,3,325,76.6,6,0,3,0.6,46,DEF
Ashley,Westwood,0,4,63,2286,40,517.1,298.2,153.0,2,303,96.5,4,0,7,0.2,52,MID
Johann Berg,Gudmundsson,0,1,33,1097,19,137.5,134.0,193.0,0,100,46.5,3,0,2,0.1,54,MID
Matthew,Lowton,1,3,65,1771,30,264.9,404.2,95.0,5,337,76.5,4,1,3,1.0,44,DEF
Matej,Vydra,2,3,46,665,7,77.5,172.4,239.0,4,138,48.4,2,0,1,0.5,52,FWD
Nick,Pope,0,0,130,3240,47,20.0,875.6,0.0,12,683,89.7,9,0,1,3.5,53,GK
Charlie,Taylor,0,3,78,2730,48,310.5,552.8,50.0,8,454,91.3,5,0,3,0.7,44,DEF
Will,Norris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Josh,Brownhill,2,3,92,2952,45,560.8,565.8,277.0,8,428,140.6,7,0,10,3.6,43,MID
Josh,Benson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Bailey,Peacock-Farrell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,GK
Dwight,McNeil,0,1,84,3104,49,729.5,556.8,489.0,1,440,178.0,9,0,1,0.2,55,MID
Nathan,Collins,2,0,55,1670,26,62.4,426.6,246.0,1,272,73.7,5,1,2,0.5,43,DEF
Wayne,Hennessey,0,0,4,180,6,30.0,62.8,0.0,0,37,9.3,0,0,0,0.3,45,GK
Lewis,Richardson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.4,44,FWD
Bobby,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,DEF
Owen,Dodgson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Aaron,Lennon,2,1,60,1541,25,136.2,190.2,218.0,1,172,54.1,4,0,2,0.1,46,MID
Maxwel,Cornet,9,2,104,1764,24,246.9,390.2,547.0,9,242,118.4,5,0,2,0.8,58,MID
Connor,Roberts,1,1,69,1689,23,195.6,299.4,98.0,6,313,59.3,6,0,2,0.6,44,DEF
Wout,Weghorst,2,3,55,1448,20,188.0,203.0,360.0,6,134,74.9,6,0,3,4.0,62,FWD
Sam,Waller,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Dara,Costelloe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Joseph,McGlynn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Anthony,Mancini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
César,Azpilicueta,1,3,87,2067,23,305.0,450.8,212.0,2,453,96.9,7,0,3,3.3,56,DEF
Olivier,Giroud,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,FWD
Thiago,Emiliano da Silva,3,1,130,2649,28,132.0,801.4,229.0,14,667,116.4,11,0,2,7.9,56,DEF
Marcos,Alonso,4,5,128,2164,22,677.3,560.2,566.0,14,528,180.6,9,0,8,15.3,57,DEF
Jorge Luiz,Frello Filho,6,2,106,2271,16,429.3,605.8,214.0,11,519,125.1,12,0,5,3.9,57,MID
Ross,Barkley,1,0,14,174,2,104.8,19.2,38.0,1,43,16.3,1,0,0,0.1,52,MID
Mateo,Kovacic,2,5,76,1552,11,407.4,409.6,198.0,7,348,101.5,8,0,4,1.7,49,MID
Michy,Batshuayi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Antonio,Rüdiger,3,3,150,3035,27,257.4,581.6,484.0,10,661,132.3,15,0,9,18.8,61,DEF
Kepa,Arrizabalaga,0,0,19,360,2,0.0,95.6,0.0,1,89,9.6,2,0,0,0.3,45,GK
N'Golo,Kanté,2,5,79,1769,19,380.6,434.0,221.0,2,377,103.6,9,0,2,2.4,49,MID
Hakim,Ziyech,4,3,79,1311,12,429.5,350.6,482.0,9,281,126.0,7,0,3,0.8,73,MID
Ruben,Loftus-Cheek,0,3,52,1384,21,291.1,282.8,218.0,1,251,79.2,5,0,1,0.2,54,MID
Andreas,Christensen,0,0,69,1494,11,103.4,296.4,20.0,3,343,42.0,9,0,2,1.4,46,DEF
Timo,Werner,4,2,62,1278,17,153.1,207.6,773.0,5,175,112.7,5,0,1,2.3,85,FWD
Benjamin,Chilwell,3,1,55,541,2,161.0,175.6,202.0,5,161,54.0,4,0,0,3.0,56,DEF
Tammy,Abraham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,65,FWD
Christian,Pulisic,6,2,77,1282,10,223.9,317.6,434.0,2,206,97.5,6,0,2,0.7,79,MID
Mason,Mount,11,11,169,2358,25,914.8,812.8,931.0,16,597,265.8,11,0,4,21.9,77,MID
Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Callum,Hudson-Odoi,1,4,49,958,8,326.9,175.4,326.0,1,163,82.7,6,0,1,0.2,53,MID
Kai,Havertz,8,4,112,1802,18,301.6,420.4,855.0,5,271,156.6,10,0,3,5.8,79,MID
Reece,James,5,9,141,1863,22,696.1,582.0,436.0,26,573,171.5,7,1,4,19.1,65,DEF
Edouard,Mendy,0,0,130,3060,31,0.0,564.8,0.0,3,573,56.1,14,0,3,11.4,61,GK
Malang,Sarr,0,0,30,544,7,45.1,113.4,1.0,4,141,15.9,4,0,2,0.2,49,DEF
Trevoh,Chalobah,3,1,99,1447,9,105.8,405.8,151.0,11,396,66.1,9,0,2,2.4,47,DEF
Romelu,Lukaku,8,1,87,1583,14,303.3,367.0,704.0,12,310,137.2,7,0,1,7.7,114,FWD
Emerson,Palmieri dos Santos,0,0,1,4,0,0.1,0.0,2.0,0,3,0.2,0,0,0,0.0,45,DEF
Saúl,Ñíguez,0,1,16,478,6,51.8,63.2,41.0,0,68,15.5,1,0,1,0.1,49,MID
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Lewis,Hall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Harvey,Vale,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Robert Kenedy,Nunes do Nascimento,0,1,4,58,0,0.0,0.0,0.0,0,19,0.0,0,0,0,0.0,45,DEF
Conor,Gallagher,8,6,140,2843,38,611.1,665.2,671.0,16,469,194.5,11,0,10,11.2,60,MID
Vicente,Guaita,0,0,119,2655,33,0.0,588.4,0.0,11,567,58.8,11,0,2,5.6,46,GK
James,Tomkins,1,0,17,545,11,22.0,140.4,88.0,2,97,25.1,0,0,2,0.1,43,DEF
James,McArthur,0,4,54,1434,15,256.5,324.0,120.0,5,288,70.0,5,0,4,1.1,43,MID
Christian,Benteke,4,1,58,1132,20,176.7,250.2,523.0,6,173,94.3,4,0,3,1.2,59,FWD
Cheikhou,Kouyaté,0,1,77,1970,28,85.5,312.4,41.0,5,395,44.0,8,0,3,0.6,45,DEF
Martin,Kelly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.5,38,DEF
Luka,Milivojevic,0,0,19,767,16,196.6,88.6,38.0,0,118,32.3,1,0,1,0.0,52,MID
Jordan,Ayew,3,4,77,2012,31,361.3,349.2,491.0,3,281,120.1,9,0,2,1.0,58,FWD
Wilfried,Zaha,14,2,150,2759,34,630.6,732.2,963.0,11,422,232.5,11,1,4,8.5,69,MID
Jeffrey,Schlupp,4,2,86,1840,19,238.5,403.6,461.0,2,297,110.4,8,0,1,0.1,54,MID
Jack,Butland,0,0,30,765,13,0.0,155.0,0.0,3,132,15.7,1,0,0,0.4,44,GK
Jairo,Riedewald,0,0,4,116,5,27.5,11.2,2.0,0,16,4.0,0,0,0,0.0,47,MID
Jarosław,Jach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42,DEF
Jean-Philippe,Mateta,5,1,61,1138,14,112.8,253.6,568.0,6,182,93.4,5,0,2,2.7,53,FWD
