assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,3,75,75,0,111457,None,,0,0,-1,1,0.0,408,159,None,,0,2,0.5,0.5,0,Sead,-0.3,5,0,0.4,352,123,11,False,4.0,325,122,90,Knock - 75% chance of playing,2021-09-09T11:30:14.107791Z,44,0,0,None,0,,111457.jpg,-1.0,0,0,Kolasinac,0.1,False,None,d,1,3,0.0,354,134,-1,1473,92,6076,723,-0.1,-0.2,Kolasinac,1
0,0,2,0,0,0,153256,None,,0,0,0,0,0.3,335,167,None,,0,3,0.0,0.0,0,Mohamed Naser,0.3,2,0,0.4,353,162,12,False,3.4,331,149,45,Muscle injury - Expected back 02 Oct,2021-09-03T11:30:15.140806Z,45,0,0,None,0,,153256.jpg,1.0,0,0,El Sayed Elneny,0.4,False,None,i,1,3,0.0,407,158,1,12962,367,34119,4868,0.1,0.2,Elneny,0
0,0,15,None,None,1,154043,None,,0,0,-1,1,27.1,153,93,None,,0,3,2.3,2.3,3,Ainsley,1.3,1,0,5.1,255,113,13,False,15.0,272,111,100,,None,54,0,0,None,0,,154043.jpg,2.0,0,0,Maitland-Niles,0.1,False,None,a,1,3,8.0,234,124,4,977,254,3899,254,0.2,0.7,Maitland-Niles,0
0,0,25,75,None,0,156074,None,,0,0,-2,2,0.5,316,109,None,,0,2,0.8,1.0,0,Rob,0.0,7,0,7.4,216,67,14,False,67.4,107,37,180,Knee injury - 75% chance of playing,2021-09-11T17:30:15.865590Z,43,0,0,None,0,,156074.jpg,0.0,0,0,Holding,1.0,False,None,d,1,3,6.0,249,73,0,17330,583,95944,10136,0.0,0.0,Holding,1
0,0,0,100,100,0,167199,None,,0,0,0,0,0.7,310,157,None,,0,3,1.0,1.0,0,Thomas,0.0,0,0,0.6,346,158,15,False,1.6,348,159,28,,2021-08-04T10:30:07.806099Z,50,0,0,None,0,,167199.jpg,0.0,0,0,Partey,0.1,False,None,a,1,3,4.0,268,137,0,6038,2507,4230,734,0.0,0.0,Partey,1
0,1,62,100,100,1,192895,2,,0,0,-1,1,131.6,15,4,None,,0,2,3.7,3.7,7,Kieran,2.7,9,0,25.5,38,4,16,False,58.8,130,50,335,,2021-08-22T23:00:07.798838Z,49,0,0,None,0,,192895.jpg,2.2,0,0,Tierney,6.1,False,None,a,1,3,64.0,71,11,9,191420,27384,316592,16929,0.6,1.8,Tierney,0
1,0,35,100,100,1,195735,1,,0,0,-3,3,136.9,12,8,1,,0,3,3.7,3.7,6,Nicolas,2.7,4,0,33.1,19,13,17,False,50.4,153,57,270,,2021-08-28T18:30:11.395641Z,72,0,0,3,0,,195735.jpg,3.3,0,0,Pépé,1.5,False,None,a,1,3,143.0,20,13,10,45994,11112,196618,7384,0.4,1.4,Pépé,0
0,0,0,0,0,0,198849,None,,0,0,0,0,0.0,462,185,None,,0,3,0.0,0.0,0,Lucas,0.0,0,0,0.0,472,181,18,False,0.0,466,177,0,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,0,0,None,0,,198849.jpg,0.0,0,0,Torreira,0.2,False,None,u,1,3,0.0,425,167,0,6292,0,25262,1888,0.0,0.0,Torreira,0
0,0,0,100,100,0,205533,None,,0,0,-1,1,0.0,565,73,None,,0,4,1.0,1.0,0,Edward,0.0,0,0,0.0,569,74,20,False,0.0,566,71,0,,2021-08-08T18:00:05.173437Z,54,0,0,None,0,,205533.jpg,0.0,0,0,Nketiah,0.1,False,None,a,1,3,0.0,555,68,0,3084,1048,6074,526,0.0,0.0,Nketiah,0
0,0,38,100,75,0,209289,None,,-1,1,-2,2,66.5,55,36,None,,0,3,2.7,2.0,1,Emile,1.7,9,0,19.0,74,42,21,False,42.8,184,70,298,,2021-09-08T10:00:09.013082Z,53,0,0,None,0,,209289.jpg,1.8,0,0,Smith Rowe,3.7,False,None,a,1,3,81.0,55,31,7,123393,11116,363601,32798,0.3,1.3,Smith Rowe,0
0,0,30,100,100,1,223340,3,,0,0,-2,2,80.9,42,30,6,,0,3,3.0,3.0,3,Bukayo,2.0,6,0,24.0,45,28,22,False,29.6,223,89,226,,2021-08-26T10:30:09.768229Z,63,0,0,None,0,,223340.jpg,1.8,0,0,Saka,7.5,False,None,a,1,3,131.0,25,16,7,160278,19319,677955,39043,0.3,1.1,Saka,0
0,2,28,100,100,1,226597,None,,0,0,0,0,0.8,307,106,None,,0,2,3.7,3.7,8,Gabriel,2.7,0,0,3.1,292,103,23,False,22.2,244,99,90,,2021-08-04T10:30:07.822243Z,50,0,0,None,0,,226597.jpg,8.0,0,0,Magalhães,0.2,False,None,a,1,3,8.0,232,66,8,7979,4201,5103,937,0.5,1.6,Gabriel,0
0,0,0,0,0,0,233963,None,,0,0,0,0,0.0,484,186,None,,0,2,0.0,0.0,0,Konstantinos,0.0,0,0,0.0,493,186,24,False,0.0,489,187,0,Season long loan to Stuttgart,2021-07-02T08:43:27.623007Z,45,0,0,None,0,,233963.jpg,0.0,0,0,Mavropanos,0.0,False,None,u,1,3,0.0,449,175,0,0,0,40,2,0.0,0.0,Mavropanos,0
0,0,0,0,0,0,242166,None,,0,0,0,0,0.0,488,194,None,,0,3,0.0,0.0,0,Mattéo,0.0,0,0,0.0,497,190,25,False,0.0,493,188,0,Season long loan to Marseille,2021-07-08T07:32:22.717852Z,45,0,0,None,0,,242166.jpg,0.0,0,0,Guendouzi,0.0,False,None,u,1,3,0.0,453,177,0,0,0,101,7,0.0,0.0,Guendouzi,0
0,0,16,None,None,0,444145,None,,-1,1,-2,2,38.4,117,74,None,,0,3,1.7,1.7,0,Gabriel Teodoro,0.7,3,0,6.1,231,106,26,False,9.4,291,122,148,,None,53,0,0,None,0,,444145.jpg,2.0,0,0,Martinelli Silva,0.2,False,None,a,1,3,13.0,200,111,4,7737,317,20618,1812,0.1,0.8,Martinelli,0
0,0,0,0,0,0,462424,None,,0,0,0,0,0.0,503,189,None,,0,2,0.0,0.0,0,William,0.0,0,0,0.0,512,189,27,False,0.0,508,190,0,Joined Marseille on loan for 2021/22. - Expected back 23 May,2021-07-15T17:30:06.383244Z,45,0,0,None,0,,462424.jpg,0.0,0,0,Saliba,0.0,False,None,u,1,3,0.0,470,179,0,0,0,147,5,0.0,0.0,Saliba,0
0,0,31,100,100,1,198869,None,,0,0,-1,1,31.2,133,30,None,,0,2,2.7,2.7,5,Ben,1.7,2,0,5.4,247,86,67,False,23.2,241,98,180,,2021-08-22T23:00:07.913439Z,44,0,0,None,0,,198869.jpg,3.0,0,0,White,12.0,False,None,a,1,3,0.0,367,146,6,172985,39497,999273,37925,0.4,1.4,White,1
0,0,4,None,None,0,437626,None,,0,0,-1,1,1.5,292,98,None,,0,2,1.3,1.3,0,Nuno,0.3,0,0,1.1,331,119,466,False,9.4,290,116,33,,None,44,0,0,None,0,,437626.jpg,1.0,0,0,Varela Tavares,0.2,False,None,a,1,3,1.0,294,99,2,6371,353,14358,1547,0.1,0.5,Tavares,0
0,0,39,None,None,1,437742,None,,0,0,0,0,48.9,92,56,None,,0,3,2.3,2.3,3,Albert,1.3,4,0,11.0,148,74,478,False,43.8,176,68,241,,None,50,0,0,None,0,,437742.jpg,2.0,0,0,Sambi Lokonga,0.2,False,None,a,1,3,17.0,186,103,6,8714,1613,11737,1245,0.3,1.2,Sambi Lokonga,1
0,0,2,None,None,0,232223,None,,-1,1,-1,1,3.7,265,38,None,,0,4,1.3,1.3,0,Folarin,0.3,1,0,1.9,318,43,530,False,4.2,324,37,69,,None,49,0,0,None,0,,232223.jpg,1.0,0,0,Balogun,0.4,False,None,a,1,3,17.0,185,40,2,32993,2667,36182,3772,0.1,0.4,Balogun,0
0,0,4,0,0,0,200641,None,,0,0,0,0,11.6,227,122,None,,0,3,0.0,0.0,0,Reiss,0.0,1,0,3.6,283,128,531,False,4.0,326,145,19,Joined Feyenoord on a season-long loan - Expected back 01 Jul,2021-08-31T17:00:07.058892Z,50,0,0,None,0,,200641.jpg,1.0,0,0,Nelson,0.0,False,None,u,1,3,20.0,171,97,1,468,0,803,108,0.0,0.2,Nelson,0
0,0,0,None,None,0,463748,None,,0,0,0,0,0.0,395,25,None,,0,1,1.0,1.0,0,Karl,0.0,0,0,0.0,412,43,532,False,0.0,404,43,0,,None,40,0,0,None,0,,463748.jpg,0.0,0,0,Hein,0.5,False,None,a,1,3,0.0,339,22,0,33665,4045,7669,1175,0.0,0.0,Hein,0
0,0,19,None,None,1,184029,None,,0,0,0,0,27.2,152,92,None,,0,3,2.7,2.7,3,Martin,1.7,4,0,4.0,272,122,558,False,9.4,292,123,160,,None,55,0,0,None,0,,184029.jpg,2.5,0,0,Ødegaard,1.3,False,None,a,1,3,4.0,272,140,5,128291,17950,45284,8880,0.3,0.9,Ødegaard,0
0,0,23,None,None,1,225321,None,,0,0,0,0,0.0,480,48,None,,0,1,3.0,3.0,6,Aaron,2.0,0,0,0.9,335,21,559,False,9.0,296,21,90,,None,45,0,0,None,0,,225321.jpg,6.0,0,1,Ramsdale,0.5,False,None,a,1,3,0.0,444,46,6,40488,25430,8765,3558,0.4,1.3,Ramsdale,0
0,0,0,None,None,0,220682,None,,0,0,0,0,0.0,381,19,None,,0,1,1.0,1.0,0,Arthur,0.0,0,0,0.0,398,37,572,False,0.0,390,37,0,,None,40,0,0,None,0,,220682.jpg,0.0,0,0,Okonkwo,0.1,False,None,a,1,3,0.0,323,16,0,8412,1442,1916,324,0.0,0.0,Okonkwo,0
0,0,21,None,None,1,223723,None,,0,0,0,0,5.3,255,82,None,,0,2,2.8,2.8,6,Takehiro,6.0,0,0,2.7,299,106,590,False,7.4,305,118,61,,None,45,0,0,None,0,,223723.jpg,6.0,0,0,Tomiyasu,0.6,False,None,a,1,3,14.0,192,45,6,52966,38319,10881,5474,1.3,1.3,Tomiyasu,0
0,0,13,None,None,0,79852,None,,0,0,0,0,0.0,369,13,None,,0,1,0.3,-0.2,1,Jed,0.3,3,0,0.8,336,22,28,False,8.2,299,22,90,,None,40,0,0,None,0,,79852.jpg,1.0,0,1,Steer,3.1,False,None,a,2,7,0.0,311,10,1,184377,63813,43197,6659,0.1,0.2,Steer,0
0,0,0,0,0,0,85242,None,,0,0,-1,1,0.0,518,208,None,,0,3,0.0,0.0,0,Conor,0.0,0,0,0.0,525,205,29,False,0.0,521,203,0,Joined Sheffield United on a season-long loan - Expected back 01 Jul,2021-08-31T07:00:13.054434Z,49,0,0,None,0,,85242.jpg,0.0,0,0,Hourihane,0.0,False,None,u,2,7,0.0,492,197,0,398,0,2285,216,0.0,0.0,Hourihane,0
0,0,49,75,0,1,98980,None,,0,0,0,0,0.0,572,63,None,,0,1,1.7,0.0,0,Emiliano,2.3,4,0,5.0,258,18,30,False,50.2,154,18,270,Lack of match fitness - 75% chance of playing,2021-08-30T07:30:12.022094Z,55,0,0,None,0,,98980.jpg,3.0,0,6,Martínez,16.1,False,None,d,2,7,0.0,567,62,9,57776,1917,1336767,120968,0.4,1.6,Martínez,1
0,0,0,0,0,0,108156,None,,0,0,0,0,0.0,445,177,None,,0,2,0.0,0.0,0,Björn,0.0,0,0,0.0,457,177,31,False,0.0,450,177,0,Transferred to Royal Antwerp,2021-06-25T10:09:04.469362Z,45,0,0,None,0,,108156.jpg,0.0,0,0,Engels,0.0,False,None,u,2,7,0.0,401,162,0,0,0,39,0,0.0,0.0,Engels,0
1,0,21,100,75,0,110504,4,,0,0,-1,1,2.8,277,146,2,,0,3,0.3,-0.2,1,Bertrand,0.3,1,0,4.8,262,117,32,False,9.2,294,125,39,,2021-08-20T10:00:13.133021Z,59,0,0,None,0,,110504.jpg,2.5,0,0,Traoré,0.5,False,None,a,2,7,36.0,120,62,5,7958,1140,118487,2295,0.1,0.8,Traoré,0
0,0,0,100,100,0,122775,None,,0,0,0,0,0.0,541,218,None,,0,3,0.0,-0.5,0,Morgan,0.0,0,0,0.0,546,215,34,False,0.0,541,213,0,,2021-08-09T06:00:12.415351Z,50,0,0,None,0,,122775.jpg,0.0,0,0,Sanson,0.0,False,None,a,2,7,0.0,522,211,0,385,183,626,79,0.0,0.0,Sanson,0
0,0,58,100,100,1,122806,2,,0,0,0,0,101.0,29,19,None,,0,3,1.3,0.8,1,John,1.3,6,1,19.3,72,41,35,False,69.8,98,38,270,,2021-08-28T18:30:11.447309Z,60,0,0,None,0,,122806.jpg,3.7,0,0,McGinn,0.9,False,None,a,2,7,21.0,168,94,11,40844,2550,58308,4590,0.2,1.8,McGinn,1
0,0,5,None,None,0,123354,None,,0,0,-1,1,0.1,352,127,None,,0,2,0.3,-0.2,0,Kortney,0.3,0,0,0.3,355,124,36,False,3.2,333,123,1,,None,44,0,0,None,0,,123354.jpg,1.0,0,0,Hause,0.1,False,None,a,2,7,0.0,358,138,1,1490,139,4451,415,0.1,0.2,Hause,0
0,0,0,0,0,0,148508,None,,0,0,0,0,0.0,574,231,None,,0,3,0.0,0.0,0,Mahmoud Ahmed,0.0,0,0,0.0,578,230,37,False,0.0,577,230,0,Knee injury - Unknown return date,2021-06-22T11:30:10.533711Z,55,0,0,None,0,,148508.jpg,0.0,0,0,Ibrahim Hassan,0.0,False,None,i,2,7,0.0,569,229,0,271,31,611,69,0.0,0.0,Trézéguet,0
2,3,61,100,100,1,149484,None,,0,0,0,0,12.1,225,72,None,,1,2,5.0,4.5,0,Tyrone,5.0,6,0,12.9,124,40,38,False,50.8,152,64,270,,2021-08-28T18:30:11.474318Z,50,0,0,None,0,,149484.jpg,5.0,0,0,Mings,7.8,False,None,a,2,7,67.0,68,9,15,276413,12815,339018,40046,1.0,3.0,Mings,2
0,0,16,None,None,0,169359,5,,0,0,-2,2,29.1,141,33,6,,0,2,0.7,0.2,0,Matt,0.7,6,0,5.1,254,90,39,False,22.0,245,100,225,,None,48,0,0,None,0,,169359.jpg,0.7,0,0,Targett,3.5,False,None,a,2,7,0.0,483,183,2,17503,1728,430180,27519,0.1,0.4,Targett,1
0,0,9,100,100,0,178301,None,,0,0,-2,2,25.3,162,23,None,,0,4,1.0,0.5,2,Ollie,1.0,3,0,20.2,66,16,40,False,22.8,243,29,101,,2021-08-08T22:30:08.091938Z,73,0,0,3,0,,178301.jpg,1.5,0,0,Watkins,1.5,False,None,a,2,7,154.0,17,7,3,24888,13631,224398,8578,0.1,0.4,Watkins,0
0,0,20,None,None,0,184704,None,,0,0,0,0,7.3,250,133,None,,0,3,0.7,0.2,1,Marvelous,0.7,4,0,1.7,321,146,41,False,9.0,295,126,127,,None,45,0,0,None,0,,184704.jpg,1.3,0,0,Nakamba,0.2,False,None,a,2,7,0.0,420,164,4,13505,1959,10808,1368,0.2,0.9,Nakamba,0
0,1,26,None,None,1,193488,3,,0,0,0,0,46.8,98,61,3,,0,3,3.3,2.8,0,Anwar,3.3,3,1,12.1,134,67,42,False,41.2,190,75,239,,None,60,0,0,1,0,,193488.jpg,3.7,0,0,El Ghazi,1.0,False,None,a,2,7,33.0,127,66,11,66032,3190,84550,11377,0.6,1.8,El Ghazi,1
0,3,41,75,0,1,195546,1,,0,0,-1,1,81.8,40,28,None,,1,3,3.0,0.0,0,Emiliano,4.0,4,1,17.2,91,51,43,False,68.0,103,40,246,Lack of match fitness - 75% chance of playing,2021-08-30T07:30:12.080454Z,64,0,0,None,0,,195546.jpg,4.7,0,0,Buendía Stati,1.9,False,None,d,2,7,21.0,169,95,14,45387,1964,310617,17248,0.6,2.2,Buendía,1
0,0,63,None,None,1,199796,None,,0,0,0,0,27.3,151,38,None,,0,2,2.7,2.2,1,Matthew,2.7,7,0,10.4,160,48,44,False,57.4,133,52,360,,None,50,0,0,None,0,,199796.jpg,2.2,0,0,Cash,1.5,False,None,a,2,7,19.0,174,39,9,37357,2234,71319,8534,0.5,1.8,Cash,1
0,0,50,100,75,1,199798,None,,-1,1,-1,1,12.3,223,71,None,,0,2,3.0,1.9,1,Ezri,3.0,7,0,13.3,120,37,45,False,65.2,116,40,358,,2021-08-28T18:30:11.489466Z,49,0,0,None,0,,199798.jpg,2.5,0,0,Konsa Ngoyo,0.7,False,None,a,2,7,56.0,75,14,10,9391,990,40446,3361,0.6,2.0,Konsa,0
0,0,0,0,0,0,203368,None,,0,0,0,0,0.0,466,182,None,,0,2,0.0,0.0,0,Frédéric,0.0,0,0,0.0,476,182,46,False,0.0,470,183,0,Joined Strasbourg on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.208512Z,45,0,0,None,0,,203368.jpg,0.0,0,0,Guilbert,0.0,False,None,u,2,7,0.0,429,171,0,449,0,1376,175,0.0,0.0,Guilbert,0
0,0,2,0,None,0,213345,None,,0,0,-1,1,0.5,319,46,None,,0,4,0.0,-0.2,0,Wesley,0.3,0,0,0.0,570,75,47,False,0.0,567,72,1,Season-long loan to Club Brugge,2021-09-13T08:02:12.064717Z,54,0,0,None,0,,213345.jpg,1.0,0,0,Moraes,0.2,False,None,u,2,7,0.0,556,69,1,9629,691,17600,2501,0.1,0.2,Wesley,0
0,0,0,0,0,0,217487,None,,0,0,0,0,0.0,577,78,None,,0,4,0.0,0.0,0,Mbwana Ally,0.0,0,0,0.0,581,80,48,False,0.0,580,79,0,Transferred to Fenerbahce,2021-07-11T07:37:45.166277Z,55,0,0,None,0,,217487.jpg,0.0,0,0,Samatta,0.0,False,None,u,2,7,0.0,572,76,0,0,0,54,5,0.0,0.0,Samatta,0
0,0,0,0,0,0,221239,None,,0,0,0,0,0.0,476,57,None,,0,4,0.0,0.0,0,Keinan,0.0,0,0,0.0,486,58,49,False,0.0,480,55,0,Knock - Expected back 02 Oct,2021-08-09T06:00:12.498773Z,45,0,0,None,0,,221239.jpg,0.0,0,0,Davis,1.5,False,None,i,2,7,0.0,440,52,0,30351,5058,90468,9281,0.0,0.0,Davis,0
0,0,33,100,100,1,230046,None,,0,0,0,0,14.2,205,114,5,,0,3,2.0,1.5,2,Douglas Luiz,2.0,3,0,4.5,266,120,50,False,16.2,267,108,257,,2021-08-13T10:00:09.099732Z,45,0,0,None,0,,230046.jpg,2.0,0,0,Soares de Paulo,1.0,False,None,a,2,7,14.0,193,107,6,37195,13595,39294,5355,0.4,1.3,Douglas Luiz,1
0,0,16,100,100,1,232653,None,,0,0,0,0,41.1,107,66,None,,0,3,1.0,0.5,0,Jacob,1.0,3,0,10.7,154,78,51,False,29.8,222,88,190,,2021-08-28T18:30:11.520185Z,45,0,0,None,0,,232653.jpg,1.3,0,0,Ramsey,0.4,False,None,a,2,7,35.0,121,63,4,20627,4007,20819,2164,0.2,0.9,Ramsey,1
0,0,40,None,None,1,18892,None,,0,0,0,0,26.4,155,40,None,,0,2,2.7,2.2,0,Ashley,2.7,4,0,5.2,253,89,52,False,19.4,253,103,258,,None,50,0,0,None,0,,18892.jpg,3.0,0,0,Young,0.9,False,None,a,2,7,6.0,254,77,9,32730,760,45874,6924,0.5,1.8,Young,0
0,0,36,None,None,0,180804,None,,0,0,0,0,0.5,317,110,None,,0,2,1.3,0.8,1,Axel,1.3,4,0,5.8,237,79,283,False,38.4,202,83,182,,None,45,0,0,None,0,,180804.jpg,1.3,0,0,Tuanzebe,0.6,False,None,a,2,7,19.0,173,38,4,12231,2301,26132,2511,0.3,0.9,Tuanzebe,0
1,3,81,None,None,1,84939,None,,0,0,0,0,18.9,183,27,None,,0,4,4.7,4.2,2,Danny,4.7,6,2,21.7,56,15,337,False,89.0,51,7,338,,None,80,0,0,2,0,,84939.jpg,5.2,0,0,Ings,23.9,False,None,a,2,7,110.0,40,16,21,729240,87877,1699750,250601,0.6,2.6,Ings,1
1,0,18,100,100,0,215711,None,,0,0,-1,1,26.1,157,94,1,,0,3,0.3,-0.2,1,Leon,0.3,2,0,7.4,218,102,492,False,24.2,235,94,64,,2021-08-21T18:00:15.157762Z,64,0,0,None,0,,215711.jpg,2.5,0,0,Bailey,0.7,False,None,a,2,7,23.0,161,89,5,35362,1970,172807,4721,0.0,0.8,Bailey,0
0,0,0,None,None,0,447715,None,,0,0,0,0,0.0,497,199,None,,0,3,0.0,-0.5,0,Aaron,0.0,0,0,0.0,506,195,496,False,0.0,502,193,0,,None,45,0,0,None,0,,447715.jpg,0.0,0,0,Ramsey,0.2,False,None,a,2,7,0.0,463,182,0,7235,1279,7191,1075,0.0,0.0,Ramsey,0
0,0,0,25,25,0,481624,None,,0,0,0,0,0.0,553,223,None,,0,3,0.1,-0.1,0,Jaden,0.3,0,0,0.0,556,220,497,False,0.0,552,219,4,Knock - 25% chance of playing,2021-09-10T10:30:14.919715Z,50,0,0,None,0,,481624.jpg,1.0,0,0,Philogene-Bidace,0.0,False,None,d,2,7,0.0,538,216,1,427,17,1158,158,0.1,0.2,Philogene-Bidace,0
0,0,6,0,0,0,478912,None,,0,0,0,0,3.3,270,141,None,,0,3,0.0,0.0,0,Carney,0.7,1,0,0.6,345,157,526,False,2.8,337,151,62,Thigh injury - Unknown return date,2021-09-10T10:30:14.999868Z,45,0,0,None,0,,478912.jpg,2.0,0,0,Chukwuemeka,0.0,False,None,i,2,7,0.0,474,189,2,2450,83,2406,477,0.2,0.4,Chukwuemeka,0
0,0,0,None,None,0,433979,None,,0,0,0,0,0.0,495,60,None,,0,4,0.0,-0.5,0,Cameron,0.0,0,0,0.0,504,61,568,False,0.0,500,58,0,,None,45,0,0,None,0,,433979.jpg,0.0,0,0,Archer,0.8,False,None,a,2,7,0.0,461,55,0,72577,24453,20371,5178,0.0,0.0,Archer,0
0,0,0,None,None,0,248164,None,,0,0,0,0,0.0,385,22,None,,0,1,1.0,0.5,0,Viljami,0.0,0,0,0.0,402,40,596,False,0.0,394,40,0,,None,40,0,0,None,0,,248164.jpg,0.0,0,0,Sinisalo,0.0,False,None,a,2,7,0.0,329,19,0,894,894,95,95,0.0,0.0,Sinisalo,0
1,5,91,None,None,2,61810,None,,0,0,1,-1,20.9,177,51,None,,0,2,5.5,5.5,2,Pontus,6.0,2,0,9.9,168,52,76,False,70.6,96,32,360,,None,46,0,0,None,0,,61810.jpg,6.0,0,0,Jansson,7.0,False,None,a,3,94,6.0,252,75,24,564581,69278,133343,32527,1.3,5.2,Jansson,0
0,0,42,None,None,2,128295,None,,0,0,0,0,8.2,246,132,None,,0,3,1.2,1.2,2,Christian,1.7,2,1,11.8,137,69,77,False,67.6,106,42,360,,None,50,0,0,None,0,,128295.jpg,3.2,0,0,Nørgaard,1.3,False,None,a,3,94,42.0,103,54,13,123214,5495,69973,9155,0.3,2.6,Nørgaard,2
