name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,27,0,303,0,1,1,0.0,0,1,6,5,49,True,0
Yunus Emre Konak,MID,Brentford,0.3,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,27,0,6836,0,1,1,0.0,0,59,202,143,44,True,0
Max Kilman,DEF,West Ham,4.2,0,0,23,1,1.5,524,0.01,0.02,0.01,0.38,266,0,0,2.4,18.6,2025-02-27T20:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,27,0,133843,1,0,2,4.0,6,5149,6807,1658,43,True,0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,27,0,477,0,1,2,0.0,0,-1,0,1,55,True,0
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2025-02-26T20:15:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,27,0,65182,0,0,2,0.0,0,-1476,0,1476,40,False,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,270,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,27,0,6492,0,2,3,0.0,0,-35,0,35,40,False,0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,0.5,0,0,0,0,0.0,733,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,27,0,1163,0,1,0,0.0,0,-30,81,111,45,False,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,4.2,0,0,7,1,4.8,571,0.06,0.67,0.61,1.09,265,0,0,6.0,5.8,2025-02-26T19:30:00Z,89,0,0,0,0,0,0,0,False,18,0,0,0,0,27,0,263359,1,1,0,49.0,3,-9322,14550,23872,62,False,0
Emerson Palmieri dos Santos,DEF,West Ham,1.0,0,0,3,0,0.8,520,0.00,0.00,0.00,0.26,266,0,0,0.7,5.8,2025-02-27T20:00:00Z,24,0,0,0,0,0,0,0,False,11,0,0,0,0,27,0,70689,0,0,2,0.0,1,-622,2173,2795,44,True,0
Abdoulaye Doucouré,MID,Everton,2.8,0,0,0,0,0.0,217,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,27,0,49909,0,1,1,0.0,0,17426,19806,2380,51,False,0
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.00,0.00,0.00,0.00,267,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,27,0,100813,0,2,1,0.0,0,-1091,2485,3576,39,True,0
José Malheiro de Sá,GK,Wolves,4.0,0,0,5,0,0.0,554,0.00,0.00,0.00,1.69,267,2,0,2.7,27.0,2025-02-25T19:30:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,27,3,256659,1,2,1,0.0,2,42499,45893,3394,43,True,0
Woyo Coulibaly,DEF,Leicester,-0.3,0,0,0,0,0.0,726,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2025-02-27T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,27,0,1941,0,0,2,0.0,0,135,308,173,40,False,0
Alexander Isak,FWD,Newcastle,4.5,0,0,0,0,0.0,401,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2025-02-26T20:15:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,27,0,6537075,0,0,2,0.0,0,-27244,107924,135168,95,False,0
Yves Bissouma,MID,Spurs,0.2,0,0,0,0,0.0,482,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,27,0,28042,0,1,0,0.0,0,-138,386,524,48,True,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,268,0,0,0.0,0.0,2025-02-25T20:15:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,27,0,14972,0,0,4,0.0,0,-27,0,27,59,True,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,27,0,4245,0,1,2,0.0,0,-51,0,51,48,False,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.1,0,0,0,0,0.0,548,0.00,0.00,0.00,0.00,267,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,27,0,11153,0,2,1,0.0,0,-1291,101,1392,53,True,0
Brajan Gruda,MID,Brighton,0.8,0,0,0,0,0.0,595,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,27,0,2865,0,1,2,0.0,0,106,153,47,54,True,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,27,0,87149,0,1,0,0.0,0,-211,31,242,62,False,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,268,0,0,0.0,0.0,2025-02-25T20:15:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,27,0,17454,0,0,4,0.0,0,-78,0,78,44,True,0
Justin Devenny,MID,Crystal Palace,0.7,0,0,0,0,0.0,645,0.00,0.00,0.00,0.00,263,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,27,0,12294,0,1,4,0.0,0,-492,115,607,45,True,0
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.00,0.00,0.00,0.00,267,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,27,0,15191,0,2,1,0.0,0,-95,128,223,43,True,0
Jordan Ayew,MID,Leicester,1.0,0,0,0,0,0.0,192,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2025-02-27T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,27,0,18980,0,0,2,0.0,0,-226,455,681,52,False,0
Marcos Senesi,DEF,Bournemouth,0.0,0,0,0,0,0.0,79,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,27,0,30404,0,1,2,0.0,0,-294,34,328,46,False,0
Kiernan Dewsbury-Hall,MID,Chelsea,1.5,0,0,3,0,3.4,166,0.00,0.00,0.00,0.15,268,0,0,0.8,4.4,2025-02-25T20:15:00Z,22,0,0,0,0,0,0,0,False,17,0,0,0,0,27,0,12414,0,0,4,0.0,1,14,163,149,55,True,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,263,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,27,0,908,0,1,4,0.0,0,-5,0,5,40,False,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,27,0,22392,0,1,0,0.0,0,-47,0,47,53,False,0
Maxwel Cornet,MID,Southampton,0.0,0,0,0,0,0.0,515,0.00,0.00,0.00,0.00,268,0,0,0.0,0.0,2025-02-25T20:15:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,27,0,2263,0,0,4,0.0,0,-20,0,20,47,False,0
Jefferson Lerma Solís,MID,Crystal Palace,1.3,0,0,-4,0,0.3,206,0.00,0.08,0.08,0.12,263,0,0,0.1,0.0,2025-02-25T19:30:00Z,32,0,0,0,0,0,0,0,False,2,0,0,0,0,27,0,5459,0,1,4,5.0,0,118,220,102,48,True,1
Jannik Vestergaard,DEF,Leicester,0.0,0,0,3,0,10.9,307,0.00,0.07,0.07,1.07,266,2,0,5.1,22.6,2025-02-27T20:00:00Z,86,0,0,0,0,0,0,0,False,19,1,0,0,0,27,0,210769,1,0,2,17.0,-1,2827,7462,4635,39,False,0
Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,27,0,1251,0,1,0,0.0,0,-54,0,54,45,False,0
Luke Thomas,DEF,Leicester,0.3,0,0,3,0,0.4,305,0.00,0.00,0.00,0.26,266,0,0,0.3,2.6,2025-02-27T20:00:00Z,3,0,0,0,0,0,0,0,False,19,0,0,0,0,27,0,191838,0,0,2,0.0,1,-3408,559,3967,39,False,0
Bruno Borges Fernandes,MID,Man Utd,7.3,2,2,37,0,66.7,366,0.30,0.30,0.00,1.43,270,2,0,10.6,36.8,2025-02-26T19:30:00Z,90,0,0,0,0,0,0,0,False,10,0,0,0,0,27,0,1068341,1,2,3,2.0,10,132896,149726,16830,83,True,0
Adam Smith,DEF,Bournemouth,0.0,0,0,0,0,0.0,81,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,27,0,13887,0,1,2,0.0,0,-211,27,238,44,False,0
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,269,0,0,0.0,0.0,2025-02-26T20:15:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,27,0,6591,0,0,2,0.0,0,-28,0,28,40,False,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.00,0.00,0.00,0.00,262,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,27,0,3814,0,1,2,0.0,0,-9,0,9,50,True,0
Rasmus Højlund,FWD,Man Utd,1.7,0,0,-1,0,1.4,375,0.00,0.00,0.00,1.26,270,2,0,0.0,0.0,2025-02-26T19:30:00Z,66,0,0,0,0,0,0,0,False,10,0,0,0,0,27,0,113243,1,2,3,2.0,1,1989,7223,5234,69,True,1
Callum Wilson,FWD,Newcastle,0.8,0,0,0,0,0.9,421,0.01,0.19,0.18,0.67,269,2,0,1.2,0.0,2025-02-26T20:15:00Z,68,0,0,0,0,0,0,0,False,12,0,0,0,0,27,0,7786,1,0,2,16.0,2,65,589,524,69,False,0
Crysencio Summerville,MID,West Ham,0.0,0,0,0,0,0.0,587,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2025-02-27T20:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,27,0,34409,0,0,2,0.0,0,-445,12,457,55,True,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,263,0,0,0.0,0.0,2025-02-25T19:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,27,0,3070,0,1,4,0.0,0,-23,0,23,45,True,0
Oliver Skipp,MID,Leicester,0.3,0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,266,0,0,0.0,0.0,2025-02-27T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,27,0,4309,0,0,2,0.0,0,-39,26,65,47,False,0
Tomáš Souček,MID,West Ham,3.8,0,2,35,1,11.0,530,0.02,0.46,0.44,0.38,266,0,1,9.9,44.8,2025-02-27T20:00:00Z,89,0,0,0,0,0,0,0,False,11,0,0,0,0,27,0,166192,1,0,2,43.0,10,-1139,4527,5666,49,True,0
Taylor Harwood-Bellis,DEF,Southampton,-0.5,0,0,7,0,0.0,461,0.01,0.01,0.00,1.03,268,1,0,1.4,14.4,2025-02-25T20:15:00Z,45,0,0,0,0,0,0,0,False,6,0,0,0,0,27,0,667954,0,0,4,0.0,1,-33946,857,34803,40,False,0
Alphonse Areola,GK,West Ham,4.2,0,0,23,1,0.0,513,0.00,0.00,0.00,0.38,266,0,0,1.5,14.8,2025-02-27T20:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,27,2,462984,1,0,2,0.0,6,34179,38048,3869,42,True,0
Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0.0,380,0.00,0.00,0.00,0.00,270,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,27,0,300712,0,2,3,0.0,0,-19144,69,19213,44,True,0
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,0,0.0,497,0.00,0.00,0.00,0.00,265,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,27,0,40842,0,1,0,0.0,0,-1619,29,1648,68,True,0
Iwan Morgan,FWD,Brentford,0.0,0,0,0,0,0.0,780,0.00,0.00,0.00,0.00,261,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,27,0,766,0,1,1,0.0,0,645,707,62,45,True,0
Joško Gvardiol,DEF,Man City,5.2,0,1,26,1,14.1,350,0.02,0.02,0.00,1.33,265,0,0,3.3,18.8,2025-02-26T19:30:00Z,90,0,0,0,0,0,0,0,False,18,0,0,0,0,27,0,2078884,1,1,0,0.0,7,-20398,38611,59009,59,False,0
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.00,0.00,0.00,0.00,270,0,0,0.0,0.0,2025-02-26T19:30:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,27,0,6534,0,2,3,0.0,0,-274,0,274,40,False,0
Joachim Andersen,DEF,Fulham,1.0,0,0,14,0,0.3,191,0.01,0.01,0.00,1.31,267,1,0,2.5,25.0,2025-02-25T19:30:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,27,0,429886,1,2,1,0.0,2,-2299,4273,6572,42,False,0
Moisés Caicedo Corozo,MID,Chelsea,2.5,0,0,8,1,7.2,157,0.04,0.07,0.03,0.72,268,0,0,1.5,5.6,2025-02-25T20:15:00Z,82,0,0,0,0,0,0,0,False,17,0,0,0,0,27,0,118368,1,0,4,2.0,2,-1773,2378,4151,49,True,1
