name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Hákon Valdimarsson,GK,Brentford,0.0,0,0,0,0,0.0,109,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,False,9,0,0,0,0,10,0,345958,0,1,2,0.0,0,-7944,1594,9538,40,False,0
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,13,0,0,0,0,10,0,3058,0,1,2,0.0,0,-79,0,79,40,True,0
João Victor Gomes da Silva,MID,Wolves,4.3,0,3,41,0,33.6,553,0.02,0.23,0.21,2.51,100,2,1,10.4,53.4,2024-11-02T17:30:00Z,90,False,7,0,0,0,0,10,0,11467,1,2,2,17.0,10,95,885,790,49,True,0
Cole Palmer,MID,Chelsea,5.5,0,1,25,0,37.8,182,0.28,0.51,0.23,1.98,95,1,0,6.7,13.4,2024-11-03T16:30:00Z,90,False,14,0,0,0,0,10,0,6002657,1,1,1,16.0,3,192933,252006,59073,110,False,0
Mitoma Kaoru,MID,Brighton,0.7,0,0,9,0,31.5,136,0.20,0.31,0.11,1.65,94,2,0,5.8,7.8,2024-11-02T15:00:00Z,86,False,12,0,0,0,0,10,0,607504,1,1,2,19.0,2,-97434,15016,112450,65,False,0
Boubakary Soumaré,MID,Leicester,0.3,0,0,2,0,1.1,285,0.24,0.29,0.05,0.00,93,0,0,0.7,1.8,2024-11-02T15:00:00Z,19,False,10,0,0,0,0,10,0,28060,0,1,1,4.0,1,5622,8109,2487,44,False,0
Chris Wood,FWD,Nott'm Forest,6.8,0,1,37,1,5.0,447,0.01,0.79,0.78,0.13,97,0,1,7.7,36.4,2024-11-02T15:00:00Z,78,False,19,0,0,0,0,10,0,1955970,1,0,3,36.0,7,341151,422436,81285,64,True,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,19,0,0,0,0,10,0,2678,0,0,3,0.0,0,-84,0,84,45,True,0
Jeffrey Schlupp,MID,Crystal Palace,0.7,0,0,3,0,0.0,214,0.00,0.00,0.00,0.07,100,0,0,0.1,1.0,2024-11-02T17:30:00Z,1,False,20,0,0,0,0,10,0,7471,0,2,2,0.0,1,133,640,507,47,False,0
Milos Kerkez,DEF,Bournemouth,5.3,2,2,37,0,27.6,70,0.42,0.42,0.00,1.56,91,1,0,8.4,48.6,2024-11-02T15:00:00Z,90,False,13,0,0,0,0,10,0,46460,1,1,2,8.0,10,-749,2707,3456,44,True,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,12,0,0,0,0,10,0,1701,0,1,2,0.0,0,-85,0,85,45,False,0
Jason Steele,GK,Brighton,-1.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,12,0,0,0,0,10,0,143602,0,1,2,0.0,0,-8025,1361,9386,43,False,0
Arijanet Muric,GK,Ipswich,2.3,0,0,8,0,0.0,568,0.00,0.00,0.00,1.55,93,1,0,2.5,25.4,2024-11-02T15:00:00Z,90,False,11,0,0,0,0,10,4,128439,1,1,1,0.0,2,-2606,5638,8244,44,True,1
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,5,0,0,0,0,10,0,307,0,1,2,0.0,0,185,204,19,40,True,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,12,0,0,0,0,10,0,5902,0,1,2,0.0,0,-151,0,151,40,False,0
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,442,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,19,0,0,0,0,10,0,114483,0,0,3,0.0,0,-6271,3443,9714,44,True,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,False,6,0,0,0,0,10,0,4788,0,1,1,0.0,0,-212,0,212,45,True,0
Brandon Austin,GK,Spurs,0.5,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,False,2,0,0,0,0,10,0,56541,0,1,4,0.0,0,-225,996,1221,40,True,0
Conor Coady,DEF,Leicester,0.0,0,0,0,0,0.0,288,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,10,0,0,0,0,10,0,32856,0,1,1,0.0,0,759,2331,1572,40,False,0
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,16,0,0,0,0,10,0,15556,0,0,3,0.0,0,-304,172,476,44,False,0
Armando Broja,FWD,Everton,0.0,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,17,0,0,0,0,10,0,5647,0,0,1,0.0,0,-207,33,240,54,False,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,12,0,0,0,0,10,0,7741,0,1,2,0.0,0,-634,29,663,43,False,0
Thomas Partey,MID,Arsenal,3.0,0,0,17,0,25.8,20,0.06,0.06,0.00,0.48,96,1,0,4.7,19.2,2024-11-02T12:30:00Z,85,False,15,0,0,0,0,10,0,120783,1,0,1,2.0,2,-7449,5048,12497,50,False,0
Harry Wilson,MID,Fulham,5.0,0,3,44,0,1.8,259,0.01,0.31,0.30,0.41,92,0,2,10.6,65.4,2024-11-04T20:00:00Z,8,False,4,0,0,0,0,10,0,11780,0,1,2,39.0,13,-67,487,554,52,True,1
Kasey McAteer,MID,Leicester,0.3,0,0,5,0,1.4,299,0.01,0.03,0.02,0.00,93,0,0,1.1,4.4,2024-11-02T15:00:00Z,19,False,10,0,0,0,0,10,0,3602,0,1,1,5.0,1,-96,126,222,48,False,0
Curtis Jones,MID,Liverpool,7.3,1,0,14,0,10.4,324,0.00,0.16,0.16,0.24,94,0,0,3.9,19.0,2024-11-02T15:00:00Z,24,False,5,0,0,0,0,10,0,37992,0,1,2,10.0,4,18081,21466,3385,53,True,0
Wes Burns,MID,Ipswich,1.3,0,0,5,0,0.0,264,0.00,0.00,0.00,1.16,93,1,0,0.2,2.0,2024-11-02T15:00:00Z,9,False,11,0,0,0,0,10,0,4156,0,1,1,0.0,1,-57,253,310,49,True,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,False,9,0,0,0,0,10,0,277,0,1,2,0.0,0,4,14,10,49,False,0
Yunus Emre Konak,MID,Brentford,0.0,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,False,9,0,0,0,0,10,0,8528,0,1,2,0.0,0,-236,407,643,45,False,0
Max Kilman,DEF,West Ham,1.0,0,0,3,0,1.0,524,0.01,0.01,0.00,2.17,97,3,0,3.1,28.2,2024-11-02T15:00:00Z,90,False,16,0,0,0,0,10,0,232433,1,0,3,2.0,1,-11001,3377,14378,45,False,0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,12,0,0,0,0,10,0,548,0,1,2,0.0,0,-4,0,4,55,False,0
Alex Murphy,DEF,Newcastle,-1.0,0,0,0,0,0.0,390,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,False,1,0,0,0,0,10,0,98055,0,0,1,0.0,0,-1269,2873,4142,40,True,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,11,0,0,0,0,10,0,8997,0,1,1,0.0,0,-430,0,430,40,True,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,2.5,0,0,0,0,0.0,571,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,3,0,0,0,0,10,0,160262,0,1,2,0.0,0,-30685,21867,52552,65,False,0
Emerson Palmieri dos Santos,DEF,West Ham,0.7,0,0,-2,0,6.5,520,0.13,0.13,0.00,1.67,97,3,0,2.4,15.2,2024-11-02T15:00:00Z,78,False,16,0,0,0,0,10,0,57526,1,0,3,2.0,1,-897,1432,2329,44,False,0
Abdoulaye Doucouré,MID,Everton,1.7,0,0,0,0,0.0,217,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,17,0,0,0,0,10,0,24264,0,0,1,0.0,0,-1145,1445,2590,52,False,0
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,False,7,0,0,0,0,10,0,13134,0,2,2,0.0,0,-471,695,1166,40,True,0
José Malheiro de Sá,GK,Wolves,2.0,0,0,11,0,0.0,554,0.00,0.00,0.00,2.51,100,2,0,3.6,36.0,2024-11-02T17:30:00Z,90,False,7,0,0,0,0,10,4,172701,1,2,2,0.0,2,6139,12563,6424,43,True,0
Alexander Isak,FWD,Newcastle,4.7,0,3,36,1,4.6,401,0.04,0.33,0.29,1.05,96,0,1,6.9,36.6,2024-11-02T12:30:00Z,90,False,1,0,0,0,0,10,0,1347058,1,0,1,28.0,9,-5746,39325,45071,83,True,0
Yves Bissouma,MID,Spurs,4.8,0,0,5,0,2.3,482,0.01,0.01,0.00,0.47,99,0,0,1.1,8.2,2024-11-03T14:00:00Z,34,False,2,0,0,0,0,10,0,50162,0,1,4,0.0,1,4062,7682,3620,49,True,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,False,14,0,0,0,0,10,0,16506,0,1,1,0.0,0,-266,0,266,59,False,0
Philip Billing,MID,Bournemouth,-1.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,13,0,0,0,0,10,0,5682,0,1,2,0.0,0,-60,324,384,48,True,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,1.7,1,0,14,0,12.1,548,0.05,0.13,0.08,1.32,100,1,0,4.7,26.2,2024-11-02T17:30:00Z,28,False,7,0,0,0,0,10,0,7006,0,2,2,9.0,3,-32,343,375,53,True,1
Brajan Gruda,MID,Brighton,-0.3,0,0,2,0,11.1,595,0.01,0.01,0.00,0.32,94,0,0,2.3,6.2,2024-11-02T15:00:00Z,14,False,12,0,0,0,0,10,0,2301,0,1,2,6.0,1,5,80,75,54,False,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,3,0,0,0,0,10,0,99536,0,1,2,0.0,0,-2769,144,2913,63,False,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,False,14,0,0,0,0,10,0,23610,0,1,1,0.0,0,-1071,0,1071,44,False,0
Justin Devenny,MID,Crystal Palace,0.0,0,0,0,0,0.0,645,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,False,20,0,0,0,0,10,0,1071,0,2,2,0.0,0,6,91,85,45,False,0
Craig Dawson,DEF,Wolves,2.0,0,0,6,0,0.7,542,0.01,0.01,0.00,2.51,100,2,0,3.5,28.6,2024-11-02T17:30:00Z,90,False,7,0,0,0,0,10,0,18819,1,2,2,6.0,1,1378,2234,856,44,True,0
Jordan Ayew,MID,Leicester,4.3,0,1,21,0,0.3,192,0.04,0.79,0.75,0.00,93,0,1,9.0,32.0,2024-11-02T15:00:00Z,4,False,10,0,0,0,0,10,0,22869,0,1,1,58.0,7,-319,1658,1977,52,False,0
Marcos Senesi,DEF,Bournemouth,3.3,0,0,12,0,1.6,79,0.05,0.05,0.00,1.56,91,1,0,3.1,23.0,2024-11-02T15:00:00Z,90,False,13,0,0,0,0,10,0,65186,1,1,2,6.0,2,-714,4583,5297,48,True,0
Kiernan Dewsbury-Hall,MID,Chelsea,0.5,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,False,14,0,0,0,0,10,0,13347,0,1,1,0.0,0,-404,199,603,56,False,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,False,18,0,0,0,0,10,0,1141,0,1,4,0.0,0,-48,0,48,40,False,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,3,0,0,0,0,10,0,24877,0,1,2,0.0,0,-458,0,458,53,False,0
Maxwel Cornet,MID,Southampton,-0.5,0,0,0,0,0.0,515,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,8,0,0,0,0,10,0,2840,0,0,1,0.0,0,-88,63,151,48,True,0
Jefferson Lerma Solís,MID,Crystal Palace,0.0,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,False,20,0,0,0,0,10,0,5583,0,2,2,0.0,0,-626,130,756,48,False,0
Jannik Vestergaard,DEF,Leicester,0.7,0,0,14,0,11.8,307,0.02,0.02,0.00,1.00,93,1,0,4.1,29.2,2024-11-02T15:00:00Z,90,False,10,0,0,0,0,10,0,208822,1,1,1,0.0,2,-14357,1433,15790,40,False,0
Jacob Wright,MID,Man City,2.1,0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,3,0,0,0,0,10,0,0,0,1,2,0.0,0,0,0,0,45,False,0
Luke Thomas,DEF,Leicester,0.0,0,0,0,0,0.0,305,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,10,0,0,0,0,10,0,109983,0,1,1,0.0,0,22355,28176,5821,39,False,0
Bruno Borges Fernandes,MID,Man Utd,5.2,0,3,41,0,50.6,366,0.10,1.37,1.27,1.11,95,1,1,13.6,53.8,2024-11-03T16:30:00Z,90,False,6,0,0,0,0,10,0,736038,1,1,1,32.0,10,14554,47851,33297,82,True,0
Adam Smith,DEF,Bournemouth,0.3,0,0,7,0,15.4,81,0.01,0.61,0.60,1.56,91,1,0,3.9,19.4,2024-11-02T15:00:00Z,90,False,13,0,0,0,0,10,0,20339,1,1,2,4.0,2,-995,514,1509,45,True,0
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,False,1,0,0,0,0,10,0,8523,0,0,1,0.0,0,-324,0,324,40,True,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.00,0.00,0.00,0.00,94,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,12,0,0,0,0,10,0,4415,0,1,2,0.0,0,-162,0,162,50,False,0
Rasmus Højlund,FWD,Man Utd,4.5,1,0,17,0,27.5,375,0.02,0.02,0.00,1.08,95,1,0,3.7,5.4,2024-11-03T16:30:00Z,83,False,6,0,0,0,0,10,0,125418,1,1,1,4.0,5,3876,18995,15119,69,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0,0,0.0,421,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,False,1,0,0,0,0,10,0,3800,0,0,1,0.0,0,-112,85,197,69,True,0
Crysencio Summerville,MID,West Ham,3.0,0,0,2,0,6.1,587,0.05,0.05,0.00,1.43,97,1,0,0.9,2.4,2024-11-02T15:00:00Z,45,False,16,0,0,0,0,10,0,53726,1,0,3,0.0,1,9403,11384,1981,57,False,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,False,20,0,0,0,0,10,0,4743,0,2,2,0.0,0,-325,0,325,45,False,0
Oliver Skipp,MID,Leicester,0.3,0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,10,0,0,0,0,10,0,4781,0,1,1,0.0,0,-150,180,330,49,False,0
Tomáš Souček,MID,West Ham,0.7,0,0,0,0,0.0,530,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,16,0,0,0,0,10,0,270223,0,0,3,0.0,0,-18709,8672,27381,50,False,0
Taylor Harwood-Bellis,DEF,Southampton,2.2,0,0,27,1,1.8,461,0.01,0.33,0.32,1.56,98,0,0,3.8,27.2,2024-11-02T15:00:00Z,90,False,8,0,0,0,0,10,0,1087291,1,0,1,9.0,6,-4314,27696,32010,41,True,0
Alphonse Areola,GK,West Ham,-0.3,0,0,0,0,0.0,513,0.00,0.00,0.00,0.00,97,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,16,0,0,0,0,10,0,665359,0,0,3,0.0,0,-34779,4676,39455,44,False,0
Lisandro Martínez,DEF,Man Utd,0.8,0,0,4,0,0.6,380,0.00,0.00,0.00,1.11,95,1,0,1.7,16.6,2024-11-03T16:30:00Z,90,False,6,0,0,0,0,10,0,458201,1,1,1,0.0,1,-13297,10981,24278,44,True,1
Richarlison de Andrade,FWD,Spurs,2.2,1,0,15,0,20.6,497,0.49,0.49,0.00,0.45,99,0,0,4.5,18.0,2024-11-03T14:00:00Z,25,False,2,0,0,0,0,10,0,41658,0,1,4,6.0,4,62,1518,1456,68,True,0
Joško Gvardiol,DEF,Man City,7.3,0,0,23,0,15.7,350,0.02,0.15,0.13,2.04,91,2,1,9.5,56.2,2024-11-02T15:00:00Z,90,False,3,0,0,0,0,10,0,3131034,1,1,2,23.0,7,101350,261261,159911,62,False,0
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.00,0.00,0.00,0.00,93,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,11,0,0,0,0,10,0,3859,0,1,1,0.0,0,-180,541,721,40,True,0
Joachim Andersen,DEF,Fulham,0.0,0,0,7,0,3.6,191,0.03,0.08,0.05,0.59,92,1,0,3.2,10.4,2024-11-04T20:00:00Z,90,False,4,0,0,0,0,10,0,755247,1,1,2,18.0,2,-32126,8011,40137,43,True,0
Moisés Caicedo Corozo,MID,Chelsea,5.8,0,2,35,0,13.8,157,0.04,0.07,0.03,1.98,95,1,1,7.9,46.6,2024-11-03T16:30:00Z,90,False,14,0,0,0,0,10,0,109796,1,1,1,19.0,9,486,9589,9103,49,False,0
Carlos Henrique Casimiro,MID,Man Utd,3.8,0,0,6,0,5.3,368,0.21,0.23,0.02,1.11,95,1,0,2.4,16.6,2024-11-03T16:30:00Z,90,False,6,0,0,0,0,10,0,76275,1,1,1,2.0,1,27556,30160,2604,48,True,1
Roman Dixon,DEF,Everton,0.5,0,0,0,0,0.0,627,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,17,0,0,0,0,10,0,7780,0,0,1,0.0,0,57,447,390,40,False,0
Jhon Durán,FWD,Aston Villa,0.5,0,0,2,0,0.2,38,0.00,0.00,0.00,1.48,99,3,0,0.0,0.0,2024-11-03T14:00:00Z,21,False,18,0,0,0,0,10,0,481125,0,1,4,0.0,1,-122254,17390,139644,61,False,0
Jacob Murphy,MID,Newcastle,0.0,0,0,0,0,0.0,402,0.00,0.00,0.00,0.00,96,0,0,0.0,0.0,2024-11-02T12:30:00Z,0,False,1,0,0,0,0,10,0,40405,0,0,1,0.0,0,-6359,640,6999,51,True,0
Sean Longstaff,MID,Newcastle,0.3,0,0,6,1,1.8,410,0.01,0.03,0.02,1.05,96,0,0,2.5,12.4,2024-11-02T12:30:00Z,90,False,1,0,0,0,0,10,0,54397,1,0,1,11.0,3,-2519,2924,5443,47,True,0
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0.0,33,0.00,0.00,0.00,0.00,99,0,0,0.0,0.0,2024-11-03T14:00:00Z,0,False,18,0,0,0,0,10,0,31857,0,1,4,0.0,0,-2167,0,2167,45,False,0
Trevoh Chalobah,DEF,Crystal Palace,5.7,0,0,24,0,11.0,159,0.00,0.06,0.06,1.53,100,2,1,8.5,53.2,2024-11-02T17:30:00Z,90,False,20,0,0,0,0,10,0,27933,1,2,2,21.0,7,10415,11219,804,44,False,0
Ryan Manning,DEF,Southampton,1.5,0,0,3,0,19.4,467,0.24,0.24,0.00,0.33,98,0,0,2.3,0.0,2024-11-02T15:00:00Z,58,False,8,0,0,0,0,10,0,6620,1,0,1,4.0,1,22,222,200,43,True,0
Vitalii Mykolenko,DEF,Everton,4.2,0,0,9,0,5.6,231,0.03,0.06,0.03,0.74,98,1,0,2.7,14.4,2024-11-02T15:00:00Z,90,False,17,0,0,0,0,10,0,458778,1,0,1,7.0,2,12304,25920,13616,43,False,0
Ryan Christie,MID,Bournemouth,2.3,0,0,6,1,2.5,63,0.01,0.01,0.00,0.59,91,0,0,0.9,6.0,2024-11-02T15:00:00Z,65,False,13,0,0,0,0,10,0,19863,1,1,2,0.0,2,228,1712,1484,49,True,1
Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,0.00,0.00,0.00,0.00,100,0,0,0.0,0.0,2024-11-02T17:30:00Z,0,False,7,0,0,0,0,10,0,12189,0,2,2,0.0,0,-558,0,558,50,True,0
Kepa Arrizabalaga,GK,Bournemouth,0.0,0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,91,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,13,0,0,0,0,10,0,71124,0,1,2,0.0,0,-13757,815,14572,45,True,0
Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,0.00,0.00,0.00,0.00,92,0,0,0.0,0.0,2024-11-04T20:00:00Z,0,False,9,0,0,0,0,10,0,1692,0,1,2,0.0,0,-42,0,42,49,False,0
Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,0,0.0,237,0.00,0.00,0.00,0.00,98,0,0,0.0,0.0,2024-11-02T15:00:00Z,0,False,17,0,0,0,0,10,0,1214,0,0,1,0.0,0,-30,64,94,49,False,0
Morgan Gibbs-White,MID,Nott'm Forest,0.5,0,0,11,1,20.2,433,0.09,0.25,0.16,0.07,97,0,0,3.7,8.4,2024-11-02T15:00:00Z,62,False,19,0,0,0,0,10,0,120545,1,0,3,8.0,3,-14578,387,14965,63,True,0
Noni Madueke,MID,Chelsea,2.2,0,0,1,0,2.9,177,0.03,0.56,0.53,1.76,95,1,0,1.6,0.6,2024-11-03T16:30:00Z,70,False,14,0,0,0,0,10,0,880670,1,1,1,12.0,2,-51676,72454,124130,65,False,0
Nélson Cabral Semedo,DEF,Wolves,1.7,0,0,3,0,6.1,559,0.04,0.04,0.00,2.51,100,2,0,2.4,15.8,2024-11-02T17:30:00Z,90,False,7,0,0,0,0,10,0,19376,1,2,2,2.0,1,3764,6695,2931,45,True,0
Tommy Doyle,MID,Wolves,2.7,0,0,15,0,2.2,544,0.01,0.02,0.01,1.20,100,1,0,1.8,9.0,2024-11-02T17:30:00Z,61,False,7,0,0,0,0,10,0,5310,1,2,2,7.0,2,1030,1247,217,48,True,0
Tom Heaton,GK,Man Utd,-0.5,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,95,0,0,0.0,0.0,2024-11-03T16:30:00Z,0,False,6,0,0,0,0,10,0,26614,0,1,1,0.0,0,-174,383,557,40,True,0
