name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,24,0,2262,0,0,7,0.0,0,-12,0,12,45,True,0
Jeffrey Schlupp,MID,Crystal Palace,0.2,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,237,0,0,0.0,0.0,2025-02-02T14:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,24,0,7029,0,2,0,0.0,0,-29,271,300,46,False,0
Milos Kerkez,DEF,Bournemouth,3.3,0,0,4,0,3.1,70,0.01,0.01,0.00,2.52,232,2,0,1.8,11.2,2025-02-01T15:00:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,24,0,1158768,1,2,0,4.0,1,137344,171497,34153,49,True,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,24,0,1290,0,0,7,0.0,0,-17,0,17,45,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,24,0,97073,0,0,7,0.0,0,-5628,131,5759,41,False,0
Arijanet Muric,GK,Ipswich,0.7,0,0,6,0,0.0,568,0.00,0.00,0.00,0.91,236,2,0,2.1,20.6,2025-02-01T15:00:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,24,2,88873,1,2,1,0.0,1,-2994,3539,6533,44,True,0
Harvey Davies,GK,Liverpool,1.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,24,0,1670,0,2,0,0.0,0,-84,48,132,40,False,0
Harvey Davies,GK,Liverpool,1.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2025-02-12T19:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,1670,0,2,2,0.0,0,-84,48,132,40,False,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,24,0,4346,0,0,7,0.0,0,-66,0,66,40,False,0
Ibrahim Sangaré,MID,Nott'm Forest,1.5,1,0,14,0,10.2,442,0.00,0.00,0.00,0.20,239,0,0,2.7,15.2,2025-02-01T12:30:00Z,8,0,0,0,0,0,0,0,False,5,0,0,0,0,24,0,102473,0,0,7,2.0,4,14522,18504,3982,43,True,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,237,0,0,0.0,0.0,2025-02-02T14:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,24,0,3614,0,2,0,0.0,0,-39,0,39,45,True,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,233,0,0,0.0,0.0,2025-02-02T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,24,0,53875,0,2,0,0.0,0,5,1084,1079,40,False,0
Fabian Hürzeler,AM,Brighton,-0.5,0,0,0,0,0.0,739,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,1,0,0,0,False,16,0,0,0,0,24,0,1843,0,0,7,0.0,0,-63,122,185,11,False,0
Conor Coady,DEF,Leicester,0.2,0,0,0,0,0.0,288,0.00,0.00,0.00,0.00,235,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,40595,0,0,4,0.0,0,-995,789,1784,40,False,0
Wes Foderingham,GK,West Ham,-0.5,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,234,0,0,0.0,0.0,2025-02-03T20:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,24,0,14858,0,1,2,0.0,0,-148,126,274,43,False,0
Armando Broja,FWD,Everton,0.0,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,235,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,24,0,5871,0,0,4,0.0,0,-210,25,235,54,True,0
Armando Broja,FWD,Everton,0.0,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2025-02-12T19:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,24,0,5871,0,2,2,0.0,0,-210,25,235,54,True,0
Adam Webster,DEF,Brighton,1.3,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,24,0,7213,0,0,7,0.0,0,48,220,172,43,False,0
Thomas Partey,MID,Arsenal,3.8,0,1,38,0,12.8,20,0.02,0.07,0.05,0.81,231,1,1,7.3,53.6,2025-02-02T16:30:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,24,0,81889,1,1,5,7.0,8,-2254,1503,3757,49,True,0
Harry Wilson,MID,Fulham,0.0,0,0,0,0,0.0,259,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,24,0,65076,0,2,1,0.0,0,-28134,1667,29801,52,False,0
Kasey McAteer,MID,Leicester,0.2,0,0,0,0,0.0,299,0.00,0.00,0.00,0.00,235,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,4945,0,0,4,0.0,0,-148,72,220,47,False,0
Curtis Jones,MID,Liverpool,1.1,1,0,12,0,22.0,324,0.03,0.41,0.38,0.64,232,0,0,5.3,19.2,2025-02-01T15:00:00Z,29,0,0,0,0,0,0,0,False,3,0,0,0,0,24,0,30817,0,2,0,12.0,4,-11216,43,11259,53,False,0
Curtis Jones,MID,Liverpool,1.1,1,0,2,0,1.0,324,0.00,0.11,0.11,0.18,144,1,0,0.3,0.0,2025-02-12T19:30:00Z,29,0,0,0,0,0,0,0,False,8,0,0,0,1,24,0,30817,0,2,2,7.0,1,-11216,43,11259,53,False,0
Wes Burns,MID,Ipswich,0.0,0,0,0,0,0.0,264,0.00,0.00,0.00,0.00,236,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,24,0,4165,0,2,1,0.0,0,-410,59,469,48,True,0
Treymaurice Nyoni,MID,Liverpool,1.5,0,0,0,0,0.0,688,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,24,0,407,0,2,0,0.0,0,-7,62,69,45,False,0
Treymaurice Nyoni,MID,Liverpool,1.5,0,0,0,0,0.0,688,0.00,0.00,0.00,0.00,144,0,0,0.0,0.0,2025-02-12T19:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,407,0,2,2,0.0,0,-7,62,69,45,False,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,233,0,0,0.0,0.0,2025-02-02T14:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,24,0,292,0,2,0,0.0,0,-1,8,9,49,True,0
Yunus Emre Konak,MID,Brentford,0.0,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,233,0,0,0.0,0.0,2025-02-02T14:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,24,0,6686,0,2,0,0.0,0,93,279,186,44,True,0
Max Kilman,DEF,West Ham,0.7,0,0,3,0,10.2,524,0.00,0.00,0.00,1.67,234,2,0,3.3,20.4,2025-02-03T20:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,24,0,129358,1,1,2,2.0,1,-2647,1533,4180,43,False,0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,24,0,484,0,0,7,0.0,0,-3,0,3,55,False,0
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,24,0,72371,0,2,1,0.0,0,-4596,0,4596,40,True,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,236,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,24,0,6629,0,2,1,0.0,0,-82,0,82,40,True,0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,0.0,0,0,0,0,0.0,733,0.00,0.00,0.00,0.00,231,0,0,0.0,0.0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,24,0,883,0,1,5,0.0,0,103,358,255,45,False,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,2.5,1,0,29,0,29.3,571,0.56,0.64,0.08,1.00,231,5,0,7.9,24.4,2025-02-02T16:30:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,24,0,301847,1,1,5,25.0,5,-151220,13940,165160,63,False,0
Emerson Palmieri dos Santos,DEF,West Ham,3.0,0,0,1,0,0.8,520,0.00,0.07,0.07,1.40,234,1,0,0.7,2.4,2025-02-03T20:00:00Z,70,0,0,0,0,0,0,0,False,6,0,0,0,0,24,0,68626,1,1,2,4.0,2,-410,2177,2587,44,False,0
Abdoulaye Doucouré,MID,Everton,4.2,0,0,36,1,24.1,217,0.11,0.90,0.79,0.33,235,0,1,9.8,39.8,2025-02-01T15:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,24,0,56902,1,0,4,34.0,8,27685,29572,1887,51,True,0
Abdoulaye Doucouré,MID,Everton,4.2,0,0,-3,0,21.6,217,0.01,0.10,0.09,0.65,144,2,0,2.6,0.0,2025-02-12T19:30:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,1,24,0,56902,1,2,2,8.0,-1,27685,29572,1887,51,True,0
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.00,0.00,0.00,0.00,240,0,0,0.0,0.0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,24,0,101750,0,0,2,0.0,0,3368,7440,4072,39,True,0
José Malheiro de Sá,GK,Wolves,3.0,0,0,27,1,0.0,554,0.00,0.00,0.00,0.45,240,0,0,1.7,17.4,2025-02-01T17:30:00Z,90,0,0,0,0,0,0,0,False,2,0,0,0,0,24,3,202002,1,0,2,0.0,7,-1271,5431,6702,43,True,0
Woyo Coulibaly,DEF,Leicester,0.7,0,0,3,0,0.3,726,0.00,0.00,0.00,0.45,235,1,0,0.3,2.2,2025-02-01T15:00:00Z,14,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,820,0,0,4,0.0,1,203,269,66,40,False,0
Alexander Isak,FWD,Newcastle,8.7,0,0,2,0,22.9,401,0.20,0.24,0.04,1.56,238,2,0,4.1,5.8,2025-02-01T15:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,24,0,6850616,1,2,1,12.0,2,76771,140000,63229,95,True,0
Yves Bissouma,MID,Spurs,1.0,0,0,19,1,15.9,482,0.04,0.11,0.07,1.51,233,0,0,4.7,19.4,2025-02-02T14:00:00Z,67,0,0,0,0,0,0,0,False,4,0,0,0,0,24,0,27987,1,2,0,12.0,3,-491,430,921,48,False,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,234,0,0,0.0,0.0,2025-02-03T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,24,0,15099,0,1,2,0.0,0,-61,0,61,59,True,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,24,0,4536,0,2,0,0.0,0,-196,0,196,48,True,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,1.8,0,0,-1,1,1.9,548,0.00,1.08,1.08,0.19,240,0,0,2.7,1.2,2025-02-01T17:30:00Z,72,0,0,0,0,0,0,0,False,2,0,0,0,0,24,0,12859,1,0,2,24.0,3,-957,352,1309,53,True,0
Brajan Gruda,MID,Brighton,-0.3,0,0,0,0,0.0,595,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,24,0,2609,0,0,7,0.0,0,-15,61,76,54,False,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,231,0,0,0.0,0.0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,24,0,88031,0,1,5,0.0,0,-479,39,518,62,False,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,234,0,0,0.0,0.0,2025-02-03T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,24,0,17769,0,1,2,0.0,0,-158,0,158,44,True,0
Justin Devenny,MID,Crystal Palace,0.8,0,0,3,0,0.0,645,0.00,0.00,0.00,0.06,237,0,0,0.2,2.0,2025-02-02T14:00:00Z,1,0,0,0,0,0,0,0,False,14,0,0,0,0,24,0,14150,0,2,0,0.0,1,-858,264,1122,45,False,0
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.00,0.00,0.00,0.00,240,0,0,0.0,0.0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,24,0,15382,0,0,2,0.0,0,-257,114,371,43,True,0
Jordan Ayew,MID,Leicester,1.8,0,0,13,0,26.8,192,0.09,0.16,0.07,2.46,235,4,0,4.6,8.8,2025-02-01T15:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,19361,1,0,4,10.0,2,543,1297,754,52,False,0
Marcos Senesi,DEF,Bournemouth,0.0,0,0,0,0,0.0,79,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,24,0,31792,0,2,0,0.0,0,-726,55,781,46,True,0
Kiernan Dewsbury-Hall,MID,Chelsea,2.0,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,234,0,0,0.0,0.0,2025-02-03T20:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,24,0,11882,0,1,2,0.0,0,-8,138,146,55,True,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,240,0,0,0.0,0.0,2025-02-01T17:30:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,24,0,927,0,0,2,0.0,0,-5,0,5,40,False,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,231,0,0,0.0,0.0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,24,0,22577,0,1,5,0.0,0,-109,0,109,53,False,0
Maxwel Cornet,MID,Southampton,0.0,0,0,0,0,0.0,515,0.00,0.00,0.00,0.00,236,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,24,0,2396,0,2,1,0.0,0,-73,0,73,47,False,0
Jefferson Lerma Solís,MID,Crystal Palace,1.5,0,0,13,1,14.8,206,0.23,0.29,0.06,1.12,237,0,0,3.2,11.2,2025-02-02T14:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,24,0,5245,1,2,0,6.0,3,-138,105,243,48,False,0
Jannik Vestergaard,DEF,Leicester,0.8,0,0,-3,0,0.3,307,0.00,0.00,0.00,1.67,235,3,0,1.4,11.2,2025-02-01T15:00:00Z,59,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,210055,1,0,4,2.0,0,20475,25455,4980,39,False,0
Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,231,0,0,0.0,0.0,2025-02-02T16:30:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,24,0,1481,0,1,5,0.0,0,-4,104,108,45,False,0
Luke Thomas,DEF,Leicester,0.0,0,0,0,0,0.0,305,0.00,0.00,0.00,0.00,235,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,201023,0,0,4,0.0,0,-4033,1467,5500,39,False,0
Bruno Borges Fernandes,MID,Man Utd,4.0,0,0,14,0,35.4,366,0.26,0.45,0.19,2.60,237,2,0,7.9,19.0,2025-02-02T14:00:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,24,0,1037472,1,2,0,25.0,1,-68722,33980,102702,83,True,1
Adam Smith,DEF,Bournemouth,0.0,0,0,0,0,0.0,81,0.00,0.00,0.00,0.00,232,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,24,0,14822,0,2,0,0.0,0,-544,47,591,44,True,0
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,24,0,6693,0,2,1,0.0,0,-54,0,54,40,True,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.00,0.00,0.00,0.00,239,0,0,0.0,0.0,2025-02-01T12:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,24,0,3847,0,0,7,0.0,0,-20,0,20,50,False,0
Rasmus Højlund,FWD,Man Utd,1.0,0,0,6,0,2.7,375,0.01,0.07,0.06,0.56,237,1,0,0.9,0.2,2025-02-02T14:00:00Z,20,0,0,0,0,0,0,0,False,7,0,0,0,0,24,0,112251,0,2,0,6.0,1,-11301,1737,13038,69,True,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0,0,0.0,421,0.00,0.00,0.00,0.00,238,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,24,0,4922,0,2,1,0.0,0,-64,43,107,69,True,0
Crysencio Summerville,MID,West Ham,-0.1,0,0,0,0,0.0,587,0.00,0.00,0.00,0.00,234,0,0,0.0,0.0,2025-02-03T20:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,24,0,36601,0,1,2,0.0,0,-1107,34,1141,56,False,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,237,0,0,0.0,0.0,2025-02-02T14:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,24,0,3153,0,2,0,0.0,0,-36,0,36,45,False,0
Oliver Skipp,MID,Leicester,0.8,0,0,0,0,0.0,501,0.00,0.00,0.00,0.00,235,0,0,0.0,0.0,2025-02-01T15:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,24,0,4383,0,0,4,0.0,0,18,114,96,47,False,0
Tomáš Souček,MID,West Ham,2.3,0,0,13,0,2.8,530,0.02,0.02,0.00,1.67,234,2,0,2.8,25.0,2025-02-03T20:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,24,0,183010,1,1,2,0.0,2,-6474,5694,12168,49,False,0
Taylor Harwood-Bellis,DEF,Southampton,0.5,0,0,6,0,1.3,461,0.01,0.01,0.00,1.37,236,1,0,1.4,13.0,2025-02-01T15:00:00Z,45,0,0,0,0,0,0,0,False,10,0,0,0,0,24,0,790564,1,2,1,0.0,1,-18745,7453,26198,40,False,0
Alphonse Areola,GK,West Ham,0.7,0,0,5,0,0.0,513,0.00,0.00,0.00,1.67,234,2,0,1.4,14.0,2025-02-03T20:00:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,24,3,417679,1,1,2,0.0,2,-2586,6697,9283,42,False,0
Lisandro Martínez,DEF,Man Utd,4.5,0,0,11,0,3.3,380,0.04,0.14,0.10,2.04,237,1,0,2.5,13.0,2025-02-02T14:00:00Z,81,0,0,0,0,0,0,0,False,7,0,0,0,0,24,0,440314,1,2,0,9.0,2,45763,53102,7339,44,True,0
Richarlison de Andrade,FWD,Spurs,3.2,0,0,4,1,10.9,497,0.00,0.12,0.12,1.60,233,0,0,4.0,19.6,2025-02-02T14:00:00Z,78,0,0,0,0,0,0,0,False,4,0,0,0,0,24,0,50569,1,2,0,9.0,2,-2187,4089,6276,68,False,0
Joško Gvardiol,DEF,Man City,3.8,0,0,-1,0,5.3,350,0.03,0.20,0.17,1.00,231,5,0,7.3,30.2,2025-02-02T16:30:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,24,0,2112149,1,1,5,37.0,0,-4809,86758,91567,59,False,0
