name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,1923,0,0,1,0.0,0,9,56,47,40,True,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,7184,0,3,0,0.0,0,467,1005,538,39,True,0
Ibrahim Sangaré,MID,Nott'm Forest,1.2,0,0,4,0,10.4,442,0.02,0.02,0.00,0.64,294,0,0,1.3,2.6,2025-04-01T19:00:00Z,4,0,0,0,0,0,0,0,False,14,0,0,0,0,30,0,152814,0,0,1,0.0,1,2445,15177,12732,43,True,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,3489,0,0,1,0.0,0,-17,0,17,45,False,0
Brandon Austin,GK,Spurs,-0.5,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,51227,0,0,1,0.0,0,-733,295,1028,40,False,0
Fabian Hürzeler,AM,Brighton,4.3,0,0,0,0,0.0,739,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,1,0,0,0,False,2,0,0,0,0,30,0,13626,0,3,0,0.0,0,-927,501,1428,11,True,0
Conor Coady,DEF,Leicester,0.8,0,0,5,0,3.1,288,0.00,0.00,0.00,2.24,298,2,0,1.2,8.8,2025-04-02T18:45:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,36734,1,0,2,0.0,1,-836,742,1578,40,False,0
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,14975,0,0,1,0.0,0,-108,115,223,43,False,0
Armando Broja,FWD,Everton,-0.3,0,0,2,0,0.3,156,0.00,0.00,0.00,0.21,297,0,0,0.2,0.0,2025-04-02T19:00:00Z,11,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,5874,0,0,1,2.0,1,227,291,64,53,False,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,12805,0,3,0,0.0,0,-1275,611,1886,43,True,0
Thomas Partey,MID,Arsenal,2.5,0,0,14,0,3.8,20,0.04,0.13,0.09,0.99,291,1,0,2.4,15.6,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,30,0,85557,1,1,2,5.0,2,-2102,831,2933,49,True,0
Harry Wilson,MID,Fulham,0.0,0,0,0,0,0.0,259,0.00,0.00,0.00,0.00,291,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,30,0,24416,0,1,2,0.0,0,-1045,27,1072,52,False,0
Mathis Amougou,MID,Chelsea,0.5,0,0,0,0,0.0,771,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,300,0,0,1,0.0,0,9,34,25,45,True,0
Kasey McAteer,MID,Leicester,-0.2,0,0,0,0,0.0,299,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,4422,0,0,2,0.0,0,-74,45,119,47,False,0
Curtis Jones,MID,Liverpool,3.0,0,0,16,1,17.4,324,0.11,0.15,0.04,0.67,297,0,0,4.1,14.8,2025-04-02T19:00:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,29235,1,0,1,9.0,3,-240,727,967,53,True,0
Wes Burns,MID,Ipswich,0.0,0,0,0,0,0.0,264,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,3357,0,2,1,0.0,0,-57,33,90,48,False,0
Treymaurice Nyoni,MID,Liverpool,1.0,0,0,0,0,0.0,688,0.00,0.00,0.00,0.00,297,0,0,0.0,0.0,2025-04-02T19:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,30,0,509,0,0,1,0.0,0,8,31,23,45,True,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,-0.5,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,315,0,1,2,0.0,0,3,11,8,49,False,0
Yunus Emre Konak,MID,Brentford,-0.2,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,6723,0,1,2,0.0,0,-59,121,180,44,False,0
Max Kilman,DEF,West Ham,2.0,0,0,18,0,1.4,524,0.01,0.01,0.00,1.18,295,1,0,2.3,21.8,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,143418,1,0,1,0.0,2,-1491,6345,7836,43,False,0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,474,0,3,0,0.0,0,-1,0,1,55,True,0
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,61326,0,1,2,0.0,0,-1217,0,1217,40,True,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,6338,0,2,1,0.0,0,-54,0,54,40,False,0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,0.8,0,0,4,0,0.0,733,0.00,0.00,0.00,0.00,298,0,0,0.3,3.2,2025-04-02T18:45:00Z,1,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,1394,0,0,2,0.0,1,-36,100,136,45,True,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,4.5,1,3,34,1,60.3,571,0.48,0.64,0.16,0.02,298,0,0,13.6,34.2,2025-04-02T18:45:00Z,84,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,357155,1,0,2,41.0,9,43207,98867,55660,62,True,0
Emerson Palmieri dos Santos,DEF,West Ham,1.0,0,0,-1,0,0.8,520,0.00,0.24,0.24,0.55,295,0,0,0.4,0.0,2025-04-01T18:45:00Z,13,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,65147,0,0,1,4.0,1,-1867,535,2402,44,False,0
Abdoulaye Doucouré,MID,Everton,1.0,0,0,12,0,11.1,217,0.03,0.03,0.00,1.45,297,1,0,3.8,19.2,2025-04-02T19:00:00Z,85,0,0,0,0,0,0,0,False,12,0,0,0,0,30,0,46855,1,0,1,8.0,2,-11862,751,12613,51,False,0
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,92583,0,0,1,0.0,0,-2471,894,3365,39,True,0
José Malheiro de Sá,GK,Wolves,3.3,0,0,19,1,0.0,554,0.00,0.00,0.00,1.34,295,0,0,0.9,9.4,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,30,1,354151,1,0,1,0.0,5,-1990,37582,39572,44,True,1
Woyo Coulibaly,DEF,Leicester,-0.5,0,0,0,0,0.0,726,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,2126,0,0,2,0.0,0,16,157,141,40,False,0
Alexander Isak,FWD,Newcastle,5.5,0,2,28,0,13.2,401,0.01,0.57,0.56,1.21,299,1,1,10.6,37.2,2025-04-02T18:45:00Z,65,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,6627244,1,1,2,56.0,8,761543,788610,27067,94,True,0
Yves Bissouma,MID,Spurs,-0.2,0,0,0,0,0.0,482,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,27631,0,0,1,0.0,0,-244,216,460,48,False,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,14881,0,0,1,0.0,0,-36,0,36,59,True,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,4115,0,2,1,0.0,0,-42,0,42,48,True,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.7,0,0,0,0,0.0,548,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,11085,0,0,1,0.0,0,-586,214,800,53,True,0
Brajan Gruda,MID,Brighton,1.0,0,0,3,0,3.8,595,0.02,0.02,0.00,1.19,293,2,0,1.2,1.8,2025-04-02T18:45:00Z,83,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,2943,1,3,0,6.0,2,-1,67,68,54,True,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,86666,0,0,2,0.0,0,-180,70,250,62,True,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,17249,0,0,1,0.0,0,-71,0,71,44,True,0
Justin Devenny,MID,Crystal Palace,1.5,0,0,3,0,0.3,645,0.00,0.00,0.00,0.00,300,0,0,0.3,2.4,2025-04-02T18:45:00Z,4,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,10329,0,1,1,0.0,1,-543,111,654,45,False,0
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,30,0,15008,0,0,1,0.0,0,-171,89,260,43,True,0
Jordan Ayew,MID,Leicester,0.2,0,0,3,0,0.5,192,0.01,0.01,0.00,0.11,298,0,0,0.2,1.0,2025-04-02T18:45:00Z,10,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,18233,0,0,2,0.0,1,-135,267,402,51,False,0
Marcos Senesi,DEF,Bournemouth,0.8,0,0,2,0,2.3,79,0.02,0.02,0.00,0.35,292,1,0,1.0,7.8,2025-04-02T18:45:00Z,32,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,30840,0,2,1,0.0,1,896,1252,356,46,True,0
Genesis Antwi,DEF,Chelsea,0.5,0,0,0,0,0.0,787,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,123,0,0,1,0.0,0,14,27,13,40,True,0
Kiernan Dewsbury-Hall,MID,Chelsea,1.2,0,0,5,0,0.0,166,0.00,0.00,0.00,0.00,296,0,0,0.2,2.0,2025-04-03T19:00:00Z,1,0,0,0,0,0,0,0,False,18,0,0,0,0,30,0,12638,0,0,1,0.0,1,-14,101,115,55,True,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,30,0,897,0,3,0,0.0,0,-5,0,5,40,False,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,22277,0,0,2,0.0,0,-34,0,34,53,True,0
Maxwel Cornet,MID,Southampton,0.0,0,0,0,0,0.0,515,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,2201,0,1,1,0.0,0,-10,0,10,47,True,0
Jefferson Lerma Solís,MID,Crystal Palace,5.5,1,2,27,0,16.8,206,0.11,0.11,0.00,0.67,300,1,0,5.1,34.2,2025-04-02T18:45:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,5575,1,1,1,0.0,7,151,327,176,48,False,0
Jannik Vestergaard,DEF,Leicester,-0.5,0,0,0,0,0.0,307,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,194936,0,0,2,0.0,0,-6191,1002,7193,39,False,0
Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,1135,0,0,2,0.0,0,-31,0,31,45,True,0
Luke Thomas,DEF,Leicester,0.5,0,0,7,0,14.6,305,0.05,0.05,0.00,2.24,298,2,0,4.1,26.6,2025-04-02T18:45:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,177677,1,0,2,0.0,0,-5433,1239,6672,39,False,1
Bruno Borges Fernandes,MID,Man Utd,8.8,0,0,21,0,84.9,366,0.28,0.41,0.13,0.48,294,1,0,14.5,34.4,2025-04-01T19:00:00Z,90,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,2344976,1,0,1,26.0,2,324045,552016,227971,86,False,0
Adam Smith,DEF,Bournemouth,0.8,0,0,2,0,14.8,81,0.03,0.03,0.00,0.81,292,1,0,2.7,12.6,2025-04-02T18:45:00Z,45,0,0,0,0,0,0,0,False,10,0,0,0,0,30,0,13457,1,2,1,0.0,1,-38,134,172,44,True,0
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,6508,0,1,2,0.0,0,-25,0,25,40,True,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.00,0.00,0.00,0.00,293,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,30,0,3787,0,3,0,0.0,0,-9,0,9,50,True,0
Rasmus Højlund,FWD,Man Utd,2.5,0,0,5,0,14.1,375,0.03,0.06,0.03,0.26,294,0,0,3.0,3.0,2025-04-01T19:00:00Z,45,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,126426,0,0,1,13.0,1,5639,11863,6224,69,False,0
Callum Wilson,FWD,Newcastle,1.5,0,0,5,0,11.3,421,0.01,0.12,0.11,0.40,299,0,0,2.4,3.2,2025-04-02T18:45:00Z,24,0,0,0,0,0,0,0,False,4,0,0,0,0,30,0,13531,0,1,2,9.0,1,1298,2237,939,69,True,0
Crysencio Summerville,MID,West Ham,0.0,0,0,0,0,0.0,587,0.00,0.00,0.00,0.00,295,0,0,0.0,0.0,2025-04-01T18:45:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,33564,0,0,1,0.0,0,-250,52,302,55,False,0
Claudio Echeverri,MID,Man City,0.5,0,0,0,0,0.0,785,0.00,0.00,0.00,0.00,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,386,0,0,2,0.0,0,-47,85,132,60,True,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,300,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,30,0,3016,0,1,1,0.0,0,-21,0,21,45,False,0
Oliver Skipp,MID,Leicester,-0.5,0,0,0,0,1.3,501,0.00,0.00,0.00,0.58,298,0,0,0.0,0.0,2025-04-02T18:45:00Z,45,0,0,0,0,0,0,0,False,13,0,0,0,0,30,0,4258,0,0,2,0.0,0,-11,46,57,47,False,1
Tomáš Souček,MID,West Ham,4.3,0,0,0,0,0.1,530,0.00,0.41,0.41,0.55,295,0,0,0.6,0.0,2025-04-01T18:45:00Z,13,0,0,0,0,0,0,0,False,20,0,0,0,0,30,0,181521,0,0,1,8.0,1,7564,17084,9520,49,False,0
Taylor Harwood-Bellis,DEF,Southampton,0.8,0,0,12,0,12.6,461,0.03,0.03,0.00,0.74,300,1,0,3.5,18.8,2025-04-02T18:45:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,30,0,586645,1,1,1,4.0,2,-56519,3215,59734,40,True,0
Alphonse Areola,GK,West Ham,2.7,0,0,10,0,0.0,513,0.00,0.00,0.00,1.18,295,1,0,1.7,17.0,2025-04-01T18:45:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,30,1,649376,1,0,1,0.0,2,150821,198775,47954,42,False,0
Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0.0,380,0.00,0.00,0.00,0.00,294,0,0,0.0,0.0,2025-04-01T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,30,0,271953,0,0,1,0.0,0,-6740,55,6795,43,False,0
Richarlison de Andrade,FWD,Spurs,-0.2,0,0,0,0,0.0,497,0.00,0.00,0.00,0.00,296,0,0,0.0,0.0,2025-04-03T19:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,30,0,39394,0,0,1,0.0,0,-318,51,369,68,False,0
Iwan Morgan,FWD,Brentford,-0.5,0,0,0,0,0.0,780,0.00,0.00,0.00,0.00,299,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,30,0,2020,0,1,2,0.0,0,208,468,260,45,False,0
Joško Gvardiol,DEF,Man City,3.5,0,0,27,1,19.3,350,0.19,0.24,0.05,0.07,298,0,0,4.6,19.4,2025-04-02T18:45:00Z,90,0,0,0,0,0,0,0,False,11,0,0,0,0,30,0,2971344,1,0,2,7.0,6,436787,503164,66377,60,True,0
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.00,0.00,0.00,0.00,292,0,0,0.0,0.0,2025-04-02T18:45:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,30,0,5823,0,2,1,0.0,0,-217,0,217,40,False,0
