name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Jeffrey Schlupp,MID,Crystal Palace,1.3,0,0,3,0,0.1,214,0.00,0.00,0.00,0.00,34,0,0,0.1,1.2,2024-09-14T14:00:00Z,1,False,11,0,0,0,0,4,0,8950,0,2,2,0.0,1,-817,950,1767,49,True,0
Milos Kerkez,DEF,Bournemouth,1.5,0,0,9,0,0.3,70,0.00,0.07,0.07,0.78,32,1,0,1.3,9.4,2024-09-14T19:00:00Z,90,False,6,0,0,0,0,4,0,41068,1,1,0,3.0,2,-5775,1819,7594,45,True,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,2800,0,0,0,0.0,0,-1018,0,1018,45,True,0
Jason Steele,GK,Brighton,2.7,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,276280,0,0,0,0.0,0,25971,90485,64514,45,True,0
Arijanet Muric,GK,Ipswich,3.0,0,3,37,1,0.0,568,0.00,0.00,0.00,1.66,33,0,0,4.4,43.8,2024-09-14T14:00:00Z,90,False,5,0,0,0,0,4,6,41014,1,0,0,0.0,11,3907,9293,5386,44,False,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,7563,0,0,0,0.0,0,-1815,0,1815,40,True,0
Ibrahim Sangaré,MID,Nott'm Forest,0.4,0,0,0,0,0.0,442,0.00,0.00,0.00,0.00,36,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,12,0,0,0,0,4,0,254707,0,1,0,0.0,0,-14867,43688,58555,45,False,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2024-09-14T11:30:00Z,0,False,17,0,0,0,0,4,0,7833,0,3,0,0.0,0,-2904,0,2904,45,False,0
Brandon Austin,GK,Spurs,-1.0,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2024-09-15T13:00:00Z,0,False,1,0,0,0,0,4,0,52101,0,1,0,0.0,0,1069,4358,3289,40,True,0
Conor Coady,DEF,Leicester,-0.5,0,0,-6,0,0.0,288,0.00,0.00,0.00,0.99,34,1,0,0.2,2.0,2024-09-14T14:00:00Z,7,False,7,0,0,0,0,4,0,27000,0,2,2,0.0,0,3756,5999,2243,40,False,1
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,9,0,0,0,0,4,0,16153,0,1,1,0.0,0,-460,1082,1542,45,False,0
Armando Broja,FWD,Everton,0.0,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,False,2,0,0,0,0,4,0,9620,0,2,3,0.0,0,-760,2316,3076,55,False,0
Adam Webster,DEF,Brighton,0.7,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,10734,0,0,0,0.0,0,-582,667,1249,45,True,0
Thomas Partey,MID,Arsenal,5.5,0,0,12,1,2.8,20,0.07,0.07,0.00,0.74,39,0,0,2.3,20.0,2024-09-15T13:00:00Z,90,False,18,0,0,0,0,4,0,152755,1,1,0,0.0,3,3221,38742,35521,50,False,0
Harry Wilson,MID,Fulham,0.3,0,0,0,0,0.0,259,0.00,0.00,0.00,0.00,35,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,19,0,0,0,0,4,0,14169,0,1,1,0.0,0,-1626,827,2453,54,True,0
Kasey McAteer,MID,Leicester,0.3,0,0,0,0,0.0,299,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,7,0,0,0,0,4,0,4234,0,2,2,0.0,0,-45,574,619,49,False,0
Curtis Jones,MID,Liverpool,0.7,0,0,2,0,0.7,324,0.01,0.01,0.00,0.20,36,0,0,0.2,0.8,2024-09-14T14:00:00Z,15,False,16,0,0,0,0,4,0,6123,0,1,0,0.0,1,-1806,124,1930,53,True,0
Wes Burns,MID,Ipswich,-0.3,0,0,4,0,4.0,264,0.01,0.01,0.00,1.22,33,0,0,0.6,1.6,2024-09-14T14:00:00Z,58,False,5,0,0,0,0,4,0,3987,1,0,0,0.0,1,-876,161,1037,49,False,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,13,0,0,0,0,4,0,394,0,1,2,0.0,0,63,152,89,50,False,0
Yunus Emre Konak,MID,Brentford,-1.0,0,0,0,0,0.0,97,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,13,0,0,0,0,4,0,6948,0,1,2,0.0,0,437,1474,1037,45,False,0
Max Kilman,DEF,West Ham,3.8,0,0,9,0,0.7,524,0.00,0.00,0.00,1.54,35,1,0,1.6,15.4,2024-09-14T14:00:00Z,90,False,9,0,0,0,0,4,0,312203,1,1,1,0.0,2,66062,104370,38308,45,False,0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,687,0,0,0,0.0,0,-143,0,143,55,True,0
Alex Murphy,DEF,Newcastle,0.5,0,0,0,0,0.0,390,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2024-09-15T15:30:00Z,0,False,20,0,0,0,0,4,0,98375,0,2,1,0.0,0,4994,14889,9895,40,False,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,5,0,0,0,0,4,0,13517,0,0,0,0.0,0,-4254,0,4254,40,False,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,2.8,0,0,4,0,18.2,571,0.11,0.85,0.74,0.96,37,1,0,7.7,2.2,2024-09-14T14:00:00Z,90,False,4,0,0,0,0,4,0,133125,1,1,2,57.0,1,-92510,10754,103264,65,True,1
Emerson Palmieri dos Santos,DEF,West Ham,2.0,0,0,4,0,30.5,520,0.05,0.05,0.00,0.86,35,1,0,3.8,7.4,2024-09-14T14:00:00Z,56,False,9,0,0,0,0,4,0,71766,1,1,1,0.0,1,-1249,6081,7330,45,False,0
Abdoulaye Doucouré,MID,Everton,1.0,0,0,0,0,0.0,217,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,False,2,0,0,0,0,4,0,30683,0,2,3,0.0,0,-7655,914,8569,53,False,0
José Malheiro de Sá,GK,Wolves,-0.3,0,0,0,0,0.0,554,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2024-09-15T15:30:00Z,0,False,15,0,0,0,0,4,0,198038,0,2,1,0.0,0,-25969,4736,30705,45,True,0
Alexander Isak,FWD,Newcastle,4.7,0,0,1,0,15.4,401,0.16,0.22,0.06,0.63,40,1,0,2.1,0.6,2024-09-15T15:30:00Z,45,False,20,0,0,0,0,4,0,4192833,1,2,1,5.0,1,-672263,191794,864057,85,False,0
Yves Bissouma,MID,Spurs,1.1,0,0,0,0,0.0,482,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2024-09-15T13:00:00Z,0,False,1,0,0,0,0,4,0,48473,0,1,0,0.0,0,-2219,10628,12847,50,True,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2024-09-14T19:00:00Z,0,False,3,0,0,0,0,4,0,21606,0,1,0,0.0,0,-7361,0,7361,59,False,0
Philip Billing,MID,Bournemouth,0.5,0,0,4,0,4.7,76,0.09,0.09,0.00,0.32,32,1,0,1.0,3.2,2024-09-14T19:00:00Z,15,False,6,0,0,0,0,4,0,5053,0,1,0,2.0,1,-857,440,1297,48,True,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.0,0,0,3,0,0.5,548,0.01,0.01,0.00,0.38,40,0,0,0.1,0.2,2024-09-15T15:30:00Z,4,False,15,0,0,0,0,4,0,7834,0,2,1,0.0,1,-889,392,1281,54,True,0
Brajan Gruda,MID,Brighton,0.2,0,0,0,0,0.0,595,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,2660,0,0,0,0.0,0,-729,63,792,54,True,0
Rodrigo 'Rodri' Hernandez,MID,Man City,1.2,0,0,13,0,16.3,360,0.08,0.08,0.00,0.04,37,0,0,2.4,7.6,2024-09-14T14:00:00Z,45,False,4,0,0,0,0,4,0,192092,0,1,2,0.0,1,-1186,18702,19888,64,True,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2024-09-14T19:00:00Z,0,False,3,0,0,0,0,4,0,40296,0,1,0,0.0,0,-17022,0,17022,44,False,0
Justin Devenny,MID,Crystal Palace,0.5,0,0,0,0,0.0,645,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,11,0,0,0,0,4,0,531,0,2,2,0.0,0,323,424,101,45,True,0
Craig Dawson,DEF,Wolves,0.7,0,0,4,0,13.8,542,0.04,0.04,0.00,1.21,40,2,0,3.7,18.8,2024-09-15T15:30:00Z,90,False,15,0,0,0,0,4,0,18141,1,2,1,4.0,1,-455,952,1407,45,True,0
Jordan Ayew,MID,Leicester,0.5,0,0,4,0,0.8,192,0.01,0.11,0.10,1.56,34,1,0,3.3,7.2,2024-09-14T14:00:00Z,82,False,7,0,0,0,0,4,0,28054,1,2,2,25.0,1,-3343,1906,5249,54,False,1
Marcos Senesi,DEF,Bournemouth,0.8,0,0,-1,0,20.3,79,0.01,0.01,0.00,0.78,32,1,0,4.8,25.2,2024-09-14T19:00:00Z,90,False,6,0,0,0,0,4,0,69076,1,1,0,2.0,1,-11117,2478,13595,49,True,1
Kiernan Dewsbury-Hall,MID,Chelsea,0.5,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2024-09-14T19:00:00Z,0,False,3,0,0,0,0,4,0,16996,0,1,0,0.0,0,-3208,774,3982,58,False,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,False,8,0,0,0,0,4,0,1492,0,2,3,0.0,0,-186,0,186,40,True,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,4,0,0,0,0,4,0,34084,0,1,2,0.0,0,-18235,0,18235,53,True,0
Maxwel Cornet,MID,Southampton,-0.5,0,0,3,0,2.0,515,0.00,0.00,0.00,0.82,38,1,0,0.9,5.4,2024-09-14T11:30:00Z,26,False,14,0,0,0,0,4,0,3332,0,3,0,2.0,0,70,674,604,49,True,1
Jefferson Lerma Solís,MID,Crystal Palace,1.3,0,0,0,0,0.0,206,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,11,0,0,0,0,4,0,6054,0,2,2,0.0,0,-410,800,1210,49,True,0
Jannik Vestergaard,DEF,Leicester,0.0,0,0,0,0,0.0,307,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,7,0,0,0,0,4,0,308083,0,2,2,0.0,0,2530,37469,34939,40,False,0
Luke Thomas,DEF,Leicester,-0.5,0,0,0,0,0.0,305,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,7,0,0,0,0,4,0,50978,0,2,2,0.0,0,-2872,2734,5606,40,False,0
Bruno Borges Fernandes,MID,Man Utd,3.5,1,0,20,1,18.2,366,0.35,0.57,0.22,1.12,38,0,0,6.6,28.0,2024-09-14T11:30:00Z,90,False,17,0,0,0,0,4,0,1178862,1,3,0,20.0,5,-209335,76129,285464,84,False,1
Adam Smith,DEF,Bournemouth,2.2,0,0,19,1,0.4,81,0.00,0.00,0.00,0.47,32,0,0,1.1,10.4,2024-09-14T19:00:00Z,74,False,6,0,0,0,0,4,0,17161,1,1,0,0.0,5,-1468,586,2054,45,True,1
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2024-09-15T15:30:00Z,0,False,20,0,0,0,0,4,0,13036,0,2,1,0.0,0,-1198,1020,2218,40,False,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,10,0,0,0,0,4,0,7572,0,0,0,0.0,0,-6920,0,6920,50,True,0
Rasmus Højlund,FWD,Man Utd,0.0,0,0,0,0,0.0,375,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2024-09-14T11:30:00Z,0,False,17,0,0,0,0,4,0,35651,0,3,0,0.0,0,-3349,2607,5956,69,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,0,0,0.0,421,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2024-09-15T15:30:00Z,0,False,20,0,0,0,0,4,0,4461,0,2,1,0.0,0,-616,249,865,69,False,0
Crysencio Summerville,MID,West Ham,0.8,0,0,3,0,0.7,587,0.01,0.01,0.00,0.76,35,0,0,0.9,6.2,2024-09-14T14:00:00Z,45,False,9,0,0,0,0,4,0,53894,0,1,1,2.0,1,-10579,3370,13949,58,False,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,11,0,0,0,0,4,0,9412,0,2,2,0.0,0,-3353,0,3353,45,True,0
Oliver Skipp,MID,Leicester,0.5,0,0,11,0,25.9,501,0.18,0.18,0.00,2.55,34,2,0,3.8,10.4,2024-09-14T14:00:00Z,90,False,7,0,0,0,0,4,0,4673,1,2,2,2.0,2,77,702,625,49,False,0
Tomáš Souček,MID,West Ham,3.8,0,0,1,0,0.7,530,0.00,0.07,0.07,0.78,35,1,0,1.0,1.4,2024-09-14T14:00:00Z,45,False,9,0,0,0,0,4,0,332326,1,1,1,8.0,1,3390,51985,48595,50,False,0
Taylor Harwood-Bellis,DEF,Southampton,0.5,0,0,-1,0,0.1,461,0.00,0.00,0.00,0.77,38,1,0,0.6,5.6,2024-09-14T11:30:00Z,9,False,14,0,0,0,0,4,0,1108893,0,3,0,0.0,1,-31769,89564,121333,40,True,0
Alphonse Areola,GK,West Ham,2.8,0,0,12,0,0.0,513,0.00,0.00,0.00,1.54,35,1,0,3.2,31.6,2024-09-14T14:00:00Z,90,False,9,0,0,0,0,4,4,824323,1,1,1,0.0,3,-86515,41685,128200,45,False,0
Lisandro Martínez,DEF,Man Utd,2.8,0,0,34,1,0.7,380,0.00,0.00,0.00,1.12,38,0,0,1.8,17.0,2024-09-14T11:30:00Z,76,False,17,0,0,0,0,4,0,533899,1,3,0,0.0,6,-34666,26429,61095,45,False,0
Richarlison de Andrade,FWD,Spurs,0.0,0,0,0,0,0.0,497,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2024-09-15T13:00:00Z,0,False,1,0,0,0,0,4,0,53310,0,1,0,0.0,0,-36427,281,36708,69,True,0
Joško Gvardiol,DEF,Man City,4.0,0,0,6,0,14.4,350,0.14,0.14,0.00,0.04,37,0,0,2.5,4.2,2024-09-14T14:00:00Z,45,False,4,0,0,0,0,4,0,2799367,0,1,2,6.0,1,-389909,85176,475085,60,True,0
Harry Clarke,DEF,Ipswich,-0.1,0,0,0,0,0.0,266,0.00,0.00,0.00,0.00,33,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,5,0,0,0,0,4,0,2627,0,0,0,0.0,0,-69,348,417,40,False,0
Joachim Andersen,DEF,Fulham,0.5,0,0,15,0,0.8,191,0.01,0.02,0.01,0.76,35,1,0,2.9,23.8,2024-09-14T14:00:00Z,90,False,19,0,0,0,0,4,0,1161192,1,1,1,4.0,2,-269536,16765,286301,44,True,0
Moisés Caicedo Corozo,MID,Chelsea,2.0,0,0,16,1,5.3,157,0.10,0.12,0.02,1.78,32,0,0,2.4,16.6,2024-09-14T19:00:00Z,90,False,3,0,0,0,0,4,0,60273,1,1,0,2.0,3,-3682,5611,9293,50,False,0
Carlos Henrique Casimiro,MID,Man Utd,1.8,0,0,3,0,4.9,368,0.05,0.05,0.00,0.00,38,0,0,0.8,3.0,2024-09-14T11:30:00Z,3,False,17,0,0,0,0,4,0,58445,0,3,0,0.0,1,-11231,4564,15795,50,False,0
Roman Dixon,DEF,Everton,0.0,0,0,0,0,0.0,627,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,False,2,0,0,0,0,4,0,4649,0,2,3,0.0,0,745,1336,591,40,False,0
Jhon Durán,FWD,Aston Villa,5.0,0,1,27,0,0.5,38,0.00,0.33,0.33,0.23,31,0,1,4.5,29.2,2024-09-14T16:30:00Z,21,False,8,0,0,0,0,4,0,168399,0,2,3,15.0,6,76537,109125,32588,60,True,0
Jacob Murphy,MID,Newcastle,2.3,0,0,-1,0,13.7,402,0.19,0.29,0.10,0.99,40,1,0,3.3,6.4,2024-09-15T15:30:00Z,90,False,20,0,0,0,0,4,0,83894,1,2,1,13.0,1,-29329,5327,34656,53,False,1
Sean Longstaff,MID,Newcastle,2.3,0,0,2,0,3.3,410,0.01,0.01,0.00,0.63,40,1,0,0.3,0.0,2024-09-15T15:30:00Z,45,False,20,0,0,0,0,4,0,86708,1,2,1,0.0,1,-5917,12296,18213,49,False,0
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0.0,33,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,False,8,0,0,0,0,4,0,64707,0,2,3,0.0,0,-20357,4534,24891,45,True,0
Trevoh Chalobah,DEF,Crystal Palace,0.0,0,0,0,0,0.0,159,0.00,0.00,0.00,0.00,34,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,11,0,0,0,0,4,0,20385,0,2,2,0.0,0,1761,6717,4956,44,True,0
Ryan Manning,DEF,Southampton,-0.5,0,0,0,0,0.0,467,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2024-09-14T11:30:00Z,0,False,14,0,0,0,0,4,0,6914,0,3,0,0.0,0,-633,161,794,44,True,0
Vitalii Mykolenko,DEF,Everton,0.8,0,0,3,0,0.0,231,0.00,0.00,0.00,0.37,31,0,0,0.3,3.0,2024-09-14T16:30:00Z,25,False,2,0,0,0,0,4,0,546576,1,2,3,0.0,1,-125673,19524,145197,44,False,0
Ryan Christie,MID,Bournemouth,1.8,0,0,10,1,23.1,63,0.06,0.14,0.08,0.47,32,0,0,4.7,15.0,2024-09-14T19:00:00Z,67,False,6,0,0,0,0,4,0,22843,1,1,0,9.0,2,1834,5980,4146,49,True,1
Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,0.00,0.00,0.00,0.00,40,0,0,0.0,0.0,2024-09-15T15:30:00Z,0,False,15,0,0,0,0,4,0,20175,0,2,1,0.0,0,-11064,0,11064,50,True,0
Kepa Arrizabalaga,GK,Bournemouth,0.0,0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,32,0,0,0.0,0.0,2024-09-14T19:00:00Z,0,False,6,0,0,0,0,4,0,46983,0,1,0,0.0,0,4076,18015,13939,45,True,0
Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,0.00,0.00,0.00,0.00,37,0,0,0.0,0.0,2024-09-14T14:00:00Z,0,False,13,0,0,0,0,4,0,2531,0,1,2,0.0,0,-1379,0,1379,49,False,0
Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,0,0.0,237,0.00,0.00,0.00,0.00,31,0,0,0.0,0.0,2024-09-14T16:30:00Z,0,False,2,0,0,0,0,4,0,1210,0,2,3,0.0,0,-32,233,265,50,False,0
Morgan Gibbs-White,MID,Nott'm Forest,3.5,0,0,6,1,23.6,433,0.05,0.07,0.02,0.85,36,0,0,3.2,7.4,2024-09-14T14:00:00Z,80,False,12,0,0,0,0,4,0,359779,1,1,0,1.0,3,-122158,17404,139562,65,False,0
Noni Madueke,MID,Chelsea,6.2,0,0,11,1,14.4,177,0.00,0.11,0.11,1.55,32,0,0,2.6,3.2,2024-09-14T19:00:00Z,60,False,3,0,0,0,0,4,0,1249816,1,1,0,8.0,3,143181,377844,234663,66,False,0
Nélson Cabral Semedo,DEF,Wolves,0.3,0,0,2,0,12.1,559,0.09,0.10,0.01,0.75,40,1,0,3.2,10.8,2024-09-15T15:30:00Z,76,False,15,0,0,0,0,4,0,5967,1,2,1,9.0,1,1088,1672,584,45,True,1
Tommy Doyle,MID,Wolves,0.3,0,0,3,0,2.4,544,0.04,0.04,0.00,0.46,40,1,0,0.4,2.0,2024-09-15T15:30:00Z,13,False,15,0,0,0,0,4,0,4545,0,2,1,0.0,1,51,559,508,49,True,0
Tom Heaton,GK,Man Utd,0.5,0,0,0,0,0.0,374,0.00,0.00,0.00,0.00,38,0,0,0.0,0.0,2024-09-14T11:30:00Z,0,False,17,0,0,0,0,4,0,25553,0,3,0,0.0,0,-6,1747,1753,40,False,0
Lucas Bergvall,MID,Spurs,-0.2,0,0,0,0,0.0,481,0.00,0.00,0.00,0.00,39,0,0,0.0,0.0,2024-09-15T13:00:00Z,0,False,1,0,0,0,0,4,0,106388,0,1,0,0.0,0,8756,26752,17996,45,True,0
Lesley Ugochukwu,MID,Southampton,0.0,0,0,2,0,12.5,188,0.01,0.22,0.21,1.85,38,2,0,2.7,10.2,2024-09-14T11:30:00Z,63,False,14,0,0,0,0,4,0,39781,1,3,0,4.0,2,2553,9439,6886,45,True,0
