name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Mitoma Kaoru,MID,Brighton,2.5,0,0,17,0,1.4,136,0.01,0.72,0.71,0.32,322,1,1,5.3,29.6,2025-04-19T14:00:00Z,25,0,0,0,0,0,0,0,False,4,0,0,0,0,33,0,725334,0,2,4,22.0,6,-159202,3478,162680,64,False,0
Boubakary Soumaré,MID,Leicester,0.5,0,0,15,0,5.8,285,0.00,0.00,0.00,2.57,327,1,0,1.8,10.4,2025-04-20T15:30:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,33,0,33982,1,1,0,2.0,2,-764,705,1469,44,True,0
Chris Wood,FWD,Nott'm Forest,3.0,0,2,33,1,13.8,447,0.24,0.36,0.12,1.76,329,0,1,6.9,38.2,2025-04-21T19:00:00Z,75,0,0,0,0,0,0,0,False,18,0,0,0,0,33,0,2751565,1,2,1,17.0,8,-227794,42844,270638,69,False,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,33,0,2197,0,2,1,0.0,0,-4,0,4,45,False,0
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,33,0,5238,0,0,0,0.0,0,-56,0,56,46,True,0
Jeffrey Schlupp,MID,Crystal Palace,0.0,0,0,0,0,0.0,214,0.00,0.00,0.00,0.00,331,0,0,0.0,0.0,2025-04-23T19:00:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,33,0,5238,0,2,2,0.0,0,-56,0,56,46,False,0
Milos Kerkez,DEF,Bournemouth,4.0,0,2,30,1,45.2,70,0.07,0.07,0.00,0.37,323,0,0,6.8,19.0,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,33,0,1924720,1,0,0,4.0,8,-112841,39452,152293,53,False,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,33,0,1227,0,2,4,0.0,0,-8,0,8,45,False,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,33,0,80420,0,2,4,0.0,0,-583,343,926,40,False,0
Arijanet Muric,GK,Ipswich,0.0,0,0,0,0,0.0,568,0.00,0.00,0.00,0.00,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,33,0,57528,0,4,0,0.0,0,-2950,99,3049,44,True,0
Harvey Davies,GK,Liverpool,1.5,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,33,0,2071,0,1,0,0.0,0,9,45,36,40,False,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,33,0,8357,0,2,4,0.0,0,130,412,282,39,False,0
Ibrahim Sangaré,MID,Nott'm Forest,0.7,0,0,0,0,0.0,442,0.00,0.00,0.00,0.00,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,33,0,143424,0,2,1,0.0,0,-4041,2552,6593,43,False,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,33,0,3463,0,1,0,0.0,0,-14,0,14,45,True,0
Brandon Austin,GK,Spurs,-0.5,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,33,0,49985,0,2,1,0.0,0,-453,175,628,40,True,0
Fabian Hürzeler,AM,Brighton,2.0,0,0,0,0,0.0,739,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,2,1,0,0,0,False,4,0,0,0,0,33,0,2791,0,2,4,0.0,2,-998,50,1048,11,False,0
Conor Coady,DEF,Leicester,-0.5,0,0,10,0,0.8,288,0.00,0.00,0.00,2.57,327,1,0,2.9,24.2,2025-04-20T15:30:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,33,0,35150,1,1,0,4.0,2,-941,470,1411,40,True,0
Wes Foderingham,GK,West Ham,0.5,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,330,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,33,0,14906,0,1,1,0.0,0,-17,110,127,42,True,0
Armando Broja,FWD,Everton,1.0,0,0,4,1,0.3,156,0.00,0.00,0.00,0.23,324,0,0,0.1,1.0,2025-04-19T14:00:00Z,62,0,0,0,0,0,0,0,False,13,0,0,0,0,33,0,6477,1,2,0,0.0,2,245,410,165,53,True,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,33,0,9554,0,2,4,0.0,0,-647,24,671,43,False,0
Thomas Partey,MID,Arsenal,8.1,0,0,0,0,0.0,20,0.00,0.00,0.00,0.00,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,33,0,91445,0,4,0,0.0,0,7744,9584,1840,49,False,0
Thomas Partey,MID,Arsenal,8.1,0,0,15,0,3.8,20,0.02,0.02,0.00,1.75,331,2,0,1.8,13.8,2025-04-23T19:00:00Z,90,0,0,0,0,0,0,0,False,7,0,0,0,0,33,0,91445,1,2,2,0.0,2,7744,9584,1840,49,True,0
Harry Wilson,MID,Fulham,0.2,0,0,6,0,0.5,259,0.01,0.01,0.00,0.17,325,2,0,0.3,2.2,2025-04-20T13:00:00Z,11,0,0,0,0,0,0,0,False,6,0,0,0,0,33,0,23154,0,2,1,0.0,1,-295,61,356,52,True,0
Mathis Amougou,MID,Chelsea,0.0,0,0,0,0,0.0,771,0.00,0.00,0.00,0.00,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,33,0,322,0,2,1,0.0,0,-3,18,21,45,False,0
Kasey McAteer,MID,Leicester,-1.0,0,0,0,0,0.0,299,0.00,0.00,0.00,0.00,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,33,0,4284,0,1,0,0.0,0,-40,24,64,47,True,0
Curtis Jones,MID,Liverpool,3.7,0,0,2,0,0.1,324,0.00,0.00,0.00,0.05,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,1,0,0,0,0,0,0,0,False,11,0,0,0,0,33,0,28927,0,1,0,0.0,1,-220,573,793,53,False,0
Wes Burns,MID,Ipswich,0.0,0,0,0,0,0.0,264,0.00,0.00,0.00,0.00,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,33,0,3222,0,4,0,0.0,0,-51,10,61,47,True,0
Treymaurice Nyoni,MID,Liverpool,1.5,0,0,0,0,0.0,688,0.00,0.00,0.00,0.00,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,33,0,533,0,1,0,0.0,0,1,19,18,45,False,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.5,0,0,3,0,0.0,634,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,1,0,0,0,0,0,0,0,False,5,0,0,0,0,33,0,336,0,2,4,0.0,1,11,21,10,49,True,0
Yunus Emre Konak,MID,Brentford,0.2,0,0,2,0,0.5,97,0.00,0.00,0.00,0.07,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,19,0,0,0,0,0,0,0,False,5,0,0,0,0,33,0,6581,0,2,4,0.0,1,-42,53,95,44,True,0
Max Kilman,DEF,West Ham,1.7,0,0,9,0,0.6,524,0.01,0.01,0.00,0.64,330,1,0,3.0,29.8,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,33,0,165621,1,1,1,0.0,1,19048,22420,3372,43,True,1
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,33,0,474,0,2,4,0.0,0,0,0,0,55,False,0
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,0.00,0.00,0.00,0.00,321,0,0,0.0,0.0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,33,0,58929,0,1,4,0.0,0,-731,0,731,40,False,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,326,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,1,0,0,0,0,33,0,6221,0,4,0,0.0,0,-46,0,46,40,True,0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,1.4,0,0,0,0,0.0,733,0.00,0.00,0.00,0.00,324,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,33,0,1682,0,2,0,0.0,0,116,237,121,45,False,0
Vitor de Oliveira Nunes dos Reis,DEF,Man City,1.4,0,0,0,0,0.0,733,0.00,0.00,0.00,0.00,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,33,0,1682,0,1,2,0.0,0,116,237,121,45,True,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,6.2,0,0,14,1,18.6,571,0.10,0.19,0.09,0.87,324,0,0,5.1,11.0,2025-04-19T14:00:00Z,77,0,0,0,0,0,0,0,False,8,0,0,0,0,33,0,408356,1,2,0,21.0,3,-2514,48892,51406,62,False,0
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,6.2,0,0,0,0,0.0,571,0.00,0.00,0.00,0.00,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,33,0,408356,0,1,2,0.0,0,-2514,48892,51406,62,True,0
Emerson Palmieri dos Santos,DEF,West Ham,3.0,0,2,24,1,3.3,520,0.03,0.14,0.11,0.37,330,0,0,1.7,6.6,2025-04-19T14:00:00Z,79,0,0,0,0,0,0,0,False,17,0,0,0,0,33,0,63880,1,1,1,7.0,8,873,2620,1747,44,True,0
Abdoulaye Doucouré,MID,Everton,3.5,0,0,10,0,2.4,217,0.02,0.17,0.15,2.04,324,2,0,4.4,9.4,2025-04-19T14:00:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,33,0,38188,1,2,0,32.0,2,-424,3663,4087,51,True,0
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.00,0.00,0.00,0.00,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,33,0,87815,0,1,0,0.0,0,-1666,654,2320,39,False,0
José Malheiro de Sá,GK,Wolves,2.0,0,0,0,0,0.0,554,0.00,0.00,0.00,0.00,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,33,0,320827,0,1,0,0.0,0,-9534,5349,14883,44,False,0
Woyo Coulibaly,DEF,Leicester,-1.5,0,0,0,0,0.0,726,0.00,0.00,0.00,0.00,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,33,0,2107,0,1,0,0.0,0,-87,74,161,40,True,0
Alexander Isak,FWD,Newcastle,5.1,0,0,7,0,12.2,401,0.01,0.06,0.05,2.11,321,4,0,4.4,5.2,2025-04-19T16:30:00Z,75,0,0,0,0,0,0,0,False,2,0,0,0,0,33,0,6698831,1,1,4,27.0,2,-225954,75913,301867,95,False,0
Yves Bissouma,MID,Spurs,-0.3,0,0,0,0,0.0,482,0.00,0.00,0.00,0.00,329,0,0,0.0,0.0,2025-04-21T19:00:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,33,0,27216,0,2,1,0.0,0,-224,134,358,48,True,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,33,0,14851,0,2,1,0.0,0,-8,0,8,59,False,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,33,0,4069,0,0,0,0.0,0,-21,0,21,48,False,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.0,0,0,0,0,0.0,548,0.00,0.00,0.00,0.00,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,33,0,10338,0,1,0,0.0,0,-214,98,312,53,False,0
Brajan Gruda,MID,Brighton,1.0,0,0,0,0,0.0,595,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,33,0,2962,0,2,4,0.0,0,-41,36,77,54,False,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,324,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,33,0,86535,0,2,0,0.0,0,-72,69,141,62,False,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,33,0,86535,0,1,2,0.0,0,-72,69,141,62,True,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,33,0,17119,0,2,1,0.0,0,-51,0,51,44,False,0
Justin Devenny,MID,Crystal Palace,1.0,0,0,3,0,0.1,645,0.00,0.00,0.00,0.02,323,0,0,0.2,2.0,2025-04-19T14:00:00Z,1,0,0,0,0,0,0,0,False,3,0,0,0,0,33,0,9679,0,0,0,0.0,1,-139,220,359,45,True,0
Justin Devenny,MID,Crystal Palace,1.0,0,0,2,0,3.8,645,0.01,0.15,0.14,1.12,331,2,0,2.7,4.6,2025-04-23T19:00:00Z,79,0,0,0,0,0,0,0,False,1,0,0,0,0,33,0,9679,1,2,2,19.0,1,-139,220,359,45,False,1
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.00,0.00,0.00,0.00,328,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,33,0,14722,0,1,0,0.0,0,-102,72,174,42,False,0
Jordan Ayew,MID,Leicester,-1.3,0,0,0,0,0.0,192,0.00,0.00,0.00,0.00,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,33,0,17660,0,1,0,0.0,0,-391,48,439,51,True,0
Marcos Senesi,DEF,Bournemouth,0.5,0,0,0,0,0.0,79,0.00,0.00,0.00,0.00,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,33,0,32390,0,0,0,0.0,0,324,835,511,46,False,0
Genesis Antwi,DEF,Chelsea,0.0,0,0,0,0,0.0,787,0.00,0.00,0.00,0.00,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,33,0,259,0,2,1,0.0,0,11,28,17,40,False,0
Kiernan Dewsbury-Hall,MID,Chelsea,0.5,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,325,0,0,0.0,0.0,2025-04-20T13:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,33,0,12660,0,2,1,0.0,0,-30,62,92,55,False,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,321,0,0,0.0,0.0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,33,0,884,0,1,4,0.0,0,-3,0,3,40,True,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,33,0,884,0,1,2,0.0,0,-3,0,3,40,False,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,324,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,33,0,22212,0,2,0,0.0,0,-30,0,30,53,False,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,33,0,22212,0,1,2,0.0,0,-30,0,30,53,True,0
Maxwel Cornet,MID,Southampton,0.0,0,0,0,0,0.0,515,0.00,0.00,0.00,0.00,330,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,33,0,2180,0,1,1,0.0,0,-7,0,7,47,False,0
Jefferson Lerma Solís,MID,Crystal Palace,3.4,0,0,-1,0,0.3,206,0.02,0.02,0.00,0.34,323,0,0,0.0,0.0,2025-04-19T14:00:00Z,45,0,0,0,0,0,0,0,False,3,0,0,0,0,33,0,9664,0,0,0,0.0,0,141,844,703,48,True,1
Jefferson Lerma Solís,MID,Crystal Palace,3.4,0,0,12,0,1.4,206,0.05,0.05,0.00,1.22,331,2,0,1.6,14.6,2025-04-23T19:00:00Z,90,0,0,0,0,0,0,0,False,1,0,0,0,0,33,0,9664,1,2,2,0.0,2,141,844,703,48,False,0
Jannik Vestergaard,DEF,Leicester,-1.5,0,0,0,0,0.0,307,0.00,0.00,0.00,0.00,327,0,0,0.0,0.0,2025-04-20T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,33,0,183770,0,1,0,0.0,0,-3821,525,4346,39,True,0
Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,324,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,33,0,1110,0,2,0,0.0,0,-16,0,16,45,False,0
Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,336,0,0,0.0,0.0,2025-04-22T19:00:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,33,0,1110,0,1,2,0.0,0,-16,0,16,45,True,0
Luke Thomas,DEF,Leicester,-0.5,0,0,21,0,4.8,305,0.02,0.02,0.00,2.57,327,1,0,3.7,32.4,2025-04-20T15:30:00Z,90,0,0,0,0,0,0,0,False,12,0,0,0,0,33,0,167284,1,1,0,0.0,2,-3390,489,3879,39,True,0
Bruno Borges Fernandes,MID,Man Utd,2.0,0,0,11,0,8.5,366,0.10,0.69,0.59,0.12,328,1,0,2.8,5.4,2025-04-20T13:00:00Z,31,0,0,0,0,0,0,0,False,20,0,0,0,0,33,0,1817065,0,1,0,14.0,1,-213090,51275,264365,85,True,0
Adam Smith,DEF,Bournemouth,3.5,0,0,25,1,18.8,81,0.07,0.12,0.05,0.37,323,0,0,3.7,6.6,2025-04-19T14:00:00Z,83,0,0,0,0,0,0,0,False,7,0,0,0,0,33,0,14262,1,0,0,12.0,6,552,676,124,44,False,0
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,321,0,0,0.0,0.0,2025-04-19T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,33,0,6425,0,1,4,0.0,0,-23,0,23,40,False,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.00,0.00,0.00,0.00,322,0,0,0.0,0.0,2025-04-19T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,33,0,3778,0,2,4,0.0,0,-5,0,5,50,False,0
