name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Mitoma Kaoru,MID,Brighton,0.0,0,0,28,0,0.8,136,0.00,0.52,0.52,0.52,333,1,1,7.6,38.2,2025-04-26T14:00:00Z,28,0,0,0,0,0,0,0,False,19,0,0,0,0,34,0,905645,0,2,3,37.0,6,76211,95567,19356,64,True,0
Boubakary Soumaré,MID,Leicester,0.0,0,0,5,0,0.8,285,0.00,0.00,0.00,0.84,340,1,0,0.8,7.4,2025-04-26T14:00:00Z,45,0,0,0,0,0,0,0,False,20,0,0,0,0,34,0,33295,1,0,3,0.0,1,-659,261,920,44,False,0
Chris Wood,FWD,Nott'm Forest,0.0,0,0,2,0,13.1,447,0.08,0.34,0.26,1.65,338,2,0,3.5,2.0,2025-05-01T18:30:00Z,90,0,0,0,0,0,0,0,False,4,0,0,0,0,34,0,3495989,1,2,0,20.0,2,412944,452405,39461,70,True,0
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,0.00,0.00,0.00,0.00,338,0,0,0.0,0.0,2025-05-01T18:30:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,34,0,2196,0,2,0,0.0,0,-3,0,3,45,True,0
Milos Kerkez,DEF,Bournemouth,0.0,0,0,12,0,27.3,70,0.12,0.12,0.00,2.52,332,1,0,4.0,12.6,2025-04-27T13:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,34,0,2274327,1,1,1,0.0,2,117400,154647,37247,53,True,0
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,34,0,1226,0,2,3,0.0,0,-2,0,2,45,True,0
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,34,0,80961,0,2,3,0.0,0,-265,436,701,40,True,0
Arijanet Muric,GK,Ipswich,0.0,0,0,0,0,0.0,568,0.00,0.00,0.00,0.00,337,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,34,0,55105,0,0,3,0.0,0,-2408,214,2622,44,False,0
Harvey Davies,GK,Liverpool,0.0,0,0,0,0,0.0,669,0.00,0.00,0.00,0.00,335,0,0,0.0,0.0,2025-04-27T15:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,34,0,2033,0,1,5,0.0,0,-19,21,40,40,True,0
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,34,0,8534,0,2,3,0.0,0,77,330,253,39,True,0
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,4,0,11.5,442,0.01,0.01,0.00,0.08,338,0,0,1.6,4.6,2025-05-01T18:30:00Z,15,0,0,0,0,0,0,0,False,4,0,0,0,0,34,0,138747,0,2,0,0.0,1,-3763,767,4530,43,True,0
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,0.00,0.00,0.00,0.00,332,0,0,0.0,0.0,2025-04-27T13:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,34,0,3454,0,1,1,0.0,0,-10,0,10,45,False,0
Brandon Austin,GK,Spurs,0.0,0,0,0,0,0.0,479,0.00,0.00,0.00,0.00,335,0,0,0.0,0.0,2025-04-27T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,34,0,49540,0,1,5,0.0,0,-519,114,633,40,False,0
Fabian Hürzeler,AM,Brighton,0.0,0,0,0,0,0.0,739,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,3,0,0,0,1,False,19,0,0,0,0,34,0,3903,0,2,3,0.0,9,941,1118,177,11,True,0
Conor Coady,DEF,Leicester,0.0,0,0,1,0,0.3,288,0.00,0.11,0.11,2.02,340,3,0,3.7,19.4,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,34,0,35109,1,0,3,17.0,1,-326,502,828,40,False,0
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,34,0,14948,0,2,3,0.0,0,-29,89,118,42,False,0
Armando Broja,FWD,Everton,0.0,0,0,0,0,0.0,156,0.00,0.00,0.00,0.00,334,0,0,0.0,0.0,2025-04-26T11:30:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,34,0,6182,0,0,1,0.0,0,-206,80,286,53,False,0
Adam Webster,DEF,Brighton,0.0,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,34,0,9176,0,2,3,0.0,0,-406,45,451,43,True,0
Harry Wilson,MID,Fulham,0.0,0,0,11,0,32.7,259,0.14,0.15,0.01,0.63,339,1,0,4.5,8.8,2025-04-26T14:00:00Z,85,0,0,0,0,0,0,0,False,17,0,0,0,0,34,0,25048,1,2,1,3.0,2,1148,1439,291,52,False,0
Mathis Amougou,MID,Chelsea,0.0,0,0,0,0,0.0,771,0.00,0.00,0.00,0.00,334,0,0,0.0,0.0,2025-04-26T11:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,343,0,0,1,0.0,0,8,20,12,45,True,0
Kasey McAteer,MID,Leicester,0.0,0,0,-1,0,1.6,299,0.02,0.02,0.00,1.18,340,2,0,0.3,1.4,2025-04-26T14:00:00Z,45,0,0,0,0,0,0,0,False,20,0,0,0,0,34,0,4242,0,0,3,0.0,0,-45,7,52,47,False,1
Curtis Jones,MID,Liverpool,0.0,0,0,7,0,0.9,324,0.01,0.05,0.04,0.02,335,0,0,0.6,1.4,2025-04-27T15:30:00Z,22,0,0,0,0,0,0,0,False,18,0,0,0,0,34,0,28782,0,1,5,4.0,1,-213,346,559,53,True,0
Wes Burns,MID,Ipswich,0.0,0,0,0,0,0.0,264,0.00,0.00,0.00,0.00,337,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,34,0,3203,0,0,3,0.0,0,-17,13,30,47,False,0
Treymaurice Nyoni,MID,Liverpool,0.0,0,0,0,0,0.0,688,0.00,0.00,0.00,0.00,335,0,0,0.0,0.0,2025-04-27T15:30:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,34,0,522,0,1,5,0.0,0,-5,10,15,45,True,0
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,0.00,0.00,0.00,0.00,338,0,0,0.0,0.0,2025-05-01T18:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,34,0,365,0,2,0,0.0,0,13,18,5,49,False,0
Yunus Emre Konak,MID,Brentford,0.0,0,0,3,0,0.2,97,0.00,0.00,0.00,0.26,338,0,0,0.0,0.2,2025-05-01T18:30:00Z,6,0,0,0,0,0,0,0,False,16,0,0,0,0,34,0,6470,0,2,0,0.0,1,-114,27,141,44,False,0
Max Kilman,DEF,West Ham,0.0,0,0,6,0,12.7,524,0.12,0.12,0.00,1.31,333,3,0,4.2,24.8,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,34,0,146659,1,2,3,4.0,1,-5342,2806,8148,43,False,0
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,34,0,474,0,2,3,0.0,0,0,0,0,55,True,0
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,0.00,0.00,0.00,0.00,337,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,34,0,58148,0,0,3,0.0,0,-684,0,684,40,True,0
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,0.00,0.00,0.00,0.00,337,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,34,0,6184,0,0,3,0.0,0,-30,0,30,40,False,0
Emerson Palmieri dos Santos,DEF,West Ham,0.0,0,0,8,0,3.7,520,0.01,0.01,0.00,0.77,333,1,0,2.7,19.0,2025-04-26T14:00:00Z,85,0,0,0,0,0,0,0,False,5,0,0,0,0,34,0,69495,1,2,3,4.0,2,3809,5358,1549,44,False,0
Abdoulaye Doucouré,MID,Everton,0.0,0,0,1,0,2.4,217,0.01,0.17,0.16,0.88,334,1,0,1.7,6.4,2025-04-26T11:30:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,34,0,42283,1,0,1,8.0,2,2705,5668,2963,51,False,0
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,0.00,0.00,0.00,0.00,340,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,34,0,85271,0,0,3,0.0,0,-2133,319,2452,39,True,0
José Malheiro de Sá,GK,Wolves,0.0,0,1,34,1,0.0,554,0.00,0.00,0.00,1.15,340,0,0,3.6,35.6,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,11,0,0,1,0,34,2,460124,1,0,3,0.0,12,6222,20072,13850,44,True,0
Woyo Coulibaly,DEF,Leicester,0.0,0,0,0,0,0.0,726,0.00,0.00,0.00,0.00,340,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,34,0,2118,0,0,3,0.0,0,-43,39,82,40,False,0
Alexander Isak,FWD,Newcastle,0.0,0,0,25,1,8.3,401,0.07,1.53,1.46,0.10,337,0,1,8.1,27.8,2025-04-26T14:00:00Z,76,0,0,0,0,0,0,0,False,10,0,0,0,0,34,0,7305601,1,0,3,45.0,6,265361,278761,13400,96,True,0
Yves Bissouma,MID,Spurs,0.0,0,0,0,0,0.0,482,0.00,0.00,0.00,0.00,335,0,0,0.0,0.0,2025-04-27T15:30:00Z,0,0,0,0,0,0,0,0,False,12,0,0,0,0,34,0,27125,0,1,5,0.0,0,-121,84,205,48,False,0
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,334,0,0,0.0,0.0,2025-04-26T11:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,14828,0,0,1,0.0,0,-20,0,20,59,True,0
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,332,0,0,0.0,0.0,2025-04-27T13:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,34,0,4051,0,1,1,0.0,0,-17,0,17,48,True,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.0,0,0,2,0,0.0,548,0.00,0.08,0.08,0.05,340,0,0,0.0,0.0,2025-04-26T14:00:00Z,1,0,0,0,0,0,0,0,False,11,0,0,0,0,34,0,10887,0,0,3,1.0,1,264,472,208,53,True,0
Brajan Gruda,MID,Brighton,0.0,2,0,28,0,20.8,595,0.30,0.30,0.00,0.52,333,1,0,6.4,37.0,2025-04-26T14:00:00Z,8,0,0,0,0,0,0,0,False,19,0,0,0,0,34,0,3019,0,2,3,6.0,7,5,44,39,54,True,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,334,0,0,0.0,0.0,2025-04-26T11:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,17073,0,0,1,0.0,0,-48,0,48,44,True,0
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.00,0.00,0.00,0.00,340,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,34,0,14791,0,0,3,0.0,0,-23,118,141,42,True,0
Jordan Ayew,MID,Leicester,0.0,0,0,9,0,20.8,192,0.11,0.16,0.05,1.22,340,2,0,4.1,7.0,2025-04-26T14:00:00Z,45,0,0,0,0,0,0,0,False,20,0,0,0,0,34,0,17613,0,0,3,13.0,1,-92,90,182,51,False,0
Marcos Senesi,DEF,Bournemouth,0.0,0,0,0,0,0.0,79,0.00,0.00,0.00,1.10,332,1,0,0.7,7.0,2025-04-27T13:00:00Z,5,0,0,0,0,0,0,0,False,14,0,0,0,0,34,0,35432,0,1,1,0.0,1,1182,1690,508,46,True,0
Genesis Antwi,DEF,Chelsea,0.0,0,0,0,0,0.0,787,0.00,0.00,0.00,0.00,334,0,0,0.0,0.0,2025-04-26T11:30:00Z,0,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,320,0,0,1,0.0,0,8,17,9,40,True,0
Kiernan Dewsbury-Hall,MID,Chelsea,0.0,0,0,3,0,0.0,166,0.00,0.00,0.00,0.00,334,0,0,0.0,0.0,2025-04-26T11:30:00Z,1,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,12737,0,0,1,0.0,1,3,92,89,55,True,0
Maxwel Cornet,MID,Southampton,0.0,0,0,0,0,0.0,515,0.00,0.00,0.00,0.00,339,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,9,0,0,0,0,34,0,2174,0,2,1,0.0,0,-7,0,7,47,True,0
Jannik Vestergaard,DEF,Leicester,0.0,0,0,0,0,0.0,307,0.00,0.00,0.00,0.00,340,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,34,0,179971,0,0,3,0.0,0,-3630,238,3868,39,False,0
Luke Thomas,DEF,Leicester,0.0,0,0,8,0,5.8,305,0.01,0.01,0.00,2.02,340,3,0,2.5,19.0,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,20,0,0,0,0,34,0,164738,1,0,3,0.0,1,-2736,526,3262,39,False,0
Bruno Borges Fernandes,MID,Man Utd,0.0,0,2,29,0,94.1,366,0.52,0.57,0.05,0.53,332,1,0,13.7,31.0,2025-04-27T13:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,34,0,1996574,1,1,1,12.0,4,61125,137336,76211,85,False,0
Adam Smith,DEF,Bournemouth,0.0,0,0,4,0,22.6,81,0.14,0.14,0.00,2.52,332,1,0,4.2,19.2,2025-04-27T13:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,34,0,16104,1,1,1,0.0,1,840,1137,297,44,True,1
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,337,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,34,0,6385,0,0,3,0.0,0,-35,0,35,40,True,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,34,0,3772,0,2,3,0.0,0,-6,0,6,50,True,0
Rasmus Højlund,FWD,Man Utd,0.0,0,3,34,0,13.8,375,0.01,0.49,0.48,0.53,332,1,1,8.9,37.8,2025-04-27T13:00:00Z,90,0,0,0,0,0,0,0,False,3,0,0,0,0,34,0,119018,1,1,1,37.0,9,660,3480,2820,69,False,0
Callum Wilson,FWD,Newcastle,0.0,0,0,1,0,4.0,421,0.02,0.02,0.00,0.00,337,0,0,1.0,2.0,2025-04-26T14:00:00Z,13,0,0,0,0,0,0,0,False,10,0,0,0,0,34,0,19829,0,0,3,4.0,1,1382,2902,1520,69,True,0
Crysencio Summerville,MID,West Ham,0.0,0,0,0,0,0.0,587,0.00,0.00,0.00,0.00,333,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,34,0,33210,0,2,3,0.0,0,-51,81,132,55,False,0
Oliver Skipp,MID,Leicester,0.0,0,0,2,0,1.4,501,0.01,0.04,0.03,1.18,340,2,0,0.6,3.8,2025-04-26T14:00:00Z,45,0,0,0,0,0,0,0,False,20,0,0,0,0,34,0,4235,0,0,3,1.0,0,-5,14,19,47,False,1
Tomáš Souček,MID,West Ham,0.0,0,0,28,0,2.8,530,0.01,0.65,0.64,1.31,333,3,1,10.8,51.6,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,34,0,156840,1,2,3,54.0,7,-3841,1418,5259,48,False,0
Taylor Harwood-Bellis,DEF,Southampton,0.0,0,0,5,0,1.3,461,0.01,0.01,0.00,2.42,339,2,0,2.8,26.4,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,34,0,511845,1,2,1,0.0,1,-12454,1761,14215,40,True,0
Alphonse Areola,GK,West Ham,0.0,0,0,10,0,0.0,513,0.00,0.00,0.00,1.31,333,3,0,4.3,42.6,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,5,0,0,0,0,34,6,654622,1,2,3,0.0,3,3073,18293,15220,42,False,0
Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0.0,380,0.00,0.00,0.00,0.00,332,0,0,0.0,0.0,2025-04-27T13:00:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,34,0,261541,0,1,1,0.0,0,-1952,26,1978,43,False,0
Richarlison de Andrade,FWD,Spurs,0.0,0,0,2,0,0.3,497,0.02,0.02,0.00,0.39,335,1,0,0.1,0.0,2025-04-27T15:30:00Z,23,0,0,0,0,0,0,0,False,12,0,0,0,0,34,0,43533,0,1,5,2.0,0,1809,2195,386,68,False,1
Iwan Morgan,FWD,Brentford,0.0,0,0,0,0,0.0,780,0.00,0.00,0.00,0.00,338,0,0,0.0,0.0,2025-05-01T18:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,34,0,2749,0,2,0,0.0,0,71,289,218,45,False,0
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.00,0.00,0.00,0.00,337,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,34,0,5423,0,0,3,0.0,0,-72,0,72,40,False,0
Joachim Andersen,DEF,Fulham,0.0,0,0,21,0,8.3,191,0.09,0.53,0.44,0.63,339,1,0,10.3,48.6,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,34,0,401957,1,2,1,46.0,2,1722,4965,3243,42,False,0
Moisés Caicedo Corozo,MID,Chelsea,0.0,0,0,16,1,3.8,157,0.03,0.06,0.03,0.44,334,0,0,1.9,14.4,2025-04-26T11:30:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,112133,1,0,1,1.0,3,-354,1137,1491,49,True,0
Carlos Henrique Casimiro,MID,Man Utd,0.0,0,0,15,0,14.2,368,0.01,0.23,0.22,0.53,332,1,0,3.2,10.8,2025-04-27T13:00:00Z,64,0,0,0,0,0,0,0,False,3,0,0,0,0,34,0,47411,1,1,1,7.0,2,203,675,472,46,False,0
Roman Dixon,DEF,Everton,0.0,0,0,0,0,0.0,627,0.00,0.00,0.00,0.00,334,0,0,0.0,0.0,2025-04-26T11:30:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,34,0,8695,0,0,1,0.0,0,-42,84,126,40,False,0
Jacob Murphy,MID,Newcastle,0.0,1,0,27,1,42.3,402,0.24,0.31,0.07,0.10,337,0,0,7.3,10.6,2025-04-26T14:00:00Z,66,0,0,0,0,0,0,0,False,10,0,0,0,0,34,0,2168429,1,0,3,20.0,6,258935,296798,37863,53,True,0
Sean Longstaff,MID,Newcastle,0.0,0,0,0,0,0.0,410,0.00,0.00,0.00,0.00,337,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,34,0,39671,0,0,3,0.0,0,-412,288,700,44,True,0
Trevoh Chalobah,DEF,Chelsea,0.0,0,3,31,1,1.6,159,0.01,0.01,0.00,0.44,334,0,0,2.8,24.8,2025-04-26T11:30:00Z,90,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,99481,1,0,1,2.0,9,6390,9084,2694,44,True,0
Ryan Manning,DEF,Southampton,0.0,1,0,15,0,36.6,467,0.18,0.18,0.00,2.42,339,2,0,6.4,27.8,2025-04-26T14:00:00Z,90,0,0,0,0,0,0,0,False,9,0,0,0,0,34,0,7347,1,2,1,0.0,4,221,462,241,43,True,0
Vitalii Mykolenko,DEF,Everton,0.0,0,0,12,0,20.2,231,0.13,0.13,0.00,0.88,334,1,0,3.6,12.0,2025-04-26T11:30:00Z,90,0,0,0,0,0,0,0,False,6,0,0,0,0,34,0,571347,1,0,1,4.0,2,6062,25329,19267,43,False,0
Ryan Christie,MID,Bournemouth,0.0,0,0,0,0,0.0,63,0.00,0.00,0.00,0.00,332,0,0,0.0,0.0,2025-04-27T13:00:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,34,0,15404,0,1,1,0.0,0,-767,14,781,49,True,0
Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,0.00,0.00,0.00,0.00,340,0,0,0.0,0.0,2025-04-26T14:00:00Z,0,0,0,0,0,0,0,0,False,11,0,0,0,0,34,0,9697,0,0,3,0.0,0,-13,0,13,50,True,0
Kepa Arrizabalaga,GK,Bournemouth,0.0,0,0,16,0,0.0,152,0.01,0.01,0.00,2.52,332,1,0,4.0,40.0,2025-04-27T13:00:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,34,5,491303,1,1,1,0.0,3,37574,49859,12285,46,True,0
Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,0.00,0.00,0.00,0.00,338,0,0,0.0,0.0,2025-05-01T18:30:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,34,0,1448,0,2,0,0.0,0,-4,0,4,49,False,0
Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,1,0,0.2,237,0.00,0.04,0.04,0.44,334,0,0,0.5,0.0,2025-04-26T11:30:00Z,26,0,0,0,0,0,0,0,False,6,0,0,0,0,34,0,2133,0,0,1,5.0,1,12,87,75,49,False,0
Morgan Gibbs-White,MID,Nott'm Forest,0.0,0,0,7,0,24.3,433,0.03,0.11,0.08,1.57,338,2,0,4.1,7.6,2025-05-01T18:30:00Z,74,0,0,0,0,0,0,0,False,4,0,0,0,0,34,0,692791,1,2,0,9.0,1,38137,64146,26009,64,True,1
Noni Madueke,MID,Chelsea,0.0,0,0,18,1,3.5,177,0.01,0.34,0.33,0.29,334,0,0,9.4,20.0,2025-04-26T11:30:00Z,77,0,0,0,0,0,0,0,False,8,0,0,0,0,34,0,363195,1,0,1,70.0,3,1704,3836,2132,60,True,0
Nélson Cabral Semedo,DEF,Wolves,0.0,0,0,26,1,31.1,559,0.08,0.08,0.00,1.10,340,0,0,4.1,10.0,2025-04-26T14:00:00Z,88,0,0,0,0,0,0,0,False,11,0,0,0,0,34,0,126850,1,0,3,0.0,6,14746,17154,2408,45,True,0
