name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards
Philip Billing,MID,Bournemouth,0.0,0,0,0,0,0.0,76,0.00,0.00,0.00,0.00,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,4031,0,1,0,0.0,0,-9,0,9,48,True,0
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0.8,0,0,-2,0,2.1,548,0.01,0.53,0.52,0.91,360,1,0,1.2,0.0,2025-05-10T14:00:00Z,58,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,10468,1,2,0,13.0,1,-14,152,166,53,True,0
Brajan Gruda,MID,Brighton,3.5,0,0,21,0,3.6,595,0.01,0.61,0.60,0.08,360,0,1,5.4,32.6,2025-05-10T14:00:00Z,31,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,3101,0,2,0,18.0,6,-1,52,53,54,False,0
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,0.00,0.00,0.00,0.00,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,86455,0,0,0,0.0,0,-59,73,132,62,False,0
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,0.00,0.00,0.00,0.00,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,17030,0,0,2,0.0,0,-25,0,25,44,False,0
Justin Devenny,MID,Crystal Palace,0.8,0,0,3,0,0.4,645,0.00,0.00,0.00,0.11,359,0,0,0.1,0.8,2025-05-11T13:15:00Z,3,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,8955,0,2,0,0.0,1,-130,46,176,45,False,0
Craig Dawson,DEF,Wolves,0.0,0,0,0,0,0.0,542,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,5,0,0,0,0,36,0,14580,0,2,0,0.0,0,-64,58,122,42,True,0
Jordan Ayew,MID,Leicester,1.8,0,0,7,0,16.0,192,0.04,0.04,0.00,1.23,357,2,0,2.8,11.6,2025-05-11T13:15:00Z,60,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,17986,1,2,2,0.0,2,-841,224,1065,51,False,0
Marcos Senesi,DEF,Bournemouth,0.5,0,0,2,0,0.4,79,0.00,0.03,0.03,0.00,351,0,0,0.7,2.8,2025-05-10T16:30:00Z,14,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,33716,0,1,0,4.0,1,78,618,540,46,True,0
Genesis Antwi,DEF,Chelsea,-0.5,0,0,0,0,0.0,787,0.00,0.00,0.00,0.00,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,353,0,0,2,0.0,0,12,21,9,40,False,0
Kiernan Dewsbury-Hall,MID,Chelsea,-0.3,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,15,0,0,0,0,36,0,12765,0,0,2,0.0,0,4,61,57,55,False,0
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,0.00,0.00,0.00,0.00,351,0,0,0.0,0.0,2025-05-10T16:30:00Z,0,0,0,0,0,0,0,0,False,3,0,0,0,0,36,0,876,0,1,0,0.0,0,-3,0,3,40,False,0
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,0.00,0.00,0.00,0.00,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,22156,0,0,0,0.0,0,-11,0,11,53,False,0
Maxwel Cornet,MID,Southampton,0.0,0,0,0,0,0.0,515,0.00,0.00,0.00,0.00,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,2165,0,0,0,0.0,0,-6,0,6,47,True,0
Jefferson Lerma Solís,MID,Crystal Palace,1.2,0,0,7,1,14.4,206,0.13,0.20,0.07,0.52,359,0,0,5.2,17.4,2025-05-11T13:15:00Z,60,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,7043,1,2,0,20.0,2,-422,39,461,48,False,1
Jannik Vestergaard,DEF,Leicester,-1.0,0,0,0,0,0.0,307,0.00,0.00,0.00,0.00,357,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,175989,0,2,2,0.0,0,-2599,224,2823,39,False,0
Jacob Wright,MID,Man City,0.0,0,0,0,0,0.0,671,0.00,0.00,0.00,0.00,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,1078,0,0,0,0.0,0,-11,0,11,45,False,0
Luke Thomas,DEF,Leicester,1.2,0,0,-5,0,14.9,305,0.17,0.17,0.00,1.23,357,2,0,2.5,5.6,2025-05-11T13:15:00Z,76,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,163587,1,2,2,4.0,0,-1321,1823,3144,39,False,1
Bruno Borges Fernandes,MID,Man Utd,1.8,0,0,19,0,65.4,366,0.42,0.56,0.14,1.56,355,2,0,9.3,19.6,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,1821140,1,2,0,8.0,2,-80734,74931,155665,85,True,0
Adam Smith,DEF,Bournemouth,2.0,0,0,-4,0,1.8,81,0.01,0.01,0.00,0.98,351,1,0,0.2,0.2,2025-05-10T16:30:00Z,69,0,0,0,0,0,0,0,False,2,0,0,0,0,36,0,14933,1,1,0,0.0,1,-125,156,281,44,True,1
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,0.00,0.00,0.00,0.00,356,0,0,0.0,0.0,2025-05-11T11:00:00Z,0,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,6364,0,0,2,0.0,0,-16,0,16,40,True,0
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,0.00,0.00,0.00,0.00,360,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,20,0,0,0,0,36,0,3769,0,2,0,0.0,0,-2,0,2,50,False,0
Rasmus Højlund,FWD,Man Utd,3.2,0,0,-4,0,3.3,375,0.01,1.32,1.31,1.56,355,2,0,7.2,0.0,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,118940,1,2,0,70.0,2,-520,2635,3155,69,True,0
Callum Wilson,FWD,Newcastle,1.5,0,0,3,0,1.0,421,0.00,0.00,0.00,0.00,356,0,0,0.1,0.0,2025-05-11T11:00:00Z,1,0,0,0,0,0,0,0,False,6,0,0,0,0,36,0,17331,0,0,2,0.0,1,-1060,384,1444,69,True,0
Crysencio Summerville,MID,West Ham,0.0,0,0,0,0,0.0,587,0.00,0.00,0.00,0.00,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,33139,0,2,0,0.0,0,-38,38,76,55,False,0
Claudio Echeverri,MID,Man City,1.0,0,0,0,0,0.0,785,0.00,0.00,0.00,0.00,358,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,442,0,0,0,0.0,0,22,50,28,58,False,0
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,0.00,0.00,0.00,0.00,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,18,0,0,0,0,36,0,2951,0,2,0,0.0,0,-5,0,5,45,False,0
Oliver Skipp,MID,Leicester,0.0,0,0,2,0,1.3,501,0.00,0.00,0.00,1.23,357,2,0,1.4,10.8,2025-05-11T13:15:00Z,59,0,0,0,0,0,0,0,False,16,0,0,0,0,36,0,4222,1,2,2,2.0,1,-4,15,19,47,False,0
Tomáš Souček,MID,West Ham,5.0,0,2,34,1,1.3,530,0.00,0.59,0.59,2.28,355,0,1,10.0,61.8,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,36,0,155300,1,2,0,37.0,10,-2550,1501,4051,48,False,0
Taylor Harwood-Bellis,DEF,Southampton,1.2,0,0,22,1,0.3,461,0.01,0.01,0.00,1.82,358,0,0,2.0,19.6,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,13,0,0,0,0,36,0,497181,1,0,0,0.0,6,-11957,1797,13754,39,True,0
Alphonse Areola,GK,West Ham,4.0,0,1,30,1,0.0,513,0.00,0.00,0.00,2.28,355,0,0,4.4,44.0,2025-05-11T13:15:00Z,90,0,0,0,0,0,0,0,False,14,0,0,0,0,36,5,783944,1,2,0,0.0,8,-1735,12774,14509,42,False,0
Lisandro Martínez,DEF,Man Utd,0.0,0,0,0,0,0.0,380,0.00,0.00,0.00,0.00,355,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,19,0,0,0,0,36,0,259473,0,2,0,0.0,0,-1188,16,1204,43,True,0
Richarlison de Andrade,FWD,Spurs,2.0,0,0,0,0,0.0,497,0.00,0.00,0.00,0.00,359,0,0,0.0,0.0,2025-05-11T13:15:00Z,0,0,0,0,0,0,0,0,False,7,0,0,0,0,36,0,44045,0,2,0,0.0,0,130,1145,1015,68,True,0
Iwan Morgan,FWD,Brentford,0.5,0,0,0,0,0.0,780,0.00,0.00,0.00,0.00,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,10,0,0,0,0,36,0,2903,0,1,0,0.0,0,81,282,201,45,False,0
Joško Gvardiol,DEF,Man City,6.2,0,0,24,1,10.9,350,0.08,0.15,0.07,0.10,358,0,0,4.7,10.2,2025-05-10T14:00:00Z,90,0,0,0,0,0,0,0,False,17,0,0,0,0,36,0,4289282,1,0,0,26.0,6,415427,428211,12784,64,False,0
Harry Clarke,DEF,Ipswich,0.0,0,0,0,0,0.0,266,0.00,0.00,0.00,0.00,353,0,0,0.0,0.0,2025-05-10T14:00:00Z,0,0,0,0,0,0,0,0,False,4,0,0,0,0,36,0,5340,0,1,0,0.0,0,-56,0,56,40,True,0
