first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Angelo,Ogbonna,0,0,1,189,7,14.0,45.8,10.0,0,27,6.8,0,0,1,0.5,42
Sam,Byram,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Pablo,Zabaleta,0,1,21,630,7,48.2,154.0,22.0,4,111,22.4,1,0,3,2.6,43
Declan,Rice,0,0,15,585,7,42.0,115.4,8.0,0,109,16.4,1,0,1,0.3,44
Reece,Oxford,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Ryan,Fredericks,0,0,1,270,8,36.9,43.0,10.0,0,21,9.1,0,0,2,0.2,46
Issa,Diop,0,0,16,720,9,22.4,167.6,29.0,0,116,21.8,1,0,1,0.6,43
Arthur,Masuaku,0,0,16,720,13,55.0,181.6,14.0,0,119,25.1,1,0,1,1.9,44
Mark,Noble,0,2,17,600,11,106.2,95.4,41.0,0,83,24.2,1,1,2,0.3,49
Pedro,Obiang,0,1,13,355,4,39.8,59.8,56.0,1,54,15.5,1,0,0,1.2,44
Manuel,Lanzini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,64
Michail,Antonio,0,0,14,400,6,65.7,51.0,237.0,0,36,35.5,2,0,1,0.9,68
Edimilson,Fernandes,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Marko,Arnautovic,4,1,38,629,11,136.9,193.4,352.0,6,136,67.8,0,0,2,17.2,70
Andy,Carroll,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54
Javier,Hernández Balcázar,0,1,11,233,6,20.7,12.6,50.0,0,31,8.3,1,0,0,1.1,62
Jordan,Hugill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Jack,Wilshere,0,0,7,333,9,33.5,46.2,11.0,0,52,9.0,1,0,2,1.2,48
Andriy,Yarmolenko,2,1,27,456,6,84.6,86.0,122.0,2,88,29.1,1,0,2,0.7,68
Fabián,Balbuena,1,0,28,900,15,34.0,270.6,131.0,3,172,43.7,1,0,1,0.7,44
Felipe Anderson,Pereira Gomes,1,1,30,810,13,335.8,207.6,136.0,3,137,67.9,2,0,2,2.4,68
Robert,Snodgrass,0,0,10,469,8,148.8,69.8,82.0,0,46,29.7,0,0,4,0.1,53
Lucas,Pérez,0,0,4,85,2,31.0,10.4,16.0,0,12,5.7,0,0,0,0.1,62
Carlos,Sánchez,0,0,7,217,4,27.7,20.2,24.0,0,37,7.2,0,0,0,0.2,44
Grady,Diangana,0,0,5,125,1,7.4,13.8,13.0,0,12,3.4,1,0,0,0.0,45
Joe,Powell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Conor,Coventry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
John,Ruddy,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43
Will,Norris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.2,40
Willy,Boly,1,0,42,900,9,23.8,251.8,97.0,3,192,37.2,4,0,0,5.0,46
Barry,Douglas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50
Matt,Doherty,1,2,52,859,9,175.0,206.2,230.0,9,184,61.0,4,0,0,16.4,49
Romain,Saïss,0,0,2,16,0,0.0,13.0,0.0,0,7,1.3,0,0,0,0.1,42
Ryan,Bennett,0,0,32,900,9,54.2,177.2,68.0,1,159,29.9,4,0,2,11.8,42
Danny,Batth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,40
Roderick Jefferson,Gonçalves Miranda,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Conor,Coady,0,0,33,900,9,5.9,165.8,0.0,2,180,17.0,4,0,2,0.6,45
Rúben Gonçalo,Silva Nascimento Vinagre,0,0,4,67,0,31.9,12.8,2.0,0,15,4.6,0,0,0,0.1,43
Diogo,Jota,0,1,22,740,8,141.6,56.0,176.0,0,61,37.5,4,0,3,1.1,59
Rúben Diogo,da Silva Neves,1,1,31,900,9,190.2,222.2,120.0,2,144,53.2,4,0,3,17.8,50
Ivan,Cavaleiro,1,0,8,86,0,81.9,51.8,43.0,0,35,17.3,0,0,1,0.0,53
Hélder,Costa,0,0,21,711,9,107.9,46.8,114.0,0,65,26.9,3,0,0,0.5,49
Bright,Enobakhare,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,43
Raúl,Jiménez,2,3,38,805,9,201.1,179.0,364.0,2,107,74.0,4,0,0,7.4,57
Bonatini Lohner Maia,Bonatini,0,1,9,102,0,28.3,22.0,88.0,0,14,12.9,0,0,0,0.5,48
Morgan,Gibbs-White,0,0,3,31,0,12.5,2.2,2.0,0,6,1.6,0,0,1,0.3,43
Rafa,Mir,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Rui Pedro,dos Santos Patrício,0,0,44,900,9,0.0,203.6,0.0,4,188,20.3,4,0,0,10.3,46
João Filipe Iria,Santos Moutinho,1,1,35,883,9,329.5,229.2,29.0,4,174,58.8,4,0,1,3.7,55
Jonathan,Castro Otto,1,0,40,828,9,153.3,179.4,149.0,4,169,48.3,4,0,2,2.9,45
Adama,Traoré,1,0,16,248,1,115.3,107.6,93.0,2,72,31.6,0,0,1,0.4,54
Leander,Dendoncker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,43
Kortney,Hause,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,40
