code,deadline_time,deadline_time_formatted,event,event_day,finished,finished_provisional,id,kickoff_time,kickoff_time_formatted,minutes,provisional_start_time,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
987711,2018-11-10T11:30:00Z,10 Nov 11:30,12,1,True,True,120,2018-11-10T15:00:00Z,10 Nov 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 378}], 'h': [{'value': 1, 'element': 349}]}}, {'assists': {'a': [{'value': 1, 'element': 394}], 'h': [{'value': 1, 'element': 258}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 387}, {'value': 1, 'element': 394}], 'h': [{'value': 1, 'element': 330}, {'value': 1, 'element': 332}, {'value': 1, 'element': 340}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 3, 'element': 445}], 'h': [{'value': 5, 'element': 328}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 349}, {'value': 2, 'element': 258}, {'value': 2, 'element': 328}]}}, {'bps': {'a': [{'value': 15, 'element': 378}, {'value': 15, 'element': 445}, {'value': 13, 'element': 382}, {'value': 13, 'element': 383}, {'value': 11, 'element': 376}, {'value': 9, 'element': 390}, {'value': 9, 'element': 524}, {'value': 7, 'element': 394}, {'value': 6, 'element': 396}, {'value': 5, 'element': 387}, {'value': 3, 'element': 395}, {'value': 1, 'element': 392}, {'value': -3, 'element': 391}], 'h': [{'value': 31, 'element': 349}, {'value': 18, 'element': 258}, {'value': 18, 'element': 328}, {'value': 16, 'element': 343}, {'value': 13, 'element': 336}, {'value': 12, 'element': 340}, {'value': 11, 'element': 330}, {'value': 11, 'element': 344}, {'value': 9, 'element': 331}, {'value': 8, 'element': 332}, {'value': 6, 'element': 345}, {'value': 4, 'element': 338}, {'value': 3, 'element': 550}, {'value': 1, 'element': 348}]}}]",18,2,1,16,3,1
987705,2018-11-10T11:30:00Z,10 Nov 11:30,12,1,True,True,114,2018-11-10T17:30:00Z,10 Nov 17:30,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 549}], 'h': []}}, {'assists': {'a': [{'value': 1, 'element': 372}], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 368}], 'h': [{'value': 1, 'element': 138}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 4, 'element': 351}], 'h': [{'value': 1, 'element': 135}]}}, {'bonus': {'a': [{'value': 3, 'element': 549}, {'value': 2, 'element': 351}, {'value': 1, 'element': 353}], 'h': []}}, {'bps': {'a': [{'value': 40, 'element': 549}, {'value': 31, 'element': 351}, {'value': 30, 'element': 353}, {'value': 29, 'element': 360}, {'value': 25, 'element': 356}, {'value': 22, 'element': 369}, {'value': 14, 'element': 366}, {'value': 11, 'element': 365}, {'value': 7, 'element': 372}, {'value': 6, 'element': 367}, {'value': 5, 'element': 363}, {'value': 4, 'element': 357}, {'value': 4, 'element': 370}, {'value': -1, 'element': 368}], 'h': [{'value': 19, 'element': 150}, {'value': 16, 'element': 143}, {'value': 12, 'element': 145}, {'value': 12, 'element': 147}, {'value': 11, 'element': 135}, {'value': 9, 'element': 486}, {'value': 5, 'element': 142}, {'value': 3, 'element': 140}, {'value': 3, 'element': 141}, {'value': 3, 'element': 149}, {'value': -2, 'element': 505}, {'value': -3, 'element': 412}]}}]",17,2,1,7,4,0
987708,2018-11-10T11:30:00Z,10 Nov 11:30,12,2,True,True,117,2018-11-11T12:00:00Z,11 Nov 12:00,90,False,True,"[{'goals_scored': {'a': [], 'h': [{'value': 1, 'element': 253}, {'value': 1, 'element': 462}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 245}, {'value': 1, 'element': 247}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 9}], 'h': [{'value': 1, 'element': 242}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 5, 'element': 509}], 'h': [{'value': 3, 'element': 468}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 247}, {'value': 2, 'element': 245}, {'value': 1, 'element': 246}]}}, {'bps': {'a': [{'value': 18, 'element': 509}, {'value': 14, 'element': 181}, {'value': 13, 'element': 460}, {'value': 12, 'element': 455}, {'value': 10, 'element': 487}, {'value': 9, 'element': 478}, {'value': 8, 'element': 512}, {'value': 7, 'element': 182}, {'value': 6, 'element': 9}, {'value': 3, 'element': 185}, {'value': 3, 'element': 456}, {'value': 2, 'element': 513}, {'value': -1, 'element': 480}, {'value': -3, 'element': 184}], 'h': [{'value': 43, 'element': 247}, {'value': 36, 'element': 245}, {'value': 32, 'element': 246}, {'value': 27, 'element': 468}, {'value': 25, 'element': 462}, {'value': 22, 'element': 242}, {'value': 21, 'element': 253}, {'value': 16, 'element': 257}, {'value': 13, 'element': 255}, {'value': 12, 'element': 251}, {'value': 12, 'element': 252}, {'value': 8, 'element': 249}, {'value': 5, 'element': 256}, {'value': 4, 'element': 254}]}}]",9,5,0,12,2,2
987704,2018-11-10T11:30:00Z,10 Nov 11:30,12,2,True,True,113,2018-11-11T14:15:00Z,11 Nov 14:15,90,False,True,"[{'goals_scored': {'a': [], 'h': []}}, {'assists': {'a': [], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 154}, {'value': 1, 'element': 506}, {'value': 1, 'element': 507}], 'h': [{'value': 1, 'element': 118}, {'value': 1, 'element': 126}, {'value': 1, 'element': 134}, {'value': 1, 'element': 459}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 4, 'element': 154}], 'h': [{'value': 1, 'element': 498}]}}, {'bonus': {'a': [{'value': 1, 'element': 154}, {'value': 1, 'element': 162}, {'value': 1, 'element': 484}], 'h': [{'value': 3, 'element': 116}, {'value': 2, 'element': 115}]}}, {'bps': {'a': [{'value': 25, 'element': 154}, {'value': 25, 'element': 162}, {'value': 25, 'element': 484}, {'value': 23, 'element': 157}, {'value': 22, 'element': 506}, {'value': 15, 'element': 168}, {'value': 12, 'element': 172}, {'value': 11, 'element': 508}, {'value': 7, 'element': 164}, {'value': 3, 'element': 158}, {'value': 3, 'element': 170}, {'value': 2, 'element': 175}, {'value': 1, 'element': 507}, {'value': -4, 'element': 393}], 'h': [{'value': 32, 'element': 116}, {'value': 26, 'element': 115}, {'value': 24, 'element': 113}, {'value': 22, 'element': 118}, {'value': 21, 'element': 498}, {'value': 20, 'element': 122}, {'value': 16, 'element': 499}, {'value': 13, 'element': 459}, {'value': 9, 'element': 123}, {'value': 8, 'element': 126}, {'value': 5, 'element': 124}, {'value': 3, 'element': 125}, {'value': 2, 'element': 127}, {'value': -10, 'element': 134}]}}]",8,4,0,6,2,0
987702,2018-11-10T11:30:00Z,10 Nov 11:30,12,2,True,True,111,2018-11-11T16:30:00Z,11 Nov 16:30,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 434}], 'h': [{'value': 1, 'element': 18}]}}, {'assists': {'a': [{'value': 1, 'element': 437}], 'h': [{'value': 1, 'element': 14}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 425}, {'value': 1, 'element': 435}], 'h': [{'value': 1, 'element': 4}, {'value': 1, 'element': 13}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 2, 'element': 454}], 'h': [{'value': 4, 'element': 2}]}}, {'bonus': {'a': [{'value': 3, 'element': 434}, {'value': 1, 'element': 437}], 'h': [{'value': 2, 'element': 18}, {'value': 1, 'element': 2}]}}, {'bps': {'a': [{'value': 23, 'element': 434}, {'value': 18, 'element': 437}, {'value': 16, 'element': 423}, {'value': 15, 'element': 427}, {'value': 14, 'element': 433}, {'value': 13, 'element': 454}, {'value': 12, 'element': 425}, {'value': 11, 'element': 430}, {'value': 11, 'element': 483}, {'value': 10, 'element': 475}, {'value': 2, 'element': 435}, {'value': 2, 'element': 448}, {'value': 2, 'element': 500}, {'value': -4, 'element': 432}], 'h': [{'value': 20, 'element': 18}, {'value': 18, 'element': 2}, {'value': 17, 'element': 450}, {'value': 16, 'element': 7}, {'value': 15, 'element': 6}, {'value': 14, 'element': 13}, {'value': 13, 'element': 14}, {'value': 9, 'element': 8}, {'value': 8, 'element': 17}, {'value': 8, 'element': 22}, {'value': 8, 'element': 451}, {'value': 5, 'element': 4}, {'value': 4, 'element': 15}]}}]",20,4,1,1,3,1
987709,2018-11-10T11:30:00Z,10 Nov 11:30,12,2,True,True,118,2018-11-11T16:30:00Z,11 Nov 16:30,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 301}], 'h': [{'value': 1, 'element': 271}, {'value': 1, 'element': 274}, {'value': 1, 'element': 280}]}}, {'assists': {'a': [{'value': 1, 'element': 306}], 'h': [{'value': 2, 'element': 276}, {'value': 1, 'element': 223}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 286}], 'h': [{'value': 1, 'element': 276}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 2, 'element': 282}], 'h': []}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 276}, {'value': 2, 'element': 271}, {'value': 1, 'element': 280}]}}, {'bps': {'a': [{'value': 30, 'element': 301}, {'value': 16, 'element': 296}, {'value': 16, 'element': 298}, {'value': 13, 'element': 292}, {'value': 13, 'element': 299}, {'value': 11, 'element': 282}, {'value': 10, 'element': 284}, {'value': 10, 'element': 306}, {'value': 9, 'element': 293}, {'value': 7, 'element': 286}, {'value': 5, 'element': 305}, {'value': 4, 'element': 300}, {'value': 3, 'element': 297}, {'value': 1, 'element': 295}], 'h': [{'value': 46, 'element': 276}, {'value': 35, 'element': 271}, {'value': 32, 'element': 280}, {'value': 23, 'element': 265}, {'value': 18, 'element': 272}, {'value': 18, 'element': 274}, {'value': 17, 'element': 223}, {'value': 16, 'element': 262}, {'value': 11, 'element': 268}, {'value': 11, 'element': 270}, {'value': 9, 'element': 267}, {'value': 4, 'element': 260}, {'value': 3, 'element': 277}, {'value': 2, 'element': 275}]}}]",14,5,1,13,4,3
987713,2018-11-24T14:00:00Z,24 Nov 14:00,13,1,True,True,122,2018-11-24T15:00:00Z,24 Nov 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 234}], 'h': [{'value': 1, 'element': 62}]}}, {'assists': {'a': [{'value': 1, 'element': 236}], 'h': [{'value': 1, 'element': 55}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 227}], 'h': [{'value': 1, 'element': 49}, {'value': 1, 'element': 50}, {'value': 1, 'element': 61}]}}, {'red_cards': {'a': [{'value': 1, 'element': 233}], 'h': []}}, {'saves': {'a': [{'value': 2, 'element': 213}], 'h': [{'value': 2, 'element': 47}]}}, {'bonus': {'a': [{'value': 3, 'element': 234}], 'h': [{'value': 2, 'element': 62}, {'value': 1, 'element': 48}]}}, {'bps': {'a': [{'value': 28, 'element': 234}, {'value': 17, 'element': 219}, {'value': 16, 'element': 215}, {'value': 14, 'element': 222}, {'value': 13, 'element': 213}, {'value': 12, 'element': 527}, {'value': 10, 'element': 236}, {'value': 8, 'element': 224}, {'value': 6, 'element': 235}, {'value': 4, 'element': 225}, {'value': 3, 'element': 221}, {'value': 3, 'element': 227}, {'value': 2, 'element': 228}, {'value': -7, 'element': 233}], 'h': [{'value': 24, 'element': 62}, {'value': 19, 'element': 48}, {'value': 18, 'element': 55}, {'value': 13, 'element': 60}, {'value': 13, 'element': 440}, {'value': 12, 'element': 47}, {'value': 11, 'element': 49}, {'value': 11, 'element': 59}, {'value': 7, 'element': 50}, {'value': 7, 'element': 65}, {'value': 6, 'element': 61}, {'value': 5, 'element': 57}, {'value': 3, 'element': 58}, {'value': 3, 'element': 66}]}}]",11,2,1,3,3,1
987715,2018-11-24T14:00:00Z,24 Nov 14:00,13,1,True,True,124,2018-11-24T15:00:00Z,24 Nov 15:00,90,False,True,"[{'goals_scored': {'a': [], 'h': [{'value': 1, 'element': 172}]}}, {'assists': {'a': [], 'h': [{'value': 1, 'element': 164}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 88}, {'value': 1, 'element': 504}, {'value': 1, 'element': 535}], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 6, 'element': 88}], 'h': [{'value': 1, 'element': 154}]}}, {'bonus': {'a': [], 'h': [{'value': 3, 'element': 172}, {'value': 2, 'element': 162}, {'value': 2, 'element': 506}]}}, {'bps': {'a': [{'value': 18, 'element': 88}, {'value': 14, 'element': 91}, {'value': 14, 'element': 467}, {'value': 13, 'element': 98}, {'value': 10, 'element': 92}, {'value': 8, 'element': 90}, {'value': 8, 'element': 102}, {'value': 7, 'element': 33}, {'value': 4, 'element': 504}, {'value': 3, 'element': 99}, {'value': 3, 'element': 101}, {'value': 3, 'element': 105}, {'value': 3, 'element': 535}, {'value': 2, 'element': 106}], 'h': [{'value': 33, 'element': 172}, {'value': 27, 'element': 162}, {'value': 27, 'element': 506}, {'value': 26, 'element': 157}, {'value': 26, 'element': 484}, {'value': 23, 'element': 154}, {'value': 17, 'element': 507}, {'value': 12, 'element': 168}, {'value': 10, 'element': 164}, {'value': 10, 'element': 508}, {'value': 6, 'element': 170}, {'value': 3, 'element': 393}, {'value': 3, 'element': 526}]}}]",5,3,0,8,2,1
987716,2018-11-24T14:00:00Z,24 Nov 14:00,13,1,True,True,125,2018-11-24T15:00:00Z,24 Nov 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 2, 'element': 345}], 'h': [{'value': 2, 'element': 480}, {'value': 1, 'element': 478}]}}, {'assists': {'a': [{'value': 1, 'element': 332}], 'h': [{'value': 2, 'element': 184}, {'value': 1, 'element': 455}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 336}, {'value': 1, 'element': 340}, {'value': 1, 'element': 550}], 'h': [{'value': 1, 'element': 185}, {'value': 1, 'element': 487}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 2, 'element': 328}], 'h': [{'value': 6, 'element': 509}]}}, {'bonus': {'a': [{'value': 2, 'element': 345}], 'h': [{'value': 3, 'element': 480}, {'value': 1, 'element': 184}]}}, {'bps': {'a': [{'value': 44, 'element': 345}, {'value': 25, 'element': 332}, {'value': 20, 'element': 344}, {'value': 18, 'element': 479}, {'value': 15, 'element': 331}, {'value': 15, 'element': 343}, {'value': 14, 'element': 328}, {'value': 9, 'element': 336}, {'value': 7, 'element': 340}, {'value': 5, 'element': 346}, {'value': 4, 'element': 348}, {'value': 2, 'element': 349}, {'value': -2, 'element': 550}], 'h': [{'value': 53, 'element': 480}, {'value': 29, 'element': 184}, {'value': 28, 'element': 455}, {'value': 23, 'element': 478}, {'value': 21, 'element': 509}, {'value': 15, 'element': 460}, {'value': 14, 'element': 181}, {'value': 12, 'element': 487}, {'value': 11, 'element': 456}, {'value': 10, 'element': 182}, {'value': 9, 'element': 9}, {'value': 2, 'element': 185}, {'value': 2, 'element': 186}, {'value': 2, 'element': 189}]}}]",16,2,2,9,2,3
987717,2018-11-24T14:00:00Z,24 Nov 14:00,13,1,True,True,126,2018-11-24T15:00:00Z,24 Nov 15:00,90,False,True,"[{'goals_scored': {'a': [], 'h': []}}, {'assists': {'a': [], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 143}, {'value': 1, 'element': 150}], 'h': [{'value': 1, 'element': 293}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 5, 'element': 135}], 'h': [{'value': 2, 'element': 282}]}}, {'bonus': {'a': [{'value': 3, 'element': 135}], 'h': [{'value': 2, 'element': 289}, {'value': 1, 'element': 292}]}}, {'bps': {'a': [{'value': 34, 'element': 135}, {'value': 29, 'element': 145}, {'value': 26, 'element': 138}, {'value': 22, 'element': 143}, {'value': 19, 'element': 147}, {'value': 10, 'element': 142}, {'value': 10, 'element': 150}, {'value': 9, 'element': 149}, {'value': 8, 'element': 412}, {'value': 8, 'element': 486}, {'value': 5, 'element': 505}, {'value': 3, 'element': 151}, {'value': 2, 'element': 141}], 'h': [{'value': 32, 'element': 289}, {'value': 30, 'element': 292}, {'value': 25, 'element': 293}, {'value': 24, 'element': 282}, {'value': 21, 'element': 284}, {'value': 11, 'element': 297}, {'value': 10, 'element': 296}, {'value': 9, 'element': 300}, {'value': 7, 'element': 302}, {'value': 5, 'element': 306}, {'value': 3, 'element': 295}, {'value': 3, 'element': 301}, {'value': 3, 'element': 305}, {'value': 2, 'element': 298}]}}]",7,4,0,14,2,0
987719,2018-11-24T14:00:00Z,24 Nov 14:00,13,1,True,True,128,2018-11-24T15:00:00Z,24 Nov 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 245}, {'value': 1, 'element': 253}, {'value': 1, 'element': 257}], 'h': []}}, {'assists': {'a': [{'value': 2, 'element': 251}, {'value': 1, 'element': 257}], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [], 'h': []}}, {'red_cards': {'a': [{'value': 1, 'element': 249}], 'h': []}}, {'saves': {'a': [{'value': 1, 'element': 468}], 'h': [{'value': 4, 'element': 445}]}}, {'bonus': {'a': [{'value': 3, 'element': 257}, {'value': 2, 'element': 245}, {'value': 1, 'element': 247}], 'h': []}}, {'bps': {'a': [{'value': 46, 'element': 257}, {'value': 35, 'element': 245}, {'value': 32, 'element': 247}, {'value': 30, 'element': 246}, {'value': 28, 'element': 239}, {'value': 22, 'element': 253}, {'value': 22, 'element': 468}, {'value': 20, 'element': 251}, {'value': 13, 'element': 252}, {'value': 11, 'element': 462}, {'value': 5, 'element': 255}, {'value': 4, 'element': 249}, {'value': 3, 'element': 243}, {'value': 3, 'element': 254}], 'h': [{'value': 19, 'element': 445}, {'value': 14, 'element': 389}, {'value': 13, 'element': 391}, {'value': 12, 'element': 386}, {'value': 11, 'element': 392}, {'value': 10, 'element': 390}, {'value': 9, 'element': 376}, {'value': 8, 'element': 383}, {'value': 7, 'element': 382}, {'value': 6, 'element': 396}, {'value': 3, 'element': 395}, {'value': 3, 'element': 524}, {'value': 1, 'element': 394}]}}]",12,3,3,18,4,0
987720,2018-11-24T14:00:00Z,24 Nov 14:00,13,1,True,True,129,2018-11-24T15:00:00Z,24 Nov 15:00,90,False,True,"[{'goals_scored': {'a': [{'value': 2, 'element': 275}, {'value': 1, 'element': 270}, {'value': 1, 'element': 271}], 'h': []}}, {'assists': {'a': [{'value': 2, 'element': 270}, {'value': 1, 'element': 275}, {'value': 1, 'element': 281}], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 1, 'element': 260}], 'h': [{'value': 2, 'element': 400}]}}, {'bonus': {'a': [{'value': 3, 'element': 275}, {'value': 2, 'element': 270}, {'value': 1, 'element': 271}], 'h': []}}, {'bps': {'a': [{'value': 62, 'element': 275}, {'value': 49, 'element': 270}, {'value': 34, 'element': 271}, {'value': 32, 'element': 264}, {'value': 31, 'element': 268}, {'value': 27, 'element': 265}, {'value': 26, 'element': 269}, {'value': 23, 'element': 260}, {'value': 19, 'element': 272}, {'value': 13, 'element': 281}, {'value': 12, 'element': 274}, {'value': 8, 'element': 280}, {'value': 7, 'element': 277}, {'value': 2, 'element': 223}], 'h': [{'value': 20, 'element': 406}, {'value': 16, 'element': 405}, {'value': 13, 'element': 400}, {'value': 11, 'element': 409}, {'value': 10, 'element': 419}, {'value': 10, 'element': 464}, {'value': 9, 'element': 413}, {'value': 5, 'element': 410}, {'value': 5, 'element': 415}, {'value': 5, 'element': 417}, {'value': 4, 'element': 402}, {'value': 4, 'element': 465}, {'value': 4, 'element': 502}, {'value': -1, 'element': 539}]}}]",13,3,4,19,4,0
987718,2018-11-24T14:00:00Z,24 Nov 14:00,13,1,True,True,127,2018-11-24T17:30:00Z,24 Nov 17:30,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 133}], 'h': [{'value': 1, 'element': 365}, {'value': 1, 'element': 367}, {'value': 1, 'element': 372}]}}, {'assists': {'a': [{'value': 1, 'element': 113}], 'h': [{'value': 2, 'element': 364}, {'value': 1, 'element': 365}]}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 118}, {'value': 1, 'element': 122}, {'value': 1, 'element': 459}], 'h': []}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 6, 'element': 498}], 'h': [{'value': 1, 'element': 351}]}}, {'bonus': {'a': [{'value': 1, 'element': 113}], 'h': [{'value': 3, 'element': 364}, {'value': 3, 'element': 365}]}}, {'bps': {'a': [{'value': 33, 'element': 113}, {'value': 27, 'element': 133}, {'value': 20, 'element': 498}, {'value': 15, 'element': 115}, {'value': 15, 'element': 116}, {'value': 14, 'element': 124}, {'value': 12, 'element': 126}, {'value': 11, 'element': 122}, {'value': 10, 'element': 499}, {'value': 9, 'element': 459}, {'value': 7, 'element': 118}, {'value': 7, 'element': 127}, {'value': 2, 'element': 125}, {'value': -1, 'element': 134}], 'h': [{'value': 45, 'element': 364}, {'value': 45, 'element': 365}, {'value': 30, 'element': 372}, {'value': 20, 'element': 369}, {'value': 15, 'element': 367}, {'value': 11, 'element': 361}, {'value': 10, 'element': 351}, {'value': 10, 'element': 353}, {'value': 10, 'element': 360}, {'value': 9, 'element': 549}, {'value': 3, 'element': 363}, {'value': 3, 'element': 368}, {'value': 2, 'element': 356}]}}]",6,4,1,17,4,3
987712,2018-11-24T14:00:00Z,24 Nov 14:00,13,2,True,True,121,2018-11-25T13:30:00Z,25 Nov 13:30,90,False,True,"[{'goals_scored': {'a': [{'value': 1, 'element': 23}], 'h': [{'value': 1, 'element': 45}]}}, {'assists': {'a': [{'value': 2, 'element': 8}], 'h': [{'value': 1, 'element': 42}]}}, {'own_goals': {'a': [], 'h': [{'value': 1, 'element': 494}]}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 12}], 'h': [{'value': 1, 'element': 31}, {'value': 1, 'element': 494}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 5, 'element': 2}], 'h': [{'value': 3, 'element': 24}]}}, {'bonus': {'a': [{'value': 3, 'element': 8}, {'value': 2, 'element': 23}], 'h': [{'value': 1, 'element': 45}]}}, {'bps': {'a': [{'value': 32, 'element': 8}, {'value': 31, 'element': 23}, {'value': 20, 'element': 2}, {'value': 18, 'element': 12}, {'value': 15, 'element': 7}, {'value': 15, 'element': 450}, {'value': 14, 'element': 17}, {'value': 13, 'element': 6}, {'value': 12, 'element': 4}, {'value': 10, 'element': 18}, {'value': 6, 'element': 15}, {'value': 5, 'element': 14}, {'value': 4, 'element': 451}, {'value': 3, 'element': 552}], 'h': [{'value': 27, 'element': 45}, {'value': 17, 'element': 26}, {'value': 17, 'element': 28}, {'value': 14, 'element': 24}, {'value': 13, 'element': 42}, {'value': 12, 'element': 27}, {'value': 10, 'element': 31}, {'value': 10, 'element': 37}, {'value': 10, 'element': 40}, {'value': 7, 'element': 494}, {'value': 5, 'element': 36}, {'value': 4, 'element': 43}, {'value': 2, 'element': 39}, {'value': 2, 'element': 44}]}}]",1,3,2,2,4,1
987721,2018-11-24T14:00:00Z,24 Nov 14:00,13,2,True,True,130,2018-11-25T16:00:00Z,25 Nov 16:00,90,False,True,"[{'goals_scored': {'a': [{'value': 2, 'element': 199}], 'h': []}}, {'assists': {'a': [{'value': 1, 'element': 211}, {'value': 1, 'element': 461}], 'h': []}}, {'own_goals': {'a': [], 'h': []}}, {'penalties_saved': {'a': [], 'h': []}}, {'penalties_missed': {'a': [], 'h': []}}, {'yellow_cards': {'a': [{'value': 1, 'element': 194}, {'value': 1, 'element': 201}], 'h': [{'value': 1, 'element': 433}]}}, {'red_cards': {'a': [], 'h': []}}, {'saves': {'a': [{'value': 2, 'element': 191}], 'h': [{'value': 4, 'element': 454}]}}, {'bonus': {'a': [{'value': 3, 'element': 199}, {'value': 2, 'element': 192}, {'value': 2, 'element': 461}], 'h': []}}, {'bps': {'a': [{'value': 51, 'element': 199}, {'value': 32, 'element': 192}, {'value': 32, 'element': 461}, {'value': 31, 'element': 197}, {'value': 28, 'element': 198}, {'value': 24, 'element': 191}, {'value': 21, 'element': 201}, {'value': 20, 'element': 194}, {'value': 16, 'element': 202}, {'value': 14, 'element': 211}, {'value': 4, 'element': 206}, {'value': 3, 'element': 514}, {'value': 3, 'element': 522}, {'value': 2, 'element': 204}], 'h': [{'value': 20, 'element': 423}, {'value': 17, 'element': 430}, {'value': 17, 'element': 454}, {'value': 12, 'element': 425}, {'value': 12, 'element': 431}, {'value': 10, 'element': 427}, {'value': 10, 'element': 433}, {'value': 9, 'element': 448}, {'value': 4, 'element': 435}, {'value': 4, 'element': 500}, {'value': 2, 'element': 432}, {'value': 1, 'element': 437}, {'value': 1, 'element': 475}, {'value': -1, 'element': 434}]}}]",10,3,2,20,2,0
