first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Norberto,Murara Neto,0,0,110,2880,55,0.0,875.2,0.0,14,592,87.5,7,0,5,4.2,46,GK
Dango,Ouattara,1,2,56,1214,24,245.4,298.4,332.0,3,207,87.8,5,0,3,0.0,47,MID
Ben,Pearson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Darren,Randolph,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GK
Joe,Rothwell,0,0,13,380,12,63.9,45.8,5.0,0,54,11.6,0,0,0,0.0,48,MID
Antoine,Semenyo,8,4,107,2099,33,411.2,506.8,748.0,14,363,166.8,8,0,6,2.0,45,FWD
Marcos,Senesi,4,5,102,2239,44,311.2,735.0,147.0,13,486,119.7,6,0,13,2.4,44,DEF
Adam,Smith,0,3,80,2148,33,296.5,336.4,27.0,4,378,66.1,8,0,6,0.5,44,DEF
Dominic,Solanke,19,3,175,3325,61,479.6,902.0,1348.0,20,560,272.7,10,0,3,17.8,69,FWD
Marcus,Tavernier,3,4,89,2118,38,649.4,468.4,460.0,5,324,157.8,8,0,3,0.3,50,MID
Hamed,Traorè,0,0,3,44,1,14.8,12.8,30.0,0,10,5.7,0,0,0,0.0,47,MID
Mark,Travers,0,0,19,360,5,0.0,92.6,0.0,2,79,9.3,2,0,0,0.3,40,GK
Illia,Zabarnyi,1,0,84,3330,67,111.1,686.0,117.0,3,583,91.5,8,0,5,1.9,44,DEF
Milos,Kerkez,0,2,59,1966,37,216.5,310.0,150.0,1,290,67.7,6,1,4,0.3,44,DEF
Ionuț,Radu,0,0,2,180,7,0.0,33.0,0.0,0,31,3.3,0,0,0,0.1,43,GK
Ben,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Max,Aarons,0,1,28,1233,35,114.0,179.6,27.0,0,199,31.8,2,0,1,0.1,44,DEF
Alex,Scott,1,1,41,1003,25,294.7,197.0,116.0,3,163,60.7,3,0,3,0.0,49,MID
Tyler,Adams,0,0,5,118,3,14.1,24.6,10.0,1,28,4.9,0,0,0,0.0,49,MID
Luis,Sinisterra,2,2,43,685,18,251.4,221.4,343.0,2,149,81.7,1,0,0,0.0,55,MID
Romain,Faivre,0,0,4,37,1,2.5,5.0,13.0,0,9,1.8,0,0,1,0.0,50,MID
Max,Kinsey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Enes,Ünal,2,4,40,317,9,58.6,142.4,242.0,3,99,43.7,1,0,1,0.0,50,FWD
Dominic,Sadi,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID
Michael,Dacosta Gonzalez,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Callan,McKenna,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Kristoffer,Ajer,2,1,68,1826,33,166.6,406.8,223.0,3,323,79.7,5,0,5,0.7,44,DEF
Ellery,Balcombe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
Shandon,Baptiste,1,1,19,222,5,54.8,92.4,60.0,0,83,20.6,0,0,1,0.7,43,MID
Mads,Bech Sørensen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Mads,Bidstrup,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Sergi,Canós Tenés,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Nathan,Collins,1,1,84,2649,51,151.5,653.8,180.0,8,489,98.7,7,0,3,0.8,45,DEF
Matthew,Cox,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Mikkel,Damsgaard,0,4,45,829,9,179.1,162.6,103.0,0,155,44.7,5,0,2,0.0,48,MID
Josh,Dasilva,0,0,3,22,0,15.4,6.8,14.0,0,6,3.6,0,0,0,0.0,47,MID
Halil,Dervişoğlu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Mark,Flekken,0,1,119,3285,63,40.3,921.2,0.0,12,685,96.2,7,0,3,4.5,47,GK
Charlie,Goode,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Rico,Henry,0,1,13,401,5,67.9,72.8,17.0,0,74,15.7,1,0,1,0.8,42,DEF
Aaron,Hickey,0,0,17,713,12,28.4,66.6,37.0,0,87,12.9,2,0,5,0.1,43,DEF
Vitaly,Janelt,1,4,93,3054,52,562.5,503.4,285.0,1,466,135.3,9,0,8,0.1,52,MID
Mathias,Jensen,3,4,98,2201,45,689.3,481.2,135.0,10,422,130.4,9,0,5,0.7,52,MID
Keane,Lewis-Potter,3,2,73,1428,29,203.8,280.0,573.0,1,186,105.6,6,0,0,0.1,47,MID
Bryan,Mbeumo,9,7,127,1957,31,572.1,554.2,576.0,12,364,170.1,5,0,2,6.7,68,MID
Ben,Mee,2,1,39,1272,28,88.2,334.8,118.0,3,210,54.2,1,1,1,1.1,47,DEF
Christian,Nørgaard,2,1,74,2504,51,396.2,501.8,316.0,3,414,121.8,6,0,8,0.1,52,MID
Frank,Onyeka,1,2,39,1147,27,178.3,259.0,189.0,0,150,62.6,1,0,8,0.0,49,MID
Ethan,Pinnock,2,0,77,2521,46,63.4,653.2,221.0,5,479,94.2,5,0,1,1.4,45,DEF
Mads,Roerslev Rasmussen,1,2,75,1975,40,281.3,382.0,94.0,3,354,76.3,5,0,1,0.4,44,DEF
Kevin,Schade,2,2,33,327,5,58.3,105.8,100.0,2,81,26.2,1,0,0,0.1,52,MID
Thomas,Strakosha,0,0,4,135,2,0.0,42.8,0.0,0,24,4.3,0,0,0,1.2,39,GK
Ivan,Toney,4,3,57,1449,30,206.5,289.6,524.0,4,159,101.7,3,0,5,3.7,77,FWD
Ryan,Trevitt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Yoane,Wissa,12,4,131,2488,40,384.0,592.8,769.0,15,457,173.2,11,0,7,5.1,57,FWD
Yegor,Yarmoliuk,0,0,33,670,9,66.9,98.4,127.0,0,95,29.0,4,0,2,0.7,42,MID
Mathias,Jorgensen,1,0,29,1086,24,94.0,216.0,90.0,3,179,40.0,2,0,4,0.3,43,DEF
Neal,Maupay,6,3,76,1417,37,242.5,325.8,568.0,6,248,112.6,4,0,8,0.9,49,FWD
Sergio,Reguilón,0,6,74,1524,30,436.3,390.2,111.0,14,350,93.8,5,1,7,3.0,45,DEF
Michael,Olakigbe,0,0,8,51,0,4.1,4.8,27.0,0,14,3.5,0,0,0,0.0,45,MID
Ethan,Brierley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Saman,Ghoddos,1,0,26,728,20,163.8,139.8,45.0,0,127,35.1,0,0,5,0.0,45,MID
Ji-Soo,Kim,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Valintino,Adedokun,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Myles,Peart-Harris,0,0,3,11,0,10.9,2.2,2.0,0,6,1.5,0,0,0,0.0,45,MID
Vincent,Angelini,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Hákon,Valdimarsson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Benjamin,Fredrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Benjamin,Arthur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Yunus,Konak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Simon,Adingra,6,1,97,2220,38,507.8,477.6,751.0,8,330,173.4,4,0,3,0.6,50,MID
Steven,Alzate,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Yasin,Ayari,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Facundo,Buonanotte,3,1,57,1356,19,291.3,254.8,238.0,1,160,78.4,6,0,7,0.1,47,MID
Aaron,Connolly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Mahmoud,Dahoud,0,1,14,449,6,127.2,70.4,24.0,0,68,21.7,1,1,1,0.1,48,MID
Lewis,Dunk,3,1,89,2869,53,205.4,823.0,389.0,11,567,141.7,5,1,6,5.3,52,DEF
Julio,Enciso,0,2,20,468,12,131.7,81.0,157.0,0,62,36.9,0,0,2,0.4,50,MID
Pervis,Estupiñán,2,3,57,1242,26,382.6,350.8,156.0,7,291,89.0,3,0,4,14.5,47,DEF
Evan,Ferguson,6,1,69,1356,28,106.7,275.0,393.0,5,218,77.3,2,0,1,3.5,57,FWD
Billy,Gilmour,0,3,61,2116,37,481.5,291.4,104.0,4,354,87.7,6,1,8,0.2,48,MID
Pascal,Groß,4,11,153,3112,50,1674.9,988.6,434.0,29,724,309.9,7,0,6,4.1,61,MID
João Pedro,Junqueira de Jesus,9,3,104,2037,38,578.8,622.4,932.0,12,406,213.4,5,0,2,6.1,52,FWD
Michał,Karbownik,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Kacper,Kozłowski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Adam,Lallana,0,1,30,839,13,248.7,83.0,130.0,0,95,45.8,2,0,2,0.0,49,MID
Tariq,Lamptey,0,3,31,908,20,173.7,144.6,60.0,0,155,37.6,1,0,3,3.6,39,DEF
Solly,March,3,1,39,555,11,126.5,197.4,139.0,6,134,46.4,2,0,1,2.0,61,MID
Tom,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
James,Milner,0,2,28,770,12,253.5,152.8,61.0,0,146,46.8,4,0,3,0.1,48,MID
Kaoru,Mitoma,3,7,74,1485,27,375.1,327.6,636.0,7,252,134.0,1,0,4,11.8,64,MID
Jakub,Moder,0,0,21,608,13,82.3,87.2,84.0,0,89,25.4,1,0,2,0.1,44,MID
Jeremy,Sarmiento Morante,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Jason,Steele,0,0,42,1530,34,0.1,382.2,0.0,5,300,38.2,2,0,0,1.7,40,GK
Deniz,Undav,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Jan Paul,van Hecke,0,0,61,2368,38,176.4,631.8,175.0,3,454,98.5,5,0,4,2.1,40,DEF
Joël,Veltman,1,1,49,1579,32,97.8,320.8,98.0,0,294,51.8,3,0,4,0.6,43,DEF
Bart,Verbruggen,0,0,68,1890,28,1.0,541.4,0.0,7,417,54.3,4,0,3,1.2,44,GK
Adam,Webster,0,0,26,1142,22,89.3,252.2,54.0,2,212,39.7,2,0,2,0.3,42,DEF
Danny,Welbeck,5,4,79,1687,28,320.9,326.2,492.0,5,261,114.0,8,0,4,1.0,57,FWD
Andi,Zeqiri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,44,FWD
Igor Julio,dos Santos de Paulo,0,0,37,1631,26,135.5,297.8,23.0,1,311,45.8,2,0,4,0.2,43,DEF
Jack,Hinshelwood,3,0,42,866,17,118.9,200.2,230.0,5,155,55.0,2,0,1,0.0,45,MID
Carlos,Baleba,0,0,34,1314,28,134.7,179.8,72.0,0,174,38.8,2,0,7,0.0,45,MID
Anssumane,Fati Vieira,2,1,33,509,12,92.1,121.4,292.0,1,84,50.5,1,0,2,0.4,64,MID
Mark,O’Mahony,0,0,2,61,1,1.6,6.0,6.0,0,5,1.3,0,0,1,0.0,45,FWD
Benicio,Baker-Boaitey,0,0,4,37,1,12.6,4.6,4.0,0,10,1.9,0,0,1,0.0,45,MID
Ben,Jackson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Joshua,Duffus,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Leigh,Kavanagh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Luca,Barrington,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Cameron,Peupion,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Valentín,Barco,0,0,5,307,9,69.6,44.8,39.0,0,33,15.5,0,0,1,0.0,40,DEF
Samy,Chouchane,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Odeluga,Offiah,0,0,4,126,3,5.5,6.4,4.0,0,21,1.6,0,0,0,0.0,40,DEF
Noël,Atom,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Enock,Agyei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,42,MID
Ameen,Al-Dakhil,1,0,19,1055,26,42.8,193.0,84.0,0,127,32.0,0,0,1,1.2,38,DEF
Samuel,Bastien,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Manuel Benson,Hedilazio,0,0,8,110,5,26.4,17.6,30.0,0,22,7.5,0,0,0,0.1,52,MID
Jordan,Beyer,0,1,30,1234,23,46.1,330.8,35.0,4,236,41.3,2,0,6,0.8,39,DEF
Josh,Brownhill,4,2,78,2248,56,501.5,499.0,234.0,2,365,123.5,2,1,4,0.2,47,MID
Darko,Churlinov,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Jack,Cork,0,0,4,25,0,5.2,4.2,2.0,0,8,1.1,0,0,0,0.0,48,MID
Dara,Costelloe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Josh,Cullen,2,4,65,2055,48,426.7,458.0,106.0,5,375,98.9,0,0,9,0.1,50,MID
CJ,Egan-Riley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,DEF
Hjalmar,Ekdal,0,0,15,436,8,15.9,76.6,15.0,3,77,10.7,1,0,2,0.2,39,DEF
Lyle,Foster,5,3,75,1898,43,263.4,364.2,467.0,4,229,109.6,2,1,0,0.4,47,FWD
Denis,Franchi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Jóhann Berg,Gudmundsson,1,3,48,1185,25,515.6,234.6,158.0,0,193,91.0,2,0,2,0.0,48,MID
Luke,McNally,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Arijanet,Muric,0,0,47,900,16,40.3,513.0,0.0,12,241,55.3,0,0,0,0.6,43,GK
Dara,O'Shea,3,4,69,2892,71,189.7,772.0,213.0,2,478,117.7,2,1,5,0.3,44,DEF
Michael,Obafemi,0,0,2,19,0,0.6,0.0,17.0,0,4,1.7,0,0,0,0.0,49,FWD
Bailey,Peacock-Farrell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Connor,Roberts,0,1,12,817,23,104.1,142.8,12.0,0,111,25.7,0,1,3,0.1,43,DEF
Jay,Rodriguez,2,1,41,811,18,66.2,138.8,232.0,3,108,42.6,1,0,0,0.2,53,FWD
Charlie,Taylor,1,1,47,2329,46,275.7,395.6,59.0,1,347,73.3,2,0,8,2.7,39,DEF
Bobby,Thomas,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Scott,Twine,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Lawrence,Vigouroux,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
Victor,da Silva,0,3,60,2311,44,200.8,305.4,228.0,2,259,73.0,2,0,1,0.2,44,DEF
Wout,Weghorst,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Anass,Zaroury,0,0,4,149,4,36.3,6.8,19.0,0,10,5.6,0,1,0,0.0,46,MID
David Datro,Fofana,4,1,50,876,18,111.7,212.0,273.0,8,133,59.2,1,0,1,0.2,50,FWD
