code,season,season_element_id,web_name,first_name,second_name,position,element_type,team_id,team_name,team_code,minutes,starts,total_points,bonus,bps,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,penalties_saved,penalties_missed,own_goals,yellow_cards,red_cards,influence,creativity,threat,ict_index,now_cost_m,selected_by_percent,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90,points_per_million
18892,2024-25,238,Young,Ashley,Young,DEF,2,8,Everton,11,1864,19,98,9,354,1,4,0.27,2.87,3.14,9,23,26.17,0,0,0,0,7,1,431.2,388.2,46.0,86.8,4.2,1.4,4.73175965665236,0.048283261802575105,0.19313304721030042,0.01303648068669528,0.13857296137339056,0.15160944206008584,23.333333333333332
19236,2024-25,414,Ruddy,John,Ruddy,GK,1,15,Newcastle,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.3,,,,,,,0.0
19236,2025-26,753,Ruddy,John,Ruddy,GK,1,15,Newcastle,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,0.0
20066,2023-24,448,Hennessey,Wayne,Hennessey,GK,1,16,Nott'm Forest,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.2,,,,,,,0.0
20066,2024-25,721,Hennessey,Wayne,Hennessey,GK,1,16,Nott'm Forest,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,0.0
20480,2023-24,665,Krul,Tim,Krul,GK,1,12,Luton,102,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.1,,,,,,,0.0
21205,2023-24,384,Heaton,Tom,Heaton,GK,1,14,Man Utd,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.1,,,,,,,0.0
21205,2024-25,374,Heaton,Tom,Heaton,GK,1,14,Man Utd,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.2,,,,,,,0.0
21205,2025-26,434,Heaton,Tom,Heaton,GK,1,14,Man Utd,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,0.6,,,,,,,0.0
32259,2023-24,80,Randolph,Darren,Randolph,GK,1,3,Bournemouth,91,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.4,,,,,,,0.0
37096,2023-24,533,Fabianski,Lukasz,Fabianski,GK,1,19,West Ham,21,721,7,24,1,152,0,0,0.0,0.0,0.0,1,21,17.0,33,0,0,0,0,0,245.6,0.0,0.0,24.6,4.2,1.3,2.9958391123439667,0.0,0.0,0.0,0.0,0.0,5.714285714285714
37096,2024-25,521,Fabianski,Łukasz,Fabiański,GK,1,19,West Ham,21,1160,13,39,2,143,0,0,0.0,0.0,0.0,2,21,22.78,50,0,0,0,2,0,387.8,0.3,0.0,38.7,3.9,10.0,3.025862068965517,0.0,0.0,0.0,0.0,0.0,10.0
37096,2025-26,738,Fabianski,Lukasz,Fabianski,GK,1,19,West Ham,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,,,,,,,0.0
37642,2023-24,703,Evans,Jonny,Evans,DEF,2,14,Man Utd,1,1389,15,49,3,293,0,1,0.06,0.27,0.33,4,24,27.68,0,0,0,0,2,0,330.8,81.2,21.0,43.6,4.0,0.6,3.1749460043196542,0.0,0.06479481641468682,0.003887688984881209,0.017494600431965445,0.021382289416846653,12.25
37642,2024-25,371,Evans,Jonny,Evans,DEF,2,14,Man Utd,1,312,3,15,3,71,0,0,0.11,0.02,0.13,1,2,2.96,0,0,0,0,1,0,66.6,5.3,23.0,9.5,4.4,0.1,4.3269230769230775,0.0,0.0,0.031730769230769236,0.0057692307692307696,0.037500000000000006,3.4090909090909087
37915,2023-24,502,Lloris,Hugo,Lloris,GK,1,18,Spurs,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.7,0.5,,,,,,,0.0
39155,2023-24,138,Lallana,Adam,Lallana,MID,3,5,Brighton,36,839,13,30,0,95,0,1,0.83,1.6,2.43,2,13,12.13,0,0,0,0,2,0,83.0,248.7,130.0,45.8,4.9,0.0,3.2181168057210967,0.0,0.10727056019070322,0.08903456495828367,0.17163289630512515,0.26066746126340884,6.122448979591836
39155,2024-25,463,Lallana,Adam,Lallana,MID,3,17,Southampton,20,352,5,17,1,74,0,2,0.15,0.48,0.63,0,8,7.96,0,0,0,0,4,0,81.2,82.4,21.0,18.4,5.0,0.0,4.346590909090909,0.0,0.5113636363636364,0.03835227272727273,0.12272727272727271,0.16107954545454545,3.4
40145,2023-24,163,Cork,Jack,Cork,MID,3,6,Burnley,90,25,0,4,0,8,0,0,0.0,0.02,0.02,0,0,0.13,0,0,0,0,0,0,4.2,5.2,2.0,1.1,4.8,0.0,14.4,0.0,0.0,0.0,0.07200000000000001,0.07200000000000001,0.8333333333333334
40349,2024-25,624,Begovic,Asmir,Begovic,GK,1,8,Everton,11,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.2,,,,,,,0.0
40383,2023-24,498,Forster,Fraser,Forster,GK,1,18,Spurs,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,1.6,,,,,,,0.0
40383,2024-25,488,Forster,Fraser,Forster,GK,1,18,Spurs,6,630,7,19,0,64,0,0,0.0,0.0,0.0,1,15,14.8,29,0,0,0,0,0,221.0,0.0,0.0,22.2,4.3,0.3,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,4.4186046511627906
40383,2025-26,782,Forster,Fraser,Forster,GK,1,4,Bournemouth,91,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,0.0
40386,2023-24,474,Basham,Chris,Basham,DEF,2,17,Sheffield Utd,49,316,3,8,0,35,0,0,0.12,0.07,0.19,0,6,7.12,0,0,0,0,1,0,69.2,27.4,14.0,11.1,3.9,0.3,2.278481012658228,0.0,0.0,0.03417721518987342,0.019936708860759496,0.054113924050632915,2.0512820512820515
40669,2023-24,577,Ogbonna,Angelo,Ogbonna,DEF,2,19,West Ham,21,634,7,19,0,103,0,0,0.04,0.06,0.1,2,14,15.9,0,0,0,0,1,0,131.0,2.2,10.0,14.4,4.2,0.1,2.697160883280757,0.0,0.0,0.0056782334384858045,0.008517350157728707,0.014195583596214511,4.523809523809524
40836,2023-24,227,Guaita,Vicente,Guaita,GK,1,8,Crystal Palace,31,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.4,0.2,,,,,,,0.0
41328,2023-24,189,Azpilicueta,César,Azpilicueta,DEF,2,7,Chelsea,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,,,,,,,0.0
44683,2023-24,177,Rodriguez,Jay,Rodriguez,FWD,4,6,Burnley,90,811,7,41,3,108,2,1,3.82,0.08,3.9,1,18,13.58,0,0,0,0,0,0,138.8,66.2,232.0,42.6,5.3,0.2,4.549938347718866,0.2219482120838471,0.11097410604192355,0.4239210850801479,0.008877928483353885,0.43279901356350187,7.735849056603774
44699,2025-26,218,Barnes,Ashley,Barnes,FWD,4,3,Burnley,90,40,0,5,0,11,0,0,0.25,0.04,0.29,0,3,2.37,0,0,0,0,2,0,2.2,1.9,44.0,4.8,4.2,1.2,11.25,0.0,0.0,0.5625,0.09,0.6525,1.1904761904761905
45034,2023-24,507,Perišić,Ivan,Perišić,DEF,2,18,Spurs,6,98,0,6,0,34,0,1,0.12,0.8,0.92,0,1,1.44,0,0,0,0,2,0,41.6,71.2,27.0,14.0,4.7,0.7,5.5102040816326525,0.0,0.9183673469387754,0.11020408163265305,0.7346938775510204,0.8448979591836735,1.276595744680851
47247,2023-24,481,Fleck,John,Fleck,MID,3,17,Sheffield Utd,49,89,1,3,0,13,0,0,0.0,0.35,0.35,0,5,3.15,0,0,0,0,1,0,5.4,26.0,2.0,3.3,4.9,0.0,3.033707865168539,0.0,0.0,0.0,0.35393258426966284,0.35393258426966284,0.6122448979591836
47431,2023-24,591,Willian,Willian,Borges da Silva,MID,3,10,Fulham,54,2048,24,94,6,390,4,3,5.09,4.68,9.77,9,28,35.26,0,0,0,0,1,0,416.4,701.3,439.0,155.5,5.3,0.4,4.130859375,0.17578125,0.1318359375,0.22368164062499998,0.2056640625,0.429345703125,17.735849056603776
47431,2024-25,772,Willian,Willian,Borges da Silva,MID,3,9,Fulham,54,251,2,13,0,54,0,0,0.28,0.72,1.0,1,3,4.45,0,0,0,0,0,0,36.2,133.3,25.0,19.5,5.0,0.0,4.661354581673307,0.0,0.0,0.100398406374502,0.25816733067729086,0.35856573705179284,2.6
48615,2023-24,435,Arter,Harry,Arter,MID,3,16,Nott'm Forest,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.3,0.1,,,,,,,0.0
48760,2023-24,121,Zanka,Mathias,Jorgensen,DEF,2,4,Brentford,94,1086,12,29,3,179,1,0,0.74,0.55,1.29,2,24,19.72,0,0,0,0,4,0,216.0,94.0,90.0,40.0,4.3,0.3,2.403314917127072,0.08287292817679558,0.0,0.06132596685082873,0.04558011049723757,0.1069060773480663,6.744186046511628
48760,2024-25,112,Zanka,Mathias,Jorgensen,DEF,2,4,Brentford,94,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,,,,,,,0.0
49083,2023-24,322,Freeman,Luke,Freeman,MID,3,12,Luton,102,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.9,0.0,,,,,,,0.0
49262,2023-24,148,Steele,Jason,Steele,GK,1,5,Brighton,36,1530,17,42,5,300,0,0,0.0,0.0,0.0,2,34,24.86,43,0,0,0,0,0,382.2,0.1,0.0,38.2,4.0,1.7,2.4705882352941178,0.0,0.0,0.0,0.0,0.0,10.5
49262,2024-25,142,Steele,Jason,Steele,GK,1,5,Brighton,36,180,2,9,1,46,0,0,0.0,0.0,0.0,1,1,1.88,3,0,0,0,0,0,40.4,0.0,0.0,4.1,4.0,0.7,4.5,0.0,0.0,0.0,0.0,0.0,2.25
49262,2025-26,138,Steele,Jason,Steele,GK,1,6,Brighton,36,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.2,0.2,,,,,,,0.0
49413,2023-24,241,Tomkins,James,Tomkins,DEF,2,8,Crystal Palace,31,8,0,3,0,12,0,0,0.0,0.0,0.0,0,2,0.78,0,0,0,0,0,0,3.0,0.3,0.0,0.3,3.9,0.4,33.75,0.0,0.0,0.0,0.0,0.0,0.7692307692307693
50175,2023-24,154,Welbeck,Danny,Welbeck,FWD,4,5,Brighton,36,1687,21,79,5,261,5,4,5.09,1.46,6.55,8,28,27.78,0,0,0,0,4,0,326.2,320.9,492.0,114.0,5.7,1.0,4.214582098399526,0.26674570243034973,0.21339656194427978,0.271547125074096,0.07788974510966212,0.34943687018375813,13.859649122807017
50175,2024-25,148,Welbeck,Danny,Welbeck,FWD,4,5,Brighton,36,2109,24,125,21,484,10,5,9.58,1.36,10.94,7,37,37.4,0,0,0,0,5,0,550.2,331.3,676.0,155.8,5.5,6.9,5.334281650071124,0.42674253200568996,0.21337126600284498,0.40881934566145095,0.05803698435277383,0.4668563300142248,22.727272727272727
50175,2025-26,178,Welbeck,Danny,Welbeck,FWD,4,6,Brighton,36,2249,26,126,18,511,13,1,12.36,1.4,13.76,10,28,31.68,0,0,2,0,5,0,578.8,309.7,803.0,168.2,6.3,8.4,5.042240995998221,0.5202312138728323,0.040017785682525564,0.494619831036016,0.05602489995553579,0.5506447309915518,20.0
50232,2023-24,463,J.Shelvey,Jonjo,Shelvey,MID,3,16,Nott'm Forest,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.8,0.0,,,,,,,0.0
51090,2023-24,217,T.Silva,Thiago,Emiliano da Silva,DEF,2,7,Chelsea,8,2525,28,98,12,604,3,1,0.73,0.58,1.31,7,45,42.72,0,0,0,0,4,0,797.0,138.7,165.0,110.6,5.0,4.5,3.493069306930693,0.10693069306930693,0.03564356435643565,0.026019801980198022,0.02067326732673267,0.0466930693069307,19.6
51927,2023-24,109,Mee,Ben,Mee,DEF,2,4,Brentford,94,1272,15,39,3,210,2,1,1.57,0.78,2.35,1,28,24.8,0,0,0,0,1,1,334.8,88.2,118.0,54.2,4.7,1.1,2.759433962264151,0.14150943396226415,0.07075471698113207,0.11108490566037736,0.05518867924528302,0.16627358490566038,8.297872340425531
51927,2024-25,100,Mee,Ben,Mee,DEF,2,4,Brentford,94,180,2,9,0,30,0,0,0.0,0.02,0.02,1,4,2.71,0,0,0,0,2,0,36.8,3.0,6.0,4.6,4.2,0.3,4.5,0.0,0.0,0.0,0.01,0.01,2.142857142857143
51943,2025-26,185,Hladký,Václav,Hladký,GK,1,3,Burnley,90,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.9,0.1,,,,,,,0.0
54469,2023-24,84,Smith,Adam,Smith,DEF,2,3,Bournemouth,91,2148,25,80,4,378,0,3,0.05,1.5,1.55,8,33,33.02,0,0,0,0,6,0,336.4,296.5,27.0,66.1,4.4,0.5,3.35195530726257,0.0,0.12569832402234637,0.0020949720670391065,0.06284916201117319,0.06494413407821228,18.18181818181818
54469,2024-25,81,Smith,Adam,Smith,DEF,2,3,Bournemouth,91,1586,19,57,0,161,0,0,0.65,0.68,1.33,6,18,19.04,0,0,0,0,7,0,181.8,147.2,24.0,35.0,4.4,0.1,3.2345523329129886,0.0,0.0,0.036885245901639344,0.038587641866330395,0.07547288776796973,12.954545454545453
54469,2025-26,73,Smith,Adam,Smith,DEF,2,4,Bournemouth,91,1073,14,58,4,185,0,2,0.0,0.23,0.23,6,16,18.18,0,0,0,0,3,0,176.2,76.6,18.0,27.1,4.4,0.2,4.864864864864865,0.0,0.16775396085740912,0.0,0.01929170549860205,0.01929170549860205,13.18181818181818
54694,2023-24,188,Aubameyang,Pierre-Emerick,Aubameyang,FWD,4,7,Chelsea,8,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.5,0.0,,,,,,,0.0
54738,2023-24,614,Kaminski,Thomas,Kaminski,GK,1,12,Luton,102,3405,38,86,3,642,0,0,0.0,0.04,0.04,2,85,79.15,144,0,0,0,3,0,1116.6,10.0,0.0,112.2,4.5,0.7,2.2731277533039647,0.0,0.0,0.0,0.0010572687224669603,0.0010572687224669603,19.11111111111111
55037,2023-24,451,Kouyaté,Cheikhou,Kouyaté,MID,3,16,Nott'm Forest,17,206,2,12,0,32,0,0,0.25,0.04,0.29,0,6,5.89,0,0,0,0,2,0,36.0,14.3,25.0,7.1,4.8,0.0,5.242718446601942,0.0,0.0,0.10922330097087378,0.017475728155339806,0.12669902912621359,2.5
55459,2023-24,530,Cresswell,Aaron,Cresswell,DEF,2,19,West Ham,21,431,4,10,0,71,0,0,0.0,0.44,0.44,0,11,5.94,0,0,0,0,1,0,58.8,77.2,2.0,13.9,4.2,0.3,2.088167053364269,0.0,0.0,0.0,0.09187935034802784,0.09187935034802784,2.380952380952381
55459,2024-25,517,Cresswell,Aaron,Cresswell,DEF,2,19,West Ham,21,818,10,36,3,159,0,0,0.23,1.89,2.12,3,8,13.03,0,0,0,0,3,0,148.4,152.3,14.0,31.4,3.9,1.7,3.9608801955990223,0.0,0.0,0.02530562347188264,0.20794621026894866,0.23325183374083133,9.230769230769232
55494,2023-24,242,Ward,Joel,Ward,DEF,2,8,Crystal Palace,31,1978,23,54,0,304,0,1,0.88,0.25,1.13,5,34,30.96,0,0,0,1,4,0,348.2,79.0,41.0,46.8,4.5,0.2,2.457027300303337,0.0,0.0455005055611729,0.040040444893832156,0.011375126390293226,0.051415571284125376,12.0
55494,2024-25,215,Ward,Joel,Ward,DEF,2,7,Crystal Palace,31,71,1,1,0,-3,0,0,0.0,0.01,0.01,0,2,1.57,0,0,0,0,1,0,5.8,10.3,0.0,1.6,4.3,0.1,1.267605633802817,0.0,0.0,0.0,0.01267605633802817,0.01267605633802817,0.23255813953488372
56917,2023-24,441,Cook,Steve,Cook,DEF,2,16,Nott'm Forest,17,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,,,,,,,0.0
56979,2023-24,299,Henderson,Jordan,Henderson,MID,3,11,Liverpool,14,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,0.0
56979,2025-26,124,Henderson,Jordan,Henderson,MID,3,5,Brentford,94,1911,22,76,5,343,1,3,0.33,2.31,2.64,6,28,28.16,0,0,0,0,6,0,336.6,358.3,49.0,74.4,5.0,0.3,3.579277864992151,0.04709576138147567,0.141287284144427,0.01554160125588697,0.1087912087912088,0.12433281004709576,15.2
56983,2023-24,425,Ritchie,Matt,Ritchie,MID,3,15,Newcastle,4,120,0,17,0,49,1,0,0.98,0.07,1.05,0,5,4.52,0,0,0,0,1,0,70.0,9.1,106.0,18.5,4.3,0.2,12.75,0.75,0.0,0.7349999999999999,0.052500000000000005,0.7875000000000001,3.9534883720930236
57328,2023-24,222,Clyne,Nathaniel,Clyne,DEF,2,8,Crystal Palace,31,1335,14,52,0,259,0,1,0.21,0.21,0.42,5,16,21.65,0,0,0,0,0,0,179.6,67.8,21.0,27.0,4.3,0.2,3.50561797752809,0.0,0.06741573033707865,0.014157303370786517,0.014157303370786517,0.028314606741573035,12.093023255813954
57328,2024-25,196,Clyne,Nathaniel,Clyne,DEF,2,7,Crystal Palace,31,477,5,18,0,48,0,0,0.02,0.24,0.26,1,11,10.11,0,0,0,0,1,0,66.6,51.8,8.0,12.4,4.3,0.1,3.3962264150943393,0.0,0.0,0.0037735849056603774,0.045283018867924525,0.0490566037735849,4.186046511627907
57328,2025-26,263,Clyne,Nathaniel,Clyne,DEF,2,8,Crystal Palace,31,592,7,17,2,50,0,1,0.43,0.6,1.03,0,12,10.44,0,0,0,0,1,0,105.2,55.0,33.0,19.2,3.8,0.5,2.5844594594594597,0.0,0.15202702702702703,0.06537162162162162,0.09121621621621623,0.15658783783783783,4.473684210526316
57531,2023-24,523,Antonio,Michail,Antonio,FWD,4,19,West Ham,21,1692,21,78,8,228,6,2,5.45,1.28,6.72,5,34,35.84,0,0,0,0,6,0,308.6,132.2,395.0,82.7,5.7,1.9,4.148936170212766,0.3191489361702128,0.10638297872340426,0.28989361702127664,0.06808510638297872,0.3574468085106383,13.68421052631579
57531,2024-25,512,Antonio,Michail,Antonio,FWD,4,19,West Ham,21,834,11,42,3,111,1,4,2.2,0.91,3.11,4,18,17.83,0,0,0,0,1,0,72.0,139.5,194.0,39.5,5.2,0.8,4.532374100719425,0.1079136690647482,0.4316546762589928,0.23741007194244607,0.09820143884892087,0.3356115107913669,8.076923076923077
58376,2024-25,469,McCarthy,Alex,McCarthy,GK,1,17,Southampton,20,450,5,12,0,32,0,0,0.0,0.0,0.0,0,13,11.22,24,0,0,0,0,0,166.4,0.0,0.0,16.7,4.2,0.1,2.4000000000000004,0.0,0.0,0.0,0.0,0.0,2.857142857142857
58621,2023-24,369,Walker,Kyle,Walker,DEF,2,13,Man City,43,2766,30,123,13,633,0,5,0.4,3.2,3.6,10,29,28.61,0,0,0,0,2,0,465.4,534.1,126.0,112.6,5.5,15.1,4.002169197396963,0.0,0.16268980477223427,0.013015184381778741,0.10412147505422993,0.11713665943600868,22.363636363636363
58621,2024-25,363,Walker,Kyle,Walker,DEF,2,13,Man City,43,966,9,13,0,63,0,0,0.12,1.34,1.46,0,21,19.26,0,0,0,0,3,0,157.4,147.7,29.0,33.5,5.1,2.5,1.2111801242236024,0.0,0.0,0.011180124223602485,0.12484472049689442,0.1360248447204969,2.5490196078431375
58621,2025-26,187,Walker,Kyle,Walker,DEF,2,3,Burnley,90,3095,35,70,3,242,0,2,0.15,1.29,1.44,4,66,67.53,0,0,0,0,9,0,506.0,237.2,28.0,77.4,4.4,1.2,2.035541195476575,0.0,0.05815831987075929,0.004361873990306946,0.03751211631663974,0.04187399030694669,15.909090909090908
58822,2023-24,2,Cédric,Cédric,Alves Soares,DEF,2,1,Arsenal,3,59,0,3,0,15,0,0,0.0,0.02,0.02,0,0,0.39,0,0,0,0,0,0,2.0,4.3,0.0,0.6,3.8,0.5,4.576271186440678,0.0,0.0,0.0,0.030508474576271188,0.030508474576271188,0.7894736842105263
59735,2023-24,408,Darlow,Karl,Darlow,GK,1,15,Newcastle,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,0.0
59735,2025-26,341,Darlow,Karl,Darlow,GK,1,11,Leeds,2,1980,22,71,3,334,0,0,0.0,0.05,0.05,5,27,28.36,63,0,0,0,1,0,531.4,0.0,0.0,53.4,4.0,6.9,3.2272727272727275,0.0,0.0,0.0,0.0022727272727272726,0.0022727272727272726,17.75
59859,2024-25,625,Gündogan,Ilkay,Gündogan,MID,3,13,Man City,43,2218,25,97,5,460,1,7,3.21,4.43,7.63,10,28,35.69,0,0,0,0,1,0,387.0,781.3,273.0,144.2,6.3,0.5,3.9359783588818753,0.0405770964833183,0.2840396753832281,0.13025247971145176,0.1797565374211001,0.30960324616771867,15.396825396825397
59859,2025-26,420,Gündoğan,İlkay,Gündoğan,MID,3,13,Man City,43,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.3,0.1,,,,,,,0.0
59949,2023-24,247,Coleman,Seamus,Coleman,DEF,2,9,Everton,11,661,7,30,3,141,0,0,0.0,0.7,0.7,4,10,10.48,0,0,0,1,0,0,108.6,49.9,6.0,16.5,4.4,0.1,4.084720121028744,0.0,0.0,0.0,0.09531013615733736,0.09531013615733736,6.8181818181818175
59949,2024-25,221,Coleman,Séamus,Coleman,DEF,2,8,Everton,11,214,3,5,0,17,0,0,0.62,0.03,0.65,0,4,4.45,0,0,0,0,1,0,42.4,3.8,23.0,7.1,4.3,0.0,2.102803738317757,0.0,0.0,0.2607476635514019,0.012616822429906542,0.2733644859813084,1.1627906976744187
59949,2025-26,294,Coleman,Séamus,Coleman,DEF,2,9,Everton,11,19,1,5,0,13,0,0,0.0,0.17,0.17,0,1,0.43,0,0,0,0,0,0,7.0,19.3,0.0,2.7,4.2,0.1,23.684210526315788,0.0,0.0,0.0,0.8052631578947369,0.8052631578947369,1.1904761904761905
60232,2023-24,551,Dawson,Craig,Dawson,DEF,2,20,Wolves,39,2209,25,69,6,421,1,1,1.58,0.42,2.0,6,38,38.47,0,0,0,0,7,0,611.8,108.6,222.0,94.4,4.5,0.4,2.811226799456768,0.040742417383431415,0.040742417383431415,0.06437301946582165,0.017111815301041194,0.08148483476686283,15.333333333333334
