code,season,season_element_id,web_name,first_name,second_name,position,element_type,team_id,team_name,team_code,minutes,starts,total_points,bonus,bps,goals_scored,assists,expected_goals,expected_assists,expected_goal_involvements,clean_sheets,goals_conceded,expected_goals_conceded,saves,penalties_saved,penalties_missed,own_goals,yellow_cards,red_cards,influence,creativity,threat,ict_index,now_cost_m,selected_by_percent,points_per_90,goals_per_90,assists_per_90,xg_per_90,xa_per_90,xgi_per_90,points_per_million
37096,2024-25,521,Fabianski,Łukasz,Fabiański,GK,1,19,West Ham,21,1160,13,39,2,143,0,0,0.0,0.0,0.0,2,21,22.78,50,0,0,0,2,0,387.8,0.3,0.0,38.7,3.9,10.0,3.025862068965517,0.0,0.0,0.0,0.0,0.0,10.0
37096,2025-26,738,Fabianski,Lukasz,Fabianski,GK,1,19,West Ham,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.0,,,,,,,0.0
40383,2023-24,498,Forster,Fraser,Forster,GK,1,18,Spurs,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.8,1.6,,,,,,,0.0
40383,2024-25,488,Forster,Fraser,Forster,GK,1,18,Spurs,6,630,7,19,0,64,0,0,0.0,0.0,0.0,1,15,14.8,29,0,0,0,0,0,221.0,0.0,0.0,22.2,4.3,0.3,2.7142857142857144,0.0,0.0,0.0,0.0,0.0,4.4186046511627906
40383,2025-26,782,Forster,Fraser,Forster,GK,1,4,Bournemouth,91,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,0.0
49262,2023-24,148,Steele,Jason,Steele,GK,1,5,Brighton,36,1530,17,42,5,300,0,0,0.0,0.0,0.0,2,34,24.86,43,0,0,0,0,0,382.2,0.1,0.0,38.2,4.0,1.7,2.4705882352941178,0.0,0.0,0.0,0.0,0.0,10.5
49262,2024-25,142,Steele,Jason,Steele,GK,1,5,Brighton,36,180,2,9,1,46,0,0,0.0,0.0,0.0,1,1,1.88,3,0,0,0,0,0,40.4,0.0,0.0,4.1,4.0,0.7,4.5,0.0,0.0,0.0,0.0,0.0,2.25
49262,2025-26,138,Steele,Jason,Steele,GK,1,6,Brighton,36,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.2,0.2,,,,,,,0.0
50175,2023-24,154,Welbeck,Danny,Welbeck,FWD,4,5,Brighton,36,1687,21,79,5,261,5,4,5.09,1.46,6.55,8,28,27.78,0,0,0,0,4,0,326.2,320.9,492.0,114.0,5.7,1.0,4.214582098399526,0.26674570243034973,0.21339656194427978,0.271547125074096,0.07788974510966212,0.34943687018375813,13.859649122807017
50175,2024-25,148,Welbeck,Danny,Welbeck,FWD,4,5,Brighton,36,2109,24,125,21,484,10,5,9.58,1.36,10.94,7,37,37.4,0,0,0,0,5,0,550.2,331.3,676.0,155.8,5.5,6.9,5.334281650071124,0.42674253200568996,0.21337126600284498,0.40881934566145095,0.05803698435277383,0.4668563300142248,22.727272727272727
50175,2025-26,178,Welbeck,Danny,Welbeck,FWD,4,6,Brighton,36,2249,26,126,18,511,13,1,12.36,1.4,13.76,10,28,31.68,0,0,2,0,5,0,578.8,309.7,803.0,168.2,6.3,8.4,5.042240995998221,0.5202312138728323,0.040017785682525564,0.494619831036016,0.05602489995553579,0.5506447309915518,20.0
54469,2023-24,84,Smith,Adam,Smith,DEF,2,3,Bournemouth,91,2148,25,80,4,378,0,3,0.05,1.5,1.55,8,33,33.02,0,0,0,0,6,0,336.4,296.5,27.0,66.1,4.4,0.5,3.35195530726257,0.0,0.12569832402234637,0.0020949720670391065,0.06284916201117319,0.06494413407821228,18.18181818181818
54469,2024-25,81,Smith,Adam,Smith,DEF,2,3,Bournemouth,91,1586,19,57,0,161,0,0,0.65,0.68,1.33,6,18,19.04,0,0,0,0,7,0,181.8,147.2,24.0,35.0,4.4,0.1,3.2345523329129886,0.0,0.0,0.036885245901639344,0.038587641866330395,0.07547288776796973,12.954545454545453
54469,2025-26,73,Smith,Adam,Smith,DEF,2,4,Bournemouth,91,1073,14,58,4,185,0,2,0.0,0.23,0.23,6,16,18.18,0,0,0,0,3,0,176.2,76.6,18.0,27.1,4.4,0.2,4.864864864864865,0.0,0.16775396085740912,0.0,0.01929170549860205,0.01929170549860205,13.18181818181818
57328,2023-24,222,Clyne,Nathaniel,Clyne,DEF,2,8,Crystal Palace,31,1335,14,52,0,259,0,1,0.21,0.21,0.42,5,16,21.65,0,0,0,0,0,0,179.6,67.8,21.0,27.0,4.3,0.2,3.50561797752809,0.0,0.06741573033707865,0.014157303370786517,0.014157303370786517,0.028314606741573035,12.093023255813954
57328,2024-25,196,Clyne,Nathaniel,Clyne,DEF,2,7,Crystal Palace,31,477,5,18,0,48,0,0,0.02,0.24,0.26,1,11,10.11,0,0,0,0,1,0,66.6,51.8,8.0,12.4,4.3,0.1,3.3962264150943393,0.0,0.0,0.0037735849056603774,0.045283018867924525,0.0490566037735849,4.186046511627907
57328,2025-26,263,Clyne,Nathaniel,Clyne,DEF,2,8,Crystal Palace,31,592,7,17,2,50,0,1,0.43,0.6,1.03,0,12,10.44,0,0,0,0,1,0,105.2,55.0,33.0,19.2,3.8,0.5,2.5844594594594597,0.0,0.15202702702702703,0.06537162162162162,0.09121621621621623,0.15658783783783783,4.473684210526316
58621,2023-24,369,Walker,Kyle,Walker,DEF,2,13,Man City,43,2766,30,123,13,633,0,5,0.4,3.2,3.6,10,29,28.61,0,0,0,0,2,0,465.4,534.1,126.0,112.6,5.5,15.1,4.002169197396963,0.0,0.16268980477223427,0.013015184381778741,0.10412147505422993,0.11713665943600868,22.363636363636363
58621,2024-25,363,Walker,Kyle,Walker,DEF,2,13,Man City,43,966,9,13,0,63,0,0,0.12,1.34,1.46,0,21,19.26,0,0,0,0,3,0,157.4,147.7,29.0,33.5,5.1,2.5,1.2111801242236024,0.0,0.0,0.011180124223602485,0.12484472049689442,0.1360248447204969,2.5490196078431375
58621,2025-26,187,Walker,Kyle,Walker,DEF,2,3,Burnley,90,3095,35,70,3,242,0,2,0.15,1.29,1.44,4,66,67.53,0,0,0,0,9,0,506.0,237.2,28.0,77.4,4.4,1.2,2.035541195476575,0.0,0.05815831987075929,0.004361873990306946,0.03751211631663974,0.04187399030694669,15.909090909090908
59949,2023-24,247,Coleman,Seamus,Coleman,DEF,2,9,Everton,11,661,7,30,3,141,0,0,0.0,0.7,0.7,4,10,10.48,0,0,0,1,0,0,108.6,49.9,6.0,16.5,4.4,0.1,4.084720121028744,0.0,0.0,0.0,0.09531013615733736,0.09531013615733736,6.8181818181818175
59949,2024-25,221,Coleman,Séamus,Coleman,DEF,2,8,Everton,11,214,3,5,0,17,0,0,0.62,0.03,0.65,0,4,4.45,0,0,0,0,1,0,42.4,3.8,23.0,7.1,4.3,0.0,2.102803738317757,0.0,0.0,0.2607476635514019,0.012616822429906542,0.2733644859813084,1.1627906976744187
59949,2025-26,294,Coleman,Séamus,Coleman,DEF,2,9,Everton,11,19,1,5,0,13,0,0,0.0,0.17,0.17,0,1,0.43,0,0,0,0,0,0,7.0,19.3,0.0,2.7,4.2,0.1,23.684210526315788,0.0,0.0,0.0,0.8052631578947369,0.8052631578947369,1.1904761904761905
60307,2023-24,134,Gross,Pascal,Groß,MID,3,5,Brighton,36,3112,34,153,29,724,4,11,6.4,8.89,15.29,7,50,51.16,0,0,0,0,6,0,988.6,1674.9,434.0,309.9,6.1,4.1,4.424807197943445,0.11568123393316194,0.3181233933161954,0.18508997429305915,0.25710154241645244,0.4421915167095115,25.081967213114755
60307,2024-25,125,Gross,Pascal,Groß,MID,3,5,Brighton,36,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.5,0.0,,,,,,,0.0
60307,2025-26,783,Groß,Pascal,Groß,MID,3,6,Brighton,36,1636,18,78,10,389,1,6,1.39,3.95,5.34,6,17,20.36,0,0,0,0,2,0,397.2,668.2,220.0,128.5,5.6,3.0,4.290953545232274,0.0550122249388753,0.33007334963325186,0.07646699266503666,0.21729828850855748,0.29376528117359413,13.928571428571429
60689,2023-24,468,Wood,Chris,Wood,FWD,4,16,Nott'm Forest,17,1801,20,131,22,456,14,1,11.71,0.92,12.63,2,34,27.19,0,0,0,0,0,0,598.2,281.1,795.0,167.4,4.7,1.7,6.5463631315935595,0.6996113270405331,0.049972237645752364,0.5851749028317602,0.04597445863409217,0.6311493614658523,27.872340425531913
60689,2024-25,447,Wood,Chris,Wood,FWD,4,16,Nott'm Forest,17,2958,35,200,41,744,20,3,13.42,1.59,15.01,15,37,40.64,0,0,0,0,1,0,838.4,320.0,900.0,205.6,7.2,30.8,6.085192697768763,0.6085192697768762,0.09127789046653144,0.40831643002028395,0.048377281947261666,0.4566937119675456,27.77777777777778
60689,2025-26,525,Wood,Chris,Wood,FWD,4,16,Nott'm Forest,17,896,11,41,4,145,3,0,4.29,0.32,4.61,2,14,14.44,0,0,0,0,0,0,139.0,88.4,266.0,48.0,7.1,4.7,4.118303571428571,0.3013392857142857,0.0,0.4309151785714286,0.03214285714285714,0.4630580357142857,5.774647887323944
61256,2023-24,376,Casemiro,Carlos Henrique,Casimiro,MID,3,14,Man Utd,1,1981,24,58,0,323,1,3,3.64,1.2,4.84,5,34,40.58,0,0,0,0,7,0,628.4,247.9,323.0,119.9,5.3,1.9,2.635032811711257,0.04543160020191822,0.13629480060575466,0.16537102473498233,0.054517920242301864,0.2198889449772842,10.943396226415095
61256,2024-25,368,Casemiro,Carlos Henrique,Casimiro,MID,3,14,Man Utd,1,1489,18,48,3,300,1,0,1.8,1.99,3.79,6,20,24.0,0,0,0,0,5,0,433.2,348.2,265.0,104.8,4.6,0.4,2.9012760241773,0.06044325050369376,0.0,0.10879785090664876,0.12028206850235057,0.22907991940899936,10.434782608695652
61256,2025-26,457,Casemiro,Carlos Henrique,Casimiro,MID,3,14,Man Utd,1,2575,33,165,20,636,9,4,5.44,3.17,8.61,9,32,31.77,0,0,0,0,9,1,903.6,536.1,585.0,202.8,5.8,3.8,5.766990291262136,0.3145631067961165,0.13980582524271845,0.1901359223300971,0.11079611650485437,0.30093203883495145,28.448275862068968
67089,2023-24,409,Dubravka,Martin,Dubravka,GK,1,15,Newcastle,4,1984,22,75,3,426,0,0,0.0,0.0,0.0,4,42,44.34,88,1,0,0,1,0,661.0,10.0,0.0,67.2,4.3,8.7,3.402217741935484,0.0,0.0,0.0,0.0,0.0,17.441860465116278
67089,2024-25,396,Dúbravka,Martin,Dúbravka,GK,1,15,Newcastle,4,900,10,44,2,160,0,0,0.0,0.0,0.0,5,12,11.19,29,0,0,0,0,0,220.2,0.0,0.0,22.0,4.0,1.3,4.4,0.0,0.0,0.0,0.0,0.0,11.0
67089,2025-26,470,Dúbravka,Martin,Dúbravka,GK,1,3,Burnley,90,3150,35,96,7,436,0,0,0.0,0.04,0.04,4,71,71.26,127,0,0,0,1,0,976.4,0.0,0.0,97.9,4.0,25.7,2.742857142857143,0.0,0.0,0.0,0.001142857142857143,0.001142857142857143,24.0
69752,2023-24,77,Neto,Norberto,Murara Neto,GK,1,3,Bournemouth,91,2880,32,110,14,592,0,0,0.0,0.01,0.01,7,55,49.66,113,1,0,0,5,0,875.2,0.0,0.0,87.5,4.6,4.2,3.4375000000000004,0.0,0.0,0.0,0.0003125,0.0003125,23.91304347826087
69752,2024-25,73,Neto,Norberto,Murara Neto,GK,1,1,Arsenal,3,180,2,7,0,30,0,0,0.0,0.0,0.0,0,2,2.91,11,0,0,0,0,0,77.8,0.0,0.0,7.8,4.1,0.7,3.5,0.0,0.0,0.0,0.0,0.0,1.707317073170732
69752,2025-26,66,Neto,Norberto,Murara Neto,GK,1,4,Bournemouth,91,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.5,0.1,,,,,,,0.0
75115,2023-24,433,Wilson,Callum,Wilson,FWD,4,15,Newcastle,4,981,9,69,4,246,9,1,8.96,0.54,9.5,6,15,13.12,0,0,0,0,3,0,366.2,110.3,563.0,103.2,7.8,3.0,6.330275229357798,0.8256880733944955,0.09174311926605505,0.8220183486238533,0.04954128440366973,0.8715596330275229,8.846153846153847
75115,2024-25,421,Wilson,Callum,Wilson,FWD,4,15,Newcastle,4,355,2,19,0,42,0,0,0.36,0.09,0.45,0,7,6.07,0,0,0,0,1,0,13.0,42.2,71.0,12.1,6.9,0.2,4.816901408450704,0.0,0.0,0.0912676056338028,0.0228169014084507,0.11408450704225352,2.753623188405797
75115,2025-26,671,Wilson,Callum,Wilson,FWD,4,19,West Ham,21,1234,11,80,7,296,7,2,7.6,0.54,8.14,1,24,21.49,0,0,0,0,1,0,305.2,109.0,509.0,91.1,5.8,0.6,5.834683954619124,0.5105348460291734,0.1458670988654781,0.5542949756888168,0.0393841166936791,0.5936790923824959,13.793103448275863
76357,2023-24,268,Cairney,Tom,Cairney,MID,3,10,Fulham,54,1472,14,70,2,346,1,6,1.03,2.58,3.61,4,27,29.53,0,0,0,1,3,0,335.2,407.2,170.0,90.9,4.9,0.0,4.279891304347826,0.06114130434782609,0.3668478260869565,0.06297554347826087,0.1577445652173913,0.22072010869565217,14.285714285714285
76357,2024-25,243,Cairney,Tom,Cairney,MID,3,9,Fulham,54,610,3,33,0,192,2,0,0.73,1.14,1.87,1,12,9.59,0,0,0,0,3,1,163.8,213.8,94.0,47.2,4.8,0.0,4.868852459016393,0.29508196721311475,0.0,0.1077049180327869,0.1681967213114754,0.2759016393442623,6.875
76357,2025-26,331,Cairney,Tom,Cairney,MID,3,10,Fulham,54,756,6,41,1,181,2,0,1.21,0.81,2.02,2,10,11.67,0,0,0,0,3,0,153.4,195.6,64.0,41.4,4.8,0.0,4.8809523809523805,0.23809523809523808,0.0,0.14404761904761904,0.09642857142857143,0.24047619047619045,8.541666666666668
77794,2023-24,430,Trippier,Kieran,Trippier,DEF,2,15,Newcastle,4,2235,26,111,20,589,1,10,0.65,6.97,7.62,6,43,40.26,0,0,0,0,5,0,719.0,1028.5,102.0,185.2,6.6,21.2,4.469798657718121,0.04026845637583893,0.40268456375838924,0.026174496644295303,0.28067114093959733,0.30684563758389266,16.81818181818182
77794,2024-25,418,Trippier,Kieran,Trippier,DEF,2,15,Newcastle,4,1299,14,72,8,287,0,3,0.12,1.44,1.56,6,18,17.05,0,0,0,0,1,0,319.4,406.8,33.0,76.1,5.6,4.4,4.988452655889145,0.0,0.20785219399538105,0.008314087759815241,0.09976905311778292,0.10808314087759814,12.857142857142858
77794,2025-26,478,Trippier,Kieran,Trippier,DEF,2,15,Newcastle,4,1586,18,54,2,225,0,1,0.08,2.06,2.14,5,27,21.28,0,0,0,0,3,0,288.0,488.5,14.0,79.0,4.9,1.4,3.0643127364438842,0.0,0.05674653215636822,0.004539722572509458,0.11689785624211854,0.121437578814628,11.020408163265305
78916,2023-24,407,Burn,Dan,Burn,DEF,2,15,Newcastle,4,2725,32,97,4,493,2,2,3.35,1.12,4.47,8,45,46.22,0,0,0,0,4,0,656.4,153.8,286.0,109.7,4.7,12.7,3.203669724770642,0.06605504587155964,0.06605504587155964,0.11064220183486238,0.0369908256880734,0.14763302752293575,20.638297872340424
78916,2024-25,395,Burn,Dan,Burn,DEF,2,15,Newcastle,4,3330,37,115,9,476,1,1,1.97,1.09,3.06,13,45,45.22,0,0,0,2,11,0,736.6,123.6,297.0,115.8,4.6,12.6,3.108108108108108,0.027027027027027025,0.027027027027027025,0.05324324324324325,0.02945945945945946,0.0827027027027027,25.000000000000004
78916,2025-26,476,Burn,Dan,Burn,DEF,2,15,Newcastle,4,2195,25,93,5,286,1,3,1.08,0.36,1.44,6,36,30.15,0,0,0,0,9,1,525.8,107.3,186.0,82.1,5.0,3.6,3.8132118451025057,0.04100227790432802,0.12300683371298406,0.044282460136674265,0.014760820045558084,0.05904328018223234,18.6
79602,2023-24,546,Bentley,Daniel,Bentley,GK,1,20,Wolves,39,382,3,18,1,73,0,0,0.0,0.0,0.0,2,7,7.79,8,0,0,0,0,0,70.8,0.0,0.0,7.1,3.9,0.8,4.2408376963350785,0.0,0.0,0.0,0.0,0.0,4.615384615384616
79602,2024-25,536,Bentley,Daniel,Bentley,GK,1,20,Wolves,39,180,2,9,1,29,0,0,0.0,0.0,0.0,1,4,3.01,8,0,0,0,0,0,60.0,0.0,0.0,6.0,3.9,1.7,4.5,0.0,0.0,0.0,0.0,0.0,2.307692307692308
79602,2025-26,629,Bentley,Daniel,Bentley,GK,1,20,Wolves,39,270,3,6,0,24,0,0,0.0,0.0,0.0,0,7,5.1,7,0,0,0,0,0,65.4,0.0,0.0,6.5,3.9,0.5,2.0,0.0,0.0,0.0,0.0,0.0,1.5384615384615385
80201,2023-24,275,Leno,Bernd,Leno,GK,1,10,Fulham,54,3420,38,133,15,782,0,0,0.0,0.0,0.0,10,61,64.14,134,0,0,1,3,0,1069.8,0.1,0.0,106.7,4.8,14.6,3.5,0.0,0.0,0.0,0.0,0.0,27.708333333333336
80201,2024-25,248,Leno,Bernd,Leno,GK,1,9,Fulham,54,3420,38,115,5,475,0,2,0.0,0.03,0.03,5,54,47.75,110,1,0,0,5,0,967.0,20.0,0.0,98.6,5.0,2.9,3.026315789473684,0.0,0.052631578947368425,0.0,0.0007894736842105263,0.0007894736842105263,23.0
80201,2025-26,314,Leno,Bernd,Leno,GK,1,10,Fulham,54,3420,38,122,8,556,0,0,0.0,0.02,0.02,9,51,52.73,98,0,0,1,3,0,816.2,0.0,0.0,81.5,5.0,2.3,3.210526315789474,0.0,0.0,0.0,0.0005263157894736842,0.0005263157894736842,24.4
80801,2023-24,254,Gana,Idrissa,Gueye,MID,3,9,Everton,11,1885,24,73,10,337,4,0,1.25,0.82,2.07,7,25,29.41,0,0,0,0,8,0,406.8,237.1,154.0,79.7,4.8,0.1,3.485411140583554,0.1909814323607427,0.0,0.05968169761273209,0.03915119363395225,0.09883289124668433,15.208333333333334
80801,2024-25,222,Gana,Idrissa,Gueye,MID,3,8,Everton,11,3063,35,89,5,505,0,3,1.15,1.99,3.14,12,39,39.88,0,0,0,0,9,0,522.0,327.2,117.0,96.6,4.8,0.2,2.615083251714006,0.0,0.0881488736532811,0.03379040156709109,0.05847208619000979,0.09226248775710087,18.541666666666668
80801,2025-26,302,Gana,Idrissa Gana,Gueye,MID,3,9,Everton,11,2094,25,83,4,419,2,3,1.99,1.84,3.83,5,26,31.26,0,0,0,0,1,1,382.6,259.2,208.0,85.1,5.4,0.1,3.5673352435530084,0.08595988538681948,0.12893982808022922,0.08553008595988539,0.07908309455587392,0.16461318051575932,15.37037037037037
82143,2023-24,482,Foderingham,Wes,Foderingham,GK,1,17,Sheffield Utd,49,2648,29,70,7,531,0,0,0.0,0.05,0.05,1,79,62.03,133,0,0,1,2,0,966.0,10.0,0.0,97.7,4.4,0.3,2.3791540785498486,0.0,0.0,0.0,0.0016993957703927492,0.0016993957703927492,15.909090909090908
82143,2024-25,522,Foderingham,Wes,Foderingham,GK,1,19,West Ham,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.2,0.1,,,,,,,0.0
82143,2025-26,601,Foderingham,Wes,Foderingham,GK,1,19,West Ham,21,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,0.2,,,,,,,0.0
83299,2023-24,129,Dunk,Lewis,Dunk,DEF,2,5,Brighton,36,2869,33,89,11,567,3,1,3.15,2.24,5.38,5,53,49.76,0,0,0,0,6,1,823.0,205.4,389.0,141.7,5.2,5.3,2.7919135587312653,0.09410944579993029,0.03136981526664343,0.09881491808992679,0.07026838619728129,0.16876960613454167,17.115384615384613
83299,2024-25,120,Dunk,Lewis,Dunk,DEF,2,5,Brighton,36,2081,23,44,0,223,0,1,0.81,1.02,1.83,4,42,35.69,0,0,0,1,5,0,425.4,115.7,128.0,66.9,4.2,2.3,1.9029312830370015,0.0,0.043248438250840945,0.03503123498318116,0.04411340701585777,0.07914464199903892,10.476190476190476
83299,2025-26,146,Dunk,Lewis,Dunk,DEF,2,6,Brighton,36,2837,31,100,5,443,1,1,1.83,0.56,2.39,7,40,41.9,0,0,0,0,10,0,649.6,125.5,210.0,98.7,4.5,1.0,3.1723651744800843,0.031723651744800845,0.031723651744800845,0.05805428269298556,0.017765244977088476,0.07581952767007402,22.22222222222222
84182,2023-24,524,Areola,Alphonse,Areola,GK,1,19,West Ham,21,2700,31,116,11,598,0,0,0.0,0.0,0.0,4,53,54.72,138,2,0,1,1,0,1023.2,0.0,0.0,102.4,4.2,22.3,3.8666666666666663,0.0,0.0,0.0,0.0,0.0,27.619047619047617
84182,2024-25,513,Areola,Alphonse,Areola,GK,1,19,West Ham,21,2259,25,69,1,261,0,0,0.0,0.0,0.0,4,41,37.78,82,0,0,1,0,0,619.8,0.0,0.0,62.1,4.2,7.2,2.7490039840637452,0.0,0.0,0.0,0.0,0.0,16.428571428571427
84182,2025-26,600,Areola,Alphonse,Areola,GK,1,19,West Ham,21,1800,20,51,2,220,0,1,0.0,0.0,0.0,0,37,35.3,77,0,0,0,0,0,570.4,10.0,0.0,57.9,4.2,1.9,2.55,0.0,0.05,0.0,0.0,0.0,12.142857142857142
85633,2023-24,808,Sels,Matz,Sels,GK,1,16,Nott'm Forest,17,1440,16,34,1,206,0,0,0.0,0.09,0.09,1,27,20.5,37,0,0,0,1,0,293.2,10.0,0.0,30.3,4.5,0.2,2.125,0.0,0.0,0.0,0.005625,0.005625,7.555555555555555
85633,2024-25,443,Sels,Matz,Sels,GK,1,16,Nott'm Forest,17,3420,38,150,11,521,0,1,0.0,0.26,0.26,13,46,50.17,120,0,0,0,4,0,942.2,20.2,0.0,96.7,5.2,19.9,3.9473684210526314,0.0,0.026315789473684213,0.0,0.006842105263157896,0.006842105263157896,28.846153846153847
85633,2025-26,502,Sels,Matz,Sels,GK,1,16,Nott'm Forest,17,2667,30,105,3,431,0,0,0.0,0.06,0.06,7,39,45.12,95,1,0,0,2,0,730.0,10.0,0.0,74.0,4.6,5.0,3.543307086614173,0.0,0.0,0.0,0.0020247469066366703,0.0020247469066366703,22.826086956521742
85971,2023-24,516,Son,Son,Heung-min,MID,3,18,Spurs,6,2934,34,213,25,707,17,10,11.49,7.87,19.36,8,51,53.77,0,0,0,1,1,0,993.2,921.9,1131.0,304.7,10.0,34.4,6.533742331288344,0.5214723926380368,0.3067484662576687,0.35245398773006137,0.24141104294478527,0.5938650306748466,21.3
85971,2024-25,503,Son,Son,Heung-min,MID,3,18,Spurs,6,2106,24,129,12,543,7,10,7.25,4.97,12.22,4,35,37.99,0,0,1,0,1,0,629.6,734.9,707.0,207.2,9.7,4.1,5.512820512820513,0.29914529914529914,0.42735042735042733,0.30982905982905984,0.21239316239316236,0.5222222222222223,13.29896907216495
85971,2025-26,579,Son,Son,Heung-min,MID,3,18,Spurs,6,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8.5,0.1,,,,,,,0.0
87835,2023-24,598,Doherty,Matt,Doherty,DEF,2,20,Wolves,39,1136,9,41,1,186,1,0,0.89,0.86,1.75,1,21,23.16,0,0,0,0,2,0,237.8,168.1,122.0,52.9,4.3,0.2,3.2482394366197185,0.07922535211267606,0.0,0.0705105633802817,0.0681338028169014,0.1386443661971831,9.534883720930234
87835,2024-25,543,Doherty,Matt,Doherty,DEF,2,20,Wolves,39,2105,25,75,4,307,2,1,1.12,1.24,2.36,6,38,32.68,0,0,0,1,6,0,502.2,179.9,135.0,81.8,4.3,0.3,3.2066508313539193,0.0855106888361045,0.04275534441805225,0.047885985748218535,0.053016627078384795,0.10090261282660332,17.441860465116278
87835,2025-26,632,Doherty,Matt,Doherty,DEF,2,20,Wolves,39,786,11,14,0,59,0,0,0.09,0.19,0.28,1,15,14.13,0,0,0,0,4,0,132.4,51.1,20.0,20.5,4.4,0.1,1.6030534351145038,0.0,0.0,0.010305343511450382,0.021755725190839695,0.03206106870229008,3.1818181818181817
