first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Boubacar,Kamara,1,0,57,1720,22,191.0,326.6,83.0,3,296,60.2,6,0,2,0.1,50,MID
Kaine,Kesler-Hayden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ezri,Konsa Ngoyo,2,0,103,2936,45,123.9,532.8,166.0,10,448,82.4,8,0,1,9.5,45,DEF
Ian,Maatsen,1,2,57,1125,16,293.4,252.0,197.0,0,204,74.3,3,0,2,1.6,45,DEF
Filip,Marschall,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Emiliano,Martínez Romero,0,0,111,3195,47,20.0,839.6,0.0,6,457,86.0,8,1,5,13.3,50,GK
John,McGinn,1,4,78,2217,34,500.6,277.2,263.0,1,360,103.7,8,0,7,0.7,52,MID
Tyrone,Mings,0,1,47,1119,11,49.2,220.4,74.0,5,207,34.6,4,0,1,0.2,44,DEF
Kosta,Nedeljković,0,0,5,121,4,7.2,22.8,0.0,0,11,3.0,0,0,0,0.5,39,DEF
Robin,Olsen,0,0,9,225,6,0.0,59.2,0.0,0,23,5.9,1,0,0,0.1,45,GK
Pau,Torres,0,0,55,2019,33,84.5,350.6,102.0,3,254,54.0,5,0,2,0.8,42,DEF
Jacob,Ramsey,1,4,66,1616,26,307.9,235.4,245.0,3,265,78.7,5,1,2,0.3,54,MID
Morgan,Rogers,8,11,161,3115,40,722.7,730.6,689.0,15,534,214.2,10,0,10,25.8,58,MID
Viljami,Sinisalo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Lino,da Cruz Sousa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Youri,Tielemans,3,7,121,3025,46,963.1,799.6,333.0,15,686,209.6,7,0,4,1.1,55,MID
Ollie,Watkins,16,8,186,2593,40,345.2,766.0,1148.0,32,631,223.8,10,0,2,29.0,92,FWD
Axel,Disasi,1,0,33,851,12,75.6,169.6,51.0,0,133,29.7,3,0,3,0.4,42,DEF
Amadou,Onana,3,0,65,1613,23,194.8,358.0,215.0,5,324,77.0,6,0,4,2.1,48,MID
Marcus,Rashford,6,4,95,1414,15,451.1,398.4,369.0,9,333,122.1,7,0,2,3.7,66,MID
Lamare,Bogarde,0,0,6,473,11,33.3,84.8,15.0,0,22,13.3,0,0,2,0.2,39,DEF
Sil,Swinkels,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Oliwier,Zych,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5,40,GK
Kadan,Young,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MID
Ben,Broggio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Jamaldeen,Jimoh,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Donyell,Malen,3,0,34,296,6,42.7,138.2,208.0,3,112,38.5,0,0,0,0.2,53,MID
Andrés,García,0,0,8,316,5,68.4,45.6,7.0,0,26,12.0,0,0,0,0.1,45,DEF
Unai,Emery,0,0,105,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,7.7,8,AM
Marco,Asensio,3,2,44,740,8,232.5,200.6,242.0,6,158,67.2,3,0,2,2.4,60,MID
Max,Aarons,0,0,8,84,0,3.2,13.2,0.0,0,31,1.7,1,0,0,0.1,43,DEF
Tyler,Adams,0,3,58,1959,30,261.2,411.8,83.0,1,315,75.9,6,0,7,0.1,49,MID
Jaidon,Anthony,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
David,Brooks,2,1,52,941,12,316.7,193.6,300.0,2,204,80.4,3,0,3,0.0,49,MID
Ryan,Christie,2,3,76,2114,28,576.8,514.0,303.0,5,435,139.6,8,0,9,0.1,48,MID
Lewis,Cook,1,4,82,2976,44,727.1,607.0,114.0,3,500,144.9,5,1,8,0.1,50,MID
Enes,Ünal,2,1,32,330,3,56.1,104.0,207.0,4,97,35.9,2,0,2,0.1,54,FWD
Romain,Faivre,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Hamed,Traorè,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
James,Hill,0,1,17,443,9,38.4,97.0,29.0,0,55,16.6,1,0,1,0.5,39,DEF
Daniel,Jebbison,1,0,20,105,2,39.1,58.2,70.0,1,67,16.6,0,0,1,1.1,45,FWD
Milos,Kerkez,2,6,134,3336,45,642.0,694.0,238.0,10,550,157.3,9,0,4,20.0,53,DEF
Justin,Kluivert,12,6,158,2339,29,654.1,700.0,771.0,14,532,212.0,13,0,8,11.0,59,MID
Chris,Mepham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Dango,Ouattara,7,4,111,1998,23,496.8,624.6,754.0,7,432,187.2,7,0,3,0.9,45,MID
Alex,Paulsen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Philip,Billing,0,0,10,176,4,102.4,54.0,47.0,0,52,20.4,0,0,1,0.0,48,MID
Alex,Scott,0,0,26,745,8,171.6,141.6,118.0,0,132,43.2,3,0,3,0.0,47,MID
Antoine,Semenyo,11,7,165,3202,41,688.9,792.2,1204.0,14,571,267.8,11,0,9,8.0,57,MID
Marcos,Senesi,0,0,31,1103,17,84.2,271.6,39.0,3,114,39.6,2,0,5,0.3,46,DEF
Luis,Sinisterra,1,1,23,229,4,115.3,112.0,195.0,2,90,42.3,0,0,0,0.1,48,MID
Adam,Smith,0,0,57,1586,18,147.2,181.8,24.0,0,161,35.0,6,0,7,0.1,44,DEF
Marcus,Tavernier,3,7,87,1932,29,664.8,447.0,442.0,4,362,155.4,4,0,6,0.2,54,MID
Mark,Travers,0,0,19,450,5,0.0,146.4,0.0,1,76,14.6,1,0,0,0.1,44,GK
Illia,Zabarnyi,0,1,94,3109,42,177.0,651.4,88.0,8,429,92.0,8,1,4,0.5,44,DEF
Kepa,Arrizabalaga,0,0,106,2790,39,10.4,744.4,4.0,7,406,75.8,8,0,3,3.7,46,GK
Dean,Huijsen,3,2,104,2422,31,217.6,826.4,193.0,14,449,123.6,7,0,10,5.0,45,DEF
Julián,Araujo Zúñiga,0,0,12,492,10,30.6,56.8,4.0,0,20,9.2,0,0,2,0.1,43,DEF
Will,Dennis,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,GK
Francisco Evanilson,de Lima Barbosa,10,5,128,2317,30,331.9,456.0,966.0,20,487,174.8,11,1,1,8.5,59,FWD
Max,Kinsey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Ben,Winterburn,0,0,4,22,0,0.2,2.4,2.0,0,14,0.4,0,0,0,0.0,45,MID
Archie,Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Remy,Rees-Dottin,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,45,FWD
Matai,Akinmboni,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Julio,Soler,0,0,3,9,1,1.8,2.2,0.0,0,8,0.4,0,0,0,0.0,39,DEF
Daniel,Adu-Adjei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Dominic,Sadi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Callan,McKenna,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Zain,Silcott-Duberry,0,0,1,1,0,1.0,2.0,0.0,0,5,0.3,0,0,0,0.0,45,MID
Andoni,Iraola,0,0,82,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,4.8,11,AM
Kristoffer,Ajer,0,0,39,1433,25,128.1,199.0,158.0,0,120,48.5,3,0,5,0.2,44,DEF
Ethan,Brierley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Nathan,Collins,2,7,127,3420,57,160.5,1023.2,311.0,11,549,149.6,8,0,5,4.5,46,DEF
Mikkel,Damsgaard,2,10,131,2911,41,1006.4,714.8,338.0,10,611,205.9,11,0,2,1.2,49,MID
Josh,Dasilva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48,MID
Mark,Flekken,0,2,138,3275,55,30.3,1298.4,0.0,12,584,132.5,7,0,1,10.0,45,GK
Rico,Henry,0,0,4,94,3,2.1,13.6,2.0,0,5,1.7,0,0,0,0.0,43,DEF
Aaron,Hickey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,43,DEF
Vitaly,Janelt,1,3,73,2251,38,284.2,356.6,131.0,2,384,77.2,6,0,3,0.2,48,MID
Mathias,Jensen,0,2,38,846,17,249.5,157.0,32.0,1,179,43.8,2,0,2,0.1,53,MID
Kim,Ji-soo,0,0,3,28,0,0.8,5.0,0.0,0,8,0.6,0,0,0,0.3,39,DEF
Yunus Emre,Konak,0,0,10,53,2,4.5,8.0,3.0,0,30,1.2,0,0,0,0.1,44,MID
Keane,Lewis-Potter,1,5,94,3092,49,462.2,542.0,391.0,0,460,139.9,8,0,7,0.1,50,MID
Bryan,Mbeumo,20,9,236,3415,55,1107.5,1236.8,1060.0,29,948,340.8,9,0,3,46.7,83,MID
Ben,Mee,0,0,9,180,4,3.0,36.8,6.0,0,30,4.6,1,0,2,0.3,42,DEF
Christian,Nørgaard,5,5,107,2820,45,333.0,735.4,409.0,7,580,147.9,6,1,8,0.2,48,MID
Frank,Onyeka,0,0,2,23,0,0.5,0.0,0.0,0,3,0.0,0,0,0,0.0,49,MID
Myles,Peart-Harris,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ethan,Pinnock,2,0,47,1912,35,101.2,540.2,193.0,0,233,83.6,2,0,2,0.3,44,DEF
Mads,Roerslev Rasmussen,0,2,36,1100,20,185.8,214.4,78.0,0,125,48.0,2,0,2,0.1,43,DEF
Kevin,Schade,11,4,149,2281,34,312.7,630.8,892.0,12,498,183.3,10,0,3,3.3,53,MID
Igor Thiago,Nascimento Rodrigues,0,0,9,167,4,30.6,18.2,12.0,0,32,5.8,0,0,0,0.0,59,FWD
Ivan,Toney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.1,73,FWD
Hákon,Valdimarsson,0,0,2,144,2,0.1,21.4,0.0,0,14,2.1,0,0,0,2.9,39,GK
Yoane,Wissa,18,6,185,2921,45,400.0,849.4,1181.0,32,739,242.4,9,0,5,24.2,69,FWD
Yehor,Yarmoliuk,0,0,43,1435,25,196.1,259.6,89.0,0,255,54.4,3,0,6,2.3,43,MID
Mathias,Jorgensen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Fábio,Freitas Gouveia Carvalho,2,1,35,443,14,71.5,142.2,154.0,1,127,36.3,0,0,1,0.4,45,MID
Sepp,van den Berg,0,1,62,2584,49,108.3,587.4,226.0,1,266,92.3,5,0,3,1.5,41,DEF
Ryan,Trevitt,0,0,1,3,0,0.1,2.6,0.0,0,5,0.3,0,0,0,0.0,44,MID
Gustavo,Nunes Fernandes Gomes,0,0,3,11,2,0.3,10.0,2.0,0,11,1.2,0,0,0,0.0,49,MID
Jayden,Meghoma,0,0,1,4,0,0.3,0.2,0.0,0,3,0.1,0,0,0,0.0,40,DEF
Tony,Yogane,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Paris,Maghoma,0,0,8,112,1,15.8,27.8,10.0,0,32,5.4,0,0,0,0.0,45,MID
Benjamin,Arthur,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Thomas,Frank,0,0,116,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,15.1,8,AM
Michael,Kayode,0,1,27,523,5,105.2,105.2,30.0,0,115,24.2,2,0,2,0.1,45,DEF
Julian,Eyestone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Iwan,Morgan,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Benjamin,Fredrick,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Simon,Adingra,2,3,60,1081,23,261.9,212.4,337.0,0,207,80.9,2,0,0,0.3,51,MID
Benicio,Baker-Boaitey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Carlos,Baleba,3,1,87,2660,40,343.7,515.4,193.0,7,490,105.2,8,1,6,0.2,50,MID
Valentín,Barco,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9,40,DEF
Amario,Cozier-Duberry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Mahmoud,Dahoud,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Lewis,Dunk,0,1,44,2081,42,115.7,425.4,128.0,0,223,66.9,4,0,5,2.3,42,DEF
Pervis,Estupiñán,1,1,63,2399,44,530.1,504.4,173.0,7,313,120.8,3,0,5,1.3,49,DEF
Billy,Gilmour,0,0,3,97,1,11.9,11.4,2.0,0,21,2.5,0,0,0,0.0,50,MID
Pascal,Groß,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,65,MID
Jack,Hinshelwood,5,3,89,1839,30,268.1,394.6,304.0,8,404,97.0,6,0,5,0.1,49,MID
Ibrahim,Osman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Igor Julio,dos Santos de Paulo,0,0,18,959,17,54.7,189.6,4.0,0,113,24.9,1,0,4,0.1,43,DEF
João Pedro,Junqueira de Jesus,10,6,126,1946,28,456.0,567.0,644.0,26,516,166.0,6,1,4,8.5,55,FWD
Kacper,Kozłowski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Tariq,Lamptey,2,2,42,856,21,101.0,213.6,52.0,1,99,36.8,2,0,0,0.2,44,DEF
Solly,March,0,0,7,161,3,59.6,24.0,18.0,0,25,10.1,0,0,2,0.0,65,MID
Adrian,Mazilu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
James,Milner,0,0,6,170,1,66.3,28.6,12.0,0,27,10.7,1,0,1,0.0,50,MID
Yankuba,Minteh,6,5,102,1831,33,448.9,523.8,615.0,8,398,159.1,4,0,6,1.0,48,MID
Mitoma,Kaoru,10,5,145,2597,40,578.0,670.6,856.0,12,536,210.7,6,0,1,6.3,63,MID
Jakub,Moder,0,0,4,9,0,36.0,15.8,2.0,0,17,5.4,0,0,0,0.4,44,MID
Mark,O’Mahony,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,45,FWD
Odeluga,Offiah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Cameron,Peupion,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Jeremy,Sarmiento Morante,0,0,1,8,0,0.8,0.2,0.0,0,3,0.1,0,0,0,0.0,49,MID
Jason,Steele,0,0,9,180,1,0.0,40.4,0.0,1,46,4.1,1,0,0,0.7,40,GK
Deniz,Undav,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FWD
Jan Paul,van Hecke,1,1,87,2960,47,261.8,736.6,182.0,7,406,118.3,7,1,6,0.7,45,DEF
Joël,Veltman,0,0,59,1694,24,147.2,273.0,59.0,7,249,48.1,6,0,5,1.1,43,DEF
Bart,Verbruggen,0,1,103,3240,58,10.0,849.8,0.0,6,366,85.8,7,0,5,2.5,45,GK
Adam,Webster,0,1,39,885,11,49.7,198.4,55.0,2,167,30.2,4,0,1,0.1,43,DEF
Danny,Welbeck,10,5,125,2109,37,331.3,550.2,676.0,21,484,155.8,7,0,5,6.9,55,FWD
Mats,Wieffer,1,5,52,1003,22,230.4,328.8,129.0,4,243,68.5,2,0,6,0.1,47,MID
Brajan,Gruda,1,4,45,676,15,311.6,196.6,187.0,1,176,69.1,1,0,0,0.1,54,MID
Yasin,Ayari,2,1,74,1958,28,507.5,363.2,247.0,3,358,111.7,7,0,4,0.1,50,MID
Andrew,Moran,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MID
Carl,Rushworth,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,39,GK
Georginio,Rutter,5,6,95,1651,29,281.8,355.4,404.0,1,288,103.0,6,0,2,0.3,50,MID
Ferdi,Kadioglu,1,0,19,385,8,83.7,116.4,40.0,0,59,24.0,2,0,1,0.1,44,DEF
Matt,O'Riley,2,3,50,929,20,322.5,211.4,219.0,2,209,75.3,2,0,1,0.0,55,MID
Imari,Samuels,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Killian,Cahill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,39,GK
Ruairi,McConville,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Jacob,Slater,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Diego,Gómez,1,1,30,507,13,143.2,124.2,69.0,2,130,33.6,0,0,0,0.0,55,MID
Fabian,Hürzeler,0,0,119,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,2.3,11,AM
Joe,Knight,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Eiran,Cashin,0,0,1,19,2,0.6,7.0,0.0,0,-2,0.7,0,0,0,0.0,45,DEF
Charlie,Tasker,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Freddie,Simmonds,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Harry,Howell,0,0,1,6,0,0.9,2.0,6.0,0,5,0.9,0,0,0,0.0,45,MID
Andrey,Nascimento dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ângelo Gabriel,Borges Damaceno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,MID
Benoît,Badiashile,0,0,7,332,5,12.6,66.0,0.0,0,35,7.9,0,0,0,0.1,42,DEF
Lucas,Bergström,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,GK
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,GK
Moisés,Caicedo Corozo,1,4,98,3351,42,568.8,627.6,95.0,4,650,129.2,12,0,11,1.0,49,MID
Cesare,Casadei,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Trevoh,Chalobah,3,1,93,1969,25,124.2,496.4,222.0,11,379,84.6,6,0,3,0.7,44,DEF
Carney,Chukwuemeka,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47,MID
Levi,Colwill,2,1,109,3150,41,214.3,692.0,185.0,6,461,109.4,10,0,9,2.4,44,DEF
Marc,Cucurella Saseta,5,2,133,2988,38,350.6,668.6,358.0,14,533,137.9,9,1,8,11.8,54,DEF
David Datro,Fofana,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,54,FWD
Deivid Washington,de Souza Eugênio,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,49,FWD
Kiernan,Dewsbury-Hall,0,1,18,257,3,47.4,57.4,21.0,1,71,12.6,0,0,0,0.1,55,MID
Enzo,Fernández,6,8,135,2943,37,1131.6,761.6,517.0,11,691,241.3,10,0,8,4.1,47,MID
Conor,Gallagher,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,59,MID
Alfie,Gilchrist,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Malo,Gusto,0,1,60,1853,26,394.6,336.8,147.0,2,285,87.9,4,0,4,1.4,49,DEF
Reece,James,1,2,54,1057,14,202.1,207.6,56.0,5,223,46.7,3,0,1,1.1,48,DEF
Omari,Kellyman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,MID
Roméo,Lavia,0,1,26,792,11,121.7,113.2,7.0,0,125,24.4,3,0,4,0.4,45,MID
Romelu,Lukaku Bolingoli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,63,FWD
Malang,Sarr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
Noni,Madueke,7,5,120,2028,28,475.1,479.2,998.0,12,425,195.3,6,0,3,3.2,60,MID
Marc,Guiu Paz,0,0,3,71,2,11.8,4.4,6.0,0,11,2.2,0,0,0,0.5,47,FWD
Mykhailo,Mudryk,0,0,7,145,2,31.5,23.2,31.0,0,26,8.5,0,0,0,0.2,61,MID
Nicolas,Jackson,10,6,121,2220,24,368.3,546.4,976.0,17,417,187.4,11,1,7,6.2,77,FWD
Christopher,Nkunku,3,2,60,904,16,204.9,230.2,339.0,5,190,77.1,2,0,2,2.0,57,MID
Cole,Palmer,15,10,214,3193,41,1259.2,1068.2,1052.0,35,952,338.0,10,0,7,34.3,105,MID
