first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Antoine,Semenyo,1,0,18,250,6,26.5,50.0,32.0,1,56,10.7,0,0,0,0.0,50,FWD
Matías,Viña,2,0,28,452,10,28.1,156.4,92.0,0,93,27.7,1,0,1,0.1,45,DEF
Illia,Zabarnyi,0,0,7,297,5,0.9,41.2,0.0,0,54,4.1,0,0,0,0.0,45,DEF
Hamed,Traorè,0,0,14,425,8,218.5,84.0,36.0,0,60,33.8,2,0,0,0.0,45,MID
Ben,Greenwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Max,Kinsey-Wellings,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Pontus,Jansson,1,0,29,722,14,2.5,176.2,53.0,0,147,23.4,2,0,0,0.3,42,DEF
Christian,Nørgaard,1,6,71,1763,23,173.7,379.2,269.0,6,309,82.3,6,0,6,0.2,53,MID
Ivan,Toney,20,4,182,2953,42,424.3,926.8,1240.0,35,607,258.7,10,0,9,18.2,71,FWD
David,Raya Martin,0,0,166,3420,46,20.1,1125.4,4.0,20,822,115.2,12,0,1,14.4,48,GK
Sergi,Canós Tenés,0,0,5,73,2,13.5,7.0,6.0,0,14,2.8,0,0,0,0.1,50,DEF
Josh,Dasilva,4,2,81,1371,17,206.1,304.2,182.0,3,274,69.2,5,0,1,3.8,41,MID
Kristoffer,Ajer,0,0,29,763,14,24.7,96.8,27.0,0,129,15.1,4,0,0,0.1,45,DEF
Rico,Henry,0,3,112,3240,46,401.9,444.4,197.0,4,505,104.5,11,0,4,2.6,44,DEF
Vitaly,Janelt,3,1,85,2201,28,246.1,411.2,223.0,5,357,88.1,8,0,3,0.1,55,MID
Saman,Ghoddos,0,0,15,124,5,62.8,27.2,21.0,0,53,11.1,0,0,0,0.0,48,MID
Mathias,Jensen,5,7,132,2805,40,787.9,644.0,208.0,11,498,164.1,10,0,5,1.8,48,MID
Yoane,Wissa,7,4,111,1587,17,184.5,363.8,414.0,6,292,95.5,7,0,3,0.3,53,MID
Mads,Roerslev Rasmussen,0,0,48,1101,12,120.6,167.6,46.0,0,201,33.4,5,0,0,0.1,43,DEF
Mads,Bech Sørensen,0,0,4,18,0,0.2,2.6,0.0,0,12,0.2,0,0,0,0.0,45,DEF
Ethan,Pinnock,3,0,112,2700,34,104.9,751.6,279.0,6,575,113.8,10,0,0,0.9,44,DEF
Frank,Onyeka,0,3,38,837,11,89.9,125.8,106.0,0,111,32.3,3,0,0,0.0,48,MID
Shandon,Baptiste,0,2,29,600,6,144.5,107.8,54.0,0,123,30.7,1,1,1,0.2,45,MID
Bryan,Mbeumo,9,9,150,2905,39,766.3,662.4,866.0,19,556,229.3,10,0,5,4.0,57,FWD
Charlie,Goode,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,39,DEF
Marcus,Forss,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,FWD
Dominic,Thompson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Mads,Bidstrup,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Ellery,Balcombe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Aaron,Hickey,0,3,63,1918,30,119.8,223.6,98.0,2,310,44.2,5,0,7,0.3,49,DEF
Keane,Lewis-Potter,0,1,14,313,4,64.0,42.0,114.0,0,37,21.9,0,0,0,0.0,52,MID
Thomas,Strakosha,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43,GK
Ben,Mee,3,2,143,3269,40,92.0,761.4,307.0,11,643,116.3,12,0,2,14.4,48,DEF
Fin,Stevens,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Halil,Dervişoğlu,0,1,4,6,0,0.0,0.0,10.0,0,11,1.0,0,0,0,0.5,45,FWD
Mikkel,Damsgaard,0,0,33,970,14,161.0,137.4,146.0,0,131,44.5,3,0,4,0.1,50,MID
Mathias,Jorgensen,0,1,45,1097,15,18.2,189.8,45.0,4,191,25.6,4,0,2,0.9,39,DEF
Ryan,Trevitt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Matthew,Cox,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,39,GK
Tristan,Crama,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Yegor,Yarmolyuk,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Kevin,Schade,0,1,29,723,7,110.4,72.2,205.0,0,76,38.7,3,0,2,0.0,49,MID
Michael,Olakigbe,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Adam,Lallana,2,1,47,717,10,186.7,144.2,152.0,4,146,48.5,5,0,0,0.1,48,MID
Jason,Steele,0,1,65,1350,23,13.0,347.6,0.0,8,332,36.1,6,0,1,6.0,40,GK
Danny,Welbeck,6,5,91,1844,28,390.6,378.2,782.0,5,296,155.4,6,0,0,2.1,65,FWD
Pascal,Groß,9,8,159,3240,51,1215.4,888.4,578.0,14,748,268.6,11,0,7,11.0,54,MID
Lewis,Dunk,1,1,112,3240,50,163.6,661.4,198.0,7,648,102.4,12,0,4,8.2,48,DEF
Solly,March,6,10,147,2719,40,965.8,791.8,955.0,16,559,271.4,10,0,2,4.4,52,MID
Adam,Webster,0,0,75,1983,27,104.0,354.0,126.0,3,405,58.4,9,0,2,0.5,45,DEF
Joël,Veltman,1,1,95,2183,29,200.8,406.2,162.0,6,447,77.2,10,0,6,2.4,46,DEF
Robert,Sánchez,0,0,82,2070,30,0.1,439.0,0.0,10,380,43.9,6,0,2,7.6,44,GK
Tariq,Lamptey,0,0,23,439,7,87.2,70.6,48.0,0,91,20.6,1,0,1,0.9,42,DEF
Steven,Alzate,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,44,MID
Alexis,Mac Allister,10,2,140,2882,45,729.6,741.0,706.0,18,567,217.8,10,0,8,14.7,56,MID
Jakub,Moder,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MID
Enock,Mwepu,0,1,11,209,4,39.0,48.8,34.0,0,29,12.2,0,0,0,0.0,53,MID
Jeremy,Sarmiento Morante,0,2,16,168,2,38.2,46.6,50.0,0,40,12.9,1,0,1,0.0,45,MID
Moisés,Caicedo Corozo,1,1,79,3138,47,668.6,582.2,210.0,0,503,146.3,10,0,10,0.4,50,MID
Taylor,Richards,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Haydon,Roberts,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Deniz,Undav,5,2,52,614,9,105.7,157.6,333.0,4,173,59.5,2,0,2,0.8,50,FWD
Kaoru,Mitoma,7,9,138,2311,35,567.6,566.8,857.0,11,457,198.9,8,0,0,27.3,57,MID
Julio,Enciso,4,3,57,794,12,161.0,255.8,370.0,7,189,78.5,4,0,1,2.4,46,FWD
Kacper,Kozłowski,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Billy,Gilmour,0,1,21,502,8,56.5,67.6,33.0,0,105,15.8,2,0,1,0.4,42,MID
Kjell,Scherpen,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Matt,Clarke,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,DEF
Jan Paul,van Hecke,0,0,6,291,7,5.5,62.8,10.0,0,54,7.9,0,0,2,0.3,40,DEF
Levi,Colwill,0,2,46,1218,21,100.7,222.0,50.0,6,249,37.4,3,0,1,0.2,44,DEF
Pervis,Estupiñán,1,7,128,2674,43,752.9,570.2,295.0,15,593,161.3,10,0,4,20.5,50,DEF
Evan,Ferguson,6,2,65,942,12,129.1,284.2,350.0,8,213,76.5,6,0,1,1.7,46,FWD
Ed,Turns,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Andrew,Moran,0,0,1,11,1,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID
James,Furlong,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Jack,Hinshelwood,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,MID
Facundo,Buonanotte,1,1,26,558,12,96.1,87.8,102.0,2,72,27.8,1,0,2,0.1,45,MID
Yasin,Ayari,0,0,3,65,2,25.3,5.4,3.0,0,14,3.3,0,0,0,0.0,45,MID
Odeluga,Offiah,0,0,1,23,3,1.5,6.2,0.0,0,10,0.8,0,0,0,0.0,40,DEF
Tom,McGill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Cameron,Peupion,0,0,1,5,2,0.3,0.0,5.0,0,3,0.5,0,0,0,0.0,45,MID
Imari,Samuels,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Carney,Chukwuemeka,0,0,18,342,7,69.7,57.6,72.0,0,71,19.9,1,0,0,0.3,42,MID
Marc,Cucurella Saseta,0,2,65,1669,20,232.5,354.4,72.0,1,363,65.9,6,0,4,5.0,49,DEF
César,Azpilicueta,0,0,45,1521,21,206.7,259.2,93.0,4,242,55.8,3,0,3,1.2,47,DEF
Thiago,Emiliano da Silva,0,2,80,2351,32,86.1,657.2,137.0,8,524,88.0,6,0,2,5.7,54,DEF
Marcos,Alonso,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,53,DEF
Ross,Barkley,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,49,MID
Mateo,Kovacic,1,2,53,1699,25,363.8,294.2,114.0,2,289,77.5,4,0,8,0.3,49,MID
Kepa,Arrizabalaga,0,0,118,2565,33,0.1,706.2,0.0,15,575,70.6,9,0,1,6.4,45,GK
N'Golo,Kanté,0,1,18,517,7,186.9,107.0,58.0,1,120,35.2,2,0,1,1.1,48,MID
Hakim,Ziyech,0,3,33,649,7,230.9,155.4,113.0,0,129,49.0,2,0,1,0.4,55,MID
Ruben,Loftus-Cheek,0,1,46,1530,23,234.8,206.6,173.0,1,228,61.6,5,0,1,0.1,50,MID
Timo,Werner,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,79,FWD
Robert Kenedy,Nunes do Nascimento,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39,DEF
Ben,Chilwell,2,3,70,1402,19,382.6,283.4,178.0,4,302,84.2,4,0,3,3.1,56,DEF
Christian,Pulisic,1,1,39,805,11,166.7,117.2,210.0,0,102,49.1,3,0,1,0.4,56,MID
Trevoh,Chalobah,0,0,49,1601,24,93.5,283.6,108.0,1,318,48.7,5,0,4,0.6,44,DEF
Mason,Mount,3,4,82,1644,21,463.1,331.4,376.0,8,277,117.2,8,0,4,3.4,72,MID
Malang,Sarr,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,DEF
Callum,Hudson-Odoi,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,53,MID
Kai,Havertz,7,1,102,2565,31,513.3,470.2,1012.0,13,301,199.3,9,0,5,3.2,74,FWD
Reece,James,1,2,44,1242,17,358.2,292.2,153.0,5,286,80.4,2,0,4,10.7,58,DEF
Edouard,Mendy,0,0,24,855,14,0.0,200.4,0.0,0,132,20.2,1,0,1,5.8,48,GK
Conor,Gallagher,3,1,66,1608,23,343.5,379.8,321.0,7,279,104.3,4,1,9,0.7,56,MID
Armando,Broja,1,1,21,285,5,18.2,64.6,113.0,0,56,19.7,1,0,0,0.3,52,FWD
Ethan,Ampadu,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,DEF
Wesley,Fofana,1,0,37,1362,24,59.0,289.2,86.0,4,244,43.8,2,0,4,1.0,43,DEF
Raheem,Sterling,6,4,101,1886,27,479.8,388.2,603.0,9,274,146.8,5,0,4,3.4,97,MID
Kalidou,Koulibaly,2,1,74,1798,22,104.1,497.4,141.0,8,408,74.5,6,1,5,5.4,55,DEF
Harvey,Vale,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Denis,Zakaria,0,0,13,409,5,22.6,44.6,24.0,0,47,9.2,2,0,0,0.0,49,MID
Pierre-Emerick,Aubameyang,1,0,25,546,8,59.4,55.0,177.0,3,61,28.5,1,0,1,0.7,84,FWD
Marcus,Bettinelli,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Omari,Hutchinson,0,0,1,22,0,1.8,1.0,4.0,0,2,0.7,0,0,0,0.0,42,MID
Lewis,Hall,0,0,19,653,11,174.3,113.2,119.0,3,118,40.7,1,0,1,0.0,43,MID
Bashir,Humphreys,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,DEF
David Datro,Fofana,0,0,3,68,1,34.6,15.2,30.0,0,8,8.0,0,0,0,0.1,50,FWD
Benoît,Badiashile,1,0,40,904,9,49.1,219.8,81.0,2,209,35.1,4,0,2,0.4,50,DEF
João,Félix Sequeira,4,0,44,936,16,135.2,203.6,287.0,7,126,61.9,2,1,1,1.7,71,FWD
Mykhailo,Mudryk,0,2,25,650,10,146.4,100.8,140.0,0,73,38.2,0,0,1,0.8,64,MID
Andrey,Nascimento dos Santos,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,MID
Noni,Madueke,1,0,26,639,13,131.9,130.8,182.0,2,105,44.6,0,0,0,0.1,54,MID
Enzo,Fernández,0,2,42,1547,25,307.3,298.2,64.0,1,265,67.1,3,0,3,0.8,50,MID
Ethan,Wady,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,GK
Alfie,Gilchrist,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DEF
Albert,Sambi Lokonga,0,0,23,728,8,57.2,98.4,20.0,0,129,17.6,2,0,2,0.2,43,MID
Vicente,Guaita,0,0,99,2430,34,0.0,668.4,0.0,10,484,66.8,6,0,1,1.4,44,GK
James,Tomkins,1,0,8,335,10,1.1,90.0,54.0,1,50,14.6,0,1,1,0.8,39,DEF
James,McArthur,0,0,4,50,0,1.7,6.8,0.0,0,13,0.9,0,0,0,0.0,48,MID
