first_name,second_name,id
Marcos,Senesi,576
Christian,Saydee,597
Owen,Bevan,598
Cameron,Plain,649
Daniel,Adu-Adjei,695
Michael,Dacosta Gonzalez,696
Dominic,Sadi,697
Pontus,Jansson,78
Christian,Nørgaard,79
Ivan,Toney,80
David,Raya Martin,81
Sergi,Canós Tenés,82
Josh,Dasilva,83
Kristoffer,Ajer,84
Rico,Henry,85
Vitaly,Janelt,86
Saman,Ghoddos,87
Mathias,Jensen,88
Yoane,Wissa,89
Mads,Roerslev Rasmussen,90
Mads,Bech Sørensen,91
Ethan,Pinnock,92
Frank,Onyeka,93
Shandon,Baptiste,94
Bryan,Mbeumo,95
Charlie,Goode,96
Marcus,Forss,97
Dominic,Thompson,98
Mads,Bidstrup,99
Ellery,Balcombe,100
Aaron,Hickey,510
Keane,Lewis-Potter,515
Thomas,Strakosha,517
Ben,Mee,526
Fin,Stevens,540
Halil,Dervişoğlu,541
Mikkel,Damsgaard,580
Mathias,Jorgensen,595
Ryan,Trevitt,632
Matthew,Cox,633
Tristan,Crama,646
Yegor,Yarmolyuk,650
Kevin,Schade,688
Adam,Lallana,101
Jason,Steele,102
Danny,Welbeck,103
Pascal,Groß,104
Lewis,Dunk,106
Solly,March,107
Adam,Webster,108
Joël,Veltman,109
Leandro,Trossard,111
Robert,Sánchez,113
Tariq,Lamptey,114
Steven,Alzate,115
Alexis,Mac Allister,116
Jakub,Moder,117
Enock,Mwepu,118
Jeremy,Sarmiento Morante,119
Moisés,Caicedo Corozo,120
Taylor,Richards,121
Haydon,Roberts,122
Deniz,Undav,123
Kaoru,Mitoma,124
Julio,Enciso,125
Kacper,Kozłowski,126
Billy,Gilmour,149
Kjell,Scherpen,542
Matt,Clarke,543
Jan Paul,van Hecke,544
Levi,Colwill,559
Pervis,Estupiñán,586
Evan,Ferguson,596
Ed,Turns,640
Andrew,Moran,651
James,Furlong,652
Jack,Hinshelwood,677
Facundo,Buonanotte,679
Carney,Chukwuemeka,48
Marc,Cucurella Saseta,112
César,Azpilicueta,127
Thiago,Emiliano da Silva,128
Marcos,Alonso,129
Jorge Luiz,Frello Filho,130
Ross,Barkley,131
Mateo,Kovacic,132
Kepa,Arrizabalaga,133
N'Golo,Kanté,134
Hakim,Ziyech,135
Ruben,Loftus-Cheek,136
Timo,Werner,137
Robert Kenedy,Nunes do Nascimento,138
Ben,Chilwell,139
Christian,Pulisic,140
Trevoh,Chalobah,141
Mason,Mount,142
Malang,Sarr,143
Callum,Hudson-Odoi,144
Kai,Havertz,145
Reece,James,146
Edouard,Mendy,147
Conor,Gallagher,148
Armando,Broja,150
Ethan,Ampadu,151
Wesley,Fofana,272
Raheem,Sterling,304
Kalidou,Koulibaly,520
Harvey,Vale,606
Denis,Zakaria,616
Pierre-Emerick,Aubameyang,617
Marcus,Bettinelli,635
Omari,Hutchinson,653
Lewis,Hall,661
Bashir,Humphreys,673
David Datro,Fofana,684
Benoît,Badiashile,689
João,Félix Sequeira,690
Mykhailo,Mudryk,699
Andrey,Nascimento dos Santos,702
Vicente,Guaita,152
James,Tomkins,153
James,McArthur,154
Christian,Benteke,155
Joel,Ward,156
Nathaniel,Clyne,157
Luka,Milivojevic,158
Jordan,Ayew,159
Wilfried,Zaha,160
Jeffrey,Schlupp,161
Will,Hughes,163
Jairo,Riedewald,164
Joachim,Andersen,165
Odsonne,Edouard,166
Marc,Guéhi,167
Jean-Philippe,Mateta,168
Eberechi,Eze,169
Tyrick,Mitchell,170
Michael,Olise,171
Jesurun,Rak-Sakyi,172
Malcolm,Ebiowei,173
Nathan,Ferguson,174
Sam,Johnstone,175
Remi,Matthews,495
Luke,Plange,496
Cheick,Doucouré,514
Chris,Richards,530
Joseph,Whitworth,590
Kaden,Rodney,601
Killian,Phillips,604
John-Kymani,Gordon,634
Kofi,Balmer,642
Owen,Goodman,644
Jack,Wells-Morrison,654
David,Ozoh,676
Neal,Maupay,110
Asmir,Begović,176
Salomón,Rondón,177
Seamus,Coleman,178
Andros,Townsend,179
Michael,Keane,180
Dele,Alli,181
Jordan,Pickford,182
Allan,Marques Loureiro,183
André,Tavares Gomes,184
Abdoulaye,Doucouré,185
Alex,Iwobi,186
Jean-Philippe,Gbamin,187
Yerry,Mina,188
Demarai,Gray,189
Tom,Davies,190
Dominic,Calvert-Lewin,191
Mason,Holgate,192
Ben,Godfrey,193
Vitalii,Mykolenko,194
Anthony,Gordon,195
Jarrad,Branthwaite,196
Nathan,Patterson,197
Niels,Nkounkou,198
James,Tarkowski,199
Conor,Coady,475
Rúben,Nascimento Vinagre,531
Dwight,McNeil,534
Stanley,Mills,560
Lewis,Warrington,561
James,Garner,570
Amadou,Onana,577
Reece,Welch,605
Idrissa,Gueye,611
Eldin,Jakupovic,627
Kyle,John,637
Thomas,Cannon,662
Isaac,Price,678
Ellis,Simms,686
Bernd,Leno,2
Shane,Duffy,105
Tom,Cairney,200
Tim,Ream,201
Anthony,Knockaert,202
Nathaniel,Chalobah,203
Neeskens,Kebano,204
Bobby,De Cordova-Reid,205
Joe,Bryan,206
Paulo,Gazzaniga Farias,207
Terence,Kongolo,208
Tosin,Adarabioyo,209
Aleksandar,Mitrović,210
Harrison,Reed,211
Harry,Wilson,212
Marek,Rodák,213
Ivan,Neves Abreu Cavaleiro,214
Kenny,Tete,215
Josh,Onomah,216
Antonee,Robinson,217
Rodrigo,Muniz Carvalho,218
Jay,Stansfield,219
João,Palhinha Gonçalves,220
Daniel,James,231
Andreas,Hoelgebaum Pereira,346
Issa,Diop,470
Tyrese,Francois,521
Kevin,Mbabu,532
Luke,Harris,546
Manor,Solomon,562
Terry,Ablade,591
Layvin,Kurzawa,613
Willian,Borges da Silva,614
Carlos Vinícius,Alves Morais,618
Stefan,Parkes,636
Martial,Godo,641
Kristian,Sekularac,667
Kasper,Schmeichel,248
Jonny,Evans,249
Ryan,Bertrand,250
Marc,Albrighton,251
Nampalys,Mendy,252
Jannik,Vestergaard,253
Danny,Ward,254
Jamie,Vardy,255
Ricardo,Barbosa Pereira,256
Daniel,Amartey,257
Timothy,Castagne,258
Youri,Tielemans,259
Ayoze,Pérez,260
James,Maddison,261
Kelechi,Iheanacho,262
Hamza,Choudhury,263
Harvey,Barnes,264
Wilfred,Ndidi,265
Kiernan,Dewsbury-Hall,266
Çaglar,Söyüncü,267
James,Justin,268
Boubakary,Soumaré,269
Luke,Thomas,270
Patson,Daka,271
Lewis,Brunt,273
Daniel,Iversen,548
Dennis,Praet,549
Alex,Smithies,581
Wout,Faes,612
Sammy,Braybrooke,639
Joe,Wormleighton,645
Kasey,McAteer,687
Liam,Cooper,221
Luke,Ayling,222
Mateusz,Klich,223
Adam,Forshaw,224
Rodrigo,Moreno,225
Stuart,Dallas,226
Patrick,Bamford,227
Diego,Llorente,228
Tyler,Roberts,229
Robin,Koch,230
Raphael,Dias Belloli,232
Jack,Harrison,233
Jamie,Shackleton,234
Pascal,Struijk,235
Kristoffer,Klaesson,236
Sam,Greenwood,237
Illan,Meslier,238
Junior,Firpo Adames,239
Crysencio,Summerville,240
Lewis,Bate,241
Joe,Gelhardt,242
Leo Fuhr,Hjelde,243
Rasmus,Kristensen,244
Marc,Roca Junqué,245
Brenden,Aaronson,246
Darko,Gyabi,247
Tyler,Adams,506
Luis,Sinisterra Lucumí,508
Cody,Drameh,547
Archie,Gray,565
Joel,Robles,578
Wilfried,Gnonto,619
Mateo Joseph,Fernández,659
Sonny,Perkins,663
Maximilian,Wöber,691
Georginio,Rutter,700
James,Milner,274
Jordan,Henderson,275
Joel,Matip,276
Thiago,Alcántara do Nascimento,277
Alex,Oxlade-Chamberlain,278
Roberto,Firmino,279
Virgil,van Dijk,280
Alisson,Ramses Becker,281
Fabio Henrique,Tavares,282
Mohamed,Salah,283
Andrew,Robertson,284
Trent,Alexander-Arnold,285
Joseph,Gomez,286
Naby,Keita,287
Diogo,Teixeira da Silva,288
Caoimhin,Kelleher,289
Ibrahima,Konaté,290
Curtis,Jones,291
Konstantinos,Tsimikas,292
Luis,Díaz,293
Harvey,Elliott,294
Fábio,Freitas Gouveia Carvalho,296
Darwin,Núñez Ribeiro,297
Calvin,Ramsay,298
Adrián,San Miguel del Castillo,497
Rhys,Williams,498
Ben,Davies,499
Sepp,van den Berg,500
Nathaniel,Phillips,501
Luke,Chambers,563
Stefan,Bajcetic,564
Bobby,Clark,584
Harvey,Davies,592
Arthur Henrique,Ramos de Oliveira Melo,620
Ben,Doak,665
Cody,Gakpo,680
Kyle,Walker,299
Ilkay,Gündogan,300
Kevin,De Bruyne,301
John,Stones,302
Riyad,Mahrez,303
Jack,Grealish,305
João,Cancelo,306
Ederson,Santana de Moraes,307
Nathan,Aké,308
Aymeric,Laporte,309
Zack,Steffen,310
Bernardo,Veiga de Carvalho e Silva,311
Rúben,Gato Alves Dias,312
Phil,Foden,314
Rodrigo,Hernandez,315
Cole,Palmer,316
James,McAtee,317
Erling,Haaland,318
Julián,Álvarez,319
Luke,Mbete-Tabu,320
Josh,Wilson-Esbrand,322
Liam,Delap,323
Stefan,Ortega Moreno,324
Kalvin,Phillips,325
Scott,Carson,502
Rico,Lewis,573
Sergio,Gómez,587
Claudio,Gomes,599
Ben,Knight,600
Manuel,Akanji,610
Jack,Butland,162
Cristiano Ronaldo,dos Santos Aveiro,326
David,De Gea Quintana,327
Phil,Jones,328
Raphaël,Varane,329
Harry,Maguire,330
Frederico,Rodrigues de Paula Santos,331
Luke,Shaw,332
Bruno,Borges Fernandes,333
Alex,Telles,334
Marcus,Rashford,335
Donny,van de Beek,336
Victor,Lindelöf,337
Scott,McTominay,338
Eric,Bailly,339
Jadon,Sancho,340
Aaron,Wan-Bissaka,341
Diogo,Dalot Teixeira,342
Brandon,Williams,343
Anthony,Elanga,344
Anthony,Martial,345
Facundo,Pellistri Rebollo,347
Tom,Heaton,348
Tyrell,Malacia,504
Christian,Eriksen,519
Lisandro,Martínez,533
Amad,Diallo,550
Zidane,Iqbal,551
Alejandro,Garnacho,569
Carlos Henrique,Casimiro,593
Antony Matheus,dos Santos,609
Matej,Kovár,615
Kobbie,Mainoo,643
Nathan,Bishop,656
Shola,Shoretire,660
Rhys,Bennett,674
Wout,Weghorst,701
Jonjo,Shelvey,349
Matt,Ritchie,350
Federico,Fernández,351
Ciaran,Clark,352
Karl,Darlow,353
Chris,Wood,354
Martin,Dubravka,355
Callum,Wilson,356
Kieran,Trippier,357
Dan,Burn,358
Ryan,Fraser,359
Jamaal,Lascelles,360
Dwight,Gayle,361
Paul,Dummett,362
Javier,Manquillo Gaitán,363
Emil,Krafth,364
Jacob,Murphy,365
Fabian,Schär,366
Matt,Targett,367
Allan,Saint-Maximin,368
Miguel,Almirón Rejala,369
Sean,Longstaff,370
Joelinton Cássio,Apolinário de Lira,371
Jamal,Lewis,372
Joe,Willock,373
Bruno,Guimarães Rodriguez Moura,374
Jeff,Hendrick,375
Nick,Pope,376
Sven,Botman,377
Elliot,Anderson,552
Alexander,Isak,594
Loris,Karius,626
Garang,Kuol,683
Neco,Williams,295
Harry,Arter,378
Steve,Cook,379
Lyle,Taylor,380
Jack,Colback,381
Brice,Samba,382
Carlos,Ribeiro Dias,383
Joe,Lolley,384
Scott,McKenna,385
Mohamed,Dräger,386
Ryan,Yates,387
Joe,Worrall,388
Jonathan,Panzo,389
Xande,Nascimento da Costa Silva,390
Sam,Surridge,391
Richie,Laryea,392
Loïc,Mbe Soh,393
Brennan,Johnson,394
Alex,Mighten,395
Braian,Ojeda Rodríguez,396
Taiwo,Awoniyi,397
Dean,Henderson,398
Giulian,Biancone,399
Willy,Boly,474
Morgan,Gibbs-White,493
Moussa,Niakhaté,507
Omar,Richards,511
Wayne,Hennessey,518
Harry,Toffolo,523
Lewis,O'Brien,524
Jesse,Lingard,527
Orel,Mangala,536
Oliver,Hammond,553
Remo,Freuler,582
Cheikhou,Kouyaté,583
Emmanuel,Dennis,585
Renan Augusto,Lodi dos Santos,602
Loïc,Badé,621
Serge,Aurier,628
Dale,Taylor,666
Jordan,Smith,675
Gustavo Henrique,Furtado Scarpa,681
Danilo,dos Santos de Oliveira,703
Ainsley,Maitland-Niles,21
Roméo,Lavia,321
Theo,Walcott,400
Alex,McCarthy,401
Oriol,Romeu Vidal,402
Nathan,Redmond,403
Stuart,Armstrong,405
Mohamed,Elyounoussi,406
James,Ward-Prowse,407
Adam,Armstrong,408
Kyle,Walker-Peters,409
Che,Adams,411
Nathan,Tella,412
Lyanco,Silveira Neves Vojnovic,413
Yan,Valery,414
Will,Smallbone,415
Ibrahima,Diallo,416
Romain,Perraud,417
Moussa,Djenepo,418
Tino,Livramento,419
Mohammed,Salisu,420
Mateusz,Lis,421
Gavin,Bazunu,422
Armel,Bella-Kotchap,423
Willy,Caballero,424
Joe,Ayodele-Aribo,512
Sékou,Mara,528
Juan,Larios López,622
Duje,Caleta-Car,623
Samuel,Edozie,624
Lewis,Payne,647
Ryan,Finnigan,648
Jimmy,Morgan,671
Mislav,Orsic,692
Carlos,Alcaraz,693
Hugo,Lloris,425
Fraser,Forster,426
Harry,Kane,427
Son,Heung-min,428
Matt,Doherty,429
Eric,Dier,430
Lucas,Rodrigues Moura da Silva,431
Ben,Davies,432
Pierre-Emile,Højbjerg,433
Harry,Winks,434
Davinson,Sánchez,435
Ryan,Sessegnon,436
Steven,Bergwijn,437
Sergio,Reguilón,438
Japhet,Tanganga,439
Rodrigo,Bentancur,440
Oliver,Skipp,441
Joe,Rodon,442
Cristian,Romero,443
Yves,Bissouma,444
Emerson,Leite de Souza Junior,445
Dejan,Kulusevski,446
Dane,Scarlett,447
Ivan,Perišić,448
Harvey,White,449
Pape Matar,Sarr,450
Brandon,Austin,451
Alfie,Devine,452
Troy,Parrott,453
Richarlison,de Andrade,454
Clément,Lenglet,513
Djed,Spence,522
Bryan,Gil Salvatierra,554
Lukasz,Fabianski,455
Angelo,Ogbonna,456
Aaron,Cresswell,457
Michail,Antonio,458
Craig,Dawson,459
Manuel,Lanzini,460
Kurt,Zouma,461
Arthur,Masuaku,462
Vladimir,Coufal,463
Saïd,Benrahma,464
Jarrod,Bowen,465
Nikola,Vlasic,466
Declan,Rice,467
Tomas,Soucek,468
Pablo,Fornals Malla,469
Ben,Johnson,471
Nayef,Aguerd,472
Alphonse,Areola,473
Flynn,Downes,509
Gianluca,Scamacca,529
Emerson,Palmieri dos Santos,545
Harrison,Ashby,555
Conor,Coventry,556
Darren,Randolph,571
Armstrong,Oko-Flex,572
Maxwel,Cornet,575
Thilo,Kehrer,588
Lucas,Tolentino Coelho de Lima,603
Divin,Mubama,669
Raúl,Jiménez,476
Jonathan,Castro Otto,477
José,Malheiro de Sá,478
Rúben,da Silva Neves,480
Hwang,Hee-chan,481
Nélson,Cabral Semedo,482
Daniel,Castelo Podence,483
Max,Kilman,484
Luke,Cundle,485
Pedro,Lomba Neto,486
Rayan,Aït-Nouri,487
Fabio,Silva,488
Toti António,Gomes,489
Francisco Jorge,Tomás Oliveira,490
Adama,Traoré Diarra,491
Matija,Šarkić,492
Yerson,Mosquera Valdelamar,494
João Filipe Iria,Santos Moutinho,503
Nathan,Collins,516
Jackson,Smith,557
Hugo,Bueno López,558
Joseph,Hodge,566
Connor,Ronan,567
Chem,Campbell,568
Gonçalo Manuel,Ganchinho Guedes,579
Matheus Luiz,Nunes,589
Sasa,Kalajdzic,608
Diego,Da Silva Costa,625
Boubacar,Traoré,629
Nathan,Fraser,657
Harvey,Griffiths,658
Dexter,Lembikisa,664
Matheus,Santos Carneiro Da Cunha,682
Mario,Lemina,698
Pablo,Sarabia,704
