assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
1,13,610,100,100,10,69140,0,0,-1,1,129.9,2,0,2,1.6,3.0,9,Shkodran,2.0,30,3,117.0,12,False,836.6,0,0,0,0,2272,,2018-03-11T16:01:19Z,54,0,0,0,69140.jpg,4.0,0,0,Mustafi,4.2,False,20,a,1,3,202.0,109,593921,0,492651,0,0.4,20.2,Mustafi,6
4,6,510,100,100,10,111457,0,0,-2,2,334.9,2,0,2,4.0,4.5,6,Sead,3.5,30,2,118.3,13,False,443.2,0,0,0,0,2146,,2018-04-29T17:01:20Z,58,0,0,0,111457.jpg,4.0,0,0,Kolasinac,6.1,False,31,a,1,3,404.0,108,833275,0,1171952,0,0.6,18.6,Kolasinac,3
9,11,506,25,25,8,37605,0,0,-2,2,1287.5,2,0,3,0.3,0.3,0,Mesut,0.0,36,4,248.6,16,False,640.6,0,0,0,0,2161,Back injury - 25% chance of playing,2018-05-06T15:31:20Z,93,0,0,0,37605.jpg,4.3,0,0,Özil,2.1,False,11,d,1,3,555.0,112,358328,0,408304,0,0.0,12.0,Özil,4
0,0,0,0,0,0,19524,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Santiago,0.0,0,0,0.0,17,False,0.0,0,0,0,0,0,Achilles injury - Unknown return date,2017-07-12T10:31:11Z,69,0,0,0,19524.jpg,0.0,0,0,Cazorla,0.1,False,19,i,1,3,0.0,0,1181,0,2659,0,0.0,0.0,Cazorla,0
10,12,503,100,100,9,41792,0,0,-2,2,478.3,3,0,3,4.0,4.5,6,Aaron,3.5,25,7,184.2,18,False,631.2,0,0,0,0,1844,,2018-04-13T09:01:18Z,68,0,0,0,41792.jpg,5.4,0,0,Ramsey,4.5,False,8,a,1,3,734.0,130,1257144,0,1139322,0,0.5,19.1,Ramsey,0
0,0,35,0,0,0,56864,0,0,-2,2,16.9,0,0,3,0.0,0.0,0,Francis,0.0,6,0,4.8,20,False,22.2,0,0,0,0,164,Transferred to Valencia,2018-01-12T09:32:41Z,43,0,0,0,56864.jpg,1.0,0,0,Coquelin,0.5,False,34,u,1,3,8.0,7,15808,0,41507,0,0.0,1.6,Coquelin,0
5,2,426,100,100,9,153133,0,0,-4,4,592.9,0,0,3,4.2,4.2,3,Alex,3.2,26,3,165.6,21,False,430.0,0,0,0,0,1827,,2018-04-29T20:01:18Z,51,0,0,0,153133.jpg,3.4,0,0,Iwobi,1.0,False,17,a,1,3,635.0,89,127206,0,223267,0,0.6,17.5,Iwobi,1
1,0,156,0,0,3,153256,0,0,-3,3,194.4,0,0,3,0.0,0.0,0,Mohamed,0.5,12,0,42.5,22,False,138.2,0,0,0,0,865,Ankle injury - Unknown return date,2018-04-22T14:01:18Z,42,0,0,0,153256.jpg,1.7,1,0,Elneny,3.0,False,35,i,1,3,92.0,22,309421,0,356216,0,0.1,5.2,Elneny,3
8,3,593,100,100,12,84450,0,0,-4,4,822.8,1,0,3,4.0,4.0,3,Granit,3.0,50,1,195.3,23,False,753.4,0,0,0,0,3259,,2018-04-15T12:31:19Z,51,0,0,0,84450.jpg,2.9,0,0,Xhaka,7.0,False,29,a,1,3,378.0,109,987715,0,1106599,0,0.6,21.4,Xhaka,10
3,2,236,100,100,4,54102,0,0,-5,5,281.8,0,0,3,2.2,2.0,0,Jack,1.0,16,1,71.0,24,False,258.4,0,0,0,0,1185,,2018-04-19T08:31:17Z,50,0,0,0,54102.jpg,2.3,0,0,Wilshere,0.7,False,10,a,1,3,169.0,46,153990,0,129077,0,0.2,9.2,Wilshere,6
2,6,249,100,100,4,50175,0,0,-2,2,212.8,2,0,4,2.2,2.2,1,Danny,1.2,21,5,96.0,26,False,309.8,0,0,0,0,1178,,2018-04-01T20:31:18Z,73,0,0,0,50175.jpg,2.5,0,0,Welbeck,1.2,False,23,a,1,3,435.0,70,218953,0,233314,0,0.2,9.6,Welbeck,1
0,0,0,0,0,0,155851,0,0,-1,1,0.0,0,0,4,0.0,0.0,0,Lucas,0.0,0,0,0.0,27,False,0.0,0,0,0,0,0,Joined Deportivo La Coruna on loan for the season,2017-08-31T18:31:14Z,74,0,0,0,155851.jpg,0.0,0,0,Pérez,0.1,False,28,u,1,3,0.0,0,550,0,9141,0,0.0,0.0,Pérez,0
5,11,543,100,100,10,59966,0,0,-2,2,566.0,2,0,4,7.2,6.5,2,Alexandre,5.5,28,14,258.0,28,False,725.6,0,0,0,0,2197,,2018-04-01T12:31:19Z,103,0,0,0,59966.jpg,4.3,0,0,Lacazette,7.6,False,9,a,1,3,1291.0,138,1367817,0,1826713,0,0.5,13.4,Lacazette,1
9,9,411,100,100,12,57249,0,0,-3,3,727.8,3,0,3,3.6,3.7,3,Henrikh,2.7,17,3,163.8,281,False,506.8,0,0,0,0,1712,,2018-04-29T20:01:18Z,77,0,0,0,57249.jpg,4.1,0,0,Mkhitaryan,7.5,False,7,a,1,3,400.0,107,2270366,0,2414977,0,0.4,13.9,Mkhitaryan,2
0,0,171,100,100,2,101184,0,0,-3,3,40.0,0,0,2,2.8,2.5,0,Calum,1.5,14,0,40.2,480,False,227.8,0,0,0,0,864,,2018-03-11T13:31:19Z,47,0,0,0,101184.jpg,1.9,0,0,Chambers,0.4,False,21,a,1,3,134.0,23,26699,0,29485,0,0.3,4.9,Chambers,1
0,0,23,None,None,0,200641,0,0,-3,3,29.7,0,0,3,1.4,1.3,0,Reiss,0.3,3,0,5.3,489,False,12.0,0,0,0,0,144,,None,47,0,0,0,200641.jpg,1.7,0,0,Nelson,0.0,False,61,a,1,3,11.0,5,1836,0,3407,0,0.1,1.1,Nelson,0
0,0,160,100,100,3,154043,0,0,0,0,141.3,0,0,3,2.0,2.0,1,Ainsley,1.0,16,0,37.8,546,False,168.4,0,0,0,0,908,,2018-04-15T12:31:19Z,45,0,0,0,154043.jpg,1.7,0,0,Maitland-Niles,0.1,False,30,a,1,3,67.0,25,15922,0,12490,0,0.2,5.6,Maitland-Niles,1
0,0,0,None,None,0,113534,0,0,0,0,0.0,0,0,1,1.0,1.0,0,Matt,0.0,0,0,0.0,559,False,0.0,0,0,0,0,0,,None,50,0,0,0,113534.jpg,0.0,0,0,Macey,0.0,False,54,a,1,3,0.0,0,568,0,555,0,0.0,0.0,Macey,0
0,0,10,None,None,0,205533,0,0,0,0,1.9,0,0,4,1.4,1.3,0,Edward,0.3,1,0,2.3,560,False,5.0,0,0,0,0,17,,None,50,0,0,0,205533.jpg,1.0,0,0,Nketiah,0.0,False,62,a,1,3,17.0,3,4612,0,3779,0,0.1,0.6,Nketiah,0
0,0,0,0,0,0,27334,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Mathieu,0.0,0,0,0.0,564,False,0.0,0,0,0,0,0,Transferred to Saint-Etienne,2018-01-31T19:14:43Z,45,0,0,0,27334.jpg,0.0,0,0,Debuchy,0.0,False,2,u,1,3,0.0,0,1490,0,1662,0,0.0,0.0,Debuchy,0
0,0,41,0,0,1,233963,0,0,-3,3,1.3,0,0,2,0.0,0.0,0,Konstantinos,0.7,5,0,5.5,595,False,52.2,0,0,0,0,194,Suspended until 11 Aug,2018-05-09T19:31:19Z,42,0,0,0,233963.jpg,1.3,1,0,Mavropanos,0.0,False,27,s,1,3,2.0,4,3828,0,1881,0,0.2,1.0,Mavropanos,0
4,12,354,100,100,4,54694,0,0,3,-3,207.1,2,0,4,7.8,8.0,8,Pierre-Emerick,7.0,15,10,127.1,616,False,484.0,0,0,0,0,1056,,2018-02-03T16:31:19Z,108,0,1,0,54694.jpg,6.7,0,0,Aubameyang,14.0,False,14,a,1,3,580.0,87,1545427,0,726140,0,0.6,8.1,Aubameyang,0
0,0,8,None,None,0,200089,0,0,0,0,5.8,0,0,3,1.6,1.5,0,Joseph,0.5,2,0,1.8,634,False,8.2,0,0,0,0,81,,None,45,0,0,0,200089.jpg,1.5,0,0,Willock,0.0,False,69,a,1,3,4.0,3,239,0,127,0,0.1,0.7,Willock,0
0,0,0,None,None,0,209413,0,0,0,0,0.0,0,0,2,1.0,1.0,0,Jordi,0.0,0,0,0.0,644,False,0.0,0,0,0,0,0,,None,40,0,0,0,209413.jpg,0.0,0,0,Osei-Tutu,0.0,False,63,a,1,3,0.0,0,235,0,53,0,0.0,0.0,Osei-Tutu,0
0,6,631,100,100,6,40349,0,0,0,0,20.0,3,0,1,3.5,3.4,3,Asmir,3.4,61,0,80.8,29,False,790.8,0,0,0,0,3420,,2018-03-19T12:31:17Z,45,0,0,1,40349.jpg,2.9,0,111,Begovic,4.1,False,27,a,2,91,0.0,112,225786,0,295513,0,0.8,24.9,Begovic,2
0,0,0,None,None,0,18726,0,0,-4,4,0.0,0,0,1,0.0,0.0,0,Artur,0.0,0,0,0.0,30,False,0.0,0,0,0,0,0,,None,41,0,0,0,18726.jpg,0.0,0,0,Boruc,1.3,False,1,a,2,91,0.0,0,10441,0,160441,0,0.0,0.0,Boruc,0
0,0,0,100,100,0,15885,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Adam,0.0,0,0,0.0,31,False,0.0,0,0,0,0,0,,2017-08-31T20:01:14Z,40,0,0,0,15885.jpg,0.0,0,0,Federici,2.2,False,32,a,2,91,0.0,0,20285,0,147102,0,0.0,0.0,Federici,0
1,3,491,100,100,4,15149,0,0,-2,2,418.4,0,0,2,3.5,2.8,0,Simon,2.8,47,0,131.0,32,False,726.8,0,0,0,0,2708,,2018-04-07T13:01:18Z,43,0,0,0,15149.jpg,1.8,1,0,Francis,1.3,False,2,a,2,91,163.0,56,128178,0,204320,0,0.7,13.0,Francis,8
1,9,495,100,100,5,56917,0,0,-4,4,65.6,2,0,2,2.5,2.4,2,Steve,2.4,53,2,120.6,33,False,870.0,0,0,0,0,2764,,2018-02-11T12:01:19Z,46,1,0,0,56917.jpg,2.4,0,0,Cook,1.1,False,3,a,2,91,271.0,83,137885,0,127872,0,0.5,18.0,Steve Cook,5
3,4,587,100,100,6,41320,0,0,-3,3,479.7,0,0,2,2.3,2.8,5,Charlie,2.8,50,1,125.9,34,False,582.2,0,0,0,0,3001,,2017-12-30T15:01:17Z,47,0,0,0,41320.jpg,2.7,0,0,Daniels,6.6,False,11,a,2,91,196.0,94,592879,0,1178667,0,0.6,20.0,Daniels,0
3,3,376,0,0,2,54469,0,0,-2,2,345.5,0,0,2,0.0,0.0,0,Adam,0.0,38,1,94.5,35,False,455.0,0,0,0,0,2067,Knee injury - Unknown return date,2018-03-17T16:31:18Z,48,0,0,0,54469.jpg,2.1,0,0,Smith,0.4,False,15,i,2,91,144.0,56,36683,0,71957,0,0.0,11.7,Adam Smith,6
0,0,40,100,100,0,149484,0,0,-3,3,14.8,0,0,2,0.3,0.6,2,Tyrone,0.6,5,0,7.2,36,False,46.6,0,0,0,0,201,,2018-04-28T13:01:18Z,42,0,0,0,149484.jpg,0.8,0,0,Mings,0.2,False,26,a,2,91,10.0,3,2820,0,17854,0,0.1,0.7,Mings,1
0,0,0,100,100,0,120447,0,0,-1,1,0.0,0,0,2,0.0,0.0,0,Bradley,0.0,0,0,0.0,37,False,0.0,0,0,0,0,0,,2017-10-10T11:31:14Z,39,0,0,0,120447.jpg,0.0,0,0,Smith,3.2,False,14,a,2,91,0.0,0,114961,0,205918,0,0.0,0.0,Brad Smith,0
3,8,642,100,100,6,126184,0,0,0,0,115.1,1,0,2,2.0,2.0,2,Nathan,2.0,59,2,133.5,38,False,932.4,0,0,0,0,3352,,2017-08-30T23:01:13Z,50,0,0,0,126184.jpg,2.7,0,0,Aké,6.1,False,5,a,2,91,287.0,102,473457,0,550652,0,0.4,20.4,Aké,5
0,0,156,0,0,3,48615,0,0,-3,3,76.1,0,0,3,0.0,0.0,0,Harry,0.0,13,1,29.2,39,False,146.0,0,0,0,0,959,Achilles injury - Unknown return date,2018-04-27T10:31:17Z,47,0,0,0,48615.jpg,2.1,0,0,Arter,0.3,False,8,i,2,91,69.0,27,14078,0,42168,0,0.0,5.7,Arter,4
0,0,97,100,100,5,20037,0,0,-3,3,195.5,0,0,3,0.8,0.6,0,Marc,0.6,17,0,51.6,40,False,99.2,0,0,0,0,974,,2018-03-17T15:01:18Z,47,0,0,0,20037.jpg,1.6,0,0,Pugh,0.1,False,7,a,2,91,224.0,32,3064,0,6956,0,0.1,6.8,Pugh,2
5,9,363,100,100,5,15237,0,0,-2,2,261.1,1,0,3,2.8,2.6,2,Andrew,2.6,29,2,84.0,41,False,458.0,0,0,0,0,1851,,2018-01-01T12:31:17Z,43,0,0,0,15237.jpg,3.3,0,0,Surman,3.1,False,6,a,2,91,121.0,82,808698,0,733484,0,0.6,19.1,Surman,2
3,7,285,0,0,2,56872,0,0,-3,3,377.2,3,0,3,0.0,0.0,0,Junior,0.0,22,5,125.1,42,False,394.8,0,0,0,0,1285,Knee injury - Unknown return date,2018-03-31T15:01:18Z,57,0,0,0,56872.jpg,3.9,0,0,Stanislas,0.3,False,19,i,2,91,483.0,75,175855,0,170063,0,0.0,13.2,Stanislas,1
1,4,254,100,100,1,40387,0,0,-2,2,262.2,0,0,3,1.5,1.4,1,Dan,1.4,41,2,93.3,43,False,396.4,0,0,0,0,1941,,2017-09-30T13:01:14Z,48,0,0,0,40387.jpg,2.1,0,0,Gosling,0.1,False,4,a,2,91,274.0,59,12193,0,11809,0,0.3,12.3,Gosling,8
0,0,0,0,0,0,59741,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Max,0.0,0,0,0.0,44,False,0.0,0,0,0,0,0,Season-long loan to Toulouse,2017-08-18T06:54:02Z,50,0,0,0,59741.jpg,0.0,0,0,Gradel,0.0,False,10,u,2,91,0.0,0,144,0,4149,0,0.0,0.0,Gradel,0
6,5,289,100,100,4,103912,0,0,-4,4,602.7,1,0,3,0.8,1.0,2,Jordon,1.0,33,2,157.3,45,False,362.0,0,0,0,0,1988,,2018-04-07T17:31:19Z,46,0,0,0,103912.jpg,2.7,0,0,Ibe,1.0,False,33,a,2,91,610.0,85,194218,0,167829,0,0.2,18.5,Ibe,1
2,0,337,None,None,3,155408,0,0,-2,2,423.3,0,0,3,1.8,1.4,0,Lewis,1.4,42,0,100.7,46,False,456.4,0,0,0,0,2234,,None,43,0,0,0,155408.jpg,2.0,0,0,Cook,1.2,False,16,a,2,91,126.0,58,100360,0,87371,0,0.3,13.5,Lewis Cook,5
3,13,390,100,100,2,90105,0,0,-4,4,646.6,2,0,3,4.3,3.8,2,Ryan,3.8,38,5,155.0,47,False,492.8,0,0,0,0,2003,,2018-03-17T15:01:18Z,51,0,0,0,90105.jpg,3.7,0,0,Fraser,0.7,False,24,a,2,91,413.0,97,112022,0,138149,0,0.7,19.0,Fraser,0
2,13,282,100,100,6,75115,0,0,-4,4,288.4,3,0,4,1.8,3.0,8,Callum,3.0,33,8,147.5,48,False,392.2,0,0,0,0,1981,,2017-12-17T16:31:16Z,56,0,0,0,75115.jpg,3.6,0,0,Wilson,4.5,False,13,a,2,91,799.0,102,1273721,0,1041094,0,0.5,18.2,Wilson,0
1,0,73,0,0,0,88498,0,0,-3,3,62.6,0,0,4,0.0,0.0,0,Benik,0.0,12,0,31.3,49,False,33.8,0,0,0,0,534,Season-long loan to Wolves,2018-02-01T09:31:17Z,57,0,0,0,88498.jpg,1.4,0,0,Afobe,0.2,False,9,u,2,91,219.0,24,7433,0,33941,0,0.0,4.2,Afobe,0
0,3,106,100,100,1,178304,0,0,-1,1,69.5,1,0,4,1.3,1.2,1,Lys,1.2,16,2,43.9,50,False,120.4,0,0,0,0,581,,2018-04-07T13:01:18Z,49,0,0,0,178304.jpg,1.6,0,0,Mousset,0.2,False,31,a,2,91,252.0,36,24091,0,20490,0,0.2,7.3,Mousset,1
4,10,381,100,100,7,78007,0,0,-5,5,556.7,0,0,4,3.0,3.8,7,Joshua,3.8,38,8,203.7,51,False,577.0,0,0,0,0,2450,,2018-03-21T17:31:17Z,70,0,0,0,78007.jpg,3.3,0,0,King,1.9,False,17,a,2,91,902.0,110,185282,0,386325,0,0.5,15.7,King,3
2,5,191,100,100,2,7958,0,0,-4,4,144.9,1,0,4,1.0,1.6,4,Jermain,1.6,21,4,88.9,52,False,209.4,0,0,0,0,1075,,2018-02-24T14:01:18Z,76,0,0,0,7958.jpg,2.5,0,0,Defoe,1.4,False,18,a,2,91,539.0,60,54550,0,215668,0,0.2,7.9,Defoe,1
0,0,0,0,0,0,225321,0,0,0,0,0.0,0,0,1,0.0,0.0,0,Aaron,0.0,0,0,0.0,549,False,0.0,0,0,0,0,0,Season-long loan to Chesterfield,2018-01-08T09:49:35Z,40,0,0,0,225321.jpg,0.0,0,0,Ramsdale,0.1,False,12,u,2,91,0.0,0,16527,0,9432,0,0.0,0.0,Ramsdale,0
0,0,10,None,None,0,222434,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Jack,0.0,2,0,0.6,570,False,6.2,0,0,0,0,71,,None,40,0,0,0,222434.jpg,1.0,0,0,Simpson,0.2,False,42,a,2,91,0.0,1,15826,0,8996,0,0.0,0.3,Simpson,0
0,0,6,None,None,0,122342,0,0,0,0,12.5,0,0,3,0.0,0.2,1,Emerson,0.2,1,0,1.8,584,False,5.0,0,0,0,0,58,,None,45,0,0,0,122342.jpg,1.0,0,0,Hyndman,0.0,False,22,a,2,91,0.0,1,220,0,163,0,0.0,0.2,Hyndman,0
0,0,0,0,0,0,169743,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Connor,0.0,0,0,0.0,585,False,0.0,0,0,0,0,0,Season-long loan to Barnsley,2018-01-30T09:41:42Z,45,0,0,0,169743.jpg,0.0,0,0,Mahoney,0.0,False,23,u,2,91,0.0,0,156,0,144,0,0.0,0.0,Mahoney,0
0,0,0,None,None,0,200370,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Matt,0.0,0,0,0.0,588,False,0.0,0,0,0,0,0,,None,45,0,0,0,200370.jpg,0.0,0,0,Butcher,0.0,False,36,a,2,91,0.0,0,237,0,196,0,0.0,0.0,Butcher,0
0,0,0,None,None,0,431774,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Kyle,0.0,0,0,0.0,602,False,0.0,0,0,0,0,0,,None,45,0,0,0,431774.jpg,0.0,0,0,Taylor,0.0,False,58,a,2,91,0.0,0,368,0,253,0,0.0,0.0,Taylor,0
0,0,0,None,None,0,48860,0,0,-1,1,0.0,0,0,1,-1.5,-1.5,0,Niki,0.0,0,0,0.0,53,False,0.0,0,0,0,0,0,,None,39,0,0,0,48860.jpg,0.0,0,0,Mäenpää,1.9,False,12,a,3,36,0.0,0,103458,0,67938,0,0.0,0.0,Mäenpää,0
0,13,726,None,None,10,131897,0,0,1,-1,0.0,3,0,1,3.5,3.0,2,Mathew,4.5,54,0,91.1,54,False,911.6,0,0,0,0,3420,,None,46,0,0,2,131897.jpg,3.8,0,124,Ryan,3.4,False,1,a,3,36,0.0,146,315791,0,155129,0,1.0,31.7,Ryan,0
1,7,637,None,None,10,83299,0,0,0,0,147.8,1,0,2,2.5,1.8,0,Lewis,3.3,54,1,157.9,55,False,1002.8,0,0,0,0,3420,,None,45,4,0,0,83299.jpg,2.6,0,0,Dunk,2.9,False,5,a,3,36,425.0,97,356298,0,275863,0,0.7,21.6,Dunk,7
2,7,614,100,100,10,61933,0,0,1,-1,98.9,1,0,2,1.5,1.2,1,Shane,2.7,52,0,148.9,56,False,1027.6,0,0,0,0,3292,,2017-12-16T18:01:15Z,46,0,0,0,61933.jpg,2.7,0,0,Duffy,2.9,False,22,a,3,36,361.0,100,444847,0,300665,0,0.6,21.7,Duffy,8
0,0,5,None,None,0,19071,0,0,-2,2,0.3,0,0,2,-1.5,-1.5,0,Uwe,0.0,1,0,0.9,57,False,7.0,0,0,0,0,17,,None,38,0,0,0,19071.jpg,1.0,0,0,Hünemeier,5.6,False,4,a,3,36,2.0,1,388299,0,433756,0,0.0,0.3,Hünemeier,0
0,8,423,100,100,10,11352,0,0,0,0,174.1,0,0,2,2.1,1.5,0,Bruno,3.0,23,0,57.2,58,False,360.4,0,0,0,0,2014,,2017-09-15T19:01:13Z,45,0,0,0,11352.jpg,3.4,0,0,Saltor Grau,0.8,False,2,a,3,36,35.0,84,137877,0,109790,0,0.7,18.7,Bruno,3
0,5,369,100,100,6,42748,0,0,-1,1,154.6,1,0,2,2.1,1.5,0,Gaëtan,3.0,36,0,52.1,59,False,346.2,0,0,0,0,2237,,2018-03-10T23:01:17Z,44,1,0,0,42748.jpg,2.5,0,0,Bong,0.2,False,3,a,3,36,18.0,63,17582,0,14807,0,0.7,14.3,Bong,2
0,0,22,None,None,0,15137,0,0,-1,1,4.7,0,0,2,-1.5,-1.5,0,Liam,0.0,3,0,3.6,60,False,28.8,0,0,0,0,163,,None,39,0,0,0,15137.jpg,1.0,0,0,Rosenior,3.0,False,23,a,3,36,2.0,3,287003,0,269749,0,0.0,0.8,Rosenior,0
0,0,36,None,None,1,85128,0,0,-1,1,3.5,0,0,2,-1.5,-1.3,1,Connor,0.2,5,0,9.9,61,False,40.4,0,0,0,0,199,,None,39,0,0,0,85128.jpg,2.0,0,0,Goldson,2.6,False,18,a,3,36,55.0,6,256247,0,146895,0,0.1,1.5,Goldson,1
1,6,383,100,100,11,83543,0,0,-5,5,557.2,0,0,3,0.7,0.7,2,Anthony,2.2,29,3,149.1,62,False,404.0,0,0,0,0,2415,,2018-03-10T17:01:18Z,55,0,0,0,83543.jpg,2.7,1,0,Knockaert,0.6,False,11,a,3,36,530.0,88,52744,0,123734,0,0.4,16.0,Knockaert,4
3,2,550,100,100,10,40845,0,0,0,0,272.5,0,0,3,0.5,0.5,2,Dale,2.0,50,0,107.7,63,False,625.8,0,0,0,0,3240,,2018-04-07T13:01:18Z,45,0,0,0,40845.jpg,2.4,0,0,Stephens,1.2,False,6,a,3,36,176.0,87,225003,0,196706,0,0.4,19.3,Stephens,6
0,0,115,100,100,1,38490,0,0,-1,1,137.0,0,0,3,0.1,0.0,1,Beram,1.5,14,0,29.6,64,False,111.2,0,0,0,0,735,,2017-08-09T13:31:13Z,44,0,0,0,38490.jpg,1.3,0,0,Kayal,0.1,False,7,a,3,36,48.0,25,3704,0,6503,0,0.3,5.7,Kayal,2
0,0,0,0,0,0,11735,0,0,-3,3,0.0,0,0,3,0.0,0.0,0,Steve,0.0,0,0,0.0,65,False,0.0,0,0,0,0,0,Back injury - Unknown return date,2017-09-07T14:31:14Z,42,0,0,0,11735.jpg,0.0,0,0,Sidwell,0.2,False,14,i,3,36,0.0,0,3673,0,23491,0,0.0,0.0,Sidwell,0
3,3,303,None,None,6,109345,0,0,-2,2,320.9,0,0,3,-0.5,-0.3,2,Solomon,1.2,29,1,99.8,66,False,357.4,0,0,0,0,1838,,None,48,0,0,0,109345.jpg,2.1,0,0,March,0.2,False,20,a,3,36,316.0,74,48669,0,48441,0,0.3,15.4,March,3
0,0,0,100,100,0,88170,0,0,-3,3,0.0,0,0,3,-1.5,-1.5,0,Jiri,0.0,0,0,0.0,67,False,0.0,0,0,0,0,0,,2018-01-27T17:31:17Z,47,0,0,0,88170.jpg,0.0,0,0,Skalak,0.0,False,8,a,3,36,0.0,0,718,0,2220,0,0.0,0.0,Skalak,0
