first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost
Bruno,Saltor Grau,0,0,84,2014,23,174.1,360.4,35.0,8,423,57.2,10,0,3,0.8,45
Gaëtan,Bong,0,0,63,2237,36,154.6,346.2,18.0,5,369,52.1,6,0,2,0.2,44
Liam,Rosenior,0,0,3,163,3,4.7,28.8,2.0,0,22,3.6,0,0,0,3.0,39
Connor,Goldson,0,0,6,199,5,3.5,40.4,55.0,0,36,9.9,1,0,1,2.6,39
Anthony,Knockaert,3,1,88,2415,29,557.2,404.0,530.0,6,383,149.1,11,1,4,0.6,55
Dale,Stephens,0,3,87,3240,50,272.5,625.8,176.0,2,550,107.7,10,0,6,1.2,45
Beram,Kayal,0,0,25,735,14,137.0,111.2,48.0,0,115,29.6,1,0,2,0.1,44
Steve,Sidwell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42
Solomon,March,1,3,74,1838,29,320.9,357.4,316.0,3,303,99.8,6,0,3,0.2,48
Jiri,Skalak,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,47
Oliver,Norwood,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jamie,Murphy,0,0,6,166,4,15.5,11.8,24.0,0,25,5.1,0,0,0,0.0,47
Pascal,Groß,7,8,164,2928,46,1311.0,735.4,527.0,24,635,257.6,10,0,2,15.4,59
Glenn,Murray,12,0,111,2184,36,271.8,492.4,779.0,16,319,153.1,8,0,9,5.7,59
Tomer,Hemed,2,2,43,842,8,66.1,152.0,227.0,5,110,44.2,3,0,0,1.0,46
Sam,Baldock,0,0,2,30,1,0.8,0.4,6.0,0,4,0.7,0,0,0,0.0,49
Leonardo,Ulloa,1,0,20,279,4,94.2,68.0,66.0,0,66,22.7,1,0,0,0.3,48
Markus,Suttner,0,0,38,1178,18,105.6,187.4,17.0,3,204,30.8,4,0,0,0.4,42
Isaiah,Brown,0,0,16,302,8,86.2,33.2,25.0,0,60,14.5,0,0,0,0.0,52
Davy,Pröpper,0,4,87,3118,50,297.1,535.8,255.0,1,446,108.9,9,1,2,0.1,53
José Heriberto,Izquierdo Mena,5,5,101,1976,32,311.3,385.4,618.0,4,324,131.3,5,0,2,0.3,59
Ezequiel,Schelotto,0,0,20,1313,30,99.2,210.0,73.0,0,183,38.2,0,0,3,0.1,44
Tim,Krul,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39
Jayson,Molumby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Jürgen,Locadia,1,1,16,221,8,24.6,50.4,89.0,2,47,15.8,1,0,0,0.0,60
Tom,Heaton,0,0,8,305,4,0.0,53.4,0.0,0,48,5.3,0,0,0,1.7,47
Paul,Robinson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Matthew,Lowton,0,3,89,2295,26,264.9,574.6,46.0,4,450,89.0,8,0,1,4.9,44
Ben,Mee,0,0,90,2610,27,74.5,748.6,349.0,6,491,117.3,9,0,5,7.3,49
Stephen,Ward,1,1,102,2460,27,270.9,498.4,82.0,9,484,85.4,9,0,1,8.5,48
James,Tarkowski,0,1,101,2790,30,98.4,822.0,253.0,4,539,117.8,11,0,5,5.1,46
Kevin,Long,1,2,57,1440,21,64.8,460.0,220.0,6,282,74.5,4,0,1,7.5,41
Charlie,Taylor,0,0,23,949,12,86.8,184.2,4.0,0,132,27.5,2,0,3,0.4,42
Scott,Arfield,2,2,56,1330,15,120.2,233.2,246.0,6,185,60.1,6,0,3,0.2,49
Dean,Marney,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Johann Berg,Gudmundsson,2,9,117,2831,33,1052.0,599.0,539.0,7,467,219.2,10,0,2,1.9,50
Steven,Defour,1,1,62,1998,17,310.8,353.8,117.0,0,353,78.4,12,0,6,0.3,54
Jeff,Hendrick,2,2,85,2326,28,408.2,265.6,335.0,1,307,100.9,9,0,1,0.2,54
Robbie,Brady,1,4,56,1277,12,477.9,273.8,221.0,7,216,97.3,6,0,3,0.4,53
Ashley,Westwood,0,1,35,1105,17,134.8,182.4,90.0,1,189,40.7,2,0,2,0.1,43
Jonathan,Walters,0,0,3,36,2,0.7,1.2,12.0,0,3,1.1,0,0,0,0.1,51
Jack,Cork,2,1,100,3420,39,332.8,589.6,265.0,6,533,119.0,12,0,7,3.6,45
Sam,Vokes,4,2,63,977,16,128.0,208.4,384.0,7,170,71.1,2,0,3,2.1,57
Ashley,Barnes,9,0,92,2150,23,274.8,407.2,797.0,9,290,145.8,5,0,10,3.2,53
Aaron,Lennon,0,4,65,1906,30,203.2,232.2,297.0,0,204,73.3,6,0,2,0.2,54
Nahki,Wells,0,0,9,46,3,3.5,7.2,37.0,0,20,4.7,0,0,0,0.1,49
Phil,Bardsley,0,0,33,1125,13,117.5,229.4,35.0,0,193,38.3,4,0,5,0.3,40
Georges-Kévin,Nkoudou,0,0,11,223,2,49.3,26.0,41.0,0,21,11.2,1,0,1,0.0,53
Nick,Pope,0,0,152,3114,35,40.0,862.4,0.0,19,701,90.1,11,0,3,10.1,50
Chris,Wood,10,1,104,1621,11,203.5,442.0,692.0,20,314,133.8,10,0,1,1.7,62
Adam,Legzdins,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Anders,Lindegaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Fredrik,Ulvestad,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44
Aiden,O'Neill,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Dwight,McNeil,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45
Olivier,Giroud,7,1,77,981,11,311.1,307.0,673.0,10,273,129.0,5,0,0,3.7,84
Thibaut,Courtois,0,0,136,3150,34,0.0,549.0,0.0,4,635,55.2,15,0,2,10.3,53
Eduardo,dos Reis Carvalho,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,47
Willy,Caballero,0,0,11,270,4,0.0,55.2,0.0,0,54,5.5,1,0,0,0.1,48
César,Azpilicueta,2,6,175,3330,38,535.7,967.4,168.0,25,913,167.5,15,0,1,21.0,69
Gary,Cahill,0,0,74,2082,27,55.6,496.6,99.0,2,447,65.4,9,1,1,3.0,62
Marcos,Alonso,7,2,165,2855,30,549.6,697.8,822.0,15,650,207.1,13,0,6,16.2,71
David,Luiz Moreira Marinho,1,2,32,838,13,22.3,210.2,65.0,0,186,29.6,3,1,3,8.1,57
Victor,Moses,3,6,131,2109,20,358.1,417.0,482.0,9,486,125.9,11,0,3,2.9,65
Antonio,Rüdiger,2,1,115,2336,22,83.0,546.6,217.0,8,557,84.8,12,0,4,3.3,58
Eden,Hazard,12,6,173,2417,27,1127.3,928.0,1115.0,24,699,317.3,12,0,2,6.4,105
Cesc,Fàbregas,2,4,89,2300,26,1349.3,713.8,485.0,7,539,254.9,11,1,4,3.1,68
Willian,Borges Da Silva,6,8,130,1874,19,891.5,640.0,715.0,13,522,224.5,9,0,1,12.6,70
Pedro,Rodríguez Ledesma,4,2,81,1511,14,410.0,338.4,498.0,2,272,124.6,8,0,1,1.0,77
N'Golo,Kanté,1,2,101,2994,32,638.2,676.0,199.0,9,655,151.7,16,0,3,11.7,49
Michy,Batshuayi,2,1,25,351,7,39.0,99.4,123.0,3,77,25.7,1,0,0,0.5,81
Diego,Da Silva Costa,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4,95
Ross,Barkley,0,0,3,129,4,34.7,21.0,45.0,0,11,10.1,0,0,0,0.2,73
Kasey,Palmer,0,0,4,168,2,25.6,20.0,27.0,0,9,7.2,1,0,2,0.0,53
Daniel,Drinkwater,1,0,24,520,7,88.1,116.4,54.0,1,117,25.7,1,0,0,0.2,47
Tiemoué,Bakayoko,2,2,77,2121,24,279.5,415.4,434.0,5,346,113.2,11,1,3,1.2,49
Andreas,Christensen,0,0,79,2067,23,66.5,466.6,109.0,4,475,64.3,8,0,0,1.9,53
Charly,Musonda,0,1,6,35,0,18.5,20.6,14.0,0,15,5.0,0,0,0,0.0,48
Álvaro,Morata,11,6,122,2055,19,478.9,620.6,1192.0,13,356,228.8,11,0,7,7.6,104
Fikayo,Tomori,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Kyle,Scott,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Jeremie,Boga,0,0,1,17,0,1.0,0.0,0.0,0,1,0.0,0,0,0,0.0,60
Davide,Zappacosta,1,1,58,1087,15,245.3,255.2,329.0,1,226,82.6,5,0,0,0.2,59
Ethan,Ampadu,0,0,1,10,1,0.0,7.4,0.0,0,6,0.7,0,0,0,0.0,45
Callum,Hudson-Odoi,0,0,2,27,1,1.7,8.8,27.0,0,11,3.8,0,0,0,0.0,45
Dujon,Sterling,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Emerson,Palmieri dos Santos,0,1,14,278,4,28.7,61.8,48.0,0,68,13.8,1,0,0,0.1,52
Trevoh,Chalobah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Ruben,Loftus-Cheek,2,5,77,1871,30,377.0,379.2,487.0,2,337,124.5,6,0,1,3.5,44
Wayne,Hennessey,0,0,99,2430,41,10.0,603.8,0.0,11,506,61.4,7,0,1,3.1,44
Julian,Speroni,0,0,36,990,14,0.0,213.6,0.0,3,175,21.3,2,0,0,2.9,40
James,Tomkins,3,0,99,2386,32,22.4,712.6,309.0,9,512,104.7,9,0,8,4.4,44
Scott,Dann,1,0,32,1434,26,62.3,342.2,268.0,0,211,67.0,1,0,4,0.3,46
Joel,Ward,0,1,41,1613,25,163.5,340.6,58.0,0,276,56.3,4,0,4,0.2,47
Martin,Kelly,0,0,34,1193,21,25.7,222.6,84.0,1,185,33.3,4,0,1,0.6,41
Damien,Delaney,0,0,1,95,5,0.3,40.0,0.0,0,19,4.0,0,0,0,0.2,42
Pape,Souaré,0,0,1,8,0,1.1,0.2,0.0,0,3,0.1,0,0,0,0.0,45
Jeffrey,Schlupp,0,2,50,1742,30,189.7,339.6,155.0,0,281,68.6,3,0,3,0.2,47
Patrick,van Aanholt,5,1,95,2182,38,303.8,537.0,319.0,7,448,116.3,6,0,7,3.1,52
Jason,Puncheon,0,0,11,574,14,93.9,46.4,112.0,0,38,25.1,0,0,5,0.3,44
Wilfried,Zaha,9,7,136,2549,31,716.9,668.0,1125.0,8,404,251.0,10,0,5,10.6,71
James,McArthur,5,2,101,2425,35,333.0,490.6,566.0,9,416,138.9,7,0,5,4.7,44
Chung-yong,Lee,0,0,8,131,3,32.0,4.4,10.0,0,23,4.6,0,0,0,0.3,42
Yohan,Cabaye,0,4,73,2374,36,754.0,431.2,348.0,3,415,153.5,8,0,7,0.2,53
Bakary,Sako,3,0,36,466,10,103.1,143.2,227.0,1,115,46.9,1,0,0,0.1,48
Andros,Townsend,2,9,121,3120,48,1012.1,626.0,587.0,7,552,222.8,9,0,3,1.4,56
Luka,Milivojevic,10,2,144,3079,52,379.0,873.8,432.0,21,630,168.6,8,0,8,13.5,52
Connor,Wickham,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,54
Christian,Benteke,3,7,84,2234,36,406.7,325.2,845.0,5,174,157.5,6,0,6,2.5,75
Mamadou,Sakho,1,2,81,1597,23,30.7,426.2,77.0,18,405,53.6,6,0,1,1.0,46
Timothy,Fosu-Mensah,0,0,39,1592,29,103.7,326.6,43.0,3,279,47.4,2,0,2,1.0,44
Jairo,Riedewald,0,0,23,435,6,21.5,74.4,12.0,0,100,10.6,2,0,0,0.1,46
Jason,Lokilo,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,43
Olayinka Fredrick Oladotun,Ladapo,0,0,1,16,1,1.1,0.4,0.0,0,3,0.2,0,0,0,1.0,45
Sullay,Kaikai,0,0,1,13,0,0.3,5.2,0.0,0,5,0.6,0,0,0,0.1,43
Keshi,Anderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,45
Levi,Lumeka,0,0,1,25,0,0.5,4.2,18.0,0,3,2.3,0,0,0,0.0,44
Jordon,Mutch,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Dion,Henry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Aaron,Wan-Bissaka,0,0,15,627,10,60.0,207.2,2.0,0,116,26.8,2,0,1,0.0,45
Jaroslaw,Jach,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,42
Erdal,Rakip,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,48
Alexander,Sørloth,0,0,8,360,9,74.0,48.6,102.0,0,25,22.5,0,0,0,0.1,54
Nya,Kirby,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Diego,Cavalieri,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
James,Daly,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45
Theo,Walcott,3,3,62,1214,17,234.9,316.6,406.0,3,226,95.9,4,0,2,2.1,66
Jordan,Pickford,0,0,145,3420,58,30.1,873.6,4.0,16,724,90.7,10,0,0,8.3,49
Joel,Robles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,42
Maarten,Stekelenburg,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,42
Leighton,Baines,2,3,82,1909,34,373.5,407.4,102.0,10,381,88.2,5,0,1,4.0,57
Seamus,Coleman,0,1,39,1035,12,113.7,227.6,69.0,0,198,41.2,4,0,0,0.5,64
Phil,Jagielka,0,0,60,2063,39,24.1,529.2,108.0,5,415,66.2,6,0,2,2.7,47
Matthew,Pennington,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Ramiro,Funes Mori,0,0,3,119,2,0.9,29.2,6.0,0,14,3.6,0,0,1,0.0,49
Ashley,Williams,1,0,56,1830,31,39.0,518.0,132.0,3,332,68.9,5,1,3,2.1,52
Mason,Holgate,0,0,37,1183,14,93.9,285.8,105.0,0,214,48.5,4,0,3,1.0,40
Jonjoe,Kenny,0,2,50,1589,31,184.5,362.4,47.0,2,309,59.5,5,0,2,2.1,39
Michael,Keane,0,1,81,2559,46,58.4,703.4,124.0,11,513,88.7,7,0,3,5.1,53
Yannick,Bolasie,1,1,35,848,14,109.0,98.6,204.0,0,80,40.8,3,0,0,0.2,64
Kevin,Mirallas,0,0,5,135,8,20.2,16.4,42.0,0,19,7.9,0,0,1,0.8,60
James,McCarthy,0,0,6,204,6,19.3,33.8,4.0,0,41,5.8,0,0,0,0.0,49
Muhamed,Besic,0,0,2,46,0,11.5,18.2,0.0,0,10,3.0,0,0,0,0.1,42
Morgan,Schneiderlin,0,0,52,2124,38,159.2,361.2,52.0,1,344,57.2,6,1,4,0.5,47
Idrissa,Gueye,2,2,87,2749,45,303.6,577.0,166.0,7,552,104.6,9,1,6,0.9,48
Tom,Davies,2,2,66,1892,24,207.2,242.8,218.0,3,223,65.8,6,0,7,0.4,51
Ademola,Lookman,0,1,10,153,6,20.5,12.0,43.0,0,30,7.5,0,0,0,0.1,51
Davy,Klaassen,0,0,7,248,6,33.7,23.0,28.0,0,18,8.3,0,0,0,0.4,69
Dominic,Calvert-Lewin,4,8,88,1871,28,322.6,354.0,630.0,3,255,130.2,6,0,4,3.5,49
Sandro,Ramírez,0,0,10,275,7,28.3,8.8,67.0,0,21,9.8,1,0,0,0.4,70
Wayne,Rooney,10,3,113,2265,33,573.7,585.0,467.0,20,480,162.4,7,0,5,9.3,71
Gylfi,Sigurdsson,4,4,96,2257,40,614.9,485.6,437.0,8,396,154.0,6,0,2,1.9,80
Cuco,Martina,0,2,55,1830,30,238.8,468.8,39.0,0,367,74.9,5,0,2,1.1,41
Eliaquim,Mangala,0,0,22,617,7,19.9,113.8,32.0,0,118,16.8,2,0,0,0.1,50
Nikola,Vlasic,0,0,18,572,12,159.1,91.8,85.0,0,80,33.6,1,0,0,0.0,53
Oumar,Niasse,8,3,83,1076,23,159.2,370.6,634.0,14,248,115.2,0,0,2,5.0,46
Beni,Baningime,0,0,7,192,2,3.8,9.4,0.0,0,20,1.3,0,0,1,0.0,45
Cenk,Tosun,5,0,55,984,13,226.4,232.4,304.0,9,192,75.6,4,0,0,2.1,67
Luke,Garbutt,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40
Joel,Coleman,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,3.8,39
Jonas,Lössl,0,1,135,3420,58,30.0,846.8,0.0,11,701,87.8,10,0,1,6.8,46
Christopher,Schindler,0,2,102,3264,53,107.1,928.0,149.0,15,692,119.1,9,1,6,3.2,46
Chris,Löwe,0,0,60,1585,26,125.5,266.0,39.0,0,321,43.0,7,0,1,1.1,44
Tommy,Smith,0,1,50,1902,31,251.6,322.0,50.0,2,311,62.8,5,0,7,0.2,47
Michael,Hefele,0,0,1,32,1,0.1,4.0,0.0,0,1,0.4,0,0,1,0.1,42
Martin,Cranie,0,0,2,179,7,1.7,44.0,2.0,0,35,4.7,0,0,0,0.2,40
Jon Gorenc,Stankovic,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,39
Mark,Hudson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40
Mathias,Jorgensen,0,3,107,3420,58,123.6,768.6,169.0,9,623,106.2,10,0,6,6.6,45
Aaron,Mooy,4,3,113,3066,52,848.8,753.2,350.0,8,576,195.2,10,0,4,4.7,52
Rajiv,van La Parra,3,0,74,2131,36,261.6,322.6,544.0,3,240,112.7,6,1,3,0.4,44
Jonathan,Hogg,0,0,53,2396,40,172.8,475.0,61.0,0,400,71.2,7,1,8,0.2,44
Philip,Billing,0,0,22,755,11,58.6,111.4,26.0,0,98,19.3,3,0,3,0.2,44
Joe,Lolley,1,0,11,217,5,20.0,50.6,47.0,0,28,11.8,0,0,1,0.1,43
Jack,Payne,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Dean,Whitehead,0,0,4,68,3,1.1,6.6,0.0,0,16,0.8,0,0,0,0.1,42
Harry,Bunn,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Sean,Scannell,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45
Elias,Kachunga,1,1,46,1327,23,152.1,151.0,246.0,0,151,54.5,6,0,1,0.1,57
Tom,Ince,2,1,82,2450,39,331.3,253.0,794.0,3,269,138.0,7,0,0,0.4,55
Danny,Williams,0,0,28,1115,22,83.0,131.4,56.0,0,134,27.0,0,0,2,0.0,48
Collin,Quaner,0,4,44,1268,23,255.7,209.0,283.0,0,173,74.8,3,0,4,4.8,45
Laurent,Depoitre,6,2,94,1807,34,191.4,352.0,451.0,14,283,99.6,4,0,1,2.6,50
Steve,Mounie,7,2,92,1849,32,270.7,377.0,600.0,12,269,124.5,6,0,2,1.7,55
Scott,Malone,0,1,41,1110,23,146.8,221.6,97.0,4,211,46.5,3,0,3,0.2,43
Florent,Hadergjonaj,0,1,51,1670,28,381.8,310.0,95.0,5,274,78.8,4,0,3,0.1,45
Abdelhamid,Sabiri,0,1,10,217,5,40.6,30.8,53.0,0,30,12.4,1,0,1,0.0,47
Robert,Green,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40
Terence,Kongolo,0,0,30,1047,14,52.2,268.0,47.0,2,182,36.7,2,0,0,0.0,44
Alex,Pritchard,1,2,40,997,12,300.3,173.6,213.0,3,168,68.7,3,0,1,0.1,54
Kasper,Schmeichel,0,0,123,2965,47,11.1,687.2,0.0,17,592,69.9,8,0,3,4.1,51
Ben,Hamer,0,0,9,274,7,0.0,51.8,0.0,0,54,5.1,1,0,0,0.1,43
