team_id,gw,second_name,player_id,position,multiplier
2587714,3,Grealish,37,8,1
2587714,3,Kane,388,9,2
2587714,3,Maupay,68,10,1
2587714,3,Calvert-Lewin,164,11,1
2587714,3,Nyland,35,12,0
2587714,3,Alderweireld,386,13,0
2587714,3,Dunk,62,14,0
2587714,3,Saint-Maximin,338,15,0
2587714,4,McCarthy,363,1,1
2587714,4,Dunk,62,2,1
2587714,4,Robertson,255,3,1
2587714,4,Cresswell,435,4,1
2587714,4,Salah,254,5,2
2587714,4,Havertz,500,6,1
2587714,4,Grealish,37,7,1
2587714,4,Zaha,141,8,1
2587714,4,Kane,388,9,1
2587714,4,Calvert-Lewin,164,10,1
2587714,4,Maupay,68,11,1
2587714,4,Nyland,35,12,0
2587714,4,Ayling,197,13,0
2587714,4,Alderweireld,386,14,0
2587714,4,Saint-Maximin,338,15,0
2935529,1,Leno,8,1,1
2935529,1,Robertson,255,2,1
2935529,1,Söyüncü,238,3,1
2935529,1,Saïss,461,4,1
2935529,1,Dallas,200,5,1
2935529,1,Salah,254,6,2
2935529,1,Frello Filho,105,7,1
2935529,1,Son,390,8,1
2935529,1,Calvert-Lewin,164,9,1
2935529,1,Kane,388,10,1
2935529,1,Jiménez,460,11,1
2935529,1,Steer,32,12,0
2935529,1,Williams,318,13,0
2935529,1,Grealish,37,14,0
2935529,1,Saka,24,15,0
2935529,2,Leno,8,1,1
2935529,2,Robertson,255,2,1
2935529,2,Dallas,200,3,1
2935529,2,Söyüncü,238,4,1
2935529,2,Salah,254,5,1
2935529,2,Grealish,37,6,1
2935529,2,Hendrick,485,7,1
2935529,2,Son,390,8,1
2935529,2,Jiménez,460,9,1
2935529,2,Calvert-Lewin,164,10,1
2935529,2,Kane,388,11,2
2935529,2,Steer,32,12,0
2935529,2,Frello Filho,105,13,0
2935529,2,Saïss,461,14,0
2935529,2,Williams,318,15,0
2935529,3,Leno,8,1,1
2935529,3,Robertson,255,2,1
2935529,3,Dallas,200,3,1
2935529,3,Saïss,461,4,1
2935529,3,Salah,254,5,1
2935529,3,Grealish,37,6,1
2935529,3,Santos Moutinho,454,7,1
2935529,3,Son,390,8,1
2935529,3,Calvert-Lewin,164,9,1
2935529,3,Kane,388,10,2
2935529,3,Jiménez,460,11,1
2935529,3,Steer,32,12,0
2935529,3,Frello Filho,105,13,0
2935529,3,Söyüncü,238,14,0
2935529,3,Williams,318,15,0
2935529,4,Leno,8,1,1
2935529,4,Robertson,255,2,1
2935529,4,Söyüncü,238,3,1
2935529,4,Saïss,461,4,1
2935529,4,Salah,254,5,2
2935529,4,Grealish,37,6,1
2935529,4,Santos Moutinho,454,7,1
2935529,4,Rodríguez,508,8,1
2935529,4,Jiménez,460,9,1
2935529,4,Calvert-Lewin,164,10,1
2935529,4,Kane,388,11,1
2935529,4,Steer,32,12,0
2935529,4,Frello Filho,105,13,0
2935529,4,Dallas,200,14,0
2935529,4,Williams,318,15,0
3036490,1,Leno,8,1,1
3036490,1,Digne,155,2,1
3036490,1,Söyüncü,238,3,1
3036490,1,Bellerín,11,4,1
3036490,1,Borges Da Silva,478,5,1
3036490,1,Traoré,465,6,1
3036490,1,Salah,254,7,3
3036490,1,Son,390,8,1
3036490,1,Kane,388,9,1
3036490,1,Moreno,492,10,1
3036490,1,Werner,117,11,1
3036490,1,Nyland,35,12,0
3036490,1,Stephens,55,13,0
3036490,1,Douglas,196,14,0
3036490,1,Fernandes da Silva Junior,75,15,0
3036490,2,Leno,8,1,1
3036490,2,Digne,155,2,1
3036490,2,Söyüncü,238,3,1
3036490,2,Bellerín,11,4,1
3036490,2,Borges Da Silva,478,5,1
3036490,2,Traoré,465,6,1
3036490,2,Salah,254,7,1
3036490,2,Son,390,8,2
3036490,2,Kane,388,9,1
3036490,2,Moreno,492,10,1
3036490,2,Calvert-Lewin,164,11,1
3036490,2,Nyland,35,12,0
3036490,2,Stephens,55,13,0
3036490,2,Douglas,196,14,0
3036490,2,Fernandes da Silva Junior,75,15,0
3036490,3,Martínez,12,1,1
3036490,3,Digne,155,2,1
3036490,3,James,123,3,1
3036490,3,Alexander-Arnold,259,4,1
3036490,3,Borges Fernandes,302,5,1
3036490,3,Rashford,306,6,2
3036490,3,Rodríguez,508,7,1
3036490,3,Son,390,8,1
3036490,3,Kane,388,9,1
3036490,3,Bamford,202,10,1
3036490,3,Calvert-Lewin,164,11,1
3036490,3,Nyland,35,12,0
3036490,3,Stephens,55,13,0
3036490,3,Douglas,196,14,0
3036490,3,Fernandes da Silva Junior,75,15,0
3036490,4,Leno,8,1,1
3036490,4,Digne,155,2,1
3036490,4,Söyüncü,238,3,1
3036490,4,Bellerín,11,4,1
3036490,4,Borges Da Silva,478,5,1
3036490,4,Traoré,465,6,1
3036490,4,Salah,254,7,1
3036490,4,Son,390,8,2
3036490,4,Kane,388,9,1
3036490,4,Moreno,492,10,1
3036490,4,Calvert-Lewin,164,11,1
3036490,4,Nyland,35,12,0
3036490,4,Stephens,55,13,0
3036490,4,Douglas,196,14,0
3036490,4,Fernandes da Silva Junior,75,15,0
3077344,1,McCarthy,363,1,1
3077344,1,Robertson,255,2,1
3077344,1,Digne,155,3,1
3077344,1,Mitchell,146,4,1
3077344,1,Salah,254,5,2
3077344,1,Son,390,6,1
3077344,1,Borges Da Silva,478,7,1
3077344,1,Rodríguez,508,8,1
3077344,1,Kane,388,9,1
3077344,1,Antonio,437,10,1
3077344,1,Calvert-Lewin,164,11,1
3077344,1,Ryan,70,12,0
3077344,1,Stephens,55,13,0
3077344,1,Silva Nascimento Vinagre,471,14,0
3077344,1,Douglas,196,15,0
3077344,2,Ryan,70,1,1
3077344,2,Doherty,457,2,1
3077344,2,Digne,155,3,1
3077344,2,Silva Nascimento Vinagre,471,4,1
3077344,2,Salah,254,5,1
3077344,2,Son,390,6,1
3077344,2,Borges Da Silva,478,7,1
3077344,2,Rodríguez,508,8,1
3077344,2,Kane,388,9,2
3077344,2,Antonio,437,10,1
3077344,2,Calvert-Lewin,164,11,1
3077344,2,McCarthy,363,12,0
3077344,2,Mitchell,146,13,0
3077344,2,Stephens,55,14,0
3077344,2,Douglas,196,15,0
3077344,3,McCarthy,363,1,1
3077344,3,Alexander-Arnold,259,2,1
3077344,3,Digne,155,3,1
3077344,3,Silva Nascimento Vinagre,471,4,1
3077344,3,Salah,254,5,1
3077344,3,Son,390,6,1
3077344,3,Borges Da Silva,478,7,1
3077344,3,Rodríguez,508,8,1
3077344,3,Kane,388,9,2
3077344,3,Antonio,437,10,1
3077344,3,Calvert-Lewin,164,11,1
3077344,3,Ryan,70,12,0
3077344,3,Mitchell,146,13,0
3077344,3,Stephens,55,14,0
3077344,3,Douglas,196,15,0
3077344,4,McCarthy,363,1,1
3077344,4,Alexander-Arnold,259,2,1
3077344,4,Digne,155,3,1
3077344,4,Mitchell,146,4,1
3077344,4,Salah,254,5,1
3077344,4,Son,390,6,1
3077344,4,Barnes,235,7,1
3077344,4,Rodríguez,508,8,1
3077344,4,Kane,388,9,2
3077344,4,Antonio,437,10,1
3077344,4,Calvert-Lewin,164,11,1
3077344,4,Ryan,70,12,0
3077344,4,Silva Nascimento Vinagre,471,13,0
3077344,4,Stephens,55,14,0
3077344,4,Douglas,196,15,0
4586616,1,Ramses Becker,252,1,1
4586616,1,van Dijk,250,2,1
4586616,1,Söyüncü,238,3,1
4586616,1,Bellerín,11,4,1
4586616,1,Son,390,5,1
4586616,1,Frello Filho,105,6,1
4586616,1,Saint-Maximin,338,7,1
4586616,1,Salah,254,8,2
4586616,1,Kane,388,9,1
4586616,1,Ings,366,10,1
4586616,1,Vardy,224,11,1
4586616,1,Martin,429,12,0
4586616,1,Mitchell,146,13,0
4586616,1,Douglas,196,14,0
4586616,1,Stevens,212,15,0
4586616,2,Ramses Becker,252,1,1
4586616,2,van Dijk,250,2,1
4586616,2,Söyüncü,238,3,1
4586616,2,Bellerín,11,4,1
4586616,2,Son,390,5,1
4586616,2,Frello Filho,105,6,1
4586616,2,Saint-Maximin,338,7,1
4586616,2,Salah,254,8,1
4586616,2,Kane,388,9,1
4586616,2,Calvert-Lewin,164,10,2
4586616,2,Vardy,224,11,1
4586616,2,Martin,429,12,0
4586616,2,Mitchell,146,13,0
4586616,2,Douglas,196,14,0
4586616,2,Stevens,212,15,0
4586616,3,Ramses Becker,252,1,1
4586616,3,van Dijk,250,2,1
4586616,3,Söyüncü,238,3,1
4586616,3,Bellerín,11,4,1
4586616,3,Mitchell,146,5,1
4586616,3,Son,390,6,1
4586616,3,Grealish,37,7,1
4586616,3,Salah,254,8,1
4586616,3,Kane,388,9,2
4586616,3,Calvert-Lewin,164,10,1
4586616,3,Vardy,224,11,1
4586616,3,Martin,429,12,0
4586616,3,Frello Filho,105,13,0
4586616,3,Douglas,196,14,0
4586616,3,Stevens,212,15,0
4586616,4,Ramses Becker,252,1,1
4586616,4,van Dijk,250,2,1
4586616,4,Söyüncü,238,3,1
4586616,4,Bellerín,11,4,1
4586616,4,Rodríguez,508,5,1
4586616,4,Frello Filho,105,6,1
4586616,4,Grealish,37,7,1
4586616,4,Salah,254,8,2
4586616,4,Kane,388,9,1
4586616,4,Calvert-Lewin,164,10,1
4586616,4,Vardy,224,11,1
4586616,4,Martin,429,12,0
4586616,4,Mitchell,146,13,0
4586616,4,Douglas,196,14,0
4586616,4,Stevens,212,15,0
