code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,pulse_id,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
2128299,2.0,True,True,12,2020-09-19T11:30:00Z,90,False,58909,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 446}, {'value': 1, 'element': 481}], 'h': [{'value': 3, 'element': 164}, {'value': 1, 'element': 156}, {'value': 1, 'element': 508}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 481}], 'h': [{'value': 3, 'element': 166}, {'value': 1, 'element': 508}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 512}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 407}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 417}], 'h': [{'value': 2, 'element': 157}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 164}, {'value': 2, 'element': 508}, {'value': 1, 'element': 166}]}, {'identifier': 'bps', 'a': [{'value': 33, 'element': 481}, {'value': 26, 'element': 446}, {'value': 14, 'element': 417}, {'value': 11, 'element': 412}, {'value': 11, 'element': 425}, {'value': 10, 'element': 413}, {'value': 9, 'element': 419}, {'value': 6, 'element': 409}, {'value': 6, 'element': 423}, {'value': 5, 'element': 422}, {'value': 3, 'element': 421}, {'value': 2, 'element': 358}, {'value': 1, 'element': 411}, {'value': -1, 'element': 407}], 'h': [{'value': 74, 'element': 164}, {'value': 42, 'element': 508}, {'value': 40, 'element': 166}, {'value': 28, 'element': 156}, {'value': 19, 'element': 155}, {'value': 17, 'element': 162}, {'value': 15, 'element': 157}, {'value': 14, 'element': 152}, {'value': 13, 'element': 150}, {'value': 13, 'element': 502}, {'value': 13, 'element': 512}, {'value': 11, 'element': 158}, {'value': 2, 'element': 159}, {'value': -1, 'element': 169}]}]",18,3,2.0,7,2,5.0
2128300,2.0,True,True,13,2020-09-19T14:00:00Z,90,False,58910,True,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 184}, {'value': 1, 'element': 181}], 'h': [{'value': 2, 'element': 205}, {'value': 1, 'element': 198}, {'value': 1, 'element': 202}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 182}, {'value': 1, 'element': 191}, {'value': 1, 'element': 517}], 'h': [{'value': 2, 'element': 202}, {'value': 1, 'element': 198}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 184}, {'value': 1, 'element': 517}], 'h': [{'value': 1, 'element': 198}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 516}], 'h': [{'value': 3, 'element': 213}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 184}], 'h': [{'value': 2, 'element': 202}, {'value': 2, 'element': 205}]}, {'identifier': 'bps', 'a': [{'value': 47, 'element': 184}, {'value': 30, 'element': 191}, {'value': 28, 'element': 181}, {'value': 22, 'element': 517}, {'value': 20, 'element': 182}, {'value': 17, 'element': 373}, {'value': 17, 'element': 516}, {'value': 15, 'element': 178}, {'value': 12, 'element': 525}, {'value': 11, 'element': 187}, {'value': 4, 'element': 188}, {'value': 3, 'element': 190}, {'value': 2, 'element': 493}, {'value': -1, 'element': 180}], 'h': [{'value': 45, 'element': 202}, {'value': 45, 'element': 205}, {'value': 36, 'element': 198}, {'value': 20, 'element': 204}, {'value': 19, 'element': 213}, {'value': 18, 'element': 200}, {'value': 14, 'element': 195}, {'value': 12, 'element': 197}, {'value': 9, 'element': 491}, {'value': 5, 'element': 206}, {'value': 5, 'element': 492}, {'value': 3, 'element': 201}, {'value': 1, 'element': 203}]}]",8,2,3.0,10,2,4.0
2128302,2.0,True,True,15,2020-09-19T16:30:00Z,90,False,58912,True,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 141}, {'value': 1, 'element': 137}], 'h': [{'value': 1, 'element': 495}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 140}, {'value': 1, 'element': 142}, {'value': 1, 'element': 146}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 134}], 'h': [{'value': 1, 'element': 298}, {'value': 1, 'element': 312}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 128}], 'h': [{'value': 2, 'element': 291}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 141}, {'value': 2, 'element': 137}, {'value': 1, 'element': 142}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 44, 'element': 141}, {'value': 27, 'element': 137}, {'value': 24, 'element': 142}, {'value': 16, 'element': 146}, {'value': 14, 'element': 133}, {'value': 13, 'element': 128}, {'value': 13, 'element': 140}, {'value': 12, 'element': 127}, {'value': 11, 'element': 130}, {'value': 11, 'element': 131}, {'value': 9, 'element': 134}, {'value': 5, 'element': 138}, {'value': 4, 'element': 489}, {'value': 1, 'element': 108}], 'h': [{'value': 21, 'element': 309}, {'value': 19, 'element': 495}, {'value': 17, 'element': 312}, {'value': 15, 'element': 300}, {'value': 14, 'element': 298}, {'value': 13, 'element': 302}, {'value': 12, 'element': 291}, {'value': 11, 'element': 306}, {'value': 11, 'element': 308}, {'value': 7, 'element': 296}, {'value': 4, 'element': 303}, {'value': 4, 'element': 311}, {'value': 1, 'element': 293}, {'value': -2, 'element': 315}]}]",6,4,3.0,13,2,1.0
2128296,2.0,True,True,9,2020-09-19T19:00:00Z,90,False,58906,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 437}], 'h': [{'value': 1, 'element': 6}, {'value': 1, 'element': 22}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 438}], 'h': [{'value': 1, 'element': 4}, {'value': 1, 'element': 501}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 438}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 431}], 'h': [{'value': 2, 'element': 8}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 22}, {'value': 3, 'element': 501}, {'value': 1, 'element': 6}]}, {'identifier': 'bps', 'a': [{'value': 20, 'element': 438}, {'value': 19, 'element': 448}, {'value': 18, 'element': 442}, {'value': 17, 'element': 435}, {'value': 17, 'element': 437}, {'value': 12, 'element': 431}, {'value': 12, 'element': 432}, {'value': 11, 'element': 450}, {'value': 10, 'element': 451}, {'value': 6, 'element': 445}, {'value': 5, 'element': 449}, {'value': 4, 'element': 436}, {'value': 3, 'element': 440}, {'value': 1, 'element': 441}], 'h': [{'value': 31, 'element': 22}, {'value': 31, 'element': 501}, {'value': 29, 'element': 6}, {'value': 20, 'element': 4}, {'value': 18, 'element': 8}, {'value': 16, 'element': 16}, {'value': 15, 'element': 494}, {'value': 11, 'element': 478}, {'value': 10, 'element': 9}, {'value': 10, 'element': 11}, {'value': 9, 'element': 14}, {'value': 8, 'element': 24}, {'value': 3, 'element': 3}, {'value': 3, 'element': 18}]}]",19,4,1.0,1,2,2.0
2128304,2.0,True,True,17,2020-09-20T11:00:00Z,90,False,58914,True,"[{'identifier': 'goals_scored', 'a': [{'value': 4, 'element': 390}, {'value': 1, 'element': 388}], 'h': [{'value': 2, 'element': 366}]}, {'identifier': 'assists', 'a': [{'value': 4, 'element': 388}, {'value': 1, 'element': 387}], 'h': [{'value': 1, 'element': 375}, {'value': 1, 'element': 382}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 403}, {'value': 1, 'element': 405}, {'value': 1, 'element': 457}], 'h': [{'value': 1, 'element': 362}, {'value': 1, 'element': 364}, {'value': 1, 'element': 367}, {'value': 1, 'element': 377}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 383}], 'h': [{'value': 1, 'element': 363}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 388}, {'value': 2, 'element': 390}], 'h': [{'value': 1, 'element': 366}]}, {'identifier': 'bps', 'a': [{'value': 81, 'element': 388}, {'value': 80, 'element': 390}, {'value': 18, 'element': 383}, {'value': 14, 'element': 396}, {'value': 13, 'element': 391}, {'value': 10, 'element': 387}, {'value': 9, 'element': 397}, {'value': 8, 'element': 398}, {'value': 4, 'element': 392}, {'value': 2, 'element': 395}, {'value': 2, 'element': 400}, {'value': 2, 'element': 403}, {'value': 2, 'element': 405}, {'value': -1, 'element': 457}], 'h': [{'value': 50, 'element': 366}, {'value': 29, 'element': 375}, {'value': 13, 'element': 376}, {'value': 13, 'element': 382}, {'value': 11, 'element': 367}, {'value': 11, 'element': 368}, {'value': 10, 'element': 370}, {'value': 9, 'element': 363}, {'value': 7, 'element': 362}, {'value': 4, 'element': 379}, {'value': 3, 'element': 524}, {'value': 1, 'element': 361}, {'value': 1, 'element': 364}, {'value': -6, 'element': 377}]}]",17,2,5.0,16,3,2.0
2128303,2.0,True,True,16,2020-09-20T13:00:00Z,90,False,58913,True,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 68}, {'value': 1, 'element': 78}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 68}, {'value': 1, 'element': 69}, {'value': 1, 'element': 77}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 321}, {'value': 1, 'element': 328}, {'value': 1, 'element': 513}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 76}], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 4, 'element': 325}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 68}, {'value': 2, 'element': 78}, {'value': 1, 'element': 62}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 66, 'element': 68}, {'value': 27, 'element': 78}, {'value': 26, 'element': 62}, {'value': 22, 'element': 70}, {'value': 21, 'element': 66}, {'value': 21, 'element': 74}, {'value': 19, 'element': 69}, {'value': 12, 'element': 77}, {'value': 11, 'element': 79}, {'value': 9, 'element': 65}, {'value': 4, 'element': 61}, {'value': 4, 'element': 71}, {'value': 3, 'element': 54}, {'value': 3, 'element': 76}], 'h': [{'value': 16, 'element': 325}, {'value': 13, 'element': 332}, {'value': 11, 'element': 323}, {'value': 11, 'element': 339}, {'value': 9, 'element': 321}, {'value': 9, 'element': 336}, {'value': 6, 'element': 328}, {'value': 4, 'element': 485}, {'value': 3, 'element': 340}, {'value': 3, 'element': 507}, {'value': 3, 'element': 513}, {'value': 1, 'element': 320}, {'value': -1, 'element': 506}]}]",3,3,3.0,14,2,0.0
2128298,2.0,True,True,11,2020-09-20T15:30:00Z,90,False,58908,True,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 251}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 249}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [{'value': 1, 'element': 252}], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': [{'value': 1, 'element': 105}]}, {'identifier': 'yellow_cards', 'a': [], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': [{'value': 1, 'element': 116}]}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 252}], 'h': [{'value': 3, 'element': 112}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 251}, {'value': 2, 'element': 252}, {'value': 1, 'element': 250}, {'value': 1, 'element': 259}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 48, 'element': 251}, {'value': 41, 'element': 252}, {'value': 27, 'element': 250}, {'value': 27, 'element': 259}, {'value': 26, 'element': 255}, {'value': 21, 'element': 249}, {'value': 21, 'element': 253}, {'value': 14, 'element': 254}, {'value': 14, 'element': 261}, {'value': 9, 'element': 241}, {'value': 7, 'element': 243}, {'value': 6, 'element': 244}, {'value': 3, 'element': 531}, {'value': 2, 'element': 258}], 'h': [{'value': 16, 'element': 110}, {'value': 16, 'element': 112}, {'value': 16, 'element': 113}, {'value': 15, 'element': 123}, {'value': 14, 'element': 104}, {'value': 12, 'element': 107}, {'value': 10, 'element': 117}, {'value': 10, 'element': 120}, {'value': 8, 'element': 121}, {'value': 4, 'element': 106}, {'value': 3, 'element': 118}, {'value': 2, 'element': 500}, {'value': 1, 'element': 116}]}]",11,4,2.0,5,4,0.0
2128301,2.0,True,True,14,2020-09-20T18:00:00Z,90,False,58911,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 91}, {'value': 1, 'element': 519}], 'h': [{'value': 1, 'element': 225}, {'value': 1, 'element': 235}, {'value': 1, 'element': 239}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 97}, {'value': 1, 'element': 100}], 'h': [{'value': 2, 'element': 498}, {'value': 1, 'element': 235}]}, {'identifier': 'own_goals', 'a': [{'value': 1, 'element': 83}], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 82}, {'value': 1, 'element': 86}], 'h': [{'value': 1, 'element': 518}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 96}], 'h': [{'value': 3, 'element': 217}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 235}, {'value': 2, 'element': 498}, {'value': 1, 'element': 225}]}, {'identifier': 'bps', 'a': [{'value': 24, 'element': 91}, {'value': 23, 'element': 97}, {'value': 22, 'element': 519}, {'value': 19, 'element': 100}, {'value': 13, 'element': 96}, {'value': 12, 'element': 89}, {'value': 11, 'element': 85}, {'value': 11, 'element': 98}, {'value': 5, 'element': 93}, {'value': 4, 'element': 82}, {'value': 4, 'element': 95}, {'value': 2, 'element': 86}, {'value': -3, 'element': 83}], 'h': [{'value': 35, 'element': 235}, {'value': 32, 'element': 498}, {'value': 29, 'element': 225}, {'value': 28, 'element': 239}, {'value': 17, 'element': 228}, {'value': 17, 'element': 238}, {'value': 15, 'element': 217}, {'value': 14, 'element': 236}, {'value': 9, 'element': 518}, {'value': 6, 'element': 224}, {'value': 4, 'element': 229}, {'value': 3, 'element': 216}, {'value': 3, 'element': 221}, {'value': 3, 'element': 231}]}]",4,4,2.0,9,3,4.0
2128297,2.0,True,True,10,2020-09-21T17:00:00Z,90,False,58907,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 46}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 41}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': [{'value': 1, 'element': 12}]}, {'identifier': 'penalties_missed', 'a': [{'value': 1, 'element': 355}], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 355}], 'h': [{'value': 1, 'element': 38}, {'value': 1, 'element': 42}, {'value': 1, 'element': 496}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 353}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 483}], 'h': [{'value': 1, 'element': 12}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 46}, {'value': 2, 'element': 12}, {'value': 1, 'element': 41}]}, {'identifier': 'bps', 'a': [{'value': 11, 'element': 345}, {'value': 11, 'element': 347}, {'value': 11, 'element': 354}, {'value': 10, 'element': 346}, {'value': 10, 'element': 360}, {'value': 10, 'element': 483}, {'value': 8, 'element': 351}, {'value': 8, 'element': 509}, {'value': 4, 'element': 357}, {'value': 3, 'element': 424}, {'value': 2, 'element': 356}, {'value': 1, 'element': 344}, {'value': -5, 'element': 353}, {'value': -5, 'element': 355}], 'h': [{'value': 44, 'element': 46}, {'value': 38, 'element': 12}, {'value': 35, 'element': 41}, {'value': 27, 'element': 496}, {'value': 18, 'element': 42}, {'value': 15, 'element': 52}, {'value': 13, 'element': 33}, {'value': 10, 'element': 37}, {'value': 9, 'element': 40}, {'value': 6, 'element': 38}, {'value': 3, 'element': 50}]}]",15,2,0.0,2,3,1.0
2128305,2.0,True,True,18,2020-09-21T19:15:00Z,90,False,58915,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 272}, {'value': 1, 'element': 282}, {'value': 1, 'element': 284}], 'h': [{'value': 1, 'element': 460}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 272}, {'value': 1, 'element': 276}], 'h': [{'value': 1, 'element': 469}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 274}, {'value': 1, 'element': 282}, {'value': 1, 'element': 286}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 6, 'element': 455}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 272}, {'value': 2, 'element': 284}, {'value': 1, 'element': 282}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 42, 'element': 272}, {'value': 37, 'element': 284}, {'value': 28, 'element': 282}, {'value': 17, 'element': 276}, {'value': 14, 'element': 273}, {'value': 12, 'element': 270}, {'value': 12, 'element': 279}, {'value': 11, 'element': 266}, {'value': 11, 'element': 274}, {'value': 11, 'element': 278}, {'value': 8, 'element': 286}, {'value': 2, 'element': 287}], 'h': [{'value': 26, 'element': 460}, {'value': 21, 'element': 455}, {'value': 17, 'element': 465}, {'value': 17, 'element': 469}, {'value': 15, 'element': 466}, {'value': 11, 'element': 461}, {'value': 10, 'element': 454}, {'value': 10, 'element': 458}, {'value': 10, 'element': 459}, {'value': 7, 'element': 471}, {'value': 4, 'element': 474}, {'value': 3, 'element': 504}, {'value': 3, 'element': 505}, {'value': 2, 'element': 464}]}]",12,3,3.0,20,4,1.0
2128306,3.0,True,True,19,2020-09-26T11:30:00Z,90,False,58916,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 302}, {'value': 1, 'element': 306}], 'h': [{'value': 1, 'element': 65}, {'value': 1, 'element': 68}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 295}, {'value': 1, 'element': 298}, {'value': 1, 'element': 302}], 'h': [{'value': 1, 'element': 71}, {'value': 1, 'element': 77}]}, {'identifier': 'own_goals', 'a': [], 'h': [{'value': 1, 'element': 62}]}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 295}, {'value': 1, 'element': 302}], 'h': [{'value': 1, 'element': 62}, {'value': 1, 'element': 69}, {'value': 1, 'element': 71}, {'value': 1, 'element': 74}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 291}], 'h': [{'value': 1, 'element': 70}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 302}], 'h': [{'value': 2, 'element': 68}, {'value': 1, 'element': 65}]}, {'identifier': 'bps', 'a': [{'value': 40, 'element': 302}, {'value': 22, 'element': 298}, {'value': 22, 'element': 308}, {'value': 21, 'element': 306}, {'value': 19, 'element': 295}, {'value': 16, 'element': 300}, {'value': 14, 'element': 313}, {'value': 13, 'element': 291}, {'value': 9, 'element': 315}, {'value': 6, 'element': 303}, {'value': 4, 'element': 299}, {'value': 3, 'element': 296}, {'value': 3, 'element': 310}, {'value': 3, 'element': 495}], 'h': [{'value': 33, 'element': 68}, {'value': 31, 'element': 65}, {'value': 25, 'element': 79}, {'value': 21, 'element': 77}, {'value': 20, 'element': 71}, {'value': 14, 'element': 74}, {'value': 12, 'element': 66}, {'value': 10, 'element': 70}, {'value': 7, 'element': 54}, {'value': 5, 'element': 57}, {'value': 5, 'element': 62}, {'value': 2, 'element': 78}, {'value': -3, 'element': 69}]}]",13,2,3.0,3,4,2.0
2128308,3.0,True,True,21,2020-09-26T14:00:00Z,90,False,58918,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 164}, {'value': 1, 'element': 166}], 'h': [{'value': 1, 'element': 133}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 152}, {'value': 1, 'element': 155}], 'h': [{'value': 1, 'element': 137}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 166}], 'h': [{'value': 1, 'element': 130}, {'value': 1, 'element': 134}, {'value': 1, 'element': 141}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 3, 'element': 128}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 166}, {'value': 1, 'element': 152}, {'value': 1, 'element': 155}], 'h': [{'value': 2, 'element': 133}]}, {'identifier': 'bps', 'a': [{'value': 32, 'element': 166}, {'value': 22, 'element': 152}, {'value': 22, 'element': 155}, {'value': 21, 'element': 164}, {'value': 16, 'element': 508}, {'value': 15, 'element': 156}, {'value': 15, 'element': 162}, {'value': 12, 'element': 512}, {'value': 11, 'element': 158}, {'value': 9, 'element': 502}, {'value': 8, 'element': 157}, {'value': 4, 'element': 150}, {'value': 2, 'element': 159}, {'value': 2, 'element': 163}], 'h': [{'value': 29, 'element': 133}, {'value': 20, 'element': 137}, {'value': 16, 'element': 131}, {'value': 13, 'element': 128}, {'value': 12, 'element': 127}, {'value': 12, 'element': 489}, {'value': 10, 'element': 146}, {'value': 8, 'element': 130}, {'value': 3, 'element': 132}, {'value': 3, 'element': 140}, {'value': 3, 'element': 144}, {'value': 1, 'element': 108}, {'value': 1, 'element': 134}, {'value': -1, 'element': 141}]}]",7,2,2.0,6,2,1.0
2128314,3.0,True,True,27,2020-09-26T16:30:00Z,90,False,58924,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 118}, {'value': 1, 'element': 120}, {'value': 1, 'element': 122}], 'h': [{'value': 2, 'element': 358}, {'value': 1, 'element': 412}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 102}, {'value': 1, 'element': 120}, {'value': 1, 'element': 500}], 'h': [{'value': 1, 'element': 422}, {'value': 1, 'element': 481}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 104}, {'value': 1, 'element': 116}, {'value': 1, 'element': 123}], 'h': [{'value': 1, 'element': 422}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [], 'h': [{'value': 7, 'element': 417}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 120}, {'value': 1, 'element': 123}], 'h': [{'value': 3, 'element': 358}]}, {'identifier': 'bps', 'a': [{'value': 48, 'element': 120}, {'value': 27, 'element': 123}, {'value': 25, 'element': 122}, {'value': 23, 'element': 118}, {'value': 20, 'element': 500}, {'value': 18, 'element': 102}, {'value': 16, 'element': 113}, {'value': 11, 'element': 116}, {'value': 11, 'element': 490}, {'value': 9, 'element': 107}, {'value': 8, 'element': 104}, {'value': 7, 'element': 101}, {'value': 5, 'element': 117}, {'value': 3, 'element': 103}], 'h': [{'value': 54, 'element': 358}, {'value': 24, 'element': 412}, {'value': 23, 'element': 417}, {'value': 21, 'element': 481}, {'value': 20, 'element': 422}, {'value': 12, 'element': 413}, {'value': 12, 'element': 419}, {'value': 12, 'element': 425}, {'value': 9, 'element': 409}, {'value': 9, 'element': 418}, {'value': 5, 'element': 446}, {'value': 3, 'element': 408}, {'value': 3, 'element': 411}, {'value': 3, 'element': 423}]}]",5,2,3.0,18,3,3.0
2128307,3.0,True,True,20,2020-09-26T19:00:00Z,90,False,58917,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 366}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 377}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 82}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 363}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 366}, {'value': 2, 'element': 362}, {'value': 2, 'element': 376}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 37, 'element': 366}, {'value': 28, 'element': 362}, {'value': 28, 'element': 376}, {'value': 27, 'element': 369}, {'value': 26, 'element': 363}, {'value': 18, 'element': 377}, {'value': 16, 'element': 370}, {'value': 16, 'element': 375}, {'value': 9, 'element': 364}, {'value': 7, 'element': 368}, {'value': 4, 'element': 524}, {'value': 2, 'element': 381}, {'value': 2, 'element': 382}], 'h': [{'value': 13, 'element': 519}, {'value': 12, 'element': 85}, {'value': 12, 'element': 89}, {'value': 12, 'element': 100}, {'value': 11, 'element': 97}, {'value': 10, 'element': 82}, {'value': 9, 'element': 55}, {'value': 8, 'element': 96}, {'value': 8, 'element': 98}, {'value': 5, 'element': 93}, {'value': 2, 'element': 91}]}]",16,3,1.0,4,3,0.0
