first_name,second_name,id
Davide,Zappacosta,109
Olivier,Giroud,110
Kepa,Arrizabalaga,111
Willy,Caballero,112
Willian,Borges Da Silva,113
Pedro,Rodríguez Ledesma,114
Ruben,Loftus-Cheek,115
Callum,Hudson-Odoi,116
Ross,Barkley,117
Jorge Luiz,Frello Filho,118
N'Golo,Kanté,119
Ethan,Ampadu,121
Christian,Pulisic,431
Mateo,Kovacic,432
Kurt,Zouma,459
Tammy,Abraham,460
Michy,Batshuayi,461
Robert Kenedy,Nunes do Nascimento,462
Mason,Mount,463
Reece,James,506
Fikayo,Tomori,529
Billy,Gilmour,533
Addji Keaninkin Marc-Israel,Guehi,545
Faustino,Anjorin,630
Armando,Broja,631
Lewis,Bate,657
Patrick,van Aanholt,123
James,Tomkins,124
Mamadou,Sakho,125
Joel,Ward,126
Scott,Dann,127
Martin,Kelly,128
Christian,Benteke,129
Connor,Wickham,130
Vicente,Guaita,131
Wayne,Hennessey,132
Wilfried,Zaha,133
Luka,Milivojevic,134
Andros,Townsend,135
Max,Meyer,136
Jeffrey,Schlupp,137
James,McArthur,138
Cheikhou,Kouyaté,139
Luke,Dreher,140
James,McCarthy,157
Jordan,Ayew,468
Gary,Cahill,503
Víctor,Camarasa,510
Jairo,Riedewald,539
Stephen,Henderson,556
Sam,Woods,578
Tyrick,Mitchell,579
Brandon,Pierrick,580
James,Daly,581
Nya,Kirby,588
Giovanni,McGregor,608
Nikola,Tavares,635
John-Kymani,Gordon,668
Alex,Iwobi,17
Lucas,Digne,141
Yerry,Mina,142
Michael,Keane,143
Seamus,Coleman,144
Leighton,Baines,145
Cenk,Tosun,146
Dominic,Calvert-Lewin,147
Jordan,Pickford,148
Maarten,Stekelenburg,149
Richarlison,de Andrade,150
Gylfi,Sigurdsson,151
Bernard,Anício Caldeira Duarte,152
Theo,Walcott,153
Tom,Davies,154
Ademola,Lookman,155
Idrissa,Gueye,156
Morgan,Schneiderlin,158
Fabian,Delph,205
André Filipe,Tavares Gomes,422
Lewis,Gibson,477
Mason,Holgate,478
Jonas,Lössl,479
Moise,Kean,496
Jean-Philippe,Gbamin,497
Djibril,Sidibé,511
Beni,Baningime,557
Anthony,Gordon,561
Oumar,Niasse,570
Rhu-endly,Martina,577
João Manuel,Neves Virgínia,629
Jarrad,Branthwaite,637
Ellis,Simms,667
Ricardo Domingos,Barbosa Pereira,159
Benjamin,Chilwell,161
Jonny,Evans,162
Christian,Fuchs,163
Çaglar,Söyüncü,164
Wes,Morgan,165
Jamie,Vardy,166
Kelechi,Iheanacho,167
Kasper,Schmeichel,168
Eldin,Jakupovic,169
Danny,Ward,170
James,Maddison,171
Harvey,Barnes,172
Rachid,Ghezzal,173
Marc,Albrighton,174
Demarai,Gray,175
Wilfred,Ndidi,176
Matty,James,177
Daniel,Amartey,178
Nampalys,Mendy,179
Hamza,Choudhury,180
Ayoze,Pérez,265
Ryan,Bennett,404
James,Justin,433
Youri,Tielemans,448
Andy,King,480
Dennis,Praet,517
Filip,Benkovic,597
Luke,Thomas,660
George,Hirst,661
Darnell,Johnson,662
Andrew,Robertson,181
Trent,Alexander-Arnold,182
Virgil,van Dijk,183
Joseph,Gomez,184
Joel,Matip,185
Dejan,Lovren,186
Roberto,Firmino,187
Divock,Origi,188
Alisson,Ramses Becker,189
Simon,Mignolet,190
Mohamed,Salah,191
Sadio,Mané,192
Alex,Oxlade-Chamberlain,193
Xherdan,Shaqiri,194
Adam,Lallana,195
Naby,Keita,196
Fabio Henrique,Tavares,197
Jordan,Henderson,198
Georginio,Wijnaldum,199
James,Milner,200
Rafael,Camacho,201
Rhian,Brewster,464
Adrián,San Miguel del Castillo,526
Andy,Lonergan,530
Caoimhin,Kelleher,531
Harvey,Elliott,550
Curtis,Jones,569
Neco,Williams,575
Nathaniel,Phillips,589
Takumi,Minamino,590
Ki-Jana,Hoever,628
Aymeric,Laporte,202
Kyle,Walker,203
Benjamin,Mendy,204
Oleksandr,Zinchenko,206
John,Stones,207
Nicolás,Otamendi,208
Danilo Luiz,da Silva,209
Sergio,Agüero,210
Gabriel Fernando,de Jesus,211
Ederson,Santana de Moraes,212
Claudio,Bravo,213
Raheem,Sterling,214
Kevin,De Bruyne,215
Leroy,Sané,216
Riyad,Mahrez,217
Bernardo Mota,Veiga de Carvalho e Silva,218
David,Silva,219
Phil,Foden,220
Fernando,Luiz Rosa,221
Ilkay,Gündogan,222
José Ángel,Esmorís Tasende,440
Rodrigo,Hernandez,443
João Pedro Cavaco,Cancelo,518
Eric,Garcia,544
Scott,Carson,562
Taylor,Harwood-Bellis,642
Cole,Palmer,643
Tommy,Doyle,644
Aaron,Wan-Bissaka,122
Harry,Maguire,160
Chris,Smalling,223
Ashley,Young,224
Victor,Lindelöf,225
Luke,Shaw,226
Marcos,Rojo,227
Eric,Bailly,228
José Diogo,Dalot Teixeira,229
Matteo,Darmian,230
Phil,Jones,231
Romelu,Lukaku,232
Marcus,Rashford,233
Mason,Greenwood,234
David,de Gea,235
Sergio,Romero,236
Lee,Grant,237
Paul,Pogba,238
Anthony,Martial,239
Alexis,Sánchez,240
Jesse,Lingard,241
Juan,Mata,242
Daniel,James,243
Frederico,Rodrigues de Paula Santos,244
Angel,Gomes,245
Andreas,Pereira,246
Nemanja,Matic,247
Scott,McTominay,248
Tahith,Chong,249
James,Garner,250
Axel,Tuanzebe,481
Brandon,Williams,549
Bruno Miguel,Borges Fernandes,618
Odion,Ighalo,624
Timothy,Fosu-Mensah,658
Matt,Ritchie,251
Fabian,Schär,252
DeAndre,Yedlin,253
Federico,Fernández,254
Paul,Dummett,255
Javier,Manquillo,256
Florian,Lejeune,257
Jamaal,Lascelles,258
Ciaran,Clark,259
Yoshinori,Muto,260
Jose Luis,Mato Sanmartín,261
Martin,Dubravka,262
Karl,Darlow,263
Frederick,Woodman,264
Miguel,Almirón,266
Christian,Atsu,267
Sung-yueng,Ki,268
Jonjo,Shelvey,269
Sean,Longstaff,270
Isaac,Hayden,271
Danny,Rose,332
Joelinton Cássio,Apolinário de Lira,466
Jack,Colback,482
Jacob,Murphy,483
Jetro,Willems,498
Rolando,Aarons,499
Allan,Saint-Maximin,500
Emil,Krafth,519
Andy,Carroll,520
Matthew,Longstaff,540
Dwight,Gayle,554
Robert,Elliot,573
Thomas,Allan,598
Kelland,Watts,599
Liam,Gibson,610
Nabil,Bentaleb,612
Valentino,Lazaro,614
Jack,Young,656
Timm,Klose,272
Ben,Godfrey,273
Maximillian,Aarons,274
Christoph,Zimmermann,275
Jamal,Lewis,276
Grant,Hanley,277
Teemu,Pukki,278
Dennis,Srbeny,279
Tim,Krul,280
Michael,McGovern,281
Mario,Vrancic,282
Emiliano,Buendía,283
Onel,Hernández,284
Marco,Stiepermann,285
Kenny,McLean,286
Todd,Cantwell,287
Moritz,Leitner,288
Alexander,Tettey,289
Tom,Trybull,290
Josip,Drmic,434
Patrick,Roberts,435
Ralf,Fahrmann,449
Sam,Byram,454
Philip,Heise,484
Ibrahim,Amadou,507
Adam,Idah,538
Archie,Mair,551
Akin,Famewo,552
Ondrej,Duda,601
Lukas,Rupp,602
Josh,Martin,632
Jordan,Thomas,650
Daniel,Adshead,669
Lys,Mousset,70
Enda,Stevens,291
Kieron,Freeman,292
Jack,O'Connell,293
George,Baldock,294
John,Egan,295
Richard,Stearman,296
John,Lundstram,297
Billy,Sharp,298
Jake,Eastwood,299
Mark,Duffy,300
John,Fleck,301
Oliver,Norwood,302
David,McGoldrick,303
Chris,Basham,423
Simon,Moore,436
Luke,Freeman,441
Phil,Jagielka,444
Callum,Robinson,453
Ravel,Morrison,456
Dean,Henderson,471
Ben,Osborn,472
Oliver,McBurnie,501
Michael,Verrips,521
Muhamed,Bešić,522
Leon,Clarke,547
Jack,Rodwell,591
Jack,Robinson,611
Sander,Berge,621
Richairo,Zivkovic,622
Panagiotis,Retsos,625
Jannik,Vestergaard,304
Ryan,Bertrand,305
Yan,Valery,306
Jan,Bednarek,307
Jack,Stephens,308
Maya,Yoshida,310
Kayne,Ramsay,311
Charlie,Austin,312
Danny,Ings,313
Michael,Obafemi,314
Shane,Long,315
Sam,Gallagher,316
Fraser,Forster,317
Alex,McCarthy,318
Angus,Gunn,319
Nathan,Redmond,320
James,Ward-Prowse,321
Mohamed,Elyounoussi,322
Stuart,Armstrong,323
Mario,Lemina,324
Pierre-Emile,Højbjerg,325
Tyreke,Johnson,326
Callum,Slattery,327
Oriol,Romeu Vidal,328
Kyle,Walker-Peters,337
Che,Adams,437
Moussa,Djenepo,438
Wesley,Hoedt,485
Sofiane,Boufal,508
Kevin,Danso,532
Daniel,N'Lundulu,535
Harry,Lewis,548
William,Smallbone,584
Nathan,Tella,633
Jake,Vokins,645
Alexandre,Jankewitz,649
Will,Ferry,654
Jacob,Maddox,663
Ben,Davies,329
Jan,Vertonghen,330
Toby,Alderweireld,331
Davinson,Sánchez,333
Kieran,Trippier,334
Juan,Foyth,335
Serge,Aurier,336
Harry,Kane,338
Vincent,Janssen,339
Hugo,Lloris,340
Paulo,Gazzaniga,341
Heung-Min,Son,342
Christian,Eriksen,343
Bamidele,Alli,344
Lucas,Rodrigues Moura da Silva,345
Erik,Lamela,346
Harry,Winks,347
Victor,Wanyama,348
Moussa,Sissoko,349
Eric,Dier,350
Luke,Amos,351
Oliver,Skipp,352
Tanguy,Ndombele,442
Troy,Parrott,509
Giovani,Lo Celso,523
Ryan,Sessegnon,524
Georges-Kévin,Nkoudou,527
Alfie,Whiteman,543
Michel,Vorm,555
Brandon,Austin,558
Japhet,Tanganga,583
Gedson,Carvalho Fernandes,605
Steven,Bergwijn,615
Harvey,White,634
Dennis,Cirkin,655
José,Holebas,353
Christian,Kabasele,354
Adam,Masina,355
Adrian,Mariappa,356
Francisco,Femenía Far,357
Craig,Cathcart,358
Daryl,Janmaat,359
Marc,Navarro,360
Sebastian,Prödl,361
Troy,Deeney,362
Gerard,Deulofeu,363
Andre,Gray,364
Isaac,Success Ajayi,365
Ben,Foster,366
Pontus,Dahlberg,367
Abdoulaye,Doucouré,368
Roberto,Pereyra,369
Will,Hughes,370
Tom,Cleverley,371
Ken,Sema,372
Etienne,Capoue,373
Nathaniel,Chalobah,374
Domingos,Quina,375
Craig,Dawson,439
Danny,Welbeck,512
Heurelho da Silva,Gomes,513
Ismaïla,Sarr,525
Dimitri,Foulquier,542
Ayotomiwa,Dele-Bashiru,563
João Pedro,Junqueira de Jesus,592
Ignacio,Pussetto,604
Adalberto,Peñaranda,648
Aaron,Cresswell,376
Angelo,Ogbonna,377
Arthur,Masuaku,378
Pablo,Zabaleta,379
Ryan,Fredericks,380
Issa,Diop,381
Fabián,Balbuena,382
Winston,Reid,383
Ben,Johnson,384
Marko,Arnautovic,385
Javier,Hernández Balcázar,386
Alexandre Nascimento,Costa Silva,387
Lukasz,Fabianski,388
Michail,Antonio,389
Felipe Anderson,Pereira Gomes,390
Manuel,Lanzini,391
Andriy,Yarmolenko,392
Robert,Snodgrass,393
Jack,Wilshere,394
Declan,Rice,395
Mark,Noble,396
Carlos,Sánchez,397
Grady,Diangana,398
Pablo,Fornals,399
Pedro,Obiang,400
Roberto,Jimenez Gago,450
Sébastien,Haller,457
Albian,Ajeti,514
David,Martin,553
Nathan,Holland,568
Joseph,Anang,582
Jeremy,Ngakia,593
Gonçalo Bento,Soares Cardoso,594
Bernardo,Costa Da Rosa,595
Darren,Randolph,606
Tomas,Soucek,616
Jarrod,Bowen,626
Alfie,Lewis,651
Conor,Coventry,664
Matt,Doherty,401
Jonathan,Castro Otto,402
Conor,Coady,403
Willy,Boly,405
Rúben Gonçalo,Silva Nascimento Vinagre,406
Romain,Saïss,407
Max,Kilman,408
Raúl,Jiménez,409
Diogo,Jota,410
Rui Pedro,dos Santos Patrício,411
John,Ruddy,412
Will,Norris,413
Rúben Diogo,da Silva Neves,414
João Filipe Iria,Santos Moutinho,415
Morgan,Gibbs-White,416
Adama,Traoré,417
Hélder,Costa,418
Ivan,Cavaleiro,419
Leander,Dendoncker,420
Jesús,Vallejo Lázaro,473
Patrick,Cutrone,487
Pedro,Lomba Neto,528
Bernard,Ashley-Seal,559
Taylor,Perry,560
Owen,Otasowie,566
Luke,Cundle,567
Oskar,Buur,587
Ryan,Giles,607
Bruno André,Cavaco Jordao,609
Daniel,Castelo Podence,619
Leonardo,Campana,652
