code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,stats,team_a,team_a_difficulty,team_a_score,team_h,team_h_difficulty,team_h_score
1059804,11,True,True,102,2019-11-02T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 181}, {'value': 1, 'element': 192}], 'h': [{'value': 1, 'element': 465}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 182}, {'value': 1, 'element': 192}], 'h': [{'value': 1, 'element': 31}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 183}, {'value': 1, 'element': 192}], 'h': [{'value': 1, 'element': 30}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 189}], 'h': [{'value': 4, 'element': 94}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 192}, {'value': 2, 'element': 182}, {'value': 1, 'element': 181}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 29, 'element': 192}, {'value': 28, 'element': 182}, {'value': 25, 'element': 181}, {'value': 21, 'element': 198}, {'value': 15, 'element': 186}, {'value': 15, 'element': 195}, {'value': 15, 'element': 199}, {'value': 10, 'element': 183}, {'value': 10, 'element': 189}, {'value': 8, 'element': 187}, {'value': 5, 'element': 188}, {'value': 4, 'element': 191}, {'value': 2, 'element': 193}, {'value': 2, 'element': 196}], 'h': [{'value': 24, 'element': 31}, {'value': 21, 'element': 458}, {'value': 18, 'element': 465}, {'value': 17, 'element': 94}, {'value': 17, 'element': 309}, {'value': 15, 'element': 30}, {'value': 13, 'element': 445}, {'value': 13, 'element': 491}, {'value': 10, 'element': 455}, {'value': 8, 'element': 470}, {'value': 6, 'element': 22}, {'value': 3, 'element': 26}, {'value': 2, 'element': 28}, {'value': -2, 'element': 428}]}]",10,2,2.0,2,4,1.0
1059805,11,True,True,104,2019-11-02T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 37}, {'value': 1, 'element': 421}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 38}, {'value': 1, 'element': 421}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 285}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 280}], 'h': []}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 38}, {'value': 2, 'element': 421}, {'value': 1, 'element': 42}]}, {'identifier': 'bps', 'a': [{'value': 23, 'element': 273}, {'value': 16, 'element': 283}, {'value': 14, 'element': 280}, {'value': 14, 'element': 289}, {'value': 11, 'element': 290}, {'value': 10, 'element': 276}, {'value': 10, 'element': 286}, {'value': 7, 'element': 274}, {'value': 7, 'element': 284}, {'value': 6, 'element': 278}, {'value': 6, 'element': 285}, {'value': 3, 'element': 279}, {'value': 2, 'element': 287}, {'value': 2, 'element': 434}], 'h': [{'value': 50, 'element': 38}, {'value': 44, 'element': 421}, {'value': 34, 'element': 42}, {'value': 23, 'element': 475}, {'value': 21, 'element': 54}, {'value': 20, 'element': 37}, {'value': 20, 'element': 47}, {'value': 13, 'element': 57}, {'value': 12, 'element': 493}, {'value': 11, 'element': 537}, {'value': 7, 'element': 49}, {'value': 2, 'element': 534}, {'value': 1, 'element': 546}, {'value': -2, 'element': 502}]}]",14,2,0.0,4,2,2.0
1059808,11,True,True,107,2019-11-02T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 321}], 'h': [{'value': 1, 'element': 203}, {'value': 1, 'element': 210}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 323}], 'h': [{'value': 1, 'element': 203}, {'value': 1, 'element': 440}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 325}], 'h': [{'value': 1, 'element': 212}, {'value': 1, 'element': 214}, {'value': 1, 'element': 222}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 318}], 'h': [{'value': 2, 'element': 212}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 321}], 'h': [{'value': 3, 'element': 203}, {'value': 1, 'element': 440}]}, {'identifier': 'bps', 'a': [{'value': 29, 'element': 321}, {'value': 21, 'element': 304}, {'value': 18, 'element': 323}, {'value': 17, 'element': 307}, {'value': 15, 'element': 320}, {'value': 14, 'element': 308}, {'value': 14, 'element': 325}, {'value': 12, 'element': 318}, {'value': 10, 'element': 328}, {'value': 8, 'element': 532}, {'value': 7, 'element': 306}, {'value': 7, 'element': 313}, {'value': 5, 'element': 438}, {'value': 3, 'element': 437}], 'h': [{'value': 42, 'element': 203}, {'value': 27, 'element': 440}, {'value': 22, 'element': 210}, {'value': 22, 'element': 218}, {'value': 21, 'element': 215}, {'value': 17, 'element': 222}, {'value': 14, 'element': 219}, {'value': 12, 'element': 207}, {'value': 11, 'element': 221}, {'value': 6, 'element': 212}, {'value': 3, 'element': 208}, {'value': 2, 'element': 214}, {'value': 2, 'element': 220}, {'value': 1, 'element': 211}]}]",16,4,1.0,11,3,2.0
1059809,11,True,True,108,2019-11-02T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 2, 'element': 297}, {'value': 1, 'element': 301}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 3, 'element': 70}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 84}, {'value': 1, 'element': 90}], 'h': [{'value': 1, 'element': 423}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 93}], 'h': [{'value': 1, 'element': 471}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 297}, {'value': 2, 'element': 70}, {'value': 1, 'element': 301}]}, {'identifier': 'bps', 'a': [{'value': 16, 'element': 93}, {'value': 15, 'element': 101}, {'value': 13, 'element': 83}, {'value': 11, 'element': 84}, {'value': 10, 'element': 85}, {'value': 9, 'element': 102}, {'value': 7, 'element': 87}, {'value': 6, 'element': 100}, {'value': 5, 'element': 98}, {'value': 4, 'element': 447}, {'value': 3, 'element': 92}, {'value': -1, 'element': 451}, {'value': -3, 'element': 97}, {'value': -7, 'element': 90}], 'h': [{'value': 49, 'element': 297}, {'value': 40, 'element': 70}, {'value': 32, 'element': 301}, {'value': 27, 'element': 291}, {'value': 25, 'element': 293}, {'value': 25, 'element': 294}, {'value': 25, 'element': 471}, {'value': 24, 'element': 295}, {'value': 17, 'element': 423}, {'value': 13, 'element': 303}, {'value': 11, 'element': 302}, {'value': 3, 'element': 444}, {'value': 3, 'element': 501}, {'value': 2, 'element': 298}]}]",5,3,0.0,15,3,3.0
1059811,11,True,True,110,2019-11-02T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 254}, {'value': 1, 'element': 259}, {'value': 1, 'element': 269}], 'h': [{'value': 1, 'element': 382}, {'value': 1, 'element': 393}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 271}, {'value': 1, 'element': 466}, {'value': 1, 'element': 498}], 'h': [{'value': 1, 'element': 391}, {'value': 1, 'element': 457}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 254}], 'h': [{'value': 1, 'element': 376}, {'value': 1, 'element': 381}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 262}], 'h': [{'value': 6, 'element': 450}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 498}, {'value': 2, 'element': 269}], 'h': [{'value': 2, 'element': 393}]}, {'identifier': 'bps', 'a': [{'value': 35, 'element': 498}, {'value': 30, 'element': 269}, {'value': 29, 'element': 254}, {'value': 27, 'element': 271}, {'value': 25, 'element': 259}, {'value': 18, 'element': 262}, {'value': 18, 'element': 466}, {'value': 12, 'element': 258}, {'value': 7, 'element': 267}, {'value': 7, 'element': 500}, {'value': 4, 'element': 253}, {'value': 3, 'element': 255}, {'value': 3, 'element': 520}, {'value': 2, 'element': 266}], 'h': [{'value': 30, 'element': 393}, {'value': 22, 'element': 390}, {'value': 21, 'element': 457}, {'value': 20, 'element': 382}, {'value': 18, 'element': 450}, {'value': 17, 'element': 391}, {'value': 12, 'element': 379}, {'value': 12, 'element': 395}, {'value': 11, 'element': 376}, {'value': 10, 'element': 381}, {'value': 2, 'element': 380}, {'value': 2, 'element': 392}, {'value': 2, 'element': 396}, {'value': 1, 'element': 514}]}]",13,2,3.0,19,2,2.0
1059810,11,True,True,109,2019-11-02T17:30:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 431}, {'value': 1, 'element': 460}], 'h': [{'value': 1, 'element': 363}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 118}, {'value': 1, 'element': 460}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 118}, {'value': 1, 'element': 463}], 'h': [{'value': 1, 'element': 354}, {'value': 1, 'element': 356}, {'value': 1, 'element': 359}, {'value': 1, 'element': 439}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 111}], 'h': [{'value': 8, 'element': 366}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 460}, {'value': 2, 'element': 431}], 'h': [{'value': 1, 'element': 363}]}, {'identifier': 'bps', 'a': [{'value': 37, 'element': 460}, {'value': 36, 'element': 431}, {'value': 26, 'element': 118}, {'value': 22, 'element': 432}, {'value': 19, 'element': 459}, {'value': 18, 'element': 107}, {'value': 18, 'element': 529}, {'value': 15, 'element': 111}, {'value': 14, 'element': 113}, {'value': 12, 'element': 105}, {'value': 6, 'element': 463}, {'value': 4, 'element': 461}, {'value': 3, 'element': 116}, {'value': 3, 'element': 506}], 'h': [{'value': 31, 'element': 363}, {'value': 23, 'element': 366}, {'value': 19, 'element': 368}, {'value': 14, 'element': 374}, {'value': 11, 'element': 369}, {'value': 11, 'element': 439}, {'value': 10, 'element': 354}, {'value': 8, 'element': 359}, {'value': 7, 'element': 357}, {'value': 6, 'element': 355}, {'value': 6, 'element': 364}, {'value': 5, 'element': 356}, {'value': 3, 'element': 358}, {'value': 3, 'element': 370}]}]",6,3,2.0,18,4,1.0
1059806,11,True,True,105,2019-11-03T14:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 164}, {'value': 1, 'element': 166}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 171}, {'value': 1, 'element': 175}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 162}, {'value': 1, 'element': 164}], 'h': [{'value': 1, 'element': 124}, {'value': 1, 'element': 137}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 168}], 'h': [{'value': 3, 'element': 131}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 164}, {'value': 3, 'element': 171}, {'value': 1, 'element': 168}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 40, 'element': 164}, {'value': 40, 'element': 171}, {'value': 27, 'element': 168}, {'value': 25, 'element': 166}, {'value': 21, 'element': 159}, {'value': 19, 'element': 161}, {'value': 19, 'element': 162}, {'value': 18, 'element': 176}, {'value': 13, 'element': 175}, {'value': 8, 'element': 448}, {'value': 7, 'element': 517}, {'value': 6, 'element': 265}, {'value': 2, 'element': 165}, {'value': 1, 'element': 172}], 'h': [{'value': 14, 'element': 123}, {'value': 14, 'element': 131}, {'value': 13, 'element': 126}, {'value': 13, 'element': 134}, {'value': 12, 'element': 133}, {'value': 12, 'element': 503}, {'value': 6, 'element': 124}, {'value': 6, 'element': 138}, {'value': 5, 'element': 139}, {'value': 3, 'element': 129}, {'value': 2, 'element': 137}, {'value': 2, 'element': 157}]}]",9,3,2.0,7,3,0.0
1059807,11,True,True,106,2019-11-03T16:30:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 344}], 'h': [{'value': 1, 'element': 146}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 342}], 'h': [{'value': 1, 'element': 141}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 343}, {'value': 1, 'element': 442}], 'h': [{'value': 1, 'element': 153}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 342}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 341}], 'h': [{'value': 1, 'element': 148}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 336}, {'value': 2, 'element': 344}], 'h': [{'value': 1, 'element': 141}]}, {'identifier': 'bps', 'a': [{'value': 35, 'element': 336}, {'value': 29, 'element': 344}, {'value': 16, 'element': 333}, {'value': 15, 'element': 331}, {'value': 14, 'element': 349}, {'value': 12, 'element': 341}, {'value': 7, 'element': 442}, {'value': 5, 'element': 329}, {'value': 4, 'element': 335}, {'value': 4, 'element': 342}, {'value': 3, 'element': 343}, {'value': 3, 'element': 345}, {'value': 3, 'element': 524}, {'value': 2, 'element': 523}], 'h': [{'value': 28, 'element': 141}, {'value': 27, 'element': 146}, {'value': 14, 'element': 205}, {'value': 12, 'element': 148}, {'value': 12, 'element': 478}, {'value': 11, 'element': 142}, {'value': 10, 'element': 511}, {'value': 9, 'element': 154}, {'value': 8, 'element': 17}, {'value': 8, 'element': 422}, {'value': 4, 'element': 151}, {'value': 4, 'element': 153}, {'value': 1, 'element': 150}, {'value': -3, 'element': 147}]}]",17,4,1.0,8,3,1.0
1059818,12,True,True,117,2019-11-08T20:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 363}, {'value': 1, 'element': 364}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 363}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 355}, {'value': 1, 'element': 370}], 'h': [{'value': 1, 'element': 282}]}, {'identifier': 'red_cards', 'a': [{'value': 1, 'element': 354}], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 366}], 'h': []}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 363}, {'value': 2, 'element': 366}, {'value': 1, 'element': 359}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 46, 'element': 363}, {'value': 32, 'element': 366}, {'value': 31, 'element': 359}, {'value': 26, 'element': 353}, {'value': 26, 'element': 439}, {'value': 24, 'element': 364}, {'value': 20, 'element': 358}, {'value': 18, 'element': 368}, {'value': 13, 'element': 354}, {'value': 12, 'element': 373}, {'value': 10, 'element': 370}, {'value': 5, 'element': 356}, {'value': 3, 'element': 369}, {'value': -1, 'element': 355}], 'h': [{'value': 16, 'element': 286}, {'value': 13, 'element': 278}, {'value': 13, 'element': 289}, {'value': 12, 'element': 273}, {'value': 12, 'element': 276}, {'value': 12, 'element': 290}, {'value': 10, 'element': 274}, {'value': 9, 'element': 280}, {'value': 9, 'element': 285}, {'value': 7, 'element': 283}, {'value': 7, 'element': 284}, {'value': 5, 'element': 287}, {'value': 3, 'element': 282}, {'value': 3, 'element': 434}]}]",18,2,2.0,14,2,0.0
1059813,12,True,True,112,2019-11-09T12:30:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 431}, {'value': 1, 'element': 460}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 113}, {'value': 1, 'element': 461}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 133}, {'value': 1, 'element': 157}], 'h': [{'value': 1, 'element': 107}, {'value': 1, 'element': 113}, {'value': 1, 'element': 432}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 131}], 'h': [{'value': 1, 'element': 111}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 529}, {'value': 2, 'element': 113}, {'value': 2, 'element': 460}]}, {'identifier': 'bps', 'a': [{'value': 16, 'element': 131}, {'value': 14, 'element': 134}, {'value': 13, 'element': 124}, {'value': 13, 'element': 138}, {'value': 13, 'element': 139}, {'value': 13, 'element': 503}, {'value': 11, 'element': 123}, {'value': 7, 'element': 133}, {'value': 7, 'element': 135}, {'value': 5, 'element': 468}, {'value': 3, 'element': 126}, {'value': 3, 'element': 128}, {'value': 2, 'element': 137}, {'value': -2, 'element': 157}], 'h': [{'value': 30, 'element': 529}, {'value': 26, 'element': 113}, {'value': 26, 'element': 460}, {'value': 24, 'element': 431}, {'value': 24, 'element': 459}, {'value': 23, 'element': 506}, {'value': 21, 'element': 111}, {'value': 19, 'element': 107}, {'value': 17, 'element': 432}, {'value': 13, 'element': 119}, {'value': 9, 'element': 461}, {'value': 9, 'element': 463}, {'value': 4, 'element': 533}, {'value': 2, 'element': 116}]}]",7,4,0.0,6,3,2.0
1059812,12,True,True,111,2019-11-09T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 90}, {'value': 1, 'element': 91}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 84}, {'value': 1, 'element': 97}, {'value': 1, 'element': 101}]}, {'identifier': 'own_goals', 'a': [{'value': 1, 'element': 450}], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 380}], 'h': [{'value': 1, 'element': 83}, {'value': 1, 'element': 101}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 10, 'element': 450}], 'h': [{'value': 4, 'element': 93}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 84}, {'value': 2, 'element': 90}, {'value': 2, 'element': 93}]}, {'identifier': 'bps', 'a': [{'value': 26, 'element': 450}, {'value': 18, 'element': 381}, {'value': 14, 'element': 395}, {'value': 12, 'element': 393}, {'value': 10, 'element': 376}, {'value': 9, 'element': 380}, {'value': 9, 'element': 391}, {'value': 8, 'element': 382}, {'value': 7, 'element': 399}, {'value': 3, 'element': 390}, {'value': 2, 'element': 457}, {'value': 2, 'element': 514}, {'value': 1, 'element': 396}], 'h': [{'value': 33, 'element': 84}, {'value': 29, 'element': 90}, {'value': 29, 'element': 93}, {'value': 27, 'element': 97}, {'value': 26, 'element': 86}, {'value': 24, 'element': 83}, {'value': 21, 'element': 87}, {'value': 18, 'element': 101}, {'value': 18, 'element': 102}, {'value': 14, 'element': 91}, {'value': 6, 'element': 100}, {'value': 4, 'element': 98}]}]",19,3,0.0,5,2,3.0
1059817,12,True,True,116,2019-11-09T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 505}], 'h': [{'value': 1, 'element': 253}, {'value': 1, 'element': 259}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 75}], 'h': [{'value': 1, 'element': 254}, {'value': 1, 'element': 500}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 254}, {'value': 1, 'element': 271}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 7, 'element': 494}], 'h': [{'value': 2, 'element': 262}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 505}, {'value': 1, 'element': 494}], 'h': [{'value': 2, 'element': 259}]}, {'identifier': 'bps', 'a': [{'value': 26, 'element': 505}, {'value': 23, 'element': 494}, {'value': 22, 'element': 59}, {'value': 18, 'element': 75}, {'value': 18, 'element': 79}, {'value': 16, 'element': 476}, {'value': 15, 'element': 58}, {'value': 12, 'element': 63}, {'value': 7, 'element': 65}, {'value': 5, 'element': 62}, {'value': 3, 'element': 69}, {'value': 2, 'element': 67}, {'value': 2, 'element': 68}, {'value': 2, 'element': 492}], 'h': [{'value': 25, 'element': 259}, {'value': 20, 'element': 253}, {'value': 20, 'element': 255}, {'value': 15, 'element': 500}, {'value': 14, 'element': 254}, {'value': 14, 'element': 262}, {'value': 13, 'element': 269}, {'value': 9, 'element': 271}, {'value': 8, 'element': 498}, {'value': 7, 'element': 266}, {'value': 4, 'element': 520}, {'value': 3, 'element': 258}, {'value': 3, 'element': 267}, {'value': -3, 'element': 466}]}]",3,2,1.0,13,2,2.0
1059819,12,True,True,118,2019-11-09T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 150}, {'value': 1, 'element': 154}], 'h': [{'value': 1, 'element': 313}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 478}, {'value': 1, 'element': 511}], 'h': [{'value': 1, 'element': 508}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 511}], 'h': [{'value': 1, 'element': 508}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 148}], 'h': [{'value': 3, 'element': 318}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 150}, {'value': 3, 'element': 154}, {'value': 1, 'element': 478}], 'h': [{'value': 1, 'element': 313}]}, {'identifier': 'bps', 'a': [{'value': 30, 'element': 150}, {'value': 30, 'element': 154}, {'value': 27, 'element': 478}, {'value': 22, 'element': 511}, {'value': 16, 'element': 141}, {'value': 15, 'element': 151}, {'value': 13, 'element': 153}, {'value': 13, 'element': 158}, {'value': 11, 'element': 148}, {'value': 10, 'element': 142}, {'value': 7, 'element': 17}, {'value': 5, 'element': 146}, {'value': 2, 'element': 143}, {'value': 2, 'element': 147}], 'h': [{'value': 27, 'element': 313}, {'value': 17, 'element': 321}, {'value': 15, 'element': 318}, {'value': 13, 'element': 304}, {'value': 11, 'element': 307}, {'value': 9, 'element': 328}, {'value': 7, 'element': 308}, {'value': 6, 'element': 320}, {'value': 5, 'element': 323}, {'value': 4, 'element': 508}, {'value': 3, 'element': 314}, {'value': 3, 'element': 486}, {'value': 2, 'element': 437}, {'value': 1, 'element': 438}]}]",8,2,2.0,16,2,1.0
1059820,12,True,True,119,2019-11-09T15:00:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 294}], 'h': [{'value': 1, 'element': 342}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 303}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 302}, {'value': 1, 'element': 423}], 'h': [{'value': 1, 'element': 335}, {'value': 1, 'element': 350}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 4, 'element': 471}], 'h': [{'value': 3, 'element': 341}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 303}], 'h': [{'value': 2, 'element': 336}, {'value': 1, 'element': 342}]}, {'identifier': 'bps', 'a': [{'value': 28, 'element': 303}, {'value': 21, 'element': 294}, {'value': 16, 'element': 471}, {'value': 15, 'element': 295}, {'value': 15, 'element': 301}, {'value': 12, 'element': 291}, {'value': 11, 'element': 302}, {'value': 11, 'element': 423}, {'value': 9, 'element': 293}, {'value': 7, 'element': 297}, {'value': 5, 'element': 70}, {'value': 2, 'element': 441}, {'value': 2, 'element': 453}], 'h': [{'value': 25, 'element': 336}, {'value': 22, 'element': 342}, {'value': 15, 'element': 333}, {'value': 15, 'element': 523}, {'value': 14, 'element': 349}, {'value': 13, 'element': 341}, {'value': 11, 'element': 344}, {'value': 11, 'element': 347}, {'value': 10, 'element': 442}, {'value': 8, 'element': 329}, {'value': 7, 'element': 350}, {'value': 6, 'element': 345}, {'value': 2, 'element': 335}, {'value': -5, 'element': 338}]}]",15,4,1.0,17,3,1.0
1059814,12,True,True,113,2019-11-09T17:30:00Z,90,False,True,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 166}, {'value': 1, 'element': 171}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 166}, {'value': 1, 'element': 448}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 2}], 'h': [{'value': 1, 'element': 162}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 5, 'element': 14}], 'h': [{'value': 1, 'element': 168}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 166}, {'value': 2, 'element': 164}, {'value': 1, 'element': 159}, {'value': 1, 'element': 171}]}, {'identifier': 'bps', 'a': [{'value': 22, 'element': 14}, {'value': 17, 'element': 3}, {'value': 14, 'element': 467}, {'value': 13, 'element': 21}, {'value': 12, 'element': 15}, {'value': 10, 'element': 11}, {'value': 10, 'element': 106}, {'value': 10, 'element': 490}, {'value': 9, 'element': 10}, {'value': 7, 'element': 2}, {'value': 7, 'element': 19}, {'value': 5, 'element': 488}, {'value': 3, 'element': 12}], 'h': [{'value': 38, 'element': 166}, {'value': 29, 'element': 164}, {'value': 28, 'element': 159}, {'value': 28, 'element': 171}, {'value': 26, 'element': 162}, {'value': 23, 'element': 161}, {'value': 23, 'element': 448}, {'value': 22, 'element': 168}, {'value': 13, 'element': 176}, {'value': 7, 'element': 175}, {'value': 6, 'element': 172}, {'value': 4, 'element': 517}, {'value': 2, 'element': 265}]}]",1,3,0.0,9,3,2.0
