id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
620,Kelechi Iheanacho,3,131,2,1.0734736062586308,2,1.7263593077659607,8,5,1,0,F S,Leicester,2,1.0734736062586308,2.832547679543495,0.13032145239412785
644,Erik Lamela,9,611,2,1.0396485142409801,1,0.8723603095859289,12,14,2,0,M S,Tottenham,2,1.0396485142409801,3.7448842339217663,2.4639525339007378
700,Willian,16,1099,2,2.6153283305466175,3,3.679944286122918,36,25,2,0,F M S,Chelsea,2,2.6153283305466175,9.79954732209444,5.303661305457354
708,Federico Fernández,11,734,2,1.2717120498418808,1,0.2156594842672348,6,2,3,0,D S,Newcastle United,2,1.2717120498418808,0.8327464908361435,0.6010662391781807
730,Patrick van Aanholt,15,1288,2,1.2528501935303211,0,0.305631248280406,12,9,0,0,D,Crystal Palace,1,0.4916813559830189,2.4644777616485953,2.111712866462767
757,Jeffrey Schlupp,14,858,2,1.5283356253057718,1,0.9487967370077968,14,7,2,0,D F M S,Crystal Palace,2,1.5283356253057718,2.9981749281287193,0.9975786209106445
771,Georginio Wijnaldum,16,1340,2,1.0053011272102594,0,0.2719354070723057,20,5,0,0,M,Liverpool,2,1.0053011272102594,5.533214099705219,4.528163265436888
772,Moussa Sissoko,17,1424,2,2.048577442765236,1,1.313873941078782,12,8,3,0,D M S,Tottenham,2,2.048577442765236,7.809831835329533,4.967210836708546
844,Jay Rodriguez,17,563,2,2.060698537155986,0,0.11233691684901714,15,2,1,0,F S,Burnley,2,2.060698537155986,2.1989104878157377,0.17977911233901978
875,Ciaran Clark,9,767,2,0.40250827744603157,0,0.05486181378364563,5,1,2,0,D,Newcastle United,2,0.40250827744603157,1.5460861697793007,1.505507592111826
1660,Andre Gray,16,684,2,2.4797882735729218,0,1.8659746497869492,18,10,1,0,F S,Watford,2,2.4797882735729218,4.474500684067607,0.23320655897259712
1676,David Luiz,14,1260,2,1.1225689444690943,0,0.03012360818684101,11,1,3,0,D,Arsenal,2,1.1225689444690943,2.9586810804903507,2.802912387996912
1691,Robert Snodgrass,12,809,2,1.4645120669156313,1,2.109931441023946,9,21,4,0,M S,West Ham,2,1.4645120669156313,3.6621308401226997,1.5833562966436148
1736,Oliver McBurnie,15,633,2,1.7795677119866014,0,0.4216942936182022,15,3,2,0,F S,Sheffield United,2,1.7795677119866014,2.3909468054771423,1.087369479238987
1746,Jeff Hendrick,14,1107,2,0.9600319713354111,1,1.027179284952581,12,7,4,0,M S,Burnley,2,0.9600319713354111,1.9896165616810322,0.779523242264986
2496,Rodri,15,1152,2,0.3213647212833166,1,1.2580815870314837,8,17,4,0,D M S,Manchester City,2,0.3213647212833166,11.937099486589432,11.014047974720597
3303,Ricardo Pereira,17,1530,2,0.7360704308375716,1,2.0405548634007573,9,16,1,0,D,Leicester,2,0.7360704308375716,6.702565543353558,5.287542410194874
4918,Patrick Cutrone,11,290,2,2.2888070419430733,0,0.4840551167726517,11,2,0,0,F S,Wolverhampton Wanderers,2,2.2888070419430733,2.311261683702469,0
5545,Wilfred Ndidi,16,1440,2,0.9337185025215149,0,0.49297004751861095,15,11,2,0,M,Leicester,2,0.9337185025215149,5.849152740091085,5.015939619392157
5549,Luka Milivojevic,16,1428,2,1.9049067068845034,0,1.3444309765473008,15,19,7,0,M,Crystal Palace,0,0.3825690317898989,2.2197497859597206,1.774554157629609
5560,Scott McTominay,15,1344,2,1.7246576584875584,1,1.3575057070702314,23,13,1,0,M,Manchester United,2,1.7246576584875584,4.439929828047752,3.4686582889407873
5656,Nicolas Pepe,15,1008,2,3.4343669302761555,2,1.5167724303901196,32,18,2,0,F M S,Arsenal,1,2.6731981225311756,5.55579599738121,2.4133708477020264
5962,Tanguy NDombele Alvaro,12,677,2,0.352954987436533,1,0.34099150635302067,9,8,2,0,M S,Tottenham,2,0.352954987436533,3.1422677282243967,2.7854485269635916
6048,Lewis Dunk,16,1440,2,1.4135953579097986,2,0.8112200349569321,12,7,6,0,D,Brighton,2,1.4135953579097986,4.317388519644737,4.2125492710620165
6122,Douglas Luiz,15,866,2,0.6195437125861645,0,0.43527112528681755,19,3,1,0,M S,Aston Villa,2,0.6195437125861645,1.4976481720805168,0.9871317725628614
6143,Jetro Willems,14,1180,2,0.4272440141066909,2,0.7676352341659367,12,11,0,0,D S,Newcastle United,2,0.4272440141066909,2.5228476636111736,1.5825921529904008
6852,Matt Doherty,16,1156,2,2.8712239852175117,0,0.2601410523056984,14,6,0,0,D M S,Wolverhampton Wanderers,2,2.8712239852175117,4.462646033614874,1.4551167096942663
6853,Rúben Neves,17,1332,2,0.5916269030421972,0,0.8998344447463751,28,12,4,0,M S,Wolverhampton Wanderers,2,0.5916269030421972,5.564826523885131,4.488180110231042
7063,Bernard,11,582,2,0.6330047436058521,1,0.5730226002633572,5,8,2,0,M S,Everton,2,0.6330047436058521,2.41261013969779,1.272620465606451
7490,Mason Greenwood,13,223,2,1.4128942266106606,0,0.050775546580553055,9,1,0,0,F S,Manchester United,2,1.4128942266106606,1.600117303431034,0.37452786043286324
7698,Leandro Trossard,11,639,2,2.0384915061295033,2,2.3535382952541113,13,18,0,0,F M S,Brighton,2,2.0384915061295033,4.827339442446828,1.952167458832264
7699,Adam Webster,13,1115,2,0.40819736383855343,0,0.3749827677384019,9,6,2,0,D,Brighton,2,0.40819736383855343,2.630140233784914,2.3919812813401222
7701,Moussa Djenepo,10,553,2,1.5223875539377332,1,1.3897296041250229,11,5,3,0,F M S,Southampton,2,1.5223875539377332,4.005387567915022,2.141711011528969
7706,George Baldock,17,1530,2,0.36778502352535725,3,0.650878231972456,8,8,4,0,M,Sheffield United,2,0.36778502352535725,4.609237983822823,4.125995974987745
7721,Conor Hourihane,10,586,2,0.8563868831843138,2,2.247684184461832,12,12,2,0,M S,Aston Villa,2,0.8563868831843138,3.145411541685462,1.9191737528890371
7991,Aaron Connolly,11,582,2,2.545290756970644,0,0.16793134063482285,19,3,0,0,F S,Brighton,2,2.545290756970644,2.444091998040676,0.12894925475120544
76,Fabian Schär,11,934,1,0.7773373462259769,0,0,11,0,2,0,D S,Newcastle United,1,0.7773373462259769,1.1123891957104206,0.6201025154441595
87,Joelinton,17,1304,1,2.276665573939681,1,1.31441068649292,26,16,3,0,F M S,Newcastle United,1,2.276665573939681,4.7715086080133915,2.0412484258413315
101,Allan Saint-Maximin,12,829,1,1.569551108404994,0,0.9771795254200697,18,13,0,0,M S,Newcastle United,1,1.569551108404994,3.2285722233355045,0.7637277133762836
111,Jannik Vestergaard,11,940,1,0.4254413805902004,0,0.7267072796821594,8,5,1,0,D,Southampton,1,0.4254413805902004,2.328489737585187,2.2087195087224245
191,Chicharito,2,107,1,0.8829848766326904,0,0,3,0,0,0,F S,West Ham,1,0.8829848766326904,0.8958585262298584,0.07047868520021439
209,Josip Drmic,8,94,1,0.8403596132993698,0,0,3,0,0,0,S,Norwich,1,0.8403596132993698,0.8122737407684326,0
239,Pascal Groß,16,1109,1,1.0795022742822766,3,4.453458223491907,20,42,1,0,F M S,Brighton,1,1.0795022742822766,5.525040101259947,3.5922547839581966
314,Ilkay Gündogan,15,980,1,1.706866191700101,0,1.933272235095501,21,22,6,0,M S,Manchester City,1,1.706866191700101,9.094806384295225,6.782342240214348
332,Joel Matip,7,630,1,0.1732353027909994,0,0.015664158388972282,3,1,0,0,D,Liverpool,1,0.1732353027909994,1.3454518504440784,1.3297876920551062
371,Sokratis,15,1350,1,0.29362726397812366,0,0.7529756426811218,5,2,5,0,D,Arsenal,1,0.29362726397812366,3.162123222835362,3.162123222835362
458,Steve Cook,14,1260,1,0.4061821922659874,0,0.6846158243715763,8,3,2,0,D,Bournemouth,1,0.4061821922659874,1.7832274213433266,1.6687950417399406
462,Dan Gosling,4,140,1,0.7884657084941864,0,0.20999916642904282,5,3,1,0,M S,Bournemouth,1,0.7884657084941864,0.3237253427505493,0.0361846424639225
486,Adam Lallana,7,207,1,0.7592308968305588,0,0.11884146183729172,3,3,0,0,M S,Liverpool,1,0.7592308968305588,1.7788266241550446,0.9561540558934212
489,James Milner,13,532,1,1.340006560087204,2,0.8653513118624687,10,8,3,0,D M S,Liverpool,0,0.5788376927375793,3.800986960530281,3.012111112475395
500,Alex Iwobi,15,1044,1,2.181185942143202,0,1.664241835474968,19,16,0,0,F M S,Everton,1,2.181185942143202,5.636438526213169,2.456447683274746
508,Calum Chambers,12,990,1,0.5294111222028732,0,1.251705627888441,10,5,4,0,D S,Arsenal,1,0.5294111222028732,4.220332823693752,3.0246555879712105
531,Michail Antonio,7,421,1,2.3777918964624405,0,0.4710098095238209,15,6,0,0,F M S,West Ham,1,2.3777918964624405,2.254398338496685,0.5872128270566463
533,Mark Noble,15,1183,1,1.1466091871261597,1,0.4183528572320938,10,8,2,0,M,West Ham,0,0.3854403495788574,3.958484284579754,3.4705276861786842
579,Nathan Aké,16,1384,1,1.7919721640646458,1,1.3283630162477493,14,5,1,0,D,Bournemouth,1,1.7919721640646458,2.887870240956545,2.5657859705388546
596,Tom Cleverley,9,648,1,1.6930489614605904,0,0.6229856535792351,15,13,0,0,M S,Watford,1,1.6930489614605904,4.4138478115201,2.441903382539749
605,Jordan Henderson,16,1096,1,0.43299140967428684,2,2.1803992427885532,7,12,1,0,M S,Liverpool,1,0.43299140967428684,5.188659757375717,2.728445302695036
638,Kyle Walker,14,1185,1,1.261099461466074,2,0.9304259847849607,11,8,3,0,D,Manchester City,1,1.261099461466074,8.964089155197144,7.608552746474743
640,Jan Vertonghen,10,900,1,0.022775107994675636,1,0.6201823353767395,1,2,1,0,D,Tottenham,1,0.022775107994675636,2.8050316870212555,2.184849351644516
646,Christian Eriksen,13,721,1,1.1924161650240421,2,1.7197426967322826,15,15,3,0,F M S,Tottenham,1,1.1924161650240421,2.983820116147399,1.3603589003905654
703,Fikayo Tomori,11,990,1,0.33128652442246675,0,0.11987660080194473,5,4,2,0,D,Chelsea,1,0.33128652442246675,4.760550482198596,4.738270504400134
714,Gylfi Sigurdsson,16,1156,1,1.634672028478235,1,2.6323152100667357,25,29,1,0,M S,Everton,1,1.634672028478235,5.146710131317377,2.627953886985779
727,DeAndre Yedlin,7,553,1,0.7519300580024719,0,0.087185088545084,1,3,1,0,D S,Newcastle United,1,0.7519300580024719,1.2399473618716002,0.4522932004183531
766,Jamaal Lascelles,12,1004,1,0.2517055831849575,0,0.03229285776615143,4,1,1,0,D,Newcastle United,1,0.2517055831849575,0.7172252461314201,0.5853775590658188
775,Andros Townsend,14,781,1,0.19788996130228043,1,1.1352286487817764,5,8,0,0,M S,Crystal Palace,1,0.19788996130228043,1.5441585257649422,0.5625019185245037
782,Ben Chilwell,14,1253,1,0.7205989826470613,3,2.5405271034687757,8,21,1,0,D,Leicester,1,0.7205989826470613,6.849409949034452,5.423050466924906
789,Robbie Brady,9,273,1,0.644318126142025,2,0.23705877736210823,5,8,1,0,M S,Burnley,1,0.644318126142025,0.8372932486236095,0.39918601512908936
790,Nathan Redmond,15,1262,1,2.5289386436343193,0,1.2575766555964947,30,13,1,0,F M,Southampton,1,2.5289386436343193,4.848552126437426,1.7309228628873825
791,Alexander Tettey,11,774,1,0.21690036728978157,1,0.2981822192668915,6,1,2,0,D M S,Norwich,1,0.21690036728978157,1.8815577924251556,1.5504151545464993
807,Jonny Evans,17,1503,1,1.1360944472253323,1,0.14999119378626347,11,2,3,0,D,Leicester,1,1.1360944472253323,4.958159234374762,4.808168079704046
835,Ryan Bertrand,12,942,1,1.6343381330370903,1,0.8226584009826183,6,10,2,1,D M S,Southampton,1,1.6343381330370903,3.1375369476154447,2.75620495993644
884,Matt Targett,11,912,1,0.1708960086107254,2,2.2157438192516565,2,16,3,0,D,Aston Villa,1,0.1708960086107254,4.467344090342522,3.48011963814497
888,Xherdan Shaqiri,5,169,1,0.5408407375216484,0,0.1193956509232521,4,2,0,0,M S,Liverpool,1,0.5408407375216484,0.6650456748902798,0.044575419276952744
922,Andreas Pereira,15,996,1,0.9075494706630707,1,2.3022957257926464,24,18,2,0,M S,Manchester United,1,0.9075494706630707,4.266451548784971,2.1886504013091326
966,Alex Oxlade-Chamberlain,12,511,1,1.2576279267668724,0,0.1713526602834463,18,4,0,0,F M S,Liverpool,1,1.2576279267668724,2.56840243935585,1.2200403083115816
1024,Tyrone Mings,16,1372,1,0.6540197972208261,1,0.4614032208919525,4,5,3,0,D,Aston Villa,1,0.6540197972208261,3.6917292177677155,3.6482427567243576
1042,Tom Davies,11,728,1,1.1626635286957026,0,0,8,0,3,0,M S,Everton,1,1.1626635286957026,1.5632407404482365,1.4273352064192295
1227,Lucas Torreira,14,717,1,1.2158762980252504,0,0.258955841884017,15,7,1,0,M S,Arsenal,1,1.2158762980252504,3.275245077908039,2.167174406349659
1389,Jorginho,15,1179,1,0.9092176575213671,2,2.1353767598047853,7,13,6,0,M S,Chelsea,0,0.14804879389703274,9.815747007727623,9.05687104165554
1621,Marcos Alonso,7,501,1,0.6836723135784268,2,1.1386392824351788,5,8,3,0,D M S,Chelsea,1,0.6836723135784268,4.179860919713974,3.4719542264938354
1653,Michael Keane,15,1261,1,1.431223126128316,0,0.061630070209503174,8,1,0,0,D S,Everton,1,1.431223126128316,1.3810649514198303,1.2549319863319397
1663,Johann Berg Gudmundsson,4,317,1,0.3450343981385231,0,0.5287818387150764,6,7,0,0,M,Burnley,1,0.3450343981385231,0.5418467298150063,0.1759263165295124
1665,James Tarkowski,17,1530,1,1.4154326701536775,1,1.7670882809907198,13,6,4,0,D,Burnley,1,1.4154326701536775,0.5272999722510576,0.4800907988101244
1678,Michy Batshuayi,11,86,1,2.2067565321922302,1,0.202503627166152,11,3,0,0,S,Chelsea,1,2.2067565321922302,2.1948692556470633,0.1185552254319191
1683,Ryan Fraser,16,1160,1,1.8248516377061605,3,1.3009798116981983,17,21,2,0,F M S,Bournemouth,1,1.8248516377061605,3.9874133691191673,1.7068495564162731
1688,Andrew Robertson,17,1459,1,1.0703378664329648,5,3.5484814010560513,12,22,0,0,D S,Liverpool,1,1.0703378664329648,8.027571149170399,5.18314128741622
1723,Roberto Pereyra,12,811,1,1.7198770735412836,0,1.1367246424779296,14,13,3,0,F M S,Watford,0,0.958708206191659,2.1925591127946973,0.5091616902500391
1726,Abdoulaye Doucouré,17,1501,1,2.4824429526925087,0,1.6319958344101906,28,20,3,0,M,Watford,1,2.4824429526925087,6.357763223350048,4.021599246188998
1791,Trent Alexander-Arnold,17,1487,1,1.9001023694872856,6,5.369162306189537,20,52,4,0,D S,Liverpool,1,1.9001023694872856,10.578081103041768,6.02050063200295
2254,Mateo Kovacic,17,1174,1,0.49459337815642357,2,1.3622964043170214,11,17,4,0,M S,Chelsea,1,0.49459337815642357,6.543931242078543,5.969765868037939
2280,Jonny,16,1360,1,1.375329801812768,1,0.9328107759356499,14,13,3,0,M S,Wolverhampton Wanderers,1,1.375329801812768,5.99921884201467,4.072770114988089
3420,Fabinho,12,1004,1,0.11244402080774307,1,0.9389012660831213,6,13,5,0,M S,Liverpool,1,0.11244402080774307,5.64289191365242,5.009147614240646
3422,João Moutinho,17,1440,1,0.3300929693505168,4,2.876846559345722,10,35,3,0,M S,Wolverhampton Wanderers,1,0.3300929693505168,5.290464665740728,4.543143145740032
3491,Romain Saiss,13,965,1,1.2323861848562956,0,0.2037812490016222,8,5,6,1,D M S,Wolverhampton Wanderers,1,1.2323861848562956,4.038254119455814,3.34708771109581
4068,Florin Andone,3,69,1,0.36459624767303467,0,0.058196283876895905,1,1,0,1,F S,Brighton,1,0.36459624767303467,0.36459624767303467,0
4476,Callum Robinson,13,582,1,1.561250001192093,1,0.16802142933011055,12,2,1,0,F S,Sheffield United,1,1.561250001192093,2.3101991657167673,0.6610621185973287
5247,Naby Keita,3,99,1,0.6607428193092346,1,0.5782684683799744,3,3,0,0,M S,Liverpool,1,0.6607428193092346,2.4844322204589844,1.7614388465881348
5264,Caglar Söyüncü,17,1530,1,0.5921233631670475,1,0.188805827870965,10,2,3,0,D,Leicester,1,0.5921233631670475,2.604155272245407,2.5725761502981186
5675,Ismaila Sarr,10,541,1,1.9525344092398882,0,1.0031666737049818,15,6,0,0,F M S,Watford,1,1.9525344092398882,3.0818789564073086,1.3345071636140347
6047,Shane Duffy,10,617,1,1.1792077301070094,0,0,5,0,0,0,D S,Brighton,1,1.1792077301070094,1.2203015610575676,1.117051675915718
6050,Davy Pröpper,15,1350,1,1.5728078726679087,1,1.6124416086822748,21,13,3,0,M,Brighton,1,1.5728078726679087,6.644581750035286,4.1927103996276855
6080,Victor Lindelöf,16,1440,1,0.09146951511502266,0,0.36020353995263577,2,3,3,0,D,Manchester United,1,0.09146951511502266,3.6575487703084946,3.6575487703084946
6104,Will Hughes,14,956,1,1.822320630773902,1,0.9204323031008244,12,9,3,0,M S,Watford,1,1.822320630773902,3.643227379769087,1.3684373926371336
6477,Cenk Tosun,4,218,1,0.9233677238225937,0,0.1477499371394515,9,4,0,0,F S,Everton,1,0.9233677238225937,0.9570887014269829,0
6681,Harvey Barnes,16,962,1,3.106084557250142,4,2.0151856876909733,30,15,0,0,M S,Leicester,1,3.106084557250142,7.75819169729948,4.071110546588898
6756,Dwight McNeil,17,1475,1,0.7721502017229795,4,3.641611270606518,21,23,1,0,M,Burnley,1,0.7721502017229795,4.6151824705302715,1.3842780720442533
6892,Fabián Balbuena,9,721,1,1.1524110734462738,0,0.4616926908493042,7,1,2,0,D S,West Ham,1,1.1524110734462738,0.9472954832017422,0.9472954832017422
7236,Leander Dendoncker,17,1403,1,1.410125758498907,0,0.11218187212944031,8,2,2,0,D M S,Wolverhampton Wanderers,1,1.410125758498907,3.680516865104437,3.402369672432542
